기준일(월말),시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),모멘텀스코어,다음달수익률(%),전달순위
2026-03-31,NYSE,General Electric Co,GE,0,283.77,-17.1,-7.9,-5.7,41.8,7.8,-0.92,
2026-03-31,NASDAQ,Electronic Arts Inc,EA,0,203.87,1.6,-0.2,1.1,41.1,7.7,-0.13,
2026-03-31,NYSE,Travelers Companies Inc,TRV,0,291.68,-5.5,0.6,4.5,10.3,7.5,0.79,
2026-03-31,NYSE,Ecolab Inc,ECL,0,266.02,-13.7,1.3,-2.9,4.9,7.5,-0.65,
2026-03-31,NASDAQ,Ulta Beauty Inc,ULTA,0,522.71,-23.7,-13.6,-4.4,42.6,7.3,2.81,
2026-03-31,NYSE,Eli Lilly and Co,LLY,0,919.77,-12.6,-14.4,20.5,11.4,7.3,1.72,
2026-03-31,NYSE,Simon Property Group Inc,SPG,0,186.53,-8.5,0.8,-0.6,12.3,7.0,1.15,
2026-03-31,NASDAQ,Broadcom Inc,AVGO,0,309.51,-3.1,-10.6,-6.2,84.9,7.0,1.63,
2026-03-31,NYSE,McDonald's Corp,MCD,0,310.79,-8.9,1.7,2.3,-0.5,6.8,-1.17,
2026-03-31,NYSE,PNC Financial Services Group Inc,PNC,0,208.09,-2.0,-0.3,3.6,18.4,6.2,1.73,
2026-03-31,NYSE,Norfolk Southern Corp,NSC,0,287.0,-8.8,-0.6,-4.5,21.2,5.9,0.35,
2026-03-31,NYSE,ING Groep NV ADR,ING,0,26.05,-9.5,-7.0,-0.1,33.0,5.7,1.96,
2026-03-31,NYSE,TE Connectivity PLC,TEL,0,209.02,-9.2,-8.1,-4.8,47.9,5.3,0.02,
2026-03-31,NYSE,Cencora Inc,COR,0,314.14,-15.6,-7.0,0.5,13.0,5.1,3.39,
2026-03-31,NASDAQ,Arch Capital Group Ltd,ACGL,0,95.99,-4.2,0.1,5.8,-0.2,5.0,0.78,
2026-03-31,NYSE,Manulife Financial Corp,MFC,0,34.44,-3.1,-5.1,10.6,10.6,4.9,1.34,
2026-03-31,NYSE,Morgan Stanley,MS,0,164.57,-1.2,-7.3,3.5,41.1,4.7,0.75,
2026-03-31,NASDAQ,NVIDIA Corp,NVDA,0,174.4,-1.6,-6.5,-6.5,60.9,4.5,1.71,
2026-03-31,NYSE,Royal Caribbean Cruises Ltd,RCL,0,275.18,-11.5,-1.3,-15.0,33.9,4.0,-0.58,
2026-03-31,NASDAQ,F5 Inc,FFIV,0,289.33,6.6,13.3,-10.5,8.7,3.9,4.85,
2026-03-31,NYSE,Arista Networks Inc,ANET,0,122.78,-8.0,-6.3,-15.7,58.5,2.8,3.18,
2026-03-31,NASDAQ,Mondelez International Inc,MDLZ,0,57.64,-6.4,7.1,-7.7,-15.0,2.0,-0.17,
2026-03-31,NYSE,Barclays PLC ADR,BCS,0,21.16,-12.9,-16.9,2.4,37.8,1.7,3.02,
2026-03-31,NYSE,Procter & Gamble Co,PG,0,144.44,-13.6,0.8,-6.0,-15.2,1.4,-0.91,
2026-03-31,NYSE,Lowe's Companies Inc,LOW,0,236.28,-10.7,-2.0,-6.0,1.3,1.0,-2.22,
2026-03-31,NASDAQ,Comcast Corp,CMCSA,0,28.71,-7.3,2.5,-2.5,-17.0,1.0,-2.72,
2026-03-31,NYSE,NatWest Group PLC ADR,NWG,0,14.9,-10.2,-14.9,5.3,25.0,0.9,2.62,
2026-03-31,NASDAQ,Airbnb Inc,ABNB,0,126.28,-6.5,-7.0,4.0,5.7,0.8,-1.05,
2026-03-31,NYSE,Republic Services Inc,RSG,0,219.02,-4.4,3.3,-4.6,-9.6,0.7,1.9,
2026-03-31,NYSE,Truist Financial Corp,TFC,0,45.97,-6.8,-6.6,0.5,11.7,0.7,2.59,
2026-03-31,NASDAQ,Cincinnati Financial Corp,CINF,0,157.35,-4.0,-3.7,-0.5,6.5,0.2,0.67,
2026-03-31,NASDAQ,Expand Energy Corp,EXE,0,109.78,1.7,-0.5,3.3,-1.4,0.1,-5.37,
2026-03-31,NYSE,Aflac Inc,AFL,0,109.71,-2.9,-0.5,-1.8,-1.3,-0.1,0.7,
2026-03-31,NYSE,Sherwin-Williams Co,SHW,0,320.55,-11.6,-1.1,-7.4,-8.2,-0.4,-0.8,
2026-03-31,NASDAQ,Apple Inc,AAPL,0,253.79,-3.9,-6.6,-0.3,14.3,-0.7,0.84,
2026-03-31,NYSE,Charles Schwab Corp,SCHW,0,93.98,-1.3,-5.9,-1.6,20.1,-0.9,-0.22,
2026-03-31,NASDAQ,Biontech SE ADR,BNTX,0,88.88,-19.4,-6.6,-9.9,-2.4,-1.0,2.59,
2026-03-31,NYSE,Boeing Co,BA,0,199.03,-12.5,-8.3,-7.8,16.7,-1.0,4.62,
2026-03-31,NASDAQ,Keurig Dr Pepper Inc,KDP,0,26.33,-13.0,-6.0,3.2,-23.1,-1.3,-3.87,
2026-03-31,NASDAQ,Sanofi SA ADR,SNY,0,48.18,-1.0,-0.6,2.1,-13.1,-1.6,-0.6,
2026-03-31,NASDAQ,Dexcom Inc,DXCM,0,62.8,-14.5,-5.4,-6.7,-8.0,-2.0,-0.92,
2026-03-31,NYSE,AbbVie Inc,ABBV,0,217.49,-6.3,-4.8,-6.1,3.8,-3.0,-3.98,
2026-03-31,NASDAQ,United Airlines Holdings Inc,UAL,0,92.07,-13.4,-17.7,-4.6,33.3,-3.1,0.15,
2026-03-31,NASDAQ,BeOne Medicines AG ADR,ONC,0,296.97,-6.3,-2.3,-12.8,9.1,-3.2,4.65,
2026-03-31,NASDAQ,Ryanair Holdings PLC ADR,RYAAY,0,57.8,-14.4,-19.9,-4.0,36.4,-3.5,1.63,
2026-03-31,NYSE,CVS Health Corp,CVS,0,71.82,-10.1,-9.5,-4.7,6.0,-3.7,2.33,
2026-03-31,NASDAQ,Fortinet Inc,FTNT,0,81.72,3.4,2.9,-2.8,-15.1,-3.8,0.99,
2026-03-31,NASDAQ,argenx SE ADR,ARGX,0,730.25,-4.8,-13.2,-1.0,23.4,-4.0,2.21,
2026-03-31,NASDAQ,Genmab A/S ADR,GMAB,0,26.83,-8.9,-12.9,-12.5,37.0,-4.7,2.5,
2026-03-31,NYSE,3M Co,MMM,0,145.23,-12.2,-9.3,-6.4,-1.1,-4.8,-0.52,
2026-03-31,NYSE,Intercontinental Exchange Inc,ICE,0,157.28,-4.2,-2.9,-6.6,-8.8,-5.3,3.62,
2026-03-31,NYSE,JPMorgan Chase & Co,JPM,0,294.16,-2.0,-8.7,-6.7,19.9,-5.3,0.15,
2026-03-31,NYSE,Berkshire Hathaway Inc Class B,BRK.B,0,479.2,-5.1,-4.7,-4.7,-10.0,-5.5,-0.39,
2026-03-31,NYSE,Stryker Corp,SYK,0,328.59,-15.2,-6.5,-11.1,-11.7,-5.5,0.9,
2026-03-31,NYSE,American Tower Corp,AMT,0,172.58,-10.0,-1.7,-10.3,-20.7,-5.6,0.67,
2026-03-31,NASDAQ,IDEXX Laboratories Inc,IDXX,0,561.89,-14.4,-16.9,-12.1,33.8,-5.6,1.36,
2026-03-31,NYSE,Berkshire Hathaway Inc Class A,BRK.A,0,718140.0,-5.1,-4.9,-4.8,-10.1,-5.7,-0.26,
2026-03-31,NYSE,Cigna Group,CI,0,266.75,-8.0,-3.1,-7.5,-18.9,-6.0,1.23,
2026-03-31,NASDAQ,T-Mobile US Inc,TMUS,0,210.03,-3.3,3.4,-12.3,-21.3,-6.0,-4.11,
2026-03-31,NASDAQ,O'Reilly Automotive Inc,ORLY,0,92.31,-1.7,1.2,-14.4,-3.3,-6.1,-0.96,
2026-03-31,NYSE,Nu Holdings Ltd,NU,0,14.37,-4.1,-14.2,-10.2,40.3,-6.3,-1.53,
2026-03-31,NASDAQ,First Citizens BancShares Inc (Delaware),FCNCA,0,1884.66,-0.7,-12.2,5.3,1.6,-6.4,1.17,
2026-03-31,NYSE,UBS Group AG,UBS,0,39.07,-5.7,-15.6,-4.7,27.6,-6.5,0.92,
2026-03-31,NASDAQ,Expedia Group Inc,EXPE,0,230.89,7.0,-18.5,8.0,37.4,-6.8,-2.42,
2026-03-31,NASDAQ,NXP Semiconductors NV,NXPI,0,196.86,-13.3,-9.3,-13.6,3.6,-6.9,-1.17,
2026-03-31,NASDAQ,Netflix Inc,NFLX,0,96.15,-0.1,2.5,-19.8,3.1,-7.2,2.61,
2026-03-31,NYSE,Bank of America Corp,BAC,0,48.75,-2.2,-11.4,-5.5,16.8,-7.4,1.29,
2026-03-31,NYSE,Medtronic PLC,MDT,0,86.65,-11.3,-9.8,-9.0,-3.6,-7.4,-0.02,
2026-03-31,NASDAQ,GE Healthcare Technologies Inc,GEHC,0,71.18,-15.5,-13.2,-5.2,-11.8,-7.8,-1.17,
2026-03-31,NASDAQ,Amazon.com Inc,AMZN,0,208.27,-0.8,-9.8,-5.1,9.5,-8.1,0.72,
2026-03-31,NYSE,Brookfield Corp,BN,0,40.47,-7.7,-11.8,-11.5,15.8,-8.2,1.04,
2026-03-31,NYSE,Home Depot Inc,HD,0,328.89,-13.6,-4.4,-18.8,-10.3,-8.2,-2.21,
2026-03-31,NASDAQ,Nasdaq Inc,NDAQ,0,84.89,-3.1,-12.6,-4.0,11.9,-8.2,2.07,
2026-03-31,NASDAQ,Huntington Bancshares Inc,HBAN,0,15.65,-6.8,-9.8,-9.4,4.3,-8.3,0.89,
2026-03-31,NASDAQ,NetApp Inc,NTAP,0,102.39,3.4,-4.4,-13.6,16.6,-8.7,0.94,
2026-03-31,NYSE,CRH PLC,CRH,0,105.12,-12.4,-15.8,-12.3,19.5,-8.7,-0.47,
2026-03-31,NASDAQ,VeriSign  Inc,VRSN,0,248.36,9.0,2.2,-11.2,-2.2,-8.7,4.63,
2026-03-31,NYSE,Thermo Fisher Scientific Inc,TMO,0,491.53,-5.7,-15.2,1.3,-1.2,-8.9,-0.01,
2026-03-31,NASDAQ,Constellation Energy Corp,CEG,0,279.25,-15.3,-21.0,-15.1,38.5,-9.0,-2.3,
2026-03-31,NASDAQ,Zoom Communications Inc,ZM,0,80.39,8.7,-6.8,-2.6,9.0,-9.3,2.45,
2026-03-31,NYSE,Unilever PLC ADR,UL,0,56.97,-22.8,-12.9,-14.7,-15.0,-9.3,-2.67,
2026-03-31,NASDAQ,Tesla Inc,TSLA,0,371.75,-7.6,-17.3,-16.4,43.4,-9.6,-3.0,
2026-03-31,NASDAQ,Baidu Inc ADR,BIDU,0,111.42,-10.5,-14.7,-15.4,21.1,-10.1,-0.41,
2026-03-31,NASDAQ,Intuitive Surgical Inc,ISRG,0,460.99,-8.4,-18.6,3.1,-6.9,-10.5,-1.93,
2026-03-31,NASDAQ,Credo Technology Group Holding Ltd,CRDO,0,93.87,-16.4,-34.8,-35.5,133.7,-10.6,8.07,
2026-03-31,NYSE,Wells Fargo & Co,WFC,0,79.61,-2.3,-14.6,-5.0,10.9,-10.9,1.24,
2026-03-31,NASDAQ,SBA Communications Corp,SBAC,0,172.11,-14.4,-11.0,-11.0,-21.8,-11.4,18.55,
2026-03-31,NYSE,BlackRock Inc,BLK,0,961.71,-9.5,-10.1,-17.5,1.6,-11.8,0.5,
2026-03-31,NASDAQ,Charter Communications Inc,CHTR,0,215.88,-8.0,3.4,-21.5,-41.4,-12.3,1.81,
2026-03-31,NASDAQ,Cintas Corp,CTAS,0,169.14,-15.9,-10.1,-17.6,-17.7,-12.4,3.07,
2026-03-31,NYSE,Danaher Corp,DHR,0,189.6,-10.0,-17.2,-4.4,-7.5,-12.4,0.8,
2026-03-31,NASDAQ,Rivian Automotive Inc,RIVN,0,15.05,-1.8,-23.6,2.5,20.9,-12.6,2.33,
2026-03-31,NASDAQ,Palantir Technologies Inc,PLTR,0,146.28,6.6,-17.7,-19.8,73.3,-12.7,1.49,
2026-03-31,NYSE,Moody's Corp,MCO,0,436.25,-8.7,-14.6,-8.4,-6.3,-12.8,1.04,
2026-03-31,NYSE,Deutsche Bank AG,DB,0,29.78,-15.9,-22.8,-15.9,25.0,-13.2,-0.03,
2026-03-31,NASDAQ,Kraft Heinz Co,KHC,0,22.49,-8.6,-7.3,-13.6,-26.1,-13.5,1.33,
2026-03-31,NYSE,Aon PLC,AON,0,322.78,-3.8,-8.5,-9.5,-19.1,-13.5,0.11,
2026-03-31,NYSE,ICICI Bank Ltd ADR,IBN,0,25.9,-15.1,-13.1,-14.3,-17.8,-13.6,-1.12,
2026-03-31,NASDAQ,Cadence Design Systems Inc,CDNS,0,277.87,-7.8,-11.1,-20.9,9.3,-13.6,0.31,
2026-03-31,NASDAQ,T Rowe Price Group Inc,TROW,0,90.14,-4.7,-12.0,-12.2,-1.9,-13.7,0.03,
2026-03-31,NASDAQ,First Solar Inc,FSLR,0,197.26,0.0,-24.5,-10.6,56.0,-13.7,-0.98,
2026-03-31,NYSE,TransDigm Group Inc,TDG,0,1158.96,-11.0,-12.9,-12.1,-16.2,-14.0,0.69,
2026-03-31,NYSE,Marsh & McLennan Companies Inc,MRSH,0,173.45,-7.1,-6.5,-13.9,-28.9,-14.4,0.67,
2026-03-31,NASDAQ,Kimberly-Clark Corp,KMB,0,96.47,-13.4,-4.4,-22.4,-32.2,-14.4,-0.35,
2026-03-31,NASDAQ,Tractor Supply Co,TSCO,0,45.3,-12.6,-9.4,-20.3,-17.8,-15.0,-3.27,
2026-03-31,NYSE,American Express Co,AXP,0,302.48,-2.1,-18.2,-8.9,12.4,-15.5,-0.76,
2026-03-31,NYSE,Carvana Co,CVNA,0,314.38,-5.9,-25.5,-16.7,50.4,-15.7,-0.15,
2026-03-31,NASDAQ,Meta Platforms Inc,META,0,572.13,-11.7,-13.3,-22.1,-0.7,-16.0,0.41,
2026-03-31,NYSE,Walt Disney Co,DIS,0,96.38,-9.1,-15.3,-15.8,-2.4,-16.1,0.24,
2026-03-31,NYSE,Mastercard Inc,MA,0,499.66,-3.4,-12.5,-12.2,-8.8,-16.1,-1.24,
2026-03-31,NASDAQ,JD.com Inc ADR,JD,0,29.57,11.5,3.0,-15.5,-28.1,-16.7,-3.75,
2026-03-31,NYSE,Visa Inc,V,0,302.24,-5.6,-13.8,-11.5,-13.8,-16.7,-0.48,
2026-03-31,NASDAQ,Li Auto Inc ADR,LI,0,17.83,1.4,5.3,-29.6,-29.2,-17.1,3.59,
2026-03-31,NASDAQ,Willis Towers Watson PLC,WTW,0,290.7,-4.7,-11.5,-15.8,-14.0,-17.6,-0.71,
2026-03-31,NASDAQ,Liberty Media Formula One Ord Shs Series C,FWONK,0,85.02,-7.2,-13.7,-18.6,-5.5,-17.8,3.34,
2026-03-31,NASDAQ,Datadog Inc,DDOG,0,118.05,5.4,-13.2,-17.1,19.0,-18.0,1.96,
2026-03-31,NASDAQ,LPL Financial Holdings Inc,LPLA,0,300.83,0.1,-15.8,-9.6,-8.0,-19.1,-2.38,
2026-03-31,NYSE,Elevance Health Inc,ELV,0,292.75,-8.5,-16.5,-9.4,-32.7,-20.2,2.73,
2026-03-31,NASDAQ,Carlyle Group Inc,CG,0,48.39,-6.9,-18.1,-22.8,11.0,-20.3,-3.8,
2026-03-31,NYSE,Ferrari NV,RACE,0,338.45,-10.9,-8.4,-30.2,-20.9,-20.6,0.46,
2026-03-31,NYSE,Uber Technologies Inc,UBER,0,71.93,-4.6,-12.0,-26.6,-1.3,-20.8,-0.13,
2026-03-31,NYSE,Alibaba Group Holding Ltd ADR,BABA,0,125.46,-12.9,-14.4,-29.8,-5.1,-21.0,-2.72,
2026-03-31,NASDAQ,PDD Holdings Inc ADR,PDD,0,102.18,-1.5,-9.9,-22.7,-13.7,-21.2,-1.28,
2026-03-31,NYSE,Nike Inc,NKE,0,52.82,-15.1,-17.1,-24.3,-16.8,-21.6,-16.34,
2026-03-31,NASDAQ,Synopsys Inc,SNPS,0,396.48,-4.2,-15.6,-19.6,-7.5,-21.7,-0.13,
2026-03-31,NYSE,BROOKFIELD ASSET MANAGEMENT LTD,BAM,0,44.45,-4.9,-15.2,-21.9,-8.3,-22.3,0.0,
2026-03-31,NASDAQ,Alnylam Pharmaceuticals Inc,ALNY,0,330.87,-0.6,-16.8,-27.4,22.5,-22.3,-3.63,
2026-03-31,NYSE,International Business Machines Corp,IBM,0,242.39,0.9,-18.2,-14.1,-2.5,-22.5,2.38,
2026-03-31,NYSE,S&P Global Inc,SPGI,0,425.34,-3.7,-18.6,-12.6,-16.3,-22.6,1.37,
2026-03-31,NYSE,Progressive Corp,PGR,0,198.24,-7.2,-12.9,-19.7,-30.0,-22.6,-1.51,
2026-03-31,NYSE,Capital One Financial Corp,COF,0,182.43,-6.8,-24.7,-14.2,1.7,-23.1,-0.28,
2026-03-31,NASDAQ,MongoDB Inc,MDB,0,244.77,-25.5,-41.7,-21.1,39.5,-23.3,3.41,
2026-03-31,NASDAQ,CrowdStrike Holdings Inc,CRWD,0,390.41,5.0,-16.7,-20.4,10.7,-23.9,2.23,
2026-03-31,NYSE,Abbott Laboratories,ABT,0,102.67,-11.8,-18.1,-23.3,-22.6,-24.8,0.19,
2026-03-31,NASDAQ,NetEase Inc ADR,NTES,0,111.94,-2.6,-18.7,-26.4,8.8,-25.0,0.78,
2026-03-31,NASDAQ,CDW Corp,CDW,0,121.02,-1.3,-11.1,-24.0,-24.5,-25.2,0.82,
2026-03-31,NASDAQ,Shopify Inc,SHOP,0,118.62,-1.7,-26.3,-20.2,24.2,-25.4,-0.31,
2026-03-31,NASDAQ,MercadoLibre Inc,MELI,0,1729.02,-1.6,-14.2,-26.0,-11.4,-25.8,-0.78,
2026-03-31,NASDAQ,Palo Alto Networks Inc,PANW,0,160.32,7.7,-13.0,-21.3,-6.0,-26.0,1.8,
2026-03-31,NASDAQ,PTC Inc,PTC,0,142.49,-9.0,-18.2,-29.8,-8.0,-26.6,0.11,
2026-03-31,NASDAQ,Cognizant Technology Solutions Corp,CTSH,0,61.35,-4.8,-26.1,-8.5,-19.8,-26.7,1.94,
2026-03-31,NASDAQ,Copart Inc,CPRT,0,33.2,-12.8,-15.2,-26.2,-41.3,-27.1,0.6,
2026-03-31,NASDAQ,Verisk Analytics Inc,VRSK,0,189.75,-8.6,-15.2,-24.6,-36.2,-27.4,-2.46,
2026-03-31,NASDAQ,Take-Two Interactive Software Inc,TTWO,0,197.5,-6.6,-22.9,-23.6,-4.7,-27.7,1.2,
2026-03-31,NYSE,Sony Group Corp ADR,SONY,0,20.7,-10.2,-19.1,-28.1,-18.5,-27.9,2.13,
2026-03-31,NYSE,Spotify Technology SA,SPOT,0,484.91,-5.8,-16.5,-30.5,-11.8,-27.9,0.84,
2026-03-31,NASDAQ,Autodesk Inc,ADSK,0,239.4,-2.6,-19.1,-24.6,-8.6,-28.0,-0.55,
2026-03-31,NASDAQ,Lululemon Athletica Inc,LULU,0,153.1,-17.3,-26.3,-14.0,-45.9,-28.6,1.71,
2026-03-31,NASDAQ,Astera Labs  Inc,ALAB,0,109.6,-7.8,-34.1,-44.0,83.7,-28.7,6.88,
2026-03-31,NASDAQ,SS&C Technologies Holdings Inc,SSNC,0,67.57,-10.3,-22.7,-23.9,-19.1,-28.8,1.12,
2026-03-31,NASDAQ,Qualcomm Inc,QCOM,0,128.78,-9.5,-24.7,-22.6,-16.2,-29.5,-1.54,
2026-03-31,NASDAQ,Booking Holdings Inc,BKNG,0,4210.32,-0.7,-21.4,-22.0,-8.6,-29.5,-0.38,
2026-03-31,NASDAQ,Microsoft Corp,MSFT,0,370.17,-5.7,-23.5,-28.5,-1.4,-30.4,0.89,
2026-03-31,NYSE,UnitedHealth Group Inc,UNH,0,270.59,-7.7,-18.0,-21.6,-48.3,-31.0,2.46,
2026-03-31,NYSE,HDFC Bank Ltd ADR,HDB,0,24.88,-21.9,-31.9,-27.2,-25.1,-33.2,-0.2,
2026-03-31,NASDAQ,Axon Enterprise Inc,AXON,0,424.69,-21.7,-25.2,-40.8,-19.3,-33.6,-2.8,
2026-03-31,NYSE,Apollo Global Management Inc,APO,0,111.42,6.5,-23.0,-16.4,-18.6,-33.6,-3.93,
2026-03-31,NYSE,Relx PLC ADR,RELX,0,33.15,-4.7,-18.0,-30.6,-34.2,-34.2,1.33,
2026-03-31,NASDAQ,Paychex Inc,PAYX,0,92.12,-1.6,-17.9,-27.3,-40.3,-35.2,-0.46,
2026-03-31,NYSE,Accenture PLC,ACN,0,198.29,-5.0,-26.1,-19.6,-36.5,-35.5,1.53,
2026-03-31,NASDAQ,Automatic Data Processing Inc,ADP,0,203.18,-5.2,-21.0,-30.8,-33.5,-36.3,0.41,
2026-03-31,NYSE,Salesforce Inc,CRM,0,186.67,-4.2,-29.5,-21.2,-30.4,-38.2,0.27,
2026-03-31,NASDAQ,SoFi Technologies Inc,SOFI,0,15.88,-10.6,-39.3,-39.9,36.5,-38.8,-0.19,
2026-03-31,NASDAQ,Robinhood Markets Inc,HOOD,0,69.3,-8.6,-38.7,-51.6,66.5,-39.2,-0.58,
2026-03-31,NASDAQ,PayPal Holdings Inc,PYPL,0,45.23,-2.1,-22.5,-32.6,-30.7,-39.4,0.24,
2026-03-31,NASDAQ,Roper Technologies Inc,ROP,0,353.86,1.2,-20.5,-29.0,-40.0,-39.5,1.14,
2026-03-31,NASDAQ,Applovin Corp,APP,0,398.0,-8.5,-40.9,-44.6,50.2,-40.8,-2.92,
2026-03-31,NYSE,Blackstone Inc,BX,0,114.99,1.4,-25.4,-32.7,-17.7,-40.9,-1.69,
2026-03-31,NYSE,SAP SE ADR,SAP,0,171.21,-15.0,-29.5,-35.9,-36.2,-41.3,0.33,
2026-03-31,NASDAQ,Coinbase Global Inc,COIN,0,174.61,-0.7,-22.8,-48.3,1.4,-41.7,-1.8,
2026-03-31,NYSE,Oracle Corp,ORCL,0,147.11,1.2,-24.5,-47.7,5.2,-43.0,-0.5,
2026-03-31,NYSE,KKR & Co Inc,KKR,0,92.5,5.5,-27.4,-28.8,-20.0,-43.1,-1.37,
2026-03-31,NASDAQ,Trip.com Group Ltd ADR,TCOM,0,49.79,-5.4,-30.8,-33.8,-21.7,-43.2,1.39,
2026-03-31,NYSE,Boston Scientific Corp,BSX,0,62.75,-18.3,-34.2,-35.7,-37.8,-43.6,0.11,
2026-03-31,NASDAQ,Adobe Inc,ADBE,0,243.08,-7.4,-30.5,-31.1,-36.6,-43.6,-0.07,
2026-03-31,NASDAQ,DoorDash Inc,DASH,0,150.15,-14.9,-33.7,-44.8,-17.8,-45.5,4.2,
2026-03-31,NYSE,Novo Nordisk A/S ADR,NVO,0,36.75,-1.9,-27.8,-33.8,-47.1,-47.6,0.63,
2026-03-31,NASDAQ,Fiserv Inc,FISV,0,55.8,-10.4,-16.9,-56.7,-74.7,-51.6,0.65,
2026-03-31,NYSE,ServiceNow Inc,NOW,0,104.55,-3.2,-31.8,-43.2,-34.3,-52.3,-2.44,
2026-03-31,NASDAQ,Thomson Reuters Corp,TRI,0,89.98,-6.7,-31.8,-42.1,-47.9,-52.7,0.23,
2026-03-31,NASDAQ,Strategy Inc,MSTR,0,124.8,-3.6,-17.9,-61.3,-56.7,-54.5,-3.98,
2026-03-31,NASDAQ,Intuit Inc,INTU,0,432.38,5.7,-34.7,-36.7,-29.6,-54.9,-2.29,
2026-03-31,NASDAQ,Zscaler Inc,ZS,0,140.29,-4.6,-37.6,-53.2,-29.3,-60.3,-1.23,
2026-03-31,NASDAQ,Workday Inc,WDAY,0,129.92,-2.9,-39.5,-46.0,-44.4,-62.1,1.8,
2026-03-31,NASDAQ,Costar Group Inc,CSGP,0,40.34,-9.6,-40.0,-52.2,-49.1,-63.1,-0.97,
2026-03-31,NASDAQ,Atlassian Corp,TEAM,0,68.25,-9.2,-57.9,-57.3,-67.8,-83.9,0.06,
