연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2018,2,2018-02-28,1,KOSDAQ,우리기술투자,041190,521.0,5360,-14.51,159.56,495.56,713.35,-20.99
2018,2,2018-02-28,2,KOSDAQ,네이처셀,007390,395.14,31700,4.24,92.46,403.01,602.57,-19.13
2018,2,2018-02-28,3,KOSDAQ,캔서롭,180400,335.4,20904,42.56,92.47,401.9,344.96,-11.88
2018,2,2018-02-28,4,KOSDAQ,신라젠,215600,325.11,65648,-3.3,-7.33,310.45,875.45,4.49
2018,2,2018-02-28,5,KOSDAQ,텍셀네트컴,038540,294.13,26346,30.45,159.82,229.16,288.93,-26.02
2018,2,2018-02-28,6,KOSDAQ,셀트리온제약,068760,292.77,68683,-8.62,49.2,379.63,309.36,-5.39
2018,2,2018-02-28,7,KOSDAQ,삼천당제약,000250,261.29,35250,-11.32,178.66,172.2,150.0,10.35
2018,2,2018-02-28,8,KOSDAQ,넥센테크,073070,239.35,29550,36.96,68.86,125.57,644.33,19.63
2018,2,2018-02-28,9,KOSDAQ,안트로젠,065660,220.13,62000,-5.2,94.05,202.44,213.13,61.29
2018,2,2018-02-28,10,KOSPI,셀트리온,068270,218.9,282925,11.81,79.92,212.79,254.7,-12.32
2018,2,2018-02-28,11,KOSDAQ,차바이오텍,085660,217.26,30140,-15.96,129.94,160.16,150.19,-39.66
2018,2,2018-02-28,12,KOSPI,한올바이오파마,009420,214.95,32600,-18.4,127.97,156.69,152.71,-0.61
2018,2,2018-02-28,13,KOSDAQ,오스코텍,039200,160.3,18102,-1.83,54.96,155.46,191.17,41.07
2018,2,2018-02-28,14,KOSDAQ,에이치엘비,028300,142.64,15879,-14.2,10.52,195.64,167.82,75.71
2018,2,2018-02-28,15,KOSDAQ,텔콘,200230,129.56,33027,-11.23,3.81,191.68,142.1,25.31
2018,2,2018-02-28,16,KOSDAQ,JYP Ent.,035900,129.23,16900,7.99,41.42,103.61,229.43,36.98
2018,2,2018-02-28,17,KOSDAQ,바이로메드,084990,115.29,125695,-12.36,48.48,87.95,150.27,-3.89
2018,2,2018-02-28,18,KOSDAQ,제넥신,095700,113.47,65224,15.28,55.1,93.74,127.91,18.26
2018,2,2018-02-28,19,KOSDAQ,RFHIC,218410,111.34,18830,-4.69,54.39,94.54,98.06,-3.88
2018,2,2018-02-28,20,KOSDAQ,녹십자랩셀,144510,110.47,60200,-26.5,3.79,155.08,122.96,4.65
2018,2,2018-02-28,21,KOSDAQ,레고켐바이오,141080,108.86,29727,-3.41,64.54,66.86,115.6,5.39
2018,2,2018-02-28,22,KOSPI,더존비즈온,012510,108.5,55500,15.87,61.81,67.93,141.3,4.32
2018,2,2018-02-28,23,KOSDAQ,제이콘텐트리,036420,107.99,71790,7.7,53.3,95.56,95.56,4.11
2018,2,2018-02-28,24,KOSDAQ,마크로젠,038290,97.07,44150,-8.21,60.25,73.14,53.3,8.15
2018,2,2018-02-28,25,KOSDAQ,크리스탈,083790,92.96,14034,2.96,31.75,105.93,75.93,-8.99
2018,2,2018-02-28,26,KOSPI,대웅제약,069620,92.06,183000,1.39,34.56,81.19,120.48,9.02
2018,2,2018-02-28,27,KOSDAQ,미래컴퍼니,049950,91.92,94201,28.17,32.63,50.39,231.29,22.27
2018,2,2018-02-28,28,KOSDAQ,네오팜,092730,91.31,27088,6.87,36.69,83.36,108.27,12.85
2018,2,2018-02-28,29,KOSDAQ,포스코켐텍,003670,90.49,40531,-9.82,28.76,35.0,240.11,6.51
2018,2,2018-02-28,30,KOSPI,삼성바이오로직스,207940,88.8,654533,2.62,31.39,59.01,173.56,8.22
2018,2,2018-02-28,31,KOSDAQ,위메이드,112040,86.77,27228,-4.09,45.67,63.83,87.48,-5.01
2018,2,2018-02-28,32,KOSPI,OCI,010060,79.44,130721,-2.66,35.39,67.34,84.62,-4.56
2018,2,2018-02-28,33,KOSDAQ,다원시스,068240,77.79,16622,-18.93,38.46,57.9,71.43,-2.5
2018,2,2018-02-28,34,KOSDAQ,에스디생명공학,217480,72.24,22127,-10.0,43.03,71.63,0.0,-1.9
2018,2,2018-02-28,35,KOSDAQ,휴온스글로벌,084110,70.5,51741,-7.26,27.5,43.53,126.42,12.46
2018,2,2018-02-28,36,KOSDAQ,지트리비앤티,115450,70.47,16984,-5.23,22.28,45.8,143.46,21.73
2018,2,2018-02-28,37,KOSPI,롯데정밀화학,004000,69.11,70600,-8.07,18.26,62.11,109.19,0.14
2018,2,2018-02-28,38,KOSPI,신세계,004170,68.86,343000,0.0,19.51,77.72,71.93,4.23
2018,2,2018-02-28,39,KOSDAQ,나스미디어,089600,66.62,61427,1.76,15.71,60.4,121.01,5.55
2018,2,2018-02-28,40,KOSDAQ,휴온스,243070,64.53,53928,-6.82,18.39,54.1,107.01,13.47
2018,2,2018-02-28,41,KOSDAQ,와이지-원,019210,63.35,19700,10.06,30.46,48.68,83.26,-10.66
2018,2,2018-02-28,42,KOSDAQ,태광,023160,62.53,14750,6.12,34.09,50.05,57.25,-14.92
2018,2,2018-02-28,43,KOSDAQ,CMG제약,058820,61.13,6704,-5.51,-8.7,93.65,100.84,-3.85
2018,2,2018-02-28,44,KOSPI,삼성에스디에스,018260,60.38,238000,-7.21,26.6,42.09,83.08,7.35
2018,2,2018-02-28,45,KOSDAQ,녹십자셀,031390,57.89,52400,-15.76,7.38,59.03,96.62,11.26
2018,2,2018-02-28,46,KOSDAQ,아이리버,060570,57.55,7770,-10.07,26.96,14.6,133.33,0.77
2018,2,2018-02-28,47,KOSDAQ,펩트론,087010,56.79,31194,-13.65,11.9,58.0,77.69,0.74
2018,2,2018-02-28,48,KOSDAQ,컴투스,078340,55.86,163100,11.94,29.55,49.63,48.95,14.47
2018,2,2018-02-28,49,KOSDAQ,안랩,053800,55.23,73800,31.79,47.01,42.47,13.71,15.72
2018,2,2018-02-28,50,KOSDAQ,티씨케이,064760,52.48,74200,6.0,9.12,42.15,126.56,8.89
2018,2,2018-02-28,51,KOSDAQ,KG이니시스,035600,51.69,19800,-3.65,8.79,57.77,75.22,6.06
2018,2,2018-02-28,52,KOSDAQ,에프티이앤이,065160,50.76,5710,-15.41,34.83,33.63,15.01,-37.3
2018,2,2018-02-28,53,KOSPI,삼성엔지니어링,028050,50.56,16050,-8.29,22.52,50.0,29.44,12.77
2018,2,2018-02-28,54,KOSDAQ,넷게임즈,225570,49.87,16525,4.26,11.28,60.44,57.38,-6.81
2018,2,2018-02-28,55,KOSDAQ,인바디,041830,46.9,42300,0.36,17.66,34.29,78.48,19.15
2018,2,2018-02-28,56,KOSDAQ,고영,098460,45.64,18320,-2.66,4.69,50.16,81.39,8.95
2018,2,2018-02-28,57,KOSDAQ,모두투어,080160,44.3,40000,20.12,13.15,47.06,71.34,-1.62
2018,2,2018-02-28,58,KOSDAQ,휴메딕스,200670,43.44,39141,-4.9,20.5,36.48,39.09,7.06
2018,2,2018-02-28,59,KOSPI,쌍용양회,003410,40.5,4579,-5.22,2.44,56.55,46.15,14.35
2018,2,2018-02-28,60,KOSDAQ,메디포스트,078160,40.42,45693,-10.44,20.05,13.31,78.2,38.16
2018,2,2018-02-28,61,KOSDAQ,에코프로,086520,40.03,4450,-12.71,-5.28,8.51,187.28,11.55
2018,2,2018-02-28,62,KOSDAQ,바텍,043150,39.8,40550,6.85,24.77,24.58,45.34,-1.97
