연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2017,5,2017-05-31,1,KOSDAQ,미래컴퍼니,049950,258.01,55561,52.16,95.4,276.33,269.79,23.43
2017,5,2017-05-31,2,KOSDAQ,이녹스,088390,209.08,28300,48.94,89.04,170.06,313.02,0.0
2017,5,2017-05-31,3,KOSDAQ,비에이치,090460,162.55,12500,13.64,39.66,102.43,411.67,35.2
2017,5,2017-05-31,4,KOSDAQ,에스엠코어,007820,139.39,18150,23.47,54.47,101.67,248.37,-6.89
2017,5,2017-05-31,5,KOSDAQ,인터플렉스,051370,118.91,33196,21.25,22.12,99.71,278.0,16.05
2017,5,2017-05-31,6,KOSDAQ,덕산네오룩스,213420,110.68,23196,23.63,88.22,55.89,84.46,25.24
2017,5,2017-05-31,7,KOSDAQ,지니뮤직,043610,91.74,5800,-8.08,53.44,80.4,35.83,-7.93
2017,5,2017-05-31,8,KOSDAQ,동진쎄미켐,005290,87.47,13600,31.4,59.25,54.55,95.4,6.25
2017,5,2017-05-31,9,KOSDAQ,SKC코오롱PI,178920,81.86,19800,16.47,40.93,61.63,107.98,10.61
2017,5,2017-05-31,10,KOSDAQ,ISC,095340,81.41,24268,24.14,52.27,87.92,2.34,-4.96
2017,5,2017-05-31,11,KOSPI,삼성전기,009150,80.95,82500,12.86,41.03,78.19,58.05,23.64
2017,5,2017-05-31,12,KOSPI,LG전자,066570,77.77,82500,19.39,37.96,83.74,47.06,-2.79
2017,5,2017-05-31,13,KOSDAQ,엘앤에프,066970,74.19,17894,10.6,35.44,56.91,97.55,16.84
2017,5,2017-05-31,14,KOSDAQ,SKC 솔믹스,057500,71.17,4995,35.0,19.78,56.09,171.47,-1.9
2017,5,2017-05-31,15,KOSPI,현대미포조선,010620,69.53,50885,9.61,39.04,63.97,41.17,7.39
2017,5,2017-05-31,16,KOSDAQ,더블유게임즈,192080,69.05,46491,0.18,31.81,72.91,35.89,12.39
2017,5,2017-05-31,17,KOSPI,삼성SDI,006400,67.64,162029,20.36,28.29,79.31,47.11,3.63
2017,5,2017-05-31,18,KOSDAQ,피에스케이,031980,66.95,15341,30.22,41.97,50.21,71.56,9.11
2017,5,2017-05-31,19,KOSDAQ,에스에프에이,056190,65.1,44950,14.96,38.52,51.35,58.0,0.0
2017,5,2017-05-31,20,KOSDAQ,에코프로,086520,64.2,2101,14.56,35.64,69.98,18.03,21.42
2017,5,2017-05-31,21,KOSDAQ,이노인스트루먼트,215790,63.71,12115,6.38,36.35,50.74,52.66,-1.83
2017,5,2017-05-31,22,KOSDAQ,휴젤,145020,63.2,159424,0.32,26.83,68.59,37.5,19.68
2017,5,2017-05-31,23,KOSDAQ,모두투어,080160,61.69,29882,13.42,28.0,64.11,49.58,5.92
2017,5,2017-05-31,24,KOSPI,엔씨소프트,036570,60.54,378500,5.14,38.14,39.15,57.38,0.26
2017,5,2017-05-31,25,KOSPI,BGF리테일,027410,59.51,71866,27.4,36.77,60.34,27.03,-27.6
2017,5,2017-05-31,26,KOSDAQ,테스,095610,57.4,28400,9.02,30.28,35.24,86.84,-0.53
2017,5,2017-05-31,27,KOSDAQ,톱텍,108230,57.25,26980,0.36,22.49,47.46,77.99,18.18
2017,5,2017-05-31,28,KOSPI,영진약품,003520,56.39,12500,46.2,50.6,48.81,3.73,-9.2
2017,5,2017-05-31,29,KOSDAQ,원익QnC,074600,55.83,11650,15.35,33.97,50.93,31.33,1.29
2017,5,2017-05-31,30,KOSPI,녹십자홀딩스,005250,54.25,35500,8.9,33.46,57.78,1.87,-10.42
2017,5,2017-05-31,31,KOSDAQ,메디톡스,086900,53.94,412802,4.36,26.88,59.05,18.91,7.28
2017,5,2017-05-31,32,KOSPI,한국금융지주,071050,53.25,61200,19.3,29.11,52.81,37.07,14.54
2017,5,2017-05-31,33,KOSPI,SK하이닉스,000660,52.69,57000,5.56,22.06,32.87,98.61,18.25
2017,5,2017-05-31,34,KOSPI,LG이노텍,011070,52.41,134000,1.9,11.67,65.23,54.2,23.13
2017,5,2017-05-31,35,KOSDAQ,제이스텍,090470,51.02,23300,-6.24,11.48,24.6,141.45,-11.16
2017,5,2017-05-31,36,KOSPI,롯데하이마트,071840,50.16,65000,18.18,34.58,42.08,25.48,7.38
2017,5,2017-05-31,37,KOSPI,NH투자증권,005940,49.29,14150,7.2,21.98,43.95,55.84,4.95
2017,5,2017-05-31,38,KOSPI,한진칼,180640,49.22,23350,15.31,38.17,31.18,30.81,13.49
2017,5,2017-05-31,39,KOSDAQ,코오롱생명과학,102940,48.99,108678,15.7,46.76,28.88,1.43,0.8
2017,5,2017-05-31,40,KOSDAQ,위메이드,112040,47.81,17075,9.74,17.57,60.57,27.07,2.07
2017,5,2017-05-31,41,KOSPI,LG유플러스,032640,47.62,16200,12.11,26.56,41.48,40.26,-3.7
2017,5,2017-05-31,42,KOSDAQ,원익홀딩스,030530,47.45,8000,21.4,43.11,31.58,7.24,4.38
2017,5,2017-05-31,43,KOSDAQ,원익IPS,240810,47.35,29300,13.13,30.8,37.88,31.98,1.19
2017,5,2017-05-31,44,KOSDAQ,텔콘,200230,47.1,15422,6.72,13.05,44.45,78.87,23.6
2017,5,2017-05-31,45,KOSPI,대우건설,047040,46.74,7550,3.57,23.16,46.03,29.5,0.4
2017,5,2017-05-31,46,KOSDAQ,매일유업,005990,46.23,26750,0.0,32.03,33.17,20.13,2.24
2017,5,2017-05-31,47,KOSDAQ,솔브레인,036830,45.89,31610,19.82,37.29,26.24,34.49,12.9
2017,5,2017-05-31,48,KOSPI,LG,003550,45.48,76518,19.82,28.98,43.36,22.91,-4.57
2017,5,2017-05-31,49,KOSPI,GS,078930,45.32,72900,22.93,31.35,34.01,39.12,-6.45
2017,5,2017-05-31,50,KOSPI,한화,000880,44.54,47850,19.77,31.46,35.55,27.76,-0.94
2017,5,2017-05-31,51,KOSPI,NHN엔터테인먼트,181710,42.58,36932,13.83,21.03,51.44,14.01,13.42
2017,5,2017-05-31,52,KOSPI,LS산전,010120,41.6,54800,7.87,26.56,40.87,7.45,1.82
2017,5,2017-05-31,53,KOSPI,삼성전자,005930,41.59,44700,0.18,16.29,28.01,72.99,6.35
2017,5,2017-05-31,54,KOSDAQ,삼천당제약,000250,41.38,14300,1.42,1.42,62.87,45.47,5.24
2017,5,2017-05-31,55,KOSDAQ,이테크건설,016250,41.01,40622,6.63,11.0,47.05,50.05,-7.51
2017,5,2017-05-31,56,KOSPI,삼성전자우,005935,41.0,34980,-0.23,16.91,28.98,64.69,6.46
2017,5,2017-05-31,57,KOSDAQ,원익머트리얼즈,104830,40.68,39900,25.67,35.03,22.39,33.0,-3.76
2017,5,2017-05-31,58,KOSPI,삼성중공업,010140,38.89,10246,13.88,9.83,48.19,48.56,1.22
2017,5,2017-05-31,59,KOSDAQ,태웅,044490,38.6,24992,8.19,17.11,29.09,60.0,-5.28
2017,5,2017-05-31,60,KOSDAQ,테라세미콘,123100,38.52,30250,-4.42,27.91,27.64,7.46,12.07
2017,5,2017-05-31,61,KOSPI,롯데쇼핑,023530,38.48,262673,9.14,24.03,32.03,25.38,5.93
2017,5,2017-05-31,62,KOSPI,효성,004800,37.9,76587,16.67,27.76,20.86,42.98,-0.3
2017,5,2017-05-31,63,KOSPI,하나금융지주,086790,37.82,41050,4.72,16.45,27.68,58.8,10.23
2017,5,2017-05-31,64,KOSDAQ,유진기업,023410,37.5,6320,7.3,24.41,29.77,22.72,-4.75
2017,5,2017-05-31,65,KOSDAQ,SK머티리얼즈,036490,37.35,196400,11.34,15.26,28.37,66.16,0.81
2017,5,2017-05-31,66,KOSDAQ,동국S&C,100130,36.15,6840,3.01,25.5,30.29,6.05,1.17
2017,5,2017-05-31,67,KOSPI,우리은행,000030,36.07,15300,2.34,15.04,27.5,53.77,20.59
2017,5,2017-05-31,68,KOSPI,메리츠종금증권,008560,36.0,4435,7.38,21.34,25.11,39.25,14.09
2017,5,2017-05-31,69,KOSPI,KB금융,105560,35.13,53600,6.99,14.29,27.32,57.18,7.65
2017,5,2017-05-31,70,KOSDAQ,고영,098460,34.93,11580,7.82,14.65,36.24,33.26,3.63
2017,5,2017-05-31,71,KOSPI,신세계,004170,34.75,243500,19.07,22.06,34.9,17.35,-5.75
2017,5,2017-05-31,72,KOSDAQ,인터파크,108790,33.75,12350,14.88,37.83,26.93,-35.0,-17.0
2017,5,2017-05-31,73,KOSDAQ,하림,136480,33.73,5302,6.98,17.95,32.45,22.67,-15.73
2017,5,2017-05-31,74,KOSPI,이마트,139480,33.66,243000,5.65,16.83,29.26,33.52,-3.5
2017,5,2017-05-31,75,KOSPI,팬오션,028670,33.62,5500,5.57,6.38,39.95,48.25,-4.0
2017,5,2017-05-31,76,KOSPI,현대중공업,009540,33.61,165164,10.19,10.53,28.04,66.04,2.02
2017,5,2017-05-31,77,KOSDAQ,포스코 ICT,022100,33.38,7260,5.83,17.48,32.97,20.4,2.2
2017,5,2017-05-31,78,KOSDAQ,텍셀네트컴,038540,33.2,6632,5.4,-2.1,35.93,89.97,17.17
2017,5,2017-05-31,79,KOSPI,대한항공,003490,32.79,23019,15.82,22.84,20.83,36.32,9.01
2017,5,2017-05-31,80,KOSDAQ,나스미디어,089600,32.55,34922,-1.07,25.65,25.13,-3.76,17.26
2017,5,2017-05-31,81,KOSDAQ,코웰패션,033290,32.52,3125,7.61,19.14,30.86,16.52,12.96
2017,5,2017-05-31,82,KOSDAQ,서울반도체,046890,32.05,19050,1.33,13.39,30.48,31.83,13.65
2017,5,2017-05-31,83,KOSPI,삼성증권,016360,31.48,40150,16.04,21.12,29.15,16.11,2.86
2017,5,2017-05-31,84,KOSPI,동서,026960,31.0,32400,5.02,27.06,21.8,-2.7,-5.56
2017,5,2017-05-31,85,KOSDAQ,유진테크,084370,30.83,18900,10.85,17.03,24.75,35.0,-3.7
2017,5,2017-05-31,86,KOSPI,S-Oil,010950,30.78,103500,3.81,19.79,23.21,20.49,-8.41
2017,5,2017-05-31,87,KOSPI,SK,034730,30.77,273500,12.78,25.46,18.14,19.43,1.65
2017,5,2017-05-31,88,KOSPI,메리츠금융지주,138040,30.73,14250,12.2,21.28,25.0,18.26,0.0
2017,5,2017-05-31,89,KOSDAQ,와이지-원,019210,30.52,12350,14.35,14.88,37.22,14.35,-3.64
2017,5,2017-05-31,90,KOSDAQ,인터파크홀딩스,035080,30.22,30550,13.78,27.82,28.63,-17.99,-0.98
2017,5,2017-05-31,91,KOSDAQ,HB테크놀러지,078150,29.78,4935,-8.78,9.79,16.39,59.97,3.95
2017,5,2017-05-31,92,KOSPI,한화케미칼,009830,29.42,36038,18.49,17.56,28.17,24.95,1.34
2017,5,2017-05-31,93,KOSDAQ,와이지엔터테인먼트,122870,28.74,34600,14.57,28.15,27.91,-24.12,-8.96
2017,5,2017-05-31,94,KOSDAQ,콜마비앤에이치,200130,28.3,22700,10.73,26.46,35.12,-41.42,-11.01
2017,5,2017-05-31,95,KOSPI,현대홈쇼핑,057050,27.65,137000,12.3,19.65,28.04,1.86,-4.38
2017,5,2017-05-31,96,KOSDAQ,동국제약,086450,27.39,13674,0.74,17.35,31.61,-10.71,-7.47
2017,5,2017-05-31,97,KOSDAQ,NICE평가정보,030190,27.18,8310,4.01,18.54,22.21,10.21,-2.41
2017,5,2017-05-31,98,KOSPI,메리츠화재,000060,27.11,18800,6.21,22.08,13.94,18.61,6.65
2017,5,2017-05-31,99,KOSPI,LG디스플레이,034220,26.49,30132,10.89,18.98,16.43,26.36,13.8
2017,5,2017-05-31,100,KOSPI,미래에셋대우,006800,26.12,9246,6.5,6.39,36.69,19.8,16.32
2017,5,2017-05-31,101,KOSPI,현대산업,012630,26.06,38218,14.99,17.35,24.46,14.73,-8.66
2017,5,2017-05-31,102,KOSDAQ,포스코켐텍,003670,26.05,13328,1.73,11.84,19.59,35.65,4.77
2017,5,2017-05-31,103,KOSPI,CJ,001040,25.22,199437,13.1,22.61,20.51,-2.53,-10.4
2017,5,2017-05-31,104,KOSDAQ,다원시스,068240,25.14,12560,9.68,29.54,20.36,-33.69,28.31
2017,5,2017-05-31,105,KOSDAQ,주성엔지니어링,036930,24.99,11600,12.62,8.41,25.54,40.1,17.24
2017,5,2017-05-31,106,KOSPI,CJ CGV,079160,24.93,53554,-1.17,13.12,38.75,-25.88,-12.9
2017,5,2017-05-31,107,KOSPI,삼성에스디에스,018260,24.78,163000,18.55,25.38,20.74,-10.93,13.19
2017,5,2017-05-31,108,KOSDAQ,컴투스,078340,24.51,118000,-1.67,7.76,39.81,-9.72,-0.17
2017,5,2017-05-31,109,KOSPI,키움증권,039490,24.43,84000,6.19,8.95,31.25,14.44,11.19
2017,5,2017-05-31,110,KOSPI,영원무역,111770,24.33,36800,8.55,14.64,33.58,-12.28,-7.34
2017,5,2017-05-31,111,KOSPI,녹십자,006280,24.26,180000,9.76,18.81,22.87,-1.37,-3.06
2017,5,2017-05-31,112,KOSPI,DGB금융지주,139130,23.61,11500,-1.29,10.58,20.17,24.06,2.61
2017,5,2017-05-31,113,KOSDAQ,메디포스트,078160,23.53,30521,13.91,19.03,30.06,-19.72,-10.17
2017,5,2017-05-31,114,KOSDAQ,카카오,035720,23.49,19830,9.29,15.69,27.16,-3.89,2.73
2017,5,2017-05-31,115,KOSPI,삼성엔지니어링,028050,23.15,12600,3.28,1.61,32.91,30.3,-5.56
2017,5,2017-05-31,116,KOSPI,LG화학,051910,22.28,302000,10.22,6.71,33.33,11.44,-3.64
2017,5,2017-05-31,117,KOSPI,LG화학우,051915,21.98,203500,11.81,14.65,23.71,3.83,-0.74
2017,5,2017-05-31,118,KOSPI,현대건설,000720,21.81,47384,0.31,1.88,23.76,42.4,-5.44
2017,5,2017-05-31,119,KOSDAQ,CJ E&M,130960,21.54,78600,-2.36,0.64,39.36,4.38,-3.56
2017,5,2017-05-31,120,KOSPI,두산,000150,21.47,92559,20.76,22.78,6.33,21.13,1.28
2017,5,2017-05-31,121,KOSPI,SPC삼립,005610,21.44,223000,5.94,3.72,35.15,10.4,-18.61
2017,5,2017-05-31,122,KOSPI,아모레퍼시픽우,090435,21.11,213000,12.11,27.16,9.51,-14.8,-12.68
2017,5,2017-05-31,123,KOSDAQ,성광벤드,014620,21.02,10850,2.84,8.83,25.87,7.96,-1.38
2017,5,2017-05-31,124,KOSDAQ,CJ프레시웨이,051500,20.81,42800,24.42,33.54,6.87,-22.88,-2.92
2017,5,2017-05-31,125,KOSDAQ,씨젠,096530,20.58,19525,8.98,12.94,20.47,8.98,-2.83
2017,5,2017-05-31,126,KOSPI,롯데칠성,005300,20.5,180616,7.69,19.76,15.25,-7.0,-5.09
2017,5,2017-05-31,127,KOSPI,롯데제과,004990,20.46,84819,7.32,12.53,23.25,1.38,-10.0
2017,5,2017-05-31,128,KOSPI,유한양행,000100,20.45,36798,7.76,11.61,32.49,-17.67,-1.6
2017,5,2017-05-31,129,KOSPI,LS,006260,20.4,73500,12.73,8.41,20.69,29.4,-0.82
2017,5,2017-05-31,130,KOSDAQ,티씨케이,064760,20.3,37750,7.7,15.27,23.97,-11.8,14.97
2017,5,2017-05-31,131,KOSPI,호텔신라,008770,20.02,60800,19.69,18.98,20.63,-7.74,-6.09
2017,5,2017-05-31,132,KOSPI,BNK금융지주,138930,19.91,10000,4.6,15.21,11.61,14.29,9.5
2017,5,2017-05-31,133,KOSPI,한국콜마,161890,19.72,85400,6.35,11.34,26.71,-7.17,-15.46
2017,5,2017-05-31,134,KOSDAQ,쇼박스,086980,19.66,6130,11.86,13.73,29.87,-19.45,-0.49
2017,5,2017-05-31,135,KOSPI,오뚜기,007310,19.48,851000,15.47,13.77,22.98,0.35,-7.17
2017,5,2017-05-31,136,KOSDAQ,에스티팜,237690,19.33,48950,6.99,12.4,21.61,0.0,-15.12
2017,5,2017-05-31,137,KOSDAQ,인바디,041830,19.28,29900,11.99,26.16,15.67,-35.42,-8.86
2017,5,2017-05-31,138,KOSPI,현대차,005380,19.23,163000,13.19,9.03,22.56,16.85,-2.15
2017,5,2017-05-31,139,KOSPI,코웨이,021240,18.81,100500,0.0,12.29,18.93,-2.43,3.48
2017,5,2017-05-31,140,KOSDAQ,GS홈쇼핑,028150,18.65,221300,8.75,2.6,28.66,19.95,4.56
2017,5,2017-05-31,141,KOSDAQ,와이솔,122990,18.64,15433,0.94,6.24,22.56,12.75,-2.79
2017,5,2017-05-31,142,KOSPI,대림산업,000210,18.61,83494,15.07,10.53,20.94,13.65,-3.68
2017,5,2017-05-31,143,KOSPI,GS건설,006360,18.45,30700,-1.92,3.02,29.81,3.72,-0.81
2017,5,2017-05-31,144,KOSPI,현대해상,001450,18.38,37750,2.86,16.51,3.71,19.46,4.24
2017,5,2017-05-31,145,KOSPI,제일기획,030000,18.09,19200,4.07,1.32,28.43,18.15,-4.17
2017,5,2017-05-31,146,KOSPI,LG생활건강,051900,17.93,983000,13.51,11.96,24.9,-6.91,1.12
2017,5,2017-05-31,147,KOSPI,현대로템,064350,17.64,21900,4.53,6.31,16.8,25.5,-5.71
2017,5,2017-05-31,148,KOSDAQ,제낙스,065620,17.18,130500,8.75,24.88,-5.26,8.3,-4.79
2017,5,2017-05-31,149,KOSDAQ,펩트론,087010,16.52,19836,-1.03,12.99,17.3,-13.64,20.79
2017,5,2017-05-31,150,KOSDAQ,이지바이오,035810,16.48,6804,7.91,13.48,14.62,-0.15,-1.32
2017,5,2017-05-31,151,KOSPI,한화테크윈,012450,16.46,50881,-3.94,13.78,4.39,12.25,-10.91
2017,5,2017-05-31,152,KOSPI,에스원,012750,16.41,104500,7.07,14.84,10.12,4.5,-7.18
2017,5,2017-05-31,153,KOSPI,아모레G,002790,16.08,150154,14.45,15.77,16.67,-9.88,-13.62
2017,5,2017-05-31,154,KOSPI,한국가스공사,036460,16.06,50800,9.01,3.78,18.55,27.8,4.72
2017,5,2017-05-31,155,KOSPI,삼성생명,032830,15.9,122000,11.42,14.02,7.02,17.31,-4.1
2017,5,2017-05-31,156,KOSPI,KB손해보험,002550,15.89,30300,-7.34,14.99,6.5,-4.11,8.58
2017,5,2017-05-31,157,KOSDAQ,비아트론,141000,15.79,24500,18.93,20.69,11.11,-12.66,0.82
2017,5,2017-05-31,158,KOSDAQ,광림,014200,15.55,40166,33.0,9.85,22.08,16.15,-3.89
2017,5,2017-05-31,159,KOSPI,SK텔레콤,017670,15.36,43738,5.85,9.5,12.17,14.19,4.93
2017,5,2017-05-31,160,KOSDAQ,하이록코리아,013030,15.32,23950,6.92,18.56,6.21,-6.26,5.01
2017,5,2017-05-31,161,KOSDAQ,웹젠,069080,15.16,20100,-0.74,-2.43,37.2,-8.22,9.2
2017,5,2017-05-31,162,KOSPI,KCC,002380,14.99,357762,19.68,17.6,9.4,0.74,7.12
2017,5,2017-05-31,163,KOSPI,신한지주,055550,14.98,49450,4.0,5.89,12.13,25.03,-0.3
2017,5,2017-05-31,164,KOSPI,현대차2우B,005387,14.93,113500,14.3,11.27,14.3,8.1,2.64
2017,5,2017-05-31,165,KOSPI,GS리테일,007070,14.7,47981,5.65,6.65,18.6,6.05,-8.02
2017,5,2017-05-31,166,KOSDAQ,동원개발,013120,14.61,4790,4.47,10.62,12.31,4.24,4.8
2017,5,2017-05-31,167,KOSDAQ,휴온스,243070,14.51,30680,11.32,17.77,5.12,0.0,0.51
2017,5,2017-05-31,168,KOSDAQ,에이스침대,003800,14.35,34480,2.07,9.67,11.23,7.08,3.83
2017,5,2017-05-31,169,KOSDAQ,코미팜,041960,14.02,29292,0.13,14.17,5.85,-1.07,-2.56
2017,5,2017-05-31,170,KOSPI,SK이노베이션,096770,13.82,166287,-1.17,9.38,10.82,3.36,-6.21
2017,5,2017-05-31,171,KOSPI,삼성물산,028260,13.79,137500,11.34,11.79,7.42,14.58,7.64
2017,5,2017-05-31,172,KOSDAQ,CMG제약,058820,13.61,3400,3.03,1.86,45.55,-50.21,-7.44
2017,5,2017-05-31,173,KOSPI,하이트진로,000080,13.51,24200,15.79,14.69,11.26,-3.59,-3.72
2017,5,2017-05-31,174,KOSDAQ,이베스트투자증권,078020,13.25,11450,3.15,4.09,12.81,21.04,-0.87
2017,5,2017-05-31,175,KOSDAQ,휴온스글로벌,084110,13.18,28918,9.71,26.54,4.81,-42.61,6.13
2017,5,2017-05-31,176,KOSPI,현대백화점,069960,13.09,116000,7.41,16.7,7.41,-12.45,-4.74
