연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2015,10,2015-10-30,1,KOSDAQ,뉴프라이드,900100,2410.63,81088,118.88,1477.28,1407.49,2744.2,-24.2
2015,10,2015-10-30,2,KOSDAQ,한양하이타오,064090,1179.31,184543,77.36,144.57,1168.42,2474.54,-15.7
2015,10,2015-10-30,3,KOSDAQ,세종텔레콤,036630,341.29,11483,168.8,216.07,289.25,287.81,44.3
2015,10,2015-10-30,4,KOSPI,한미사이언스,008930,273.74,108481,-5.39,1.15,205.83,844.13,13.3
2015,10,2015-10-30,5,KOSDAQ,네이처셀,007390,201.55,7257,88.1,112.57,109.38,372.15,-16.5
2015,10,2015-10-30,6,KOSDAQ,제낙스,065620,180.61,89250,36.78,129.73,128.85,98.78,-1.4
2015,10,2015-10-30,7,KOSPI,한미약품,128940,135.7,416271,39.17,29.25,36.95,508.27,53.6
2015,10,2015-10-30,8,KOSDAQ,디오,039840,119.55,28400,40.25,24.84,105.8,274.18,-0.2
2015,10,2015-10-30,9,KOSDAQ,엘아이에스,138690,117.97,83678,-13.38,14.67,41.65,413.68,-24.3
2015,10,2015-10-30,10,KOSDAQ,톱텍,108230,110.95,16510,31.25,45.14,95.92,165.65,-1.9
2015,10,2015-10-30,11,KOSDAQ,지스마트글로벌,114570,106.79,57503,-2.21,0.64,18.84,482.07,0.6
2015,10,2015-10-30,12,KOSDAQ,코미팜,041960,97.76,21070,16.13,78.86,8.33,168.65,83.7
2015,10,2015-10-30,13,KOSDAQ,원풍물산,008290,88.82,9080,-10.1,-4.52,81.56,248.16,-17.0
2015,10,2015-10-30,14,KOSDAQ,에머슨퍼시픽,025980,78.86,9000,51.26,7.14,63.93,257.14,-2.2
2015,10,2015-10-30,15,KOSDAQ,코오롱생명과학,102940,77.12,105056,-2.41,-9.9,83.05,215.18,51.9
2015,10,2015-10-30,16,KOSDAQ,다우데이타,032190,73.83,19650,-8.82,11.02,24.37,255.33,-10.7
2015,10,2015-10-30,17,KOSDAQ,코웰패션,033290,73.02,2576,-8.03,-9.3,70.48,218.02,4.5
2015,10,2015-10-30,18,KOSDAQ,에스엠,041510,67.9,45800,15.22,44.71,45.63,61.84,-6.2
2015,10,2015-10-30,19,KOSDAQ,대화제약,067080,67.28,29050,0.0,-15.92,66.0,235.06,52.2
2015,10,2015-10-30,20,KOSDAQ,와이솔,122990,66.96,14097,12.1,23.65,35.0,164.83,-10.5
2015,10,2015-10-30,21,KOSDAQ,NICE평가정보,030190,65.95,11950,-5.16,-2.45,70.96,156.99,-2.5
2015,10,2015-10-30,22,KOSDAQ,한국정보인증,053300,65.58,12842,-27.69,10.25,2.29,253.48,4.1
2015,10,2015-10-30,23,KOSDAQ,서울옥션,063170,63.67,19100,-12.59,-9.05,7.0,324.44,6.8
2015,10,2015-10-30,24,KOSPI,오뚜기,007310,63.4,1049000,0.96,27.62,49.01,85.01,-0.8
2015,10,2015-10-30,25,KOSDAQ,CJ E&M,130960,62.99,83600,-8.43,12.97,42.18,149.18,1.0
2015,10,2015-10-30,26,KOSPI,GS리테일,007070,59.88,49264,-5.57,10.34,48.45,131.33,-4.2
2015,10,2015-10-30,27,KOSDAQ,바텍,043150,55.53,38950,-0.51,30.92,46.7,36.67,-6.4
2015,10,2015-10-30,28,KOSPI,농심,004370,47.86,369000,0.82,18.84,50.61,38.2,12.6
2015,10,2015-10-30,29,KOSDAQ,바이로메드,084990,46.43,83292,29.19,-9.61,36.98,207.35,13.9
2015,10,2015-10-30,30,KOSDAQ,에이치엘비,028300,45.32,9769,-4.86,-7.19,23.97,190.57,-11.2
2015,10,2015-10-30,31,KOSPI,BGF리테일,027410,43.85,43815,-15.84,-14.57,44.68,150.0,5.6
2015,10,2015-10-30,32,KOSDAQ,인터로조,119610,43.78,23850,0.55,-6.87,64.82,84.88,4.6
2015,10,2015-10-30,33,KOSDAQ,CJ프레시웨이,051500,41.21,73700,-5.75,4.99,48.74,58.49,9.2
2015,10,2015-10-30,34,KOSDAQ,오스템임플란트,048260,40.65,566410,2.45,11.52,42.43,53.56,0.9
2015,10,2015-10-30,35,KOSPI,동원시스템즈,014820,38.95,79500,-11.47,-30.87,48.32,185.97,3.9
2015,10,2015-10-30,36,KOSDAQ,나스미디어,089600,37.76,39585,-11.83,-15.12,61.86,82.83,-7.5
2015,10,2015-10-30,37,KOSPI,한화케미칼,009830,36.86,26907,3.25,7.75,29.36,83.13,11.9
2015,10,2015-10-30,38,KOSDAQ,인바디,041830,36.55,49100,26.22,2.72,53.44,64.49,6.9
2015,10,2015-10-30,39,KOSPI,녹십자홀딩스,005250,36.36,41050,2.5,0.0,40.58,82.85,2.6
2015,10,2015-10-30,40,KOSDAQ,제이콘텐트리,036420,35.14,47070,1.86,-3.7,59.18,44.43,3.6
2015,10,2015-10-30,41,KOSPI,한세실업,105630,35.01,56200,1.81,8.08,36.41,53.55,1.1
2015,10,2015-10-30,42,KOSDAQ,인트론바이오,048530,33.49,21327,-12.0,-20.32,9.53,212.9,28.6
2015,10,2015-10-30,43,KOSPI,LG화학,051910,32.33,304500,6.65,21.8,11.54,52.25,4.4
2015,10,2015-10-30,44,KOSDAQ,젬백스,082270,32.19,29800,-11.83,-4.18,42.93,58.51,-13.6
2015,10,2015-10-30,45,KOSPI,동부화재,005830,31.64,68400,11.58,23.24,25.05,14.19,-9.2
2015,10,2015-10-30,46,KOSDAQ,녹십자셀,031390,31.38,52000,6.56,12.07,7.44,96.6,-1.5
2015,10,2015-10-30,47,KOSPI,에스원,012750,31.14,99000,6.11,17.44,23.6,33.06,-4.8
2015,10,2015-10-30,48,KOSDAQ,유비쿼스,078070,31.04,10058,-1.7,-0.69,22.45,100.12,-10.0
2015,10,2015-10-30,49,KOSDAQ,인터파크홀딩스,035080,29.95,58500,-8.24,8.84,30.87,29.0,-3.4
2015,10,2015-10-30,50,KOSDAQ,나이스정보통신,036800,29.75,42950,-3.27,6.44,34.85,32.56,-14.2
2015,10,2015-10-30,51,KOSPI,코스맥스,192820,29.63,183997,-9.62,-5.41,32.76,78.24,-4.9
2015,10,2015-10-30,52,KOSPI,한국항공우주,047810,29.52,90000,32.55,-7.69,37.2,117.92,-6.8
2015,10,2015-10-30,53,KOSDAQ,로엔,016170,29.03,78200,-2.25,-12.43,45.62,78.54,1.8
2015,10,2015-10-30,54,KOSPI,기아차,000270,28.54,55800,4.1,27.11,12.5,7.1,-5.9
2015,10,2015-10-30,55,KOSPI,삼양홀딩스,000070,28.1,107102,18.45,-16.19,57.35,80.34,-0.9
2015,10,2015-10-30,56,KOSPI,LG화학우,051915,27.19,215500,13.42,17.76,17.12,35.53,4.2
2015,10,2015-10-30,57,KOSPI,삼성전자우,005935,26.93,23900,30.32,29.89,9.63,21.32,-8.3
2015,10,2015-10-30,58,KOSDAQ,보령메디앙스,014100,26.78,49057,1.93,-15.09,12.32,165.4,-12.9
2015,10,2015-10-30,59,KOSPI,LG생활건강,051900,26.71,947000,10.89,10.5,20.18,52.01,6.4
2015,10,2015-10-30,60,KOSPI,CJ CGV,079160,26.49,65913,-0.95,-11.11,30.98,98.48,11.5
2015,10,2015-10-30,61,KOSDAQ,메디톡스,086900,24.86,385043,14.22,-8.53,31.03,95.07,-3.5
2015,10,2015-10-30,62,KOSDAQ,코리아나,027050,24.33,10550,-28.23,-22.14,-10.59,208.48,1.9
2015,10,2015-10-30,63,KOSPI,유한양행,000100,24.09,39899,16.22,5.01,22.51,60.34,-2.1
2015,10,2015-10-30,64,KOSDAQ,아가방컴퍼니,013990,23.61,13100,8.26,16.44,0.77,58.6,-16.4
