연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2019,7,2019-07-31,1,KOSDAQ,국일제지,078130,389.22,5440,47.43,145.05,399.08,415.64,-10.94
2019,7,2019-07-31,2,KOSDAQ,케이엠더블유,032500,361.73,55100,33.74,156.58,366.95,298.7,20.69
2019,7,2019-07-31,3,KOSDAQ,오이솔루션,138080,311.45,52007,25.0,95.59,260.43,548.79,-9.78
2019,7,2019-07-31,4,KOSDAQ,유비쿼스홀딩스,078070,274.5,33600,-28.66,36.31,269.64,524.54,-22.47
2019,7,2019-07-31,5,KOSDAQ,클래시스,214150,177.64,14200,16.39,53.18,205.38,178.43,-9.86
2019,7,2019-07-31,6,KOSDAQ,유티아이,179900,156.58,22100,16.32,15.4,199.46,238.96,-2.71
2019,7,2019-07-31,7,KOSDAQ,네패스,033640,146.78,30400,-5.3,47.57,152.28,157.63,6.25
2019,7,2019-07-31,8,KOSDAQ,골프존,215000,112.1,71100,-2.47,62.89,89.85,81.84,-6.33
2019,7,2019-07-31,9,KOSDAQ,엘비세미콘,061970,106.52,9970,-17.6,21.73,136.26,87.41,-9.33
2019,7,2019-07-31,10,KOSDAQ,에이치엘사이언스,239610,91.53,85563,-11.19,2.51,105.5,172.64,-10.93
2019,7,2019-07-31,11,KOSDAQ,에이스테크,088800,85.07,27063,-7.28,29.51,83.71,90.77,-16.14
2019,7,2019-07-31,12,KOSDAQ,현대바이오,048410,79.83,6101,-27.05,-21.99,123.64,150.97,-5.41
2019,7,2019-07-31,13,KOSDAQ,에코마케팅,230360,68.98,13750,-23.82,-15.9,102.21,129.17,-0.91
2019,7,2019-07-31,14,KOSDAQ,나이스정보통신,036800,63.58,31150,40.95,45.9,58.93,27.93,17.34
2019,7,2019-07-31,15,KOSDAQ,코엔텍,029960,57.75,11800,0.43,3.96,60.11,123.06,-17.54
2019,7,2019-07-31,16,KOSDAQ,파트론,091700,57.33,14400,-18.87,3.97,58.94,104.55,-19.1
2019,7,2019-07-31,17,KOSDAQ,NHN한국사이버결제,060250,54.15,10723,-0.8,30.75,43.84,37.33,12.31
2019,7,2019-07-31,18,KOSDAQ,아나패스,123860,49.62,29600,-17.09,12.76,36.09,89.74,-20.44
2019,7,2019-07-31,19,KOSDAQ,NICE평가정보,030190,47.57,15600,-7.96,11.43,52.2,53.69,-15.38
2019,7,2019-07-31,20,KOSDAQ,파워로직스,047310,43.89,10200,-22.14,-5.12,37.84,123.19,-8.24
2019,7,2019-07-31,21,KOSDAQ,동진쎄미켐,005290,41.99,13650,35.82,21.33,56.9,18.18,0.0
2019,7,2019-07-31,22,KOSDAQ,SFA반도체,036540,41.51,2545,-22.05,3.67,56.13,30.51,-1.57
2019,7,2019-07-31,23,KOSPI,더존비즈온,012510,40.27,64000,2.89,11.89,55.53,17.86,-10.31
2019,7,2019-07-31,24,KOSDAQ,엠씨넥스,097520,39.93,20950,-27.13,-2.33,42.52,75.56,-12.65
2019,7,2019-07-31,25,KOSDAQ,서진시스템,178320,35.55,12741,-0.97,4.73,42.18,52.39,-7.66
2019,7,2019-07-31,26,KOSDAQ,오스템임플란트,048260,35.54,584220,-8.01,19.2,24.14,32.5,-33.16
2019,7,2019-07-31,27,KOSDAQ,디오,039840,33.61,40750,0.12,3.43,54.94,17.1,7.98
2019,7,2019-07-31,28,KOSDAQ,SBI핀테크솔루션즈,950110,33.13,13750,-23.61,18.53,-3.17,75.83,-20.36
2019,7,2019-07-31,29,KOSDAQ,솔브레인,036830,31.49,31178,37.57,29.22,27.7,8.88,4.77
2019,7,2019-07-31,30,KOSPI,휠라코리아,081660,31.42,67500,-11.99,-18.08,41.81,112.93,-15.26
2019,7,2019-07-31,31,KOSPI,효성,004800,29.6,62936,12.53,8.79,16.71,83.59,5.75
2019,7,2019-07-31,32,KOSDAQ,야스,255440,29.29,24050,-14.41,13.44,29.3,5.02,6.65
2019,7,2019-07-31,33,KOSDAQ,상상인,038540,29.17,18900,1.3,18.13,29.95,-0.26,-38.1
2019,7,2019-07-31,34,KOSPI,카카오,035720,21.88,25491,-3.42,5.83,27.9,12.89,5.9
2019,7,2019-07-31,35,KOSDAQ,아프리카TV,067160,21.62,58200,-5.37,-8.92,40.58,36.94,4.47
2019,7,2019-07-31,36,KOSPI,제일기획,030000,20.68,27000,-8.16,6.09,14.89,33.66,-2.22
2019,7,2019-07-31,37,KOSDAQ,이오테크닉스,039030,20.45,71400,12.26,0.56,40.28,11.56,2.24
2019,7,2019-07-31,38,KOSDAQ,동국제약,086450,20.17,13353,14.21,15.8,18.26,6.21,-1.95
2019,7,2019-07-31,39,KOSPI,하이트진로,000080,19.43,21300,4.67,4.93,26.04,17.03,3.29
2019,7,2019-07-31,40,KOSPI,맥쿼리인프라,088980,17.8,11603,-1.27,3.55,17.92,28.74,-0.86
2019,7,2019-07-31,41,KOSPI,SKC,011790,17.67,42300,6.82,18.32,9.3,-1.4,8.75
2019,7,2019-07-31,42,KOSPI,한국금융지주,071050,17.47,74500,-7.68,8.92,15.86,4.34,-2.95
2019,7,2019-07-31,43,KOSDAQ,에이스침대,003800,17.07,31150,-3.11,0.48,26.11,15.03,8.19
2019,7,2019-07-31,44,KOSPI,두산밥캣,241560,15.83,35900,-1.37,12.36,8.13,7.97,-0.14
2019,7,2019-07-31,45,KOSPI,대림산업,000210,15.29,95331,-8.26,8.99,-0.94,34.57,-7.39
2019,7,2019-07-31,46,KOSPI,메리츠종금증권,008560,15.25,5070,-5.41,0.2,10.58,43.63,-6.21
2019,7,2019-07-31,47,KOSPI,기아차,000270,15.24,43750,-0.57,-3.31,20.36,38.01,-0.11
2019,7,2019-07-31,48,KOSDAQ,코웰패션,033290,15.16,5561,-14.87,-12.81,41.03,9.58,-8.74
2019,7,2019-07-31,49,KOSPI,메리츠금융지주,138040,14.3,13950,-4.78,5.68,12.96,11.6,-7.89
2019,7,2019-07-31,50,KOSPI,한화에어로스페이스,012450,13.83,32800,-3.16,4.21,2.55,42.79,20.81
2019,7,2019-07-31,51,KOSDAQ,동원개발,013120,13.75,4830,-6.21,1.58,13.65,22.12,-13.87
2019,7,2019-07-31,52,KOSDAQ,클리오,237880,12.39,18800,-15.12,-10.05,39.26,-11.11,-2.39
2019,7,2019-07-31,53,KOSPI,아시아나항공,020560,12.21,27586,5.28,-12.56,32.41,35.52,-0.34
2019,7,2019-07-31,54,KOSDAQ,인바디,041830,11.55,24650,1.65,11.54,6.25,-2.38,-2.64
2019,7,2019-07-31,55,KOSPI,삼성증권,016360,10.64,36600,-6.39,2.66,9.42,12.62,-3.55
2019,7,2019-07-31,56,KOSPI,삼성SDI,006400,10.62,243779,5.29,5.29,11.41,8.73,0.2
2019,7,2019-07-31,57,KOSDAQ,콜마비앤에이치,200130,9.65,28000,5.26,-3.11,20.95,13.59,-7.68
2019,7,2019-07-31,58,KOSPI,한국항공우주,047810,9.1,36950,2.78,5.57,8.36,5.12,6.36
2019,7,2019-07-31,59,KOSPI,에스원,012750,8.73,104500,7.07,6.63,1.46,20.53,-3.35
2019,7,2019-07-31,60,KOSPI,NAVER,035420,8.16,138000,21.05,15.48,1.47,-3.77,6.16
2019,7,2019-07-31,61,KOSPI,현대모비스,012330,7.15,241000,2.34,3.66,7.11,5.7,3.11
2019,7,2019-07-31,62,KOSPI,LG생활건강우,051905,6.63,804000,-0.25,-0.62,5.79,20.9,-9.7
2019,7,2019-07-31,63,KOSDAQ,케어젠,214370,5.48,12240,0.0,0.0,9.44,3.8,0.0
2019,7,2019-07-31,64,KOSDAQ,SK머티리얼즈,036490,5.43,178000,20.19,3.43,14.18,-1.82,2.42
2019,7,2019-07-31,65,KOSDAQ,이녹스첨단소재,272290,5.41,25104,-0.93,0.76,10.17,-2.35,-8.1
2019,7,2019-07-31,66,KOSPI,BGF리테일,282330,5.26,204500,-3.08,-6.41,11.14,21.01,-0.49
2019,7,2019-07-31,67,KOSPI,현대글로비스,086280,4.82,77030,-4.35,-3.45,8.45,12.41,3.9
2019,7,2019-07-31,68,KOSDAQ,씨젠,096530,4.81,11182,-15.72,-5.32,17.73,-14.75,-2.69
2019,7,2019-07-31,69,KOSPI,삼성카드,029780,4.2,36300,-4.97,-2.16,8.85,2.54,-8.68
2019,7,2019-07-31,70,KOSDAQ,와이솔,122990,3.78,17200,-8.99,-3.64,9.55,0.58,-16.28
2019,7,2019-07-31,71,KOSDAQ,RFHIC,218410,3.53,28880,1.89,-7.64,14.95,12.76,12.5
2019,7,2019-07-31,72,KOSDAQ,위닉스,044340,3.33,19750,-13.94,-16.31,16.86,25.8,-7.85
2019,7,2019-07-31,73,KOSDAQ,메지온,140410,2.85,35382,68.25,-11.67,16.48,87.94,-3.87
2019,7,2019-07-31,74,KOSPI,롯데정밀화학,004000,2.28,48750,-7.67,1.35,7.62,-20.73,-10.56
2019,7,2019-07-31,75,KOSPI,팬오션,028670,1.99,4815,3.77,1.05,6.41,-6.5,0.93
2019,7,2019-07-31,76,KOSDAQ,아이센스,099190,1.41,12410,2.06,1.22,-0.8,6.2,14.52
2019,7,2019-07-31,77,KOSPI,GS리테일,007070,1.41,31902,-5.09,-4.72,3.47,12.18,3.75
2019,7,2019-07-31,78,KOSPI,고려아연,010130,1.32,442500,-7.04,-2.21,0.45,7.27,-1.69
2019,7,2019-07-31,79,KOSDAQ,리노공업,058470,0.97,11092,-7.67,-3.15,10.8,-17.19,0.18
2019,7,2019-07-31,80,KOSDAQ,매일유업,267980,-0.11,82900,-1.89,-6.01,7.8,2.09,10.37
2019,7,2019-07-31,81,KOSPI,신한지주,055550,-0.14,43500,-3.12,-1.36,0.69,-0.11,-6.32
2019,7,2019-07-31,82,KOSDAQ,덕산네오룩스,213420,-0.28,17150,2.69,0.0,0.29,0.59,18.66
