연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2018,10,2018-10-31,1,KOSPI,휠라코리아,081660,100.06,42050,-6.35,32.65,61.11,210.56,20.81
2018,10,2018-10-31,2,KOSDAQ,포스코켐텍,003670,92.49,59228,-10.82,31.92,76.91,131.68,3.99
2018,10,2018-10-31,3,KOSDAQ,메지온,140410,80.01,26436,-12.97,40.42,34.01,140.37,15.15
2018,10,2018-10-31,4,KOSDAQ,강스템바이오텍,217730,75.22,11176,-26.2,60.41,17.38,64.79,10.18
2018,10,2018-10-31,5,KOSDAQ,네이처셀,007390,74.45,13750,-6.19,100.0,-56.82,108.11,-10.76
2018,10,2018-10-31,6,KOSDAQ,JYP Ent.,035900,71.35,28600,-22.91,25.99,33.33,146.55,13.29
2018,10,2018-10-31,7,KOSDAQ,에스티큐브,052020,63.68,12856,-35.02,23.7,1.99,183.61,57.14
2018,10,2018-10-31,8,KOSDAQ,에이치엘비,028300,62.38,34469,-27.9,27.16,-28.73,247.15,-2.43
2018,10,2018-10-31,9,KOSDAQ,오스코텍,039200,56.59,22639,-11.34,40.41,-11.34,138.31,2.77
2018,10,2018-10-31,10,KOSDAQ,RFHIC,218410,54.74,24880,-8.44,-2.85,25.0,214.18,-4.71
2018,10,2018-10-31,11,KOSDAQ,신흥에스이씨,243840,52.74,9230,-11.08,9.62,31.48,135.46,-21.24
2018,10,2018-10-31,12,KOSDAQ,녹십자셀,031390,50.35,52500,-29.53,53.06,-2.78,16.93,0.19
2018,10,2018-10-31,13,KOSDAQ,대아티아이,045390,43.48,5830,-31.41,-16.24,14.99,213.44,45.45
2018,10,2018-10-31,14,KOSDAQ,레고켐바이오,141080,40.65,24522,-1.21,47.15,-16.95,55.8,10.61
2018,10,2018-10-31,15,KOSDAQ,크리스탈,083790,39.61,13338,-14.16,25.0,4.02,73.83,-7.5
2018,10,2018-10-31,16,KOSDAQ,나노스,151910,37.95,7200,-11.76,-12.73,17.26,185.71,-21.53
2018,10,2018-10-31,17,KOSDAQ,코엔텍,029960,37.28,6550,10.64,23.82,18.02,56.7,24.73
2018,10,2018-10-31,18,KOSPI,대우조선해양,042660,34.74,25986,-15.58,11.01,21.87,59.4,12.31
2018,10,2018-10-31,19,KOSDAQ,에스엠,041510,31.52,43900,-13.07,13.88,22.8,32.03,21.87
2018,10,2018-10-31,20,KOSDAQ,차바이오텍,085660,29.97,16939,-24.02,30.6,-14.65,40.07,14.72
2018,10,2018-10-31,21,KOSDAQ,와이지엔터테인먼트,122870,29.39,36850,-16.63,10.66,25.77,23.24,17.77
2018,10,2018-10-31,22,KOSDAQ,텔콘RF제약,200230,29.01,27231,-1.94,36.3,-28.62,69.46,-11.39
2018,10,2018-10-31,23,KOSDAQ,아난티,025980,27.93,8500,-19.05,8.42,12.73,55.11,14.35
