기준일(월말),시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),3-1개월(%),6-1개월(%),12-1개월(%),모멘텀스코어,다음달수익률(%),전달순위
2026-05-31,KOSPI,신한지주,055550,439529,93600,-6.3,-3.4,20.0,61.1,3.1,28.08,71.94,-4.0,-1.07,154.0
2026-05-31,KOSPI,맥쿼리인프라,088980,51819,10960,-3.4,-4.2,-4.9,-6.6,-0.79,-1.48,-3.24,-4.0,-1.28,233.0
2026-05-31,KOSPI,한국타이어앤테크놀로지,161390,85102,66800,12.8,-8.4,8.6,73.5,-18.79,-3.74,53.77,-4.1,2.84,266.0
2026-05-31,KOSPI,오리온,271560,50487,129600,-9.7,-2.8,22.8,17.4,7.65,36.11,30.07,-4.2,-1.47,141.0
2026-05-31,KOSPI,NAVER,035420,425912,234000,10.9,-8.1,-4.1,24.8,-17.09,-13.52,12.53,-4.3,16.03,330.0
2026-05-31,KOSDAQ,파크시스템스,140860,19466,275500,-4.7,-4.5,16.2,12.9,0.17,21.94,18.44,-4.5,0.91,237.0
2026-05-31,KOSDAQ,LS마린솔루션,060370,18205,32800,-14.0,-2.1,21.5,109.4,13.88,41.3,143.52,-4.5,6.25,136.0
2026-05-31,KOSDAQ,HLB,028300,73925,50800,-16.4,-1.9,8.3,-7.0,17.37,29.64,11.36,-4.8,9.25,189.0
2026-05-31,KOSPI,한화에어로스페이스,012450,586791,1173000,-17.2,-1.8,37.7,44.6,18.58,66.31,74.72,-4.9,-2.98,194.0
2026-05-31,KOSPI,코리안리,003690,22655,12850,4.0,-7.7,10.9,39.1,-11.28,6.56,33.66,-5.3,-0.23,222.0
2026-05-31,KOSPI,KB금융,105560,567105,150600,-6.2,-5.3,20.7,44.4,0.94,28.61,53.88,-5.5,1.0,153.0
2026-05-31,KOSPI,삼성중공업,010140,242440,27950,-13.6,-3.5,13.6,65.4,11.74,31.5,91.42,-5.5,-1.43,178.0
2026-05-31,KOSPI,LX인터내셔널,001120,15504,41950,-21.4,-1.5,33.0,48.2,25.35,69.26,88.69,-5.5,-4.65,97.0
2026-05-31,KOSPI,S-Oil,010950,117874,107400,-20.1,-2.4,40.0,97.4,22.27,75.36,147.24,-5.9,-2.51,115.0
2026-05-31,KOSPI,현대위아,011210,24475,91000,10.0,-10.2,46.3,113.1,-18.36,32.96,93.68,-6.1,-1.1,249.0
2026-05-31,KOSPI,HD현대,267250,221970,277500,-10.6,-5.1,41.2,148.4,6.15,58.02,177.98,-6.2,1.26,103.0
2026-05-31,KOSPI,하나금융지주,086790,312504,115100,-10.0,-5.5,23.4,58.3,5.01,37.08,75.93,-6.4,-1.04,118.0
2026-05-31,KOSPI,LG생활건강,051900,37998,247500,-2.6,-7.3,-10.5,-24.1,-4.87,-8.14,-22.09,-6.4,0.4,254.0
2026-05-31,KOSDAQ,동국제약,086450,8693,19670,-17.7,-3.6,5.1,15.9,17.16,27.67,40.84,-6.4,-2.29,132.0
2026-05-31,KOSPI,iM금융지주,139130,27932,17340,-9.2,-5.7,21.3,55.2,3.86,33.57,70.99,-6.4,0.29,133.0
2026-05-31,KOSPI,HD한국조선해양,009540,286277,423000,-8.3,-6.0,3.2,33.6,2.56,12.56,45.81,-6.5,-4.37,163.0
2026-05-31,KOSPI,한국금융지주,071050,137085,237500,-1.0,-8.1,48.1,119.9,-7.16,49.63,122.22,-6.7,3.58,184.0
2026-05-31,KOSDAQ,휴젤,145020,30575,248500,-1.6,-8.0,8.8,-25.2,-6.48,10.5,-23.95,-6.7,0.0,284.0
2026-05-31,KOSDAQ,코오롱티슈진,950160,79397,98900,-3.0,-7.6,15.8,143.6,-4.67,19.44,151.23,-6.7,-5.26,262.0
2026-05-31,KOSDAQ,유진테크,084370,28622,124000,-4.6,-7.5,55.4,282.1,-2.99,62.91,300.62,-6.9,0.73,155.0
2026-05-31,KOSDAQ,알테오젠,196170,196126,369000,0.1,-9.4,-30.8,11.8,-9.57,-30.86,11.67,-7.5,-0.81,289.0
2026-05-31,KOSPI,HMM,011200,186478,19560,-4.6,-8.4,2.2,-8.2,-3.98,7.11,-3.76,-7.6,1.07,228.0
2026-05-31,KOSDAQ,성일하이텍,365340,7468,61000,-25.8,-3.2,46.1,91.2,30.48,96.89,157.68,-7.7,-5.25,139.0
2026-05-31,KOSDAQ,에이프릴바이오,397030,14048,63800,7.6,-11.6,59.5,271.4,-17.87,48.25,245.17,-7.8,-5.96,227.0
2026-05-31,KOSPI,농심,004370,23235,385000,2.0,-10.5,-13.9,-9.2,-12.21,-15.55,-10.97,-8.0,-0.78,279.0
2026-05-31,KOSPI,CJ제일제당,097950,30635,202000,-18.1,-5.6,-3.6,-12.7,15.19,17.66,6.48,-8.1,0.74,173.0
2026-05-31,KOSPI,한화시스템,272210,192697,105000,-10.5,-7.6,127.3,131.3,3.26,153.9,158.37,-8.2,-2.86,140.0
2026-05-31,KOSDAQ,스피어,347700,16997,38950,-7.7,-9.2,342.6,311.7,-1.63,379.55,346.09,-8.9,-14.12,81.0
2026-05-31,KOSDAQ,나노신소재,121600,8050,66800,-19.3,-6.4,22.3,37.4,15.97,51.65,70.37,-9.0,-1.65,130.0
2026-05-31,KOSPI,SK이노베이션,096770,196439,119200,-18.5,-6.7,3.7,33.2,14.49,27.13,63.35,-9.0,-2.52,106.0
2026-05-31,KOSPI,한국항공우주,047810,158884,168300,-0.4,-12.1,54.5,101.3,-11.75,55.19,102.15,-9.8,-3.15,235.0
2026-05-31,KOSPI,SK리츠,395400,15472,5460,-19.2,-7.6,3.8,13.3,14.38,28.52,40.25,-9.9,-5.86,145.0
