연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2017,4,2017-04-28,1,KOSDAQ,미래컴퍼니,049950,165.53,36516,-13.99,79.01,151.06,119.99,52.2
2017,4,2017-04-28,2,KOSDAQ,비에이치,090460,122.42,11000,14.29,20.88,102.76,285.96,13.6
2017,4,2017-04-28,3,KOSDAQ,지니뮤직,043610,114.86,6310,33.26,92.38,76.26,47.43,-8.1
2017,4,2017-04-28,4,KOSDAQ,인터플렉스,051370,77.01,27378,-4.27,10.67,71.78,158.62,21.3
2017,4,2017-04-28,5,KOSPI,LG이노텍,011070,76.87,131500,-3.66,32.69,68.59,78.43,1.9
2017,4,2017-04-28,6,KOSDAQ,에스엠코어,007820,76.3,14700,5.0,3.16,98.38,127.91,23.5
2017,4,2017-04-28,7,KOSDAQ,이녹스,088390,75.82,19001,17.23,12.63,79.83,146.25,48.9
2017,4,2017-04-28,8,KOSDAQ,제이스텍,090470,73.47,24850,16.39,2.05,41.19,272.56,-6.2
2017,4,2017-04-28,9,KOSPI,현대미포조선,010620,69.31,46423,4.51,61.32,31.72,26.5,9.6
2017,4,2017-04-28,10,KOSDAQ,휴젤,145020,66.3,158912,26.25,53.74,35.86,53.14,0.3
2017,4,2017-04-28,11,KOSDAQ,더블유게임즈,192080,63.02,46406,38.73,41.78,54.37,50.76,0.2
2017,4,2017-04-28,12,KOSDAQ,게임빌,063080,62.46,74900,36.18,68.5,34.71,-12.3,-21.6
2017,4,2017-04-28,13,KOSPI,녹십자홀딩스,005250,61.34,32600,13.79,52.69,46.85,-7.39,8.9
2017,4,2017-04-28,14,KOSPI,팬오션,028670,57.82,5210,-5.27,35.32,44.52,31.23,5.6
2017,4,2017-04-28,15,KOSPI,삼성전기,009150,57.77,73100,5.18,28.92,55.2,40.31,12.9
2017,4,2017-04-28,16,KOSDAQ,위메이드,112040,56.73,15559,5.84,31.62,58.36,17.11,9.7
2017,4,2017-04-28,17,KOSDAQ,매일유업,005990,53.46,26750,14.41,29.34,59.29,16.13,0.0
2017,4,2017-04-28,18,KOSDAQ,텔콘,200230,50.96,14451,9.17,42.37,19.11,46.7,6.7
2017,4,2017-04-28,19,KOSDAQ,모두투어,080160,48.07,26347,2.2,20.98,49.06,35.97,13.4
2017,4,2017-04-28,20,KOSDAQ,덕산네오룩스,213420,46.02,18762,40.26,41.32,26.95,37.68,23.6
2017,4,2017-04-28,21,KOSDAQ,삼천당제약,000250,45.87,14100,0.0,16.53,42.28,57.54,1.4
2017,4,2017-04-28,22,KOSPI,LG전자,066570,45.46,69100,1.77,24.73,44.56,18.73,19.4
