연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2022,3,2022-03-31,1,KOSDAQ,현대사료,016790,838.61,7798,616.73,626.07,669.03,632.89,14.99
2022,3,2022-03-31,2,KOSDAQ,엔피,291230,120.15,13900,53.25,-9.45,130.13,366.44,-27.7
2022,3,2022-03-31,3,KOSDAQ,컴투스홀딩스,063080,110.37,124800,-6.87,-47.45,232.36,153.92,-31.49
2022,3,2022-03-31,4,KOSDAQ,주성엔지니어링,036930,106.08,25900,0.0,23.33,122.32,131.25,-17.18
2022,3,2022-03-31,5,KOSDAQ,넥슨지티,041140,99.54,25400,47.67,19.53,152.74,85.4,0.0
2022,3,2022-03-31,6,KOSDAQ,심텍,222800,98.59,56000,5.26,22.67,100.72,155.71,-11.16
2022,3,2022-03-31,7,KOSDAQ,위지윅스튜디오,299900,96.61,9538,6.57,-4.14,123.74,196.86,-12.58
2022,3,2022-03-31,8,KOSPI,한전기술,052690,91.56,84100,-5.72,-1.06,72.69,274.61,-12.49
2022,3,2022-03-31,9,KOSDAQ,이엠텍,091120,88.45,40427,6.7,29.98,76.17,138.62,-6.52
2022,3,2022-03-31,10,KOSPI,메리츠화재,000060,86.76,47450,15.45,41.43,55.32,145.22,-6.53
2022,3,2022-03-31,11,KOSDAQ,위메이드맥스,101730,75.64,23050,-17.24,-50.32,116.43,271.18,-31.45
2022,3,2022-03-31,12,KOSDAQ,루트로닉,085370,74.94,26400,24.53,36.43,37.86,158.82,1.33
2022,3,2022-03-31,13,KOSPI,LG이노텍,011070,61.86,387000,18.35,6.32,85.61,88.32,-9.82
2022,3,2022-03-31,14,KOSDAQ,덱스터,206560,61.01,24400,24.17,-17.57,78.1,204.24,-27.46
2022,3,2022-03-31,15,KOSDAQ,맘스터치,220630,60.99,64700,-1.52,22.08,52.41,84.07,0.0
2022,3,2022-03-31,16,KOSDAQ,안랩,053800,58.92,123800,90.46,25.18,78.13,89.01,-15.99
2022,3,2022-03-31,17,KOSDAQ,케어젠,214370,57.69,20080,70.75,50.98,40.62,53.75,29.48
2022,3,2022-03-31,18,KOSDAQ,피엔티,137400,57.27,50400,18.03,15.07,51.12,116.31,0.2
2022,3,2022-03-31,19,KOSDAQ,넷게임즈,225570,54.94,25150,49.7,7.25,82.25,89.81,-5.17
2022,3,2022-03-31,20,KOSDAQ,SNK,950180,52.08,36850,-0.27,2.22,84.25,40.65,0.68
2022,3,2022-03-31,21,KOSDAQ,메가스터디교육,215200,51.33,103000,23.8,25.0,42.46,74.28,-7.48
2022,3,2022-03-31,22,KOSDAQ,휴마시스,205470,51.09,4746,-2.43,8.38,20.67,167.83,-31.23
2022,3,2022-03-31,23,KOSDAQ,엘앤에프,066970,51.03,225800,15.79,1.53,26.15,199.46,-2.88
