연도,월,기준일(월말),순위,시장,종목명,종목코드,모멘텀스코어,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
2018,6,2018-06-29,1,KOSDAQ,대아티아이,045390,380.88,7470,-33.89,195.84,320.85,285.05,-6.8
2018,6,2018-06-29,2,KOSDAQ,나노스,151910,303.99,6460,-24.44,129.08,177.85,534.58,27.7
2018,6,2018-06-29,3,KOSDAQ,에스모,073070,252.23,56250,11.39,59.12,284.62,324.53,-30.1
2018,6,2018-06-29,4,KOSDAQ,메가스터디교육,215200,240.58,35252,11.1,80.34,209.12,369.84,-6.1
2018,6,2018-06-29,5,KOSDAQ,에이치엘비,028300,223.33,38809,-29.35,39.1,152.3,550.18,-30.2
2018,6,2018-06-29,6,KOSPI,신세계인터내셔날,031430,211.36,40600,19.41,111.24,173.95,196.35,-15.0
2018,6,2018-06-29,7,KOSDAQ,안트로젠,065660,162.5,110900,-23.31,10.9,141.09,392.89,-17.9
2018,6,2018-06-29,8,KOSDAQ,아프리카TV,067160,141.31,46700,0.0,62.43,143.23,98.72,-9.0
2018,6,2018-06-29,9,KOSDAQ,에이치엘비생명과학,067630,136.42,8805,-7.17,33.69,144.92,177.85,-17.5
2018,6,2018-06-29,10,KOSPI,휠라코리아,081660,113.42,33650,15.44,55.07,106.19,96.78,-5.8
2018,6,2018-06-29,11,KOSDAQ,대주전자재료,078600,112.84,24000,8.6,36.75,65.52,261.99,31.5
2018,6,2018-06-29,12,KOSDAQ,에스티큐브,052020,102.83,12230,0.69,7.33,153.95,100.69,-15.0
2018,6,2018-06-29,13,KOSDAQ,네패스,033640,99.66,15750,55.17,86.39,66.67,41.26,-25.1
2018,6,2018-06-29,14,KOSPI,현대로템,064350,99.48,28050,-27.43,77.53,49.6,35.84,-3.0
2018,6,2018-06-29,15,KOSDAQ,JYP Ent.,035900,94.94,26400,6.45,14.04,92.0,194.97,-14.0
2018,6,2018-06-29,16,KOSDAQ,셀트리온제약,068760,94.24,69915,-2.68,7.59,48.21,317.65,-22.4
2018,6,2018-06-29,17,KOSPI,GS건설,006360,87.05,46000,-6.22,55.41,62.54,51.07,-1.5
2018,6,2018-06-29,18,KOSDAQ,삼천당제약,000250,84.35,34700,-22.89,-10.8,124.6,130.56,13.1
2018,6,2018-06-29,19,KOSDAQ,RFHIC,218410,72.91,23270,-9.66,28.57,41.97,135.67,10.1
2018,6,2018-06-29,20,KOSPI,호텔신라,008770,69.09,123500,-0.4,28.78,45.47,116.29,-19.2
2018,6,2018-06-29,21,KOSDAQ,삼표시멘트,038500,67.06,4690,-33.19,37.94,52.03,20.26,-11.2
2018,6,2018-06-29,22,KOSPI,현대건설,000720,63.85,55946,-22.09,31.58,58.4,24.87,1.7
2018,6,2018-06-29,23,KOSPI,삼성전기,009150,63.81,148500,10.82,40.76,48.5,45.59,3.4
2018,6,2018-06-29,24,KOSPI,쌍용양회,003410,63.14,6222,-15.86,18.83,52.28,93.83,-7.4
2018,6,2018-06-29,25,KOSPI,더존비즈온,012510,60.71,62000,41.55,7.08,86.19,101.3,-12.4
2018,6,2018-06-29,26,KOSDAQ,알테오젠,196170,58.61,8594,2.65,22.13,39.17,109.25,-5.8
2018,6,2018-06-29,27,KOSPI,현대엘리베이,017800,58.1,59755,-32.88,12.42,64.71,46.17,1.6
2018,6,2018-06-29,28,KOSDAQ,엘앤에프,066970,57.57,47006,3.79,30.17,18.46,124.83,0.6
2018,6,2018-06-29,29,KOSDAQ,유진기업,023410,56.17,7550,-26.7,23.77,53.46,25.42,-10.2
2018,6,2018-06-29,30,KOSDAQ,매일유업,267980,55.26,89200,2.18,43.18,34.54,19.41,-9.0
2018,6,2018-06-29,31,KOSDAQ,상상인,038540,54.89,17620,-3.42,-9.59,73.07,126.74,7.5
2018,6,2018-06-29,32,KOSPI,한국가스공사,036460,54.29,64200,6.47,32.51,50.88,20.68,-9.2
2018,6,2018-06-29,33,KOSDAQ,바이로메드,084990,53.95,126554,-11.09,4.76,44.28,128.96,-15.3
2018,6,2018-06-29,34,KOSDAQ,미래컴퍼니,049950,53.6,126828,2.69,10.12,58.1,84.94,-6.1
2018,6,2018-06-29,35,KOSDAQ,유니테스트,086390,51.5,18900,-0.53,23.93,47.66,42.11,-0.5
2018,6,2018-06-29,36,KOSPI,대우조선해양,042660,49.6,23987,-0.55,-2.17,94.24,20.54,-2.4
