Unnamed: 0,기준일(월말),Year,종목코드,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),모멘텀스코어,12-1개월(%),6-1개월(%),3-1개월(%),시장,종목명,현재순위,전달순위,Month
52691,2012-10-31,2012,TIE,8600.0,6.17,-18.87,58126.13,7.5,2.33,23236.626,1.33,58119.96,-25.04,S&P500,TIE,1.0,0,10
52932,2012-10-31,2012,BBBY,15.1,45.75,87.81,150.41,81.93,0.46,117.056,36.18000000000001,104.66,42.06,S&P500,BBBY,2.0,0,10
52869,2012-10-31,2012,PHM,14.77,11.87,53.45,76.22,234.75,-3.06,66.71600000000001,222.88,64.35,41.580000000000005,S&P500,PHM,3.0,0,10
52759,2012-10-31,2012,WHR,60.84,17.81,45.57,54.89,98.3,4.8,52.074,80.49,37.08,27.76,S&P500,WHR,4.0,0,10
52695,2012-10-31,2012,ANDV,33.34,-10.0,36.8,62.69,45.82,12.52,51.836,55.82,72.69,46.8,S&P500,ANDV,5.0,0,10
52871,2012-10-31,2012,FSLR,24.3,9.71,56.37,32.07,-51.18,11.07,51.316,-60.89,22.36,46.66,S&P500,FSLR,6.0,0,10
52882,2012-10-31,2012,SW,7.32,0.74,51.53,27.6,75.97,3.57,47.037,75.23,26.860000000000003,50.79,S&P500,SW,7.0,0,10
52830,2012-10-31,2012,STZ,30.06,9.24,25.27,63.61,74.78,1.53,42.209,65.54,54.37,16.03,S&P500,STZ,8.0,0,10
52956,2012-10-31,2012,LEN,31.92,7.88,28.42,35.39,127.83,1.52,33.262,119.95,27.51,20.540000000000003,S&P500,LEN,9.0,0,10
52966,2012-10-31,2012,GME,3.95,8.71,44.42,2.46,-8.2,16.05,31.207,-16.91,-6.250000000000001,35.71,S&P500,GME,10.0,0,10
52846,2012-10-31,2012,C,27.65,14.27,37.87,13.24,18.52,-7.52,30.377999999999997,4.25,-1.0299999999999994,23.599999999999998,S&P500,C,11.0,0,10
52873,2012-10-31,2012,CPRI,54.69,2.84,32.45,19.75,0.0,-2.82,30.331000000000003,-2.84,16.91,29.610000000000003,S&P500,CPRI,12.0,0,10
52816,2012-10-31,2012,GILD,23.2,1.28,23.65,29.14,61.26,11.64,28.083,59.98,27.86,22.369999999999997,S&P500,GILD,13.0,0,10
52754,2012-10-31,2012,WY,16.74,5.93,19.31,37.88,58.61,0.15,28.076,52.68,31.950000000000003,13.379999999999999,S&P500,WY,14.0,0,10
52907,2012-10-31,2012,CPAY,47.41,5.83,28.41,19.87,69.56,10.08,27.252000000000002,63.730000000000004,14.040000000000001,22.58,S&P500,CPAY,15.0,0,10
52948,2012-10-31,2012,TGNA,6.34,-4.79,21.32,25.87,51.8,5.92,25.750999999999998,56.589999999999996,30.66,26.11,S&P500,TGNA,16.0,0,10
52899,2012-10-31,2012,IRM,15.15,13.72,21.39,29.8,29.6,-8.67,25.521,15.88,16.08,7.67,S&P500,IRM,17.0,0,10
52942,2012-10-31,2012,THC,23.6,-5.9,27.71,13.68,24.74,22.71,25.459,30.64,19.58,33.61,S&P500,THC,18.0,0,10
52780,2012-10-31,2012,MPC,18.61,0.62,16.96,33.85,57.08,9.1,25.35,56.46,33.230000000000004,16.34,S&P500,MPC,19.0,0,10
53020,2012-10-31,2012,DHI,18.17,1.6,19.14,28.76,90.29,-6.98,24.742,88.69000000000001,27.16,17.54,S&P500,DHI,20.0,0,10
