Unnamed: 0,기준일(월말),Year,종목코드,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),12-1개월(%),6-1개월(%),3-1개월(%),모멘텀스코어
105371,2022-12-31,2022,MKC,77.31,-2.23,17.45,1.0,-12.65,-9.37,-10.657665950700634,3.3036718829906997,20.12887388769562,4.258293273328562
105372,2022-12-31,2022,UHS,138.78,7.67,60.02,40.39,9.37,5.2,1.5788984861149657,30.389152038636567,48.6207857341878,26.86294541964644
105373,2022-12-31,2022,CPRT,30.44,-8.52,14.45,12.07,-19.68,9.39,-12.199387844337561,22.507651945780506,25.109313511149978,11.80585920419764
105374,2022-12-31,2022,ALK,42.94,-9.49,9.68,7.22,-17.58,19.56,-8.938238868633297,18.46204839244283,21.17998011269473,10.23459654550142
105375,2022-12-31,2022,GRMN,86.54,0.0,15.79,-4.57,-30.2,7.14,-30.200000000000003,-4.569999999999997,15.789999999999992,-6.326666666666668
105376,2022-12-31,2022,BRK-B,308.9,-3.04,15.68,13.14,3.31,0.85,6.549092409240909,16.68729372937292,19.3069306930693,14.181105610561042
105377,2022-12-31,2022,TMO,545.26,-1.65,8.63,1.47,-17.29,3.57,-15.902389425521102,3.1723436705642927,10.45246568378242,-0.7591933570581298
105378,2022-12-31,2022,SCHW,79.44,0.87,16.17,32.56,0.11,-7.01,-0.7534450282541738,31.41667492812532,15.168038068801426,15.277089322890859
105379,2022-12-31,2022,CDNS,160.64,-6.63,-1.71,7.07,-13.8,13.81,-7.6791260576202225,14.672807111491926,5.269358466316798,4.087679840062834
105380,2022-12-31,2022,ABT,103.05,2.05,14.0,1.98,-20.68,1.15,-22.273395394414496,-0.06859382655560742,11.709946104850587,-3.5440143720398383
105381,2022-12-31,2022,FDX,161.72,-4.31,17.44,-22.67,-31.64,11.93,-28.560978158637262,-19.186957884836453,22.72964782108893,-8.339429407461596
105382,2022-12-31,2022,AMAT,94.67,-11.15,19.15,7.57,-37.54,14.49,-29.701744513224526,21.069217782779994,34.102419808666305,8.489964359407258
105383,2022-12-31,2022,KEYS,171.07,-5.43,8.71,24.1,-17.16,4.84,-12.403510627048743,31.22554721370414,14.951887490747584,11.257974692467661
105384,2022-12-31,2022,URI,343.45,0.68,31.58,46.32,6.96,24.06,6.237584425903853,45.331744139849036,30.691299165673414,27.420209243808767
105385,2022-12-31,2022,LW,83.84,2.83,15.81,25.78,42.89,11.78,38.957502674316835,22.318389575026742,12.622775454633883,24.632889234659157
105386,2022-12-31,2022,WAT,342.58,-1.16,27.1,3.5,-8.06,-4.09,-6.980979360582751,4.7146904087413954,28.59166329421288,8.775124780790508
105387,2022-12-31,2022,AXP,141.58,-6.24,9.94,6.99,-8.52,18.81,-2.4317406143344655,14.110494880546076,17.256825938566543,9.645193401592719
105388,2022-12-31,2022,OGN,24.06,7.34,20.78,-15.51,-4.86,7.88,-11.36575367989565,-21.287497670952106,12.520961430967038,-6.710763306626905
105389,2022-12-31,2022,MCD,244.5,-3.39,14.85,7.93,0.51,1.47,4.036849187454727,11.717213538971126,18.880033122865147,11.544698616430333
105390,2022-12-31,2022,CNC,82.01,-5.79,5.4,-3.07,-0.47,-7.04,5.6469589215582205,2.887166967413224,11.877719987262502,6.803948625411316
105391,2022-12-31,2022,EIX,54.29,-3.46,13.73,4.08,-2.58,8.3,0.9115392583385118,7.8102340998549735,17.80609073958981,8.842621365927764
105392,2022-12-31,2022,ACN,254.87,-11.33,4.17,-3.12,-34.75,5.0,-26.412540881921732,9.259050411638658,17.480545844141204,0.10901845795270997
105393,2022-12-31,2022,CF,79.03,-21.25,-11.13,0.16,22.29,-0.59,55.2888888888889,27.187301587301604,12.850793650793669,31.77566137566139
105394,2022-12-31,2022,SPG,98.78,-0.13,32.91,27.83,-21.91,9.35,-21.808350856112945,27.996395313908074,33.08300791028336,13.090350789359496
105395,2022-12-31,2022,BSX,46.27,2.21,19.47,24.15,8.92,-0.04,6.564915370316005,21.465610018589175,16.886801682809917,14.972442357238364
105396,2022-12-31,2022,AAPL,127.88,-12.23,-5.83,-4.68,-26.4,11.05,-16.14446849720862,8.602028027799925,7.291785348068802,-0.08355170711329792
105397,2022-12-31,2022,INTC,25.49,-12.11,3.95,-27.67,-46.64,6.92,-39.287746046194094,-17.703948116964384,18.27284105131415,-12.906284370614776
105398,2022-12-31,2022,FTNT,48.89,-8.03,-0.49,-13.59,-31.98,7.06,-26.041100358812663,-6.045449603131459,8.198325540937269,-7.9627414736689515
105399,2022-12-31,2022,META,119.4,1.9,-11.31,-25.37,-64.22,23.79,-64.88714425907752,-26.76153091265947,-12.963689892051022,-34.870788354596
