Unnamed: 0,기준일(월말),Year,종목코드,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),모멘텀스코어,12-1개월(%),6-1개월(%),3-1개월(%),시장,종목명,현재순위,전달순위,Month
72035,2016-10-31,2016,NVDA,1.75,3.85,24.85,101.17,153.82,29.76,57.478,149.97,97.32000000000001,21.0,S&P500,NVDA,1.0,0,10
71945,2016-10-31,2016,MU,16.74,-3.49,24.89,59.63,3.62,13.81,41.624,7.11,63.120000000000005,28.380000000000003,S&P500,MU,2.0,0,10
72135,2016-10-31,2016,NTAP,26.75,-4.73,29.51,45.44,2.54,7.72,39.306,7.2700000000000005,50.17,34.24,S&P500,NTAP,3.0,0,10
71757,2016-10-31,2016,WMB,17.81,-4.98,22.66,56.23,-18.44,5.14,38.852000000000004,-13.46,61.209999999999994,27.64,S&P500,WMB,4.0,0,10
71865,2016-10-31,2016,NFLX,12.49,26.71,36.84,38.7,15.21,-6.3,38.597,-11.5,11.990000000000002,10.130000000000003,S&P500,NFLX,5.0,0,10
71912,2016-10-31,2016,AKAM,69.47,31.1,37.48,36.24,14.22,-3.99,37.622,-16.880000000000003,5.140000000000001,6.3799999999999955,S&P500,AKAM,6.0,0,10
72138,2016-10-31,2016,GEN,12.13,-0.28,22.92,51.48,54.39,-2.25,36.664,54.67,51.76,23.200000000000003,S&P500,GEN,7.0,0,10
71987,2016-10-31,2016,WDC,39.13,-0.05,24.06,45.87,-9.09,8.93,35.19499999999999,-9.04,45.919999999999995,24.11,S&P500,WDC,8.0,0,10
72064,2016-10-31,2016,STX,23.05,-11.0,9.0,65.59,-1.86,16.88,33.636,9.14,76.59,20.0,S&P500,STX,9.0,0,10
71737,2016-10-31,2016,AMAT,26.2,-3.55,10.99,43.18,76.71,11.08,25.32,80.25999999999999,46.73,14.54,S&P500,AMAT,10.0,0,10
71749,2016-10-31,2016,DHR,66.41,0.2,-3.39,67.12,73.82,-0.48,24.455000000000002,73.61999999999999,66.92,-3.5900000000000003,S&P500,DHR,11.0,0,10
