Unnamed: 0,기준일(월말),Year,종목코드,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),모멘텀스코어,12-1개월(%),6-1개월(%),3-1개월(%),시장,종목명,현재순위,전달순위,Month
31792,2007-12-31,2007,FSLR,267.14,12.65,126.89,199.18,795.24,-31.96,167.23000000000002,782.59,186.53,114.24,S&P500,FSLR,1.0,0,12
31643,2007-12-31,2007,RX,25.5,0.0,139.44,139.44,187.16,0.0,153.384,187.16,139.44,139.44,S&P500,RX,2.0,0,12
31874,2007-12-31,2007,ISRG,35.89,-1.43,40.43,132.76,236.81,-21.36,81.548,238.24,134.19,41.86,S&P500,ISRG,3.0,0,12
31588,2007-12-31,2007,CF,15.19,20.97,45.02,83.89,329.99,-2.84,62.973,309.02,62.92,24.050000000000004,S&P500,CF,4.0,0,12
31826,2007-12-31,2007,CNX,54.97,20.65,53.75,55.67,124.2,1.9,57.828,103.55000000000001,35.02,33.1,S&P500,CNX,5.0,0,12
31802,2007-12-31,2007,BKNG,4.51,0.93,29.42,67.09,163.38,-5.52,47.337,162.45,66.16,28.490000000000002,S&P500,BKNG,6.0,0,12
31637,2007-12-31,2007,NDAQ,13.21,14.14,31.34,66.58,60.73,-6.51,47.156,46.589999999999996,52.44,17.2,S&P500,NDAQ,7.0,0,12
31590,2007-12-31,2007,AAPL,5.94,8.7,29.07,62.31,133.47,-31.66,44.403000000000006,124.77,53.61,20.37,S&P500,AAPL,8.0,0,12
31709,2007-12-31,2007,J,73.02,14.13,26.5,66.25,134.51,-20.14,43.637,120.38,52.12,12.37,S&P500,J,9.0,0,12
31884,2007-12-31,2007,MA,19.63,7.25,45.58,29.87,119.4,-3.74,43.12899999999999,112.15,22.62,38.33,S&P500,MA,10.0,0,12
31673,2007-12-31,2007,ADM,28.87,27.73,40.8,41.23,47.18,-5.28,42.278999999999996,19.45,13.499999999999996,13.069999999999997,S&P500,ADM,11.0,0,12
31907,2007-12-31,2007,DE,65.36,8.7,25.82,55.21,98.65,-5.97,39.288,89.95,46.510000000000005,17.12,S&P500,DE,12.0,0,12
31703,2007-12-31,2007,ESRX,36.5,7.75,30.78,45.97,103.91,-7.55,39.159000000000006,96.16,38.22,23.03,S&P500,ESRX,13.0,0,12
