Unnamed: 0,기준일(월말),Year,종목코드,기준가,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%),모멘텀스코어,12-1개월(%),6-1개월(%),3-1개월(%),시장,종목명,현재순위,전달순위,Month
69580,2016-04-30,2016,FCX,12.67,35.4,204.35,18.95,-39.02,-20.86,147.085,-74.42,-16.45,168.95,S&P500,FCX,1.0,6,4
69509,2016-04-30,2016,CNX,12.54,33.3,89.81,126.57,-53.42,2.06,110.16499999999999,-86.72,93.27,56.510000000000005,S&P500,CNX,2.0,8,4
69572,2016-04-30,2016,NEM,27.41,31.57,75.37,80.1,32.65,-7.32,81.642,1.0799999999999983,48.529999999999994,43.800000000000004,S&P500,NEM,3.0,1,4
69233,2016-04-30,2016,MUR,25.02,41.88,86.14,29.96,-20.98,-12.51,68.094,-62.86,-11.920000000000002,44.26,S&P500,MUR,4.0,173,4
69532,2016-04-30,2016,RRC,41.4,36.23,49.32,45.23,-30.32,-3.45,48.992999999999995,-66.55,9.0,13.090000000000003,S&P500,RRC,5.0,53,4
69383,2016-04-30,2016,AA,25.35,16.6,53.89,26.03,-15.69,-16.77,46.475,-32.29,9.43,37.29,S&P500,AA,6.0,308,4
69529,2016-04-30,2016,EW,35.4,20.41,35.8,35.17,67.72,-7.26,37.086999999999996,47.31,14.760000000000002,15.389999999999997,S&P500,EW,7.0,67,4
69319,2016-04-30,2016,TSN,51.36,-1.26,23.63,49.16,68.3,-2.88,36.331,69.56,50.419999999999995,24.89,S&P500,TSN,8.0,5,4
69577,2016-04-30,2016,NRG,12.33,16.3,42.2,19.13,-38.07,8.48,35.562,-54.370000000000005,2.8299999999999983,25.900000000000002,S&P500,NRG,9.0,255,4
69548,2016-04-30,2016,OKE,19.97,23.11,47.57,11.33,-18.8,19.64,35.519999999999996,-41.91,-11.78,24.46,S&P500,OKE,10.0,105,4
69465,2016-04-30,2016,CPRI,51.66,-9.3,29.47,33.7,-16.49,-17.31,35.039,-7.189999999999998,43.0,38.769999999999996,S&P500,CPRI,11.0,3,4
69622,2016-04-30,2016,WYNN,78.06,-5.49,31.97,27.91,-18.69,9.51,34.092,-13.200000000000001,33.4,37.46,S&P500,WYNN,12.0,2,4
69493,2016-04-30,2016,IRM,21.02,7.73,34.82,23.29,13.07,0.57,32.917,5.34,15.559999999999999,27.09,S&P500,IRM,13.0,25,4
69536,2016-04-30,2016,NAVI,8.55,14.2,45.11,6.57,-26.51,0.29,32.785,-40.71,-7.629999999999999,30.91,S&P500,NAVI,14.0,204,4
69518,2016-04-30,2016,HP,40.74,12.6,32.05,20.63,-11.16,-6.44,29.426999999999992,-23.759999999999998,8.03,19.449999999999996,S&P500,HP,15.0,66,4
