기준일,시장,종목명,종목코드,시가총액,기준가,전일거래량,1개월(%),3개월(%),6개월(%),12개월(%),모멘텀스코어,전달순위,3-1개월(%),6-1개월(%),12-1개월(%)
2026-04-09,KOSDAQ,코오롱티슈진,950160,87090,103500,337067,-3.0,-1.4,131.0,171.7,100.2,83,1.65,138.14,180.1
2026-04-09,KOSDAQ,이오테크닉스,039030,52542,426500,91236,10.9,13.4,80.7,269.9,99.6,92,2.25,62.94,233.54
2026-04-09,KOSPI,현대지에프홀딩스,005440,20329,13040,174491,-5.2,40.5,67.2,139.3,96.4,68,48.21,76.37,152.43
2026-04-09,KOSDAQ,티엘비,356860,7866,80000,871848,27.4,34.0,16.6,367.6,95.3,167,5.18,-8.48,267.03
2026-04-09,KOSDAQ,큐리언트,115180,12774,34300,78848,-5.9,0.1,71.1,261.1,90.8,55,6.38,81.83,283.74
2026-04-09,KOSPI,씨에스윈드,112610,28550,67700,533787,13.6,66.5,55.1,74.5,88.9,148,46.57,36.53,53.61
2026-04-09,KOSDAQ,리노공업,058470,86195,113100,868388,19.8,6.8,96.0,213.3,86.2,74,-10.85,63.61,161.52
2026-04-09,KOSDAQ,케이엠더블유,032500,10269,24750,784340,-2.8,30.8,45.5,186.8,86.1,53,34.57,49.69,195.06
2026-04-09,KOSDAQ,선익시스템,171090,8526,84400,222321,0.7,37.5,63.6,122.1,85.8,69,36.54,62.46,120.56
2026-04-09,KOSDAQ,올릭스,226950,32643,160800,150750,-13.1,16.6,35.7,240.7,85.8,52,34.18,56.16,292.06
2026-04-09,KOSDAQ,보로노이,310210,51894,282000,69575,-8.1,25.9,43.9,195.0,85.7,80,37.0,56.58,221.0
2026-04-09,KOSPI,엘앤에프,066970,73835,183100,852550,27.2,45.0,50.0,182.6,83.8,91,13.99,17.92,122.17
2026-04-09,KOSDAQ,원익홀딩스,030530,21356,27650,602865,5.7,-34.6,0.9,569.5,83.8,62,-38.13,-4.54,533.4
2026-04-09,KOSPI,효성티앤씨,298020,19647,454000,92726,19.8,20.3,118.3,91.2,83.7,84,0.42,82.22,59.6
2026-04-09,KOSDAQ,제주반도체,080220,14190,41200,920188,17.4,-4.8,100.5,225.4,82.8,73,-18.91,70.78,177.17
2026-04-09,KOSDAQ,대주전자재료,078600,18105,116600,134187,-7.5,53.8,54.2,41.2,82.2,75,66.27,66.7,52.65
2026-04-09,KOSDAQ,오름테라퓨틱,475830,16476,77600,135037,-9.8,-31.3,68.7,329.2,80.0,77,-23.84,87.03,375.83
2026-04-09,KOSPI,한전기술,052690,64744,169400,177606,12.0,28.9,65.8,149.1,79.9,58,15.09,48.04,122.41
2026-04-09,KOSPI,HD건설기계,267270,75895,158200,461386,26.5,46.2,58.2,133.7,79.6,156,15.57,25.06,84.74
2026-04-09,KOSPI,한국항공우주,047810,194852,199900,1089555,21.4,18.8,93.3,141.4,79.3,101,-2.14,59.23,98.85
2026-04-09,KOSDAQ,동국제약,086450,12890,28500,1300181,20.8,51.7,61.2,87.5,79.1,192,25.58,33.44,55.22
2026-04-09,KOSPI,DN오토모티브,007340,20917,35750,108763,-6.3,42.1,53.4,73.5,78.3,131,51.65,63.71,85.17
2026-04-09,KOSDAQ,온코닉테라퓨틱스,476060,9426,21000,304024,-0.2,14.3,22.5,267.6,76.4,108,14.53,22.75,268.34
2026-04-09,KOSDAQ,태광,023160,11097,42900,479620,22.6,50.5,51.9,103.8,75.8,144,22.76,23.9,66.23
2026-04-09,KOSDAQ,유진테크,084370,29103,127000,233843,14.7,14.4,33.8,273.5,75.8,85,-0.26,16.65,225.63
2026-04-09,KOSPI,현대오토에버,307950,107913,393500,98168,9.8,-14.7,93.4,219.4,73.9,70,-22.31,76.14,190.89
2026-04-09,KOSDAQ,테스,095610,14461,74700,927009,34.8,3.5,68.6,270.7,73.8,125,-23.22,25.07,175.0
2026-04-09,KOSPI,한화생명,088350,42123,4850,4735190,9.5,39.2,60.1,83.0,73.2,142,27.12,46.21,67.12
2026-04-09,KOSPI,LG이노텍,011070,80704,341000,196722,16.2,39.2,41.5,144.3,72.9,172,19.79,21.77,110.24
2026-04-09,KOSPI,롯데쇼핑,023530,31457,111200,111231,2.8,32.4,70.8,64.0,72.7,117,28.79,66.15,59.53
2026-04-09,KOSDAQ,에스앤에스텍,101490,21782,102100,1014108,34.5,12.2,82.0,195.9,72.7,87,-16.58,35.32,120.0
2026-04-09,KOSPI,신세계,004170,33420,346500,81096,15.3,8.5,99.5,119.2,72.7,120,-5.9,73.03,90.11
2026-04-09,KOSPI,삼성생명,032830,460000,230000,453988,9.3,22.1,49.1,166.8,71.0,124,11.71,36.41,144.1
2026-04-09,KOSDAQ,태성,323280,16551,54200,252027,7.1,-27.2,126.8,164.4,71.0,99,-32.03,111.76,146.87
2026-04-09,KOSDAQ,에이프릴바이오,397030,11998,51400,143008,-5.7,-11.8,55.3,239.9,69.0,89,-6.47,64.69,260.45
