기준일,시장,종목명,종목코드,시가총액,기준가,전일거래량,1개월(%),3개월(%),6개월(%),12개월(%),모멘텀스코어,전달순위,3-1개월(%),6-1개월(%),12-1개월(%)
2026-04-15,NYSE,Brookfield Corp,BN,0,46.5,5499086,14.9,2.1,1.0,30.0,0.4,224.0,-11.14,-12.1,13.14
2026-04-15,NASDAQ,Electronic Arts Inc,EA,0,203.24,1163325,-0.3,-0.3,1.6,40.1,0.4,166.0,-0.0,1.91,40.52
2026-04-15,NYSE,Boeing Co,BA,0,223.93,4384707,12.5,-4.2,11.4,22.2,0.4,201.0,-14.84,-0.98,8.62
2026-04-15,NYSE,AT&T Inc,T,0,25.46,32579216,-12.2,-2.9,2.9,-8.1,0.4,95.0,10.59,17.2,4.67
2026-04-15,NASDAQ,Comcast Corp,CMCSA,0,28.3,17022130,-1.4,-4.9,8.5,-11.7,0.1,154.0,-3.55,10.04,-10.45
2026-04-15,NYSE,British American Tobacco plc ADR,BTI,0,56.68,3235609,-3.1,-6.6,10.7,30.1,-0.0,122.0,-3.61,14.24,34.26
2026-04-15,NYSE,Banco Bilbao Vizcaya Argentaria SA ADR,BBVA,0,23.31,924031,7.6,-8.3,15.8,70.1,-0.3,160.0,-14.78,7.62,58.09
2026-04-15,NASDAQ,Rocket Lab Corp,RKLB,0,73.6,23313243,14.6,-8.1,16.9,237.8,-0.4,114.0,-19.81,2.01,194.76
2026-04-15,NASDAQ,argenx SE ADR,ARGX,0,840.87,253262,15.1,0.0,2.7,30.3,-0.4,205.0,-13.12,-10.77,13.21
2026-04-15,NASDAQ,Monster Beverage Corp,MNST,0,74.93,4860352,3.4,-7.2,12.1,24.6,-0.5,161.0,-10.25,8.41,20.5
2026-04-15,NASDAQ,Sanofi SA ADR,SNY,0,48.02,3509929,-0.3,2.1,-5.1,-12.6,-0.5,163.0,2.41,-4.81,-12.34
2026-04-15,NASDAQ,Huntington Bancshares Inc,HBAN,0,16.67,23876625,6.5,-4.6,8.0,14.7,-0.7,214.0,-10.42,1.41,7.7
2026-04-15,NYSE,McDonald's Corp,MCD,0,306.26,2069090,-1.5,-2.8,2.6,-4.2,-0.7,140.0,-1.32,4.16,-2.74
2026-04-15,NYSE,Charles Schwab Corp,SCHW,0,100.27,7838541,6.7,-3.5,6.1,23.2,-0.7,185.0,-9.56,-0.56,15.46
2026-04-15,NYSE,Ecolab Inc,ECL,0,270.37,785471,1.6,-4.1,5.4,7.5,-0.9,158.0,-5.61,3.74,5.81
2026-04-15,NYSE,Berkshire Hathaway Inc Class B,BRK.B,0,474.09,6979565,-1.1,-1.3,-0.7,-11.1,-1.1,184.0,-0.2,0.4,-10.11
2026-04-15,NYSE,JPMorgan Chase & Co,JPM,0,305.93,7912942,4.0,0.0,-1.7,25.1,-1.1,203.0,-3.85,-5.48,20.29
2026-04-15,NYSE,Berkshire Hathaway Inc Class A,BRK.A,0,711234.0,170,-1.0,-1.6,-0.6,-11.2,-1.2,187.0,-0.61,0.4,-10.3
2026-04-15,NYSE,American Tower Corp,AMT,0,176.99,2128957,2.6,-1.3,-1.1,-21.5,-1.6,182.0,-3.8,-3.61,-23.49
2026-04-15,NYSE,CVS Health Corp,CVS,0,74.99,8595657,4.4,0.6,-4.0,12.4,-1.6,199.0,-3.64,-8.05,7.66
2026-04-15,NYSE,UBS Group AG,UBS,0,43.11,1938466,10.3,-8.6,12.4,42.6,-2.1,225.0,-17.14,1.9,29.28
2026-04-15,NASDAQ,Zoom Communications Inc,ZM,0,89.03,5933854,10.7,-3.3,2.1,14.8,-2.6,,-12.65,-7.77,3.7
2026-04-15,NASDAQ,Vertex Pharmaceuticals Inc,VRTX,0,441.7,1347011,-1.1,-6.0,3.8,-13.3,-2.6,128.0,-4.95,4.95,-12.34
2026-04-15,NASDAQ,Mondelez International Inc,MDLZ,0,56.58,8031709,-1.8,-3.2,-1.5,-17.0,-2.7,144.0,-1.43,0.31,-15.48
2026-04-15,NYSE,Toyota Motor Corp ADR,TM,0,213.18,259784,3.4,-6.0,4.4,11.5,-2.8,148.0,-9.09,0.97,7.83
2026-04-15,NYSE,General Dynamics Corp,GD,0,338.88,1304143,-1.3,-3.5,-1.7,24.5,-3.0,147.0,-2.23,-0.41,26.14
2026-04-15,NASDAQ,Cadence Design Systems Inc,CDNS,0,304.1,2346908,9.4,2.6,-10.2,2.1,-3.2,240.0,-6.22,-17.92,-6.67
2026-04-15,NYSE,Progressive Corp,PGR,0,201.23,3890160,1.5,-3.3,-2.3,-28.6,-3.4,245.0,-4.73,-3.74,-29.66
2026-04-15,NYSE,Emerson Electric Co,EMR,0,140.4,2546077,7.2,-4.5,0.6,33.6,-3.6,164.0,-10.91,-6.16,24.63
2026-04-15,NASDAQ,BeOne Medicines AG ADR,ONC,0,319.94,196134,7.7,-6.0,3.0,23.1,-3.8,195.0,-12.72,-4.36,14.3
2026-04-15,NASDAQ,O'Reilly Automotive Inc,ORLY,0,93.6,4104504,1.4,-4.9,-0.9,-0.8,-3.9,186.0,-6.21,-2.27,-2.17
2026-04-15,NYSE,Spotify Technology SA,SPOT,0,531.17,2066686,9.5,6.2,-18.9,-13.5,-4.2,266.0,-3.01,-25.94,-21.0
2026-04-15,NYSE,Barclays PLC ADR,BCS,0,23.91,6103440,13.0,-10.6,11.3,48.9,-4.2,211.0,-20.88,-1.5,31.77
2026-04-15,NASDAQ,Fortinet Inc,FTNT,0,79.64,5664082,-2.5,-2.0,-7.9,-23.2,-4.3,162.0,0.51,-5.54,-21.23
2026-04-15,NYSE,Philip Morris International Inc,PM,0,157.19,2488525,-4.9,-12.4,8.9,-8.3,-4.6,137.0,-7.89,14.51,-3.58
2026-04-15,NASDAQ,Meta Platforms Inc,META,0,671.58,14845156,17.4,-6.3,3.6,22.3,-4.7,247.0,-20.19,-11.75,4.17
2026-04-15,NYSE,Visa Inc,V,0,315.91,4819755,4.5,-1.8,-7.3,-8.6,-4.7,234.0,-6.03,-11.29,-12.54
2026-04-15,NASDAQ,Nasdaq Inc,NDAQ,0,88.55,3194704,4.3,-8.6,3.6,16.2,-5.0,217.0,-12.37,-0.67,11.41
2026-04-15,NYSE,3M Co,MMM,0,151.24,1976324,4.1,-1.3,-9.2,8.9,-5.0,202.0,-5.19,-12.78,4.61
2026-04-15,NYSE,Mastercard Inc,MA,0,519.96,2391017,4.1,-3.5,-5.8,-5.1,-5.2,232.0,-7.3,-9.51,-8.84
2026-04-15,NASDAQ,T-Mobile US Inc,TMUS,0,190.19,5213067,-9.4,-3.6,-9.5,-23.0,-5.3,172.0,6.4,-0.11,-15.01
2026-04-15,NASDAQ,Keurig Dr Pepper Inc,KDP,0,26.0,9791983,-1.3,-5.2,-4.3,-24.8,-5.3,171.0,-3.95,-3.04,-23.81
2026-04-15,NYSE,Lowe's Companies Inc,LOW,0,243.99,1755360,3.3,-8.6,2.5,9.1,-5.4,177.0,-11.52,-0.77,5.61
2026-04-15,NYSE,ICICI Bank Ltd ADR,IBN,0,28.46,7131529,9.9,-2.8,-6.1,-15.2,-5.4,233.0,-11.56,-14.56,-22.84
2026-04-15,NASDAQ,United Airlines Holdings Inc,UAL,0,94.27,9017527,2.4,-7.9,0.2,37.0,-5.6,230.0,-10.06,-2.15,33.79
2026-04-15,NYSE,CRH PLC,CRH,0,116.21,3328872,10.5,-5.1,-2.4,21.8,-5.6,237.0,-14.12,-11.67,10.23
2026-04-15,NYSE,Procter & Gamble Co,PG,0,143.38,4143937,-0.7,-5.5,-4.6,-11.8,-5.7,169.0,-4.83,-3.93,-11.18
2026-04-15,NASDAQ,NXP Semiconductors NV,NXPI,0,209.39,1540089,6.4,-7.4,0.1,13.6,-5.8,219.0,-12.97,-5.92,6.77
2026-04-15,NASDAQ,Constellation Energy Corp,CEG,0,294.73,1926703,5.5,5.0,-21.8,31.9,-5.8,254.0,-0.47,-25.88,25.02
2026-04-15,NYSE,Marsh & McLennan Companies Inc,MRSH,0,174.9,1982434,0.8,-7.1,-1.8,-22.4,-5.8,208.0,-7.84,-2.58,-23.02
2026-04-15,NASDAQ,GE Healthcare Technologies Inc,GEHC,0,73.51,3149101,3.3,-6.9,-1.9,4.5,-5.9,213.0,-9.87,-5.03,1.16
2026-04-15,NYSE,AbbVie Inc,ABBV,0,208.42,5923571,-4.2,-6.5,-4.4,6.8,-5.9,189.0,-2.4,-0.21,11.48
2026-04-15,NASDAQ,Natera Inc,NTRA,0,207.19,1381252,3.6,-10.4,4.2,37.3,-6.0,157.0,-13.51,0.58,32.53
2026-04-15,NYSE,BROOKFIELD ASSET MANAGEMENT LTD,BAM,0,48.83,3803387,9.9,-1.8,-9.7,-8.4,-6.1,,-10.65,-17.83,-16.65
2026-04-15,NASDAQ,Synopsys Inc,SNPS,0,438.45,1793804,10.6,-5.7,-3.4,-4.5,-6.4,250.0,-14.74,-12.66,-13.65
2026-04-15,NASDAQ,Symbotic Inc,SYM,0,58.74,2756489,10.4,8.0,-27.4,172.2,-6.4,200.0,-2.17,-34.24,146.56
2026-04-15,NYSE,BlackRock Inc,BLK,0,1048.6,1005469,9.0,-6.3,-3.2,14.7,-6.6,231.0,-14.04,-11.19,5.23
2026-04-15,NYSE,Eli Lilly and Co,LLY,0,905.03,3036855,-1.6,-12.7,4.9,0.7,-6.8,170.0,-11.28,6.61,2.34
2026-04-15,NASDAQ,Fiserv Inc,FISV,0,61.29,6465676,9.8,-3.8,-8.1,-66.8,-6.9,286.0,-12.39,-16.3,-69.76
2026-04-15,NYSE,Sherwin-Williams Co,SHW,0,328.84,1644644,2.6,-7.3,-4.7,-6.8,-7.2,176.0,-9.65,-7.12,-9.16
2026-04-15,NYSE,Stryker Corp,SYK,0,341.24,1622309,3.8,-7.7,-4.2,-8.7,-7.4,198.0,-11.08,-7.71,-12.04
2026-04-15,NASDAQ,Cintas Corp,CTAS,0,176.46,2252642,4.3,-7.8,-3.7,-16.6,-7.4,226.0,-11.6,-7.67,-20.04
2026-04-15,NASDAQ,Willis Towers Watson PLC,WTW,0,292.15,607043,0.5,-8.0,-6.7,-5.1,-8.3,235.0,-8.46,-7.16,-5.57
2026-04-15,NYSE,Thermo Fisher Scientific Inc,TMO,0,531.67,1513880,8.2,-8.1,-6.3,23.9,-9.0,209.0,-15.06,-13.4,14.51
2026-04-15,NYSE,American Express Co,AXP,0,329.06,1888303,8.8,-6.6,-8.8,23.5,-9.0,243.0,-14.15,-16.18,13.51
2026-04-15,NASDAQ,PDD Holdings Inc ADR,PDD,0,101.97,5765506,-0.2,0.9,-24.4,-3.4,-9.1,242.0,1.1,-24.25,-3.21
2026-04-15,NYSE,Capital One Financial Corp,COF,0,202.98,3211921,11.3,-7.3,-7.7,12.6,-9.3,263.0,-16.71,-17.07,1.17
2026-04-15,NASDAQ,Kraft Heinz Co,KHC,0,22.01,13452798,-2.1,-7.3,-11.0,-24.4,-9.3,212.0,-5.31,-9.09,-22.78
2026-04-15,NASDAQ,Take-Two Interactive Software Inc,TTWO,0,214.15,1819197,8.4,-2.8,-16.5,-8.2,-9.4,271.0,-10.33,-22.97,-15.31
2026-04-15,NASDAQ,Booking Holdings Inc,BKNG,0,185.69,5930375,10.3,-7.2,-8.6,-9.0,-9.5,270.0,-15.87,-17.14,-17.5
2026-04-15,NASDAQ,Ryanair Holdings PLC ADR,RYAAY,0,61.97,1151501,7.2,-12.2,-0.8,29.5,-9.6,236.0,-18.1,-7.46,20.8
2026-04-15,NASDAQ,Kimberly-Clark Corp,KMB,0,96.81,3039455,0.4,-3.2,-19.1,-26.5,-9.9,220.0,-3.59,-19.42,-26.79
2026-04-15,NYSE,Royal Caribbean Cruises Ltd,RCL,0,282.31,1905827,2.6,-13.0,-1.6,31.4,-10.0,192.0,-15.2,-4.09,28.07
2026-04-15,NASDAQ,Intuitive Surgical Inc,ISRG,0,468.36,1933354,1.6,-7.1,-12.3,-9.2,-10.1,221.0,-8.56,-13.68,-10.63
2026-04-15,NYSE,Walt Disney Co,DIS,0,103.04,5566883,6.9,-8.7,-8.5,13.3,-10.2,244.0,-14.59,-14.41,5.99
2026-04-15,NYSE,Danaher Corp,DHR,0,198.14,2522380,4.5,-9.5,-8.0,-0.6,-10.3,229.0,-13.4,-11.96,-4.88
2026-04-15,NASDAQ,Roper Technologies Inc,ROP,0,358.09,1079697,1.2,-3.5,-19.7,-36.1,-10.5,274.0,-4.64,-20.65,-36.86
2026-04-15,NYSE,Wells Fargo & Co,WFC,0,80.29,31483668,0.9,-11.3,-7.7,13.1,-11.0,223.0,-12.09,-8.52,12.09
2026-04-15,NYSE,Uber Technologies Inc,UBER,0,77.28,16650370,7.4,-3.5,-19.9,-4.6,-11.1,253.0,-10.15,-25.42,-11.17
2026-04-15,NYSE,Home Depot Inc,HD,0,338.91,3362150,3.0,-9.5,-10.7,-6.0,-11.3,206.0,-12.14,-13.3,-8.74
2026-04-15,NYSE,Blackstone Inc,BX,0,130.19,9530549,13.2,-8.6,-11.2,-1.2,-11.8,280.0,-19.26,-21.55,-12.72
2026-04-15,NASDAQ,Alnylam Pharmaceuticals Inc,ALNY,0,333.39,699017,0.8,-1.4,-26.9,26.6,-11.8,264.0,-2.18,-27.48,25.6
2026-04-15,NYSE,Abbott Laboratories,ABT,0,101.56,12467440,-1.1,-7.1,-17.8,-22.3,-12.0,260.0,-6.07,-16.89,-21.44
2026-04-15,NASDAQ,Autodesk Inc,ADSK,0,239.32,1759513,-0.0,-5.4,-20.6,-12.7,-12.0,265.0,-5.4,-20.6,-12.7
2026-04-15,NASDAQ,LPL Financial Holdings Inc,LPLA,0,331.41,661664,10.2,-9.1,-12.2,3.6,-12.2,238.0,-17.51,-20.33,-5.99
2026-04-15,NYSE,Moody's Corp,MCO,0,446.81,792224,2.4,-13.3,-7.0,-1.4,-12.4,228.0,-15.33,-9.18,-3.71
2026-04-15,NYSE,Medtronic PLC,MDT,0,87.1,8404531,0.5,-15.4,-4.0,2.8,-12.4,207.0,-15.82,-4.48,2.29
2026-04-15,NASDAQ,Microsoft Corp,MSFT,0,411.22,43012959,11.1,-4.4,-20.6,4.0,-12.4,277.0,-13.95,-28.53,-6.39
2026-04-15,NYSE,Sony Group Corp ADR,SONY,0,21.24,3552037,2.6,-3.9,-23.8,-18.3,-12.5,269.0,-6.34,-25.73,-20.37
2026-04-15,NASDAQ,AST SpaceMobile Inc,ASTS,0,86.91,17182844,4.9,-21.9,8.3,274.5,-12.5,26.0,-25.55,3.24,257.01
2026-04-15,NASDAQ,Insmed Inc,INSM,0,146.74,2227891,-10.3,-6.5,-22.6,103.8,-12.5,165.0,4.24,-13.71,127.2
2026-04-15,NYSE,KKR & Co Inc,KKR,0,103.85,5210752,12.3,-9.1,-12.2,-9.1,-12.5,282.0,-19.06,-21.82,-19.06
2026-04-15,NASDAQ,Tesla Inc,TSLA,0,391.95,113152672,5.4,-8.9,-14.2,38.9,-12.5,249.0,-13.57,-18.6,31.78
2026-04-15,NASDAQ,IDEXX Laboratories Inc,IDXX,0,580.76,353904,3.4,-13.4,-7.7,34.2,-12.8,239.0,-16.25,-10.74,29.79
2026-04-15,NYSE,Oracle Corp,ORCL,0,169.81,39108504,15.4,3.2,-35.3,20.7,-13.5,290.0,-10.57,-43.93,4.59
2026-04-15,NASDAQ,Shopify Inc,SHOP,0,127.41,8885737,7.4,-2.9,-26.7,34.1,-13.5,275.0,-9.59,-31.75,24.86
2026-04-15,NASDAQ,Palantir Technologies Inc,PLTR,0,142.15,47901983,-2.8,-3.0,-29.1,20.0,-13.5,261.0,-0.21,-27.06,23.46
2026-04-15,NASDAQ,Applovin Corp,APP,0,464.63,4852429,16.7,-1.8,-27.1,72.5,-13.8,298.0,-15.85,-37.53,47.81
2026-04-15,NASDAQ,NetEase Inc ADR,NTES,0,115.87,688347,3.5,-10.1,-17.3,8.2,-14.3,267.0,-13.14,-20.1,4.54
2026-04-15,NASDAQ,CrowdStrike Holdings Inc,CRWD,0,411.16,3099776,5.3,-6.9,-24.3,-4.1,-15.0,257.0,-11.59,-28.11,-8.93
2026-04-15,NASDAQ,Datadog Inc,DDOG,0,121.06,5235651,2.5,-6.4,-25.6,18.5,-15.0,246.0,-8.68,-27.41,15.61
2026-04-15,NASDAQ,Palo Alto Networks Inc,PANW,0,164.11,7384306,2.4,-7.3,-25.5,-12.2,-15.5,251.0,-9.47,-27.25,-14.26
2026-04-15,NASDAQ,Baidu Inc ADR,BIDU,0,120.94,1877048,8.5,-21.0,0.1,37.7,-15.6,241.0,-27.19,-7.74,26.91
2026-04-15,NYSE,Unilever PLC ADR,UL,0,58.09,4848240,2.0,-15.0,-14.3,-18.8,-16.4,227.0,-16.67,-15.98,-20.39
2026-04-15,NASDAQ,PayPal Holdings Inc,PYPL,0,49.57,12938087,9.6,-5.9,-28.4,-24.7,-16.5,278.0,-14.14,-34.67,-31.3
2026-04-15,NASDAQ,MercadoLibre Inc,MELI,0,1872.12,464485,8.3,-12.8,-19.6,-19.7,-17.6,256.0,-19.48,-25.76,-25.85
2026-04-15,NYSE,S&P Global Inc,SPGI,0,430.58,1869291,1.2,-18.4,-11.6,-13.9,-17.7,248.0,-19.37,-12.65,-14.92
2026-04-15,NASDAQ,Paychex Inc,PAYX,0,90.26,3086652,-2.0,-12.5,-22.9,-38.6,-17.7,268.0,-10.71,-21.33,-37.35
2026-04-15,NASDAQ,Coinbase Global Inc,COIN,0,195.9,11413516,12.2,0.6,-43.0,-3.4,-18.0,289.0,-10.34,-49.2,-13.9
2026-04-15,NASDAQ,Trip.com Group Ltd ADR,TCOM,0,54.12,4685606,8.7,-11.8,-23.4,-8.3,-18.5,288.0,-18.86,-29.53,-15.64
2026-04-15,NASDAQ,Qualcomm Inc,QCOM,0,133.05,9670865,3.3,-12.2,-26.5,-10.4,-19.5,272.0,-15.0,-28.85,-13.26
2026-04-15,NASDAQ,Copart Inc,CPRT,0,33.36,6721926,0.5,-17.8,-22.4,-45.3,-21.5,255.0,-18.21,-22.79,-45.57
2026-04-15,NASDAQ,DoorDash Inc,DASH,0,179.93,6984050,19.8,-12.1,-29.3,-6.7,-22.1,296.0,-26.63,-40.98,-22.12
2026-04-15,NYSE,HDFC Bank Ltd ADR,HDB,0,27.14,5252179,9.1,-16.2,-25.1,-25.3,-22.3,281.0,-23.19,-31.35,-31.53
2026-04-15,NYSE,International Business Machines Corp,IBM,0,244.8,3116924,1.0,-20.2,-20.4,1.2,-22.4,252.0,-20.99,-21.19,0.2
2026-04-15,NASDAQ,Adobe Inc,ADBE,0,244.66,4741598,0.6,-16.6,-28.1,-34.8,-22.9,285.0,-17.1,-28.53,-35.19
2026-04-15,NASDAQ,Strategy Inc,MSTR,0,143.54,13106896,15.0,-4.1,-46.7,-62.2,-23.1,292.0,-16.61,-53.65,-67.13
2026-04-15,NYSE,SAP SE ADR,SAP,0,172.9,2587187,1.0,-14.0,-33.5,-40.8,-23.3,287.0,-14.85,-34.16,-41.39
2026-04-15,NASDAQ,Automatic Data Processing Inc,ADP,0,196.92,3503002,-3.1,-20.2,-24.3,-34.5,-23.6,276.0,-17.65,-21.88,-32.4
2026-04-15,NYSE,Salesforce Inc,CRM,0,177.6,13275722,-4.9,-16.3,-31.8,-33.9,-23.7,279.0,-11.99,-28.29,-30.49
2026-04-15,NYSE,Alibaba Group Holding Ltd ADR,BABA,0,133.28,8110032,6.2,-21.4,-21.8,11.6,-24.3,259.0,-25.99,-26.37,5.08
2026-04-15,NASDAQ,Cognizant Technology Solutions Corp,CTSH,0,60.39,4632703,-1.6,-26.4,-17.1,-17.9,-25.2,262.0,-25.2,-15.75,-16.57
2026-04-15,NYSE,Accenture PLC,ACN,0,194.0,4394737,-2.2,-26.4,-22.4,-35.1,-27.2,273.0,-24.74,-20.65,-33.64
2026-04-15,NASDAQ,Robinhood Markets Inc,HOOD,0,87.32,69872007,26.0,-12.2,-40.5,77.8,-27.4,300.0,-30.32,-52.78,41.11
2026-04-15,NASDAQ,Thomson Reuters Corp,TRI,0,92.43,2174578,2.7,-16.5,-39.6,-50.3,-27.6,293.0,-18.7,-41.19,-51.61
2026-04-15,NASDAQ,Axon Enterprise Inc,AXON,0,402.18,1160643,-5.3,-16.8,-45.1,-34.4,-29.3,283.0,-12.14,-42.03,-30.73
2026-04-15,NYSE,Novo Nordisk A/S ADR,NVO,0,40.81,18420495,11.0,-31.3,-17.5,-38.6,-30.0,284.0,-38.11,-25.68,-44.68
2026-04-15,NASDAQ,Intuit Inc,INTU,0,389.72,3348374,-9.9,-21.9,-41.6,-37.9,-31.0,295.0,-13.32,-35.18,-31.08
2026-04-15,NYSE,ServiceNow Inc,NOW,0,94.19,25676225,-9.9,-19.5,-48.8,-50.7,-32.2,294.0,-10.65,-43.17,-45.28
2026-04-15,NYSE,Boston Scientific Corp,BSX,0,64.61,12027921,3.0,-30.9,-35.9,-37.2,-36.3,291.0,-32.91,-37.77,-39.03
2026-04-15,NASDAQ,Workday Inc,WDAY,0,124.12,3808624,-4.5,-29.3,-48.3,-49.3,-39.4,299.0,-25.97,-45.86,-46.91
