기준일(월말),시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),3-1개월(%),6-1개월(%),12-1개월(%),모멘텀스코어,다음달수익률(%),전달순위
2026-03-31,NASDAQ,Paccar Inc,PCAR,0,115.5,-8.4,5.5,17.5,18.6,15.14,28.24,29.5,21.0,2.44,
2026-03-31,NYSE,Toronto-Dominion Bank,TD,0,93.31,-4.2,-0.9,16.7,55.7,3.35,21.78,62.43,20.8,2.76,
2026-03-31,NASDAQ,Insmed Inc,INSM,0,163.52,9.5,-6.0,13.5,114.3,-14.2,3.69,95.74,20.1,0.18,
2026-03-31,NYSE,British American Tobacco plc ADR,BTI,0,58.47,-6.7,3.3,10.2,41.3,10.65,18.03,51.44,19.3,0.41,
2026-03-31,NYSE,HCA Healthcare Inc,HCA,0,473.24,-10.7,1.4,11.0,37.0,13.46,24.28,53.29,19.3,2.26,
2026-03-31,NYSE,Coca-Cola Co,KO,0,76.05,-6.8,8.8,14.7,6.2,16.66,22.98,13.88,19.0,1.54,
2026-03-31,NYSE,Banco Santander SA ADR,SAN,0,11.28,-8.7,-3.8,7.6,68.4,5.37,17.94,84.48,18.8,2.13,
2026-03-31,NYSE,Welltower Inc,WELL,0,197.71,-4.5,6.5,11.0,29.0,11.59,16.27,35.19,18.8,1.62,
2026-03-31,NASDAQ,Texas Instruments Inc,TXN,0,194.14,-8.5,11.9,5.7,8.0,22.26,15.45,18.04,18.2,2.72,
2026-03-31,NYSE,Mitsubishi UFJ Financial Group Inc ADR,MUFG,0,16.97,-9.0,7.0,6.5,24.5,17.53,16.94,36.76,18.2,3.59,
2026-03-31,NASDAQ,Costco Wholesale Corp,COST,0,996.43,-1.4,15.5,7.6,5.4,17.21,9.2,6.87,18.0,2.22,
2026-03-31,NYSE,Prologis Inc,PLD,0,132.18,-7.3,3.5,15.4,18.2,11.68,24.49,27.53,17.8,0.13,
2026-03-31,NYSE,Enbridge Inc,ENB,0,54.14,1.9,13.2,7.3,22.2,11.1,5.31,19.93,17.7,-0.74,
2026-03-31,NASDAQ,Linde PLC,LIN,0,495.76,-2.4,16.3,4.4,6.5,19.16,6.96,9.11,17.7,0.75,
2026-03-31,NASDAQ,Interactive Brokers Group Inc,IBKR,0,67.07,-5.8,4.3,-2.5,62.0,10.7,3.46,71.97,17.5,2.31,
2026-03-31,NASDAQ,CME Group Inc,CME,0,295.35,-7.6,8.2,9.3,11.3,17.0,18.25,20.43,17.2,4.48,
2026-03-31,NASDAQ,PepsiCo Inc,PEP,0,155.29,-8.5,8.2,10.6,3.6,18.27,20.86,13.21,16.8,0.93,
2026-03-31,NYSE,Pfizer Inc,PFE,0,28.08,1.6,12.8,10.2,10.8,11.04,8.52,9.12,16.7,-0.89,
2026-03-31,NYSE,Bank of Montreal,BMO,0,135.34,-6.0,4.3,3.9,41.7,10.89,10.5,50.7,16.7,1.49,
2026-03-31,NYSE,Eaton Corporation PLC,ETN,0,357.67,-4.9,12.3,-4.4,31.6,18.02,0.45,38.29,16.4,1.74,
2026-03-31,NASDAQ,Exelon Corp,EXC,0,49.02,-0.9,12.5,8.9,6.4,13.49,9.91,7.36,16.2,-0.16,
2026-03-31,NYSE,Altria Group Inc,MO,0,65.99,-4.4,14.4,-0.1,9.9,19.74,4.51,15.03,15.7,0.85,
2026-03-31,NYSE,Banco Bilbao Vizcaya Argentaria SA ADR,BBVA,0,21.66,-6.4,-7.1,12.5,59.0,-0.77,20.16,69.82,15.6,0.74,
2026-03-31,NYSE,TJX Companies Inc,TJX,0,159.7,-1.2,4.0,10.5,31.1,5.24,11.84,32.73,15.2,1.33,
2026-03-31,NYSE,Chubb Limited,CB,0,325.93,-4.4,4.4,15.5,7.9,9.21,20.77,12.87,15.1,0.3,
2026-03-31,NASDAQ,Microchip Technology Inc,MCHP,0,64.61,-13.4,1.4,0.6,33.5,17.14,16.23,54.18,14.8,4.04,
2026-03-31,NYSE,Bank of New York Mellon Corp,BK,0,118.63,-0.4,2.2,8.9,41.4,2.59,9.31,42.01,14.7,4.21,
2026-03-31,NYSE,Trane Technologies PLC,TT,0,416.74,-9.9,7.1,-1.2,23.7,18.79,9.56,37.22,14.7,3.4,
2026-03-31,NYSE,Citigroup Inc,C,0,113.41,2.9,-2.8,11.7,59.8,-5.57,8.56,55.22,14.1,3.48,
2026-03-31,NYSE,United Parcel Service Inc,UPS,0,98.38,-15.2,-0.8,17.8,-10.6,16.91,38.82,5.43,13.7,-1.24,
2026-03-31,NYSE,Duke Energy Corp,DUK,0,130.94,0.1,11.7,5.8,7.4,11.64,5.74,7.28,13.7,0.36,
2026-03-31,NASDAQ,Cisco Systems Inc,CSCO,0,77.59,-2.4,0.7,13.4,25.7,3.15,16.14,28.76,13.6,3.67,
2026-03-31,NYSE,AT&T Inc,T,0,28.99,3.5,16.7,2.7,2.5,12.76,-0.81,-0.95,13.4,-2.31,
2026-03-31,NASDAQ,Fastenal Co,FAST,0,46.4,0.8,15.6,-5.4,19.7,14.73,-6.12,18.74,13.3,-1.14,
2026-03-31,NASDAQ,Northern Trust Corp,NTRS,0,139.57,-2.5,2.2,3.7,41.5,4.76,6.31,45.05,13.1,2.69,
2026-03-31,NYSE,Lloyds Banking Group PLC ADR,LYG,0,5.03,-9.4,-5.1,10.8,31.7,4.72,22.25,45.29,12.3,4.17,
2026-03-31,NYSE,Bank of Nova Scotia,BNS,0,69.31,-8.5,-5.9,7.2,46.1,2.8,17.17,59.71,12.3,1.39,
2026-03-31,NASDAQ,Natera Inc,NTRA,0,199.99,-3.9,-12.7,24.2,41.4,-9.19,29.24,47.12,12.2,2.44,
2026-03-31,NYSE,Goldman Sachs Group Inc,GS,0,845.99,-1.6,-3.8,6.2,54.9,-2.21,7.94,57.35,11.9,2.37,
2026-03-31,NYSE,Toyota Motor Corp ADR,TM,0,206.09,-15.0,-3.7,7.8,16.7,13.23,26.84,37.3,11.8,-0.81,
2026-03-31,NASDAQ,Monster Beverage Corp,MNST,0,72.46,-15.1,-5.5,7.7,23.8,11.26,26.73,45.76,11.7,2.35,
2026-03-31,NYSE,Royal Bank of Canada,RY,0,161.78,-3.3,-5.1,9.8,43.5,-1.91,13.51,48.36,11.2,1.65,
2026-03-31,NYSE,Southern Co,SO,0,96.52,-0.9,10.7,1.8,5.0,11.67,2.75,5.91,10.9,0.44,
2026-03-31,NASDAQ,Starbucks Corp,SBUX,0,89.59,-8.6,6.4,5.9,-8.7,16.4,15.86,-0.07,10.6,5.79,
2026-03-31,NASDAQ,eBay Inc,EBAY,0,91.02,0.2,4.5,0.1,34.4,4.32,-0.1,34.15,10.4,7.34,
2026-03-31,NASDAQ,Xcel Energy Inc,XEL,0,79.44,-4.7,7.6,-1.5,12.2,12.86,3.36,17.76,10.1,1.2,
2026-03-31,NYSE,Union Pacific Corp,UNP,0,242.62,-8.4,4.9,2.6,2.7,14.55,12.1,12.17,10.0,1.2,
2026-03-31,NYSE,Philip Morris International Inc,PM,0,165.34,-11.5,3.1,1.9,4.2,16.48,15.18,17.7,10.0,-3.02,
2026-03-31,NASDAQ,Coca-Cola Europacific Partners PLC,CCEP,0,90.67,-17.9,-0.0,0.3,4.2,21.75,22.14,26.89,9.9,2.88,
2026-03-31,NYSE,Emerson Electric Co,EMR,0,131.02,-13.1,-1.3,-0.1,19.5,13.58,14.92,37.5,9.4,1.25,
2026-03-31,NASDAQ,Vertex Pharmaceuticals Inc,VRTX,0,446.54,-10.1,-1.5,14.0,-7.9,9.59,26.86,2.48,9.3,-2.74,
2026-03-31,NYSE,General Dynamics Corp,GD,0,343.22,-3.9,1.9,0.7,25.9,6.06,4.71,30.99,9.0,2.38,
2026-03-31,NYSE,US Bancorp,USB,0,52.01,-4.8,-2.5,7.6,23.2,2.44,13.1,29.46,8.8,2.75,
2026-03-31,NASDAQ,Tradeweb Markets Inc,TW,0,117.66,-4.5,9.4,6.0,-20.7,14.61,11.06,-16.98,8.7,5.01,
2026-03-31,NYSE,Cloudflare Inc,NET,0,206.34,19.8,4.7,-3.8,83.1,-12.66,-19.76,52.8,8.5,2.64,
2026-03-31,NASDAQ,Fifth Third Bancorp,FITB,0,46.46,-6.1,-0.7,4.3,18.5,5.68,11.04,26.2,8.3,2.37,
2026-03-31,NASDAQ,CoreWeave Inc,CRWV,0,77.47,-2.6,8.2,-43.4,108.9,11.1,-41.86,114.56,8.0,4.48,
2026-03-31,NASDAQ,Medline Inc,MDLN,0,44.5,-6.3,6.0,0.0,0.0,13.12,6.76,6.76,7.9,-1.39,
2026-03-31,NYSE,Waste Management Inc,WM,0,229.79,-4.6,4.6,4.1,-0.7,9.62,9.06,4.03,7.8,1.75,
2026-03-31,NYSE,General Electric Co,GE,0,283.77,-17.1,-7.9,-5.7,41.8,11.11,13.78,71.0,7.8,1.73,
2026-03-31,NASDAQ,Electronic Arts Inc,EA,0,203.87,1.6,-0.2,1.1,41.1,-1.84,-0.56,38.78,7.7,0.14,
2026-03-31,NYSE,Ecolab Inc,ECL,0,266.02,-13.7,1.3,-2.9,4.9,17.46,12.59,21.63,7.5,0.38,
2026-03-31,NYSE,Eli Lilly and Co,LLY,0,919.77,-12.6,-14.4,20.5,11.4,-2.11,37.88,27.37,7.3,0.79,
2026-03-31,NASDAQ,Broadcom Inc,AVGO,0,309.51,-3.1,-10.6,-6.2,84.9,-7.67,-3.14,90.86,7.0,1.59,
2026-03-31,NYSE,McDonald's Corp,MCD,0,310.79,-8.9,1.7,2.3,-0.5,11.59,12.23,9.18,6.8,-0.33,
2026-03-31,NYSE,PNC Financial Services Group Inc,PNC,0,208.09,-2.0,-0.3,3.6,18.4,1.73,5.68,20.81,6.2,2.43,
2026-03-31,NYSE,ING Groep NV ADR,ING,0,26.05,-9.5,-7.0,-0.1,33.0,2.75,10.31,46.86,5.7,2.8,
2026-03-31,NASDAQ,Arch Capital Group Ltd,ACGL,0,95.99,-4.2,0.1,5.8,-0.2,4.41,10.38,4.13,5.0,0.83,
2026-03-31,NYSE,Morgan Stanley,MS,0,164.57,-1.2,-7.3,3.5,41.1,-6.21,4.75,42.72,4.7,1.2,
2026-03-31,NASDAQ,NVIDIA Corp,NVDA,0,174.4,-1.6,-6.5,-6.5,60.9,-4.99,-5.03,63.49,4.5,1.86,
2026-03-31,NYSE,Royal Caribbean Cruises Ltd,RCL,0,275.18,-11.5,-1.3,-15.0,33.9,11.49,-3.9,51.36,4.0,0.19,
2026-03-31,NYSE,Arista Networks Inc,ANET,0,122.78,-8.0,-6.3,-15.7,58.5,1.89,-8.38,72.3,2.8,2.83,
2026-03-31,NASDAQ,Mondelez International Inc,MDLZ,0,57.64,-6.4,7.1,-7.7,-15.0,14.4,-1.42,-9.24,2.0,1.28,
2026-03-31,NYSE,Barclays PLC ADR,BCS,0,21.16,-12.9,-16.9,2.4,37.8,-4.6,17.46,58.07,1.7,3.59,
2026-03-31,NYSE,Procter & Gamble Co,PG,0,144.44,-13.6,0.8,-6.0,-15.2,16.67,8.82,-1.89,1.4,-1.16,
2026-03-31,NYSE,Lowe's Companies Inc,LOW,0,236.28,-10.7,-2.0,-6.0,1.3,9.71,5.28,13.44,1.0,-0.46,
2026-03-31,NASDAQ,Comcast Corp,CMCSA,0,28.71,-7.3,2.5,-2.5,-17.0,10.52,5.14,-10.48,1.0,-3.66,
2026-03-31,NASDAQ,Airbnb Inc,ABNB,0,126.28,-6.5,-7.0,4.0,5.7,-0.45,11.27,13.1,0.8,0.42,
2026-03-31,NASDAQ,Cincinnati Financial Corp,CINF,0,157.35,-4.0,-3.7,-0.5,6.5,0.4,3.72,11.01,0.2,1.71,
2026-03-31,NASDAQ,Expand Energy Corp,EXE,0,109.78,1.7,-0.5,3.3,-1.4,-2.21,1.58,-3.05,0.1,-5.67,
2026-03-31,NYSE,Sherwin-Williams Co,SHW,0,320.55,-11.6,-1.1,-7.4,-8.2,11.9,4.72,3.84,-0.4,-1.3,
2026-03-31,NASDAQ,Apple Inc,AAPL,0,253.79,-3.9,-6.6,-0.3,14.3,-2.82,3.75,18.93,-0.7,2.0,
