기준일(월말),시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),3-1개월(%),6-1개월(%),12-1개월(%),모멘텀스코어,다음달수익률(%),전달순위
2026-03-31,KOSDAQ,피에스케이,319660,23839,79500,24.0,115.4,142.7,294.5,73.71,95.73,218.11,97.2,1.51,
2026-03-31,KOSDAQ,주성엔지니어링,036930,29887,60700,8.2,119.1,96.4,59.1,102.53,81.55,47.05,96.9,3.95,
2026-03-31,KOSDAQ,미래에셋벤처투자,100790,15326,26750,22.4,114.9,229.0,501.8,75.5,168.76,391.56,96.4,6.36,33.0
2026-03-31,KOSDAQ,비츠로셀,082920,19019,35600,68.3,102.0,142.8,200.2,20.03,44.27,78.35,95.3,19.1,121.0
2026-03-31,KOSDAQ,ISC,095340,47905,233000,20.9,109.7,199.5,349.8,73.54,147.81,272.2,91.9,-7.3,
2026-03-31,KOSDAQ,제이에스링크,127120,15127,37950,-2.8,112.6,76.9,443.7,118.77,82.05,459.46,89.5,15.55,103.0
2026-03-31,KOSDAQ,로킷헬스케어,376900,14825,124800,83.3,90.5,379.1,0.0,3.97,161.42,-45.43,89.1,-25.72,
2026-03-31,KOSDAQ,파두,440110,29093,45950,-22.5,116.2,107.9,297.1,179.06,168.33,412.53,88.5,26.22,174.0
2026-03-31,KOSPI,한화시스템,272210,248617,114100,0.4,109.7,91.8,255.5,108.82,90.92,253.89,87.9,14.81,71.0
2026-03-31,KOSDAQ,피에스케이홀딩스,031980,24128,95200,9.2,105.6,109.0,172.4,88.34,91.44,149.5,86.3,14.08,74.0
2026-03-31,KOSDAQ,대주전자재료,078600,18664,126100,25.2,98.6,91.1,52.1,58.58,52.58,21.47,83.9,-5.15,262.0
2026-03-31,KOSDAQ,태웅,044490,8923,49650,39.9,92.8,59.9,246.7,37.86,14.33,147.91,82.2,-10.78,219.0
2026-03-31,KOSDAQ,두산테스나,131970,17065,101300,49.0,90.4,154.2,305.2,27.82,70.64,172.0,82.1,-13.43,
2026-03-31,KOSPI,현대건설,000720,195652,142100,-13.7,102.7,161.2,295.3,134.95,202.76,358.14,79.4,22.24,82.0
2026-03-31,KOSDAQ,펄어비스,263750,36878,69000,28.7,84.5,94.6,130.0,43.32,51.2,78.67,73.3,-17.68,
2026-03-31,KOSPI,한미반도체,042700,265206,251000,-22.4,97.0,160.1,268.0,153.92,235.23,374.34,73.1,9.76,79.0
2026-03-31,KOSDAQ,티에스이,131290,12820,105700,21.5,83.5,98.3,120.7,51.04,63.23,81.63,71.1,9.08,81.0
2026-03-31,KOSDAQ,케이엠더블유,032500,11140,25450,36.1,76.7,116.8,231.4,29.86,59.28,143.49,68.6,6.09,159.0
2026-03-31,KOSDAQ,인텔리안테크,189300,12584,110900,-8.3,86.4,135.2,218.2,103.36,156.63,247.2,67.4,5.41,39.0
2026-03-31,KOSDAQ,쏠리드,050890,10365,12630,50.2,71.4,101.8,98.0,14.11,34.35,31.82,67.1,36.34,
2026-03-31,KOSPI,미래에셋생명,085620,29721,16130,21.1,72.0,107.3,260.9,42.0,71.21,197.99,61.8,4.03,
2026-03-31,KOSDAQ,비에이치아이,083650,27942,92500,-1.1,76.9,96.0,436.9,78.78,98.09,442.66,61.3,-1.95,75.0
2026-03-31,KOSPI,DL이앤씨,375500,35133,66800,30.7,62.3,59.4,60.6,24.18,21.96,22.84,56.0,36.68,
2026-03-31,KOSDAQ,씨아이에스,222080,9403,11600,-21.0,74.4,79.0,60.4,120.9,126.7,103.18,55.3,2.67,
2026-03-31,KOSPI,OCI홀딩스,010060,35268,187800,23.6,63.0,112.4,190.3,31.94,71.95,134.93,55.1,1.01,
2026-03-31,KOSPI,대덕전자,353200,43239,76700,22.5,62.8,171.5,388.5,32.91,121.59,298.73,54.8,11.6,42.0
2026-03-31,KOSPI,효성티앤씨,298020,21443,379000,-10.9,70.3,77.1,74.7,91.24,98.83,96.08,54.1,29.29,
2026-03-31,KOSDAQ,태광,023160,13011,35000,24.3,61.3,35.7,69.5,29.72,9.11,36.32,53.9,40.43,224.0
2026-03-31,KOSPI,DN오토모티브,007340,20156,38150,40.3,56.4,67.0,85.2,11.48,19.04,32.04,53.1,-9.83,
2026-03-31,KOSDAQ,서진시스템,178320,27161,42500,-10.6,68.0,99.1,106.8,87.94,122.72,131.39,52.3,8.59,120.0
2026-03-31,KOSPI,한전기술,052690,62833,151300,-13.6,68.1,80.5,163.1,94.56,108.95,204.52,51.8,8.92,147.0
2026-03-31,KOSPI,코오롱인더,120110,23804,73000,8.0,62.8,114.7,150.0,50.72,98.82,131.51,51.8,18.49,
2026-03-31,KOSPI,현대지에프홀딩스,005440,19986,13750,-14.1,65.3,71.2,168.0,92.31,99.25,211.89,49.4,-7.05,
2026-03-31,KOSDAQ,티씨케이,064760,27501,228500,1.8,60.7,30.6,187.1,57.88,28.29,182.04,48.9,5.91,
2026-03-31,KOSDAQ,유진로봇,056080,8834,24300,-33.5,68.8,124.8,244.2,153.82,238.11,417.71,48.3,-3.91,21.0
2026-03-31,KOSDAQ,비나텍,126340,7850,115100,-6.9,60.1,143.2,424.2,71.91,161.2,462.87,46.7,-0.87,32.0
2026-03-31,KOSPI,삼성전기,009150,425754,407500,-9.1,59.8,110.6,215.6,75.88,131.78,247.41,46.0,38.9,111.0
2026-03-31,KOSDAQ,원익IPS,240810,60225,108100,-13.9,59.2,130.0,346.7,84.98,167.23,419.01,44.6,11.1,
2026-03-31,KOSPI,엘앤에프,066970,71899,143900,14.5,51.2,93.7,140.6,32.04,69.18,110.2,43.8,22.45,156.0
2026-03-31,KOSPI,한화비전,489790,37664,71000,-16.9,58.1,33.7,25.2,90.2,60.83,50.62,43.1,5.07,187.0
2026-03-31,KOSPI,LS ELECTRIC,010120,271200,143600,-8.8,56.1,152.4,309.6,71.09,176.63,348.94,43.1,24.03,90.0
2026-03-31,KOSDAQ,리노공업,058470,86271,94400,-11.1,56.6,83.3,150.6,76.12,106.21,181.97,43.0,19.39,
2026-03-31,KOSPI,HDC,012630,16488,27750,12.6,48.3,59.5,86.4,31.75,41.67,65.55,41.2,-0.18,
2026-03-31,KOSDAQ,에스앤에스텍,101490,20460,75900,-23.1,57.1,53.5,142.1,104.35,99.6,214.83,41.1,25.03,72.0
2026-03-31,KOSDAQ,선익시스템,171090,8334,83800,-36.0,59.6,79.6,113.5,149.52,180.81,233.76,40.5,-1.79,
2026-03-31,KOSPI,LIG넥스원,079550,207460,611000,20.0,45.1,19.1,146.4,20.9,-0.78,105.24,40.1,53.85,245.0
2026-03-31,KOSPI,코리아써키트,007810,18850,70000,18.8,44.9,303.7,566.7,21.95,239.68,460.95,39.7,10.43,
2026-03-31,KOSPI,롯데쇼핑,023530,30212,108200,0.5,49.2,52.8,78.5,48.55,52.12,77.72,39.5,-2.68,
2026-03-31,KOSPI,삼성SDI,006400,385601,408000,-12.4,51.4,99.0,121.1,72.91,127.32,152.51,38.6,16.18,116.0
2026-03-31,KOSPI,삼성E&A,028050,96334,35700,-1.9,48.4,33.2,80.5,51.35,35.82,84.02,38.4,37.39,179.0
2026-03-31,KOSPI,에이피알,278470,150688,337000,7.8,45.9,34.8,382.8,35.28,25.0,347.71,38.3,18.47,69.0
2026-03-31,KOSDAQ,에코프로,086520,198912,139500,-24.6,53.6,194.0,181.0,103.74,289.88,272.61,38.0,3.8,
2026-03-31,KOSPI,씨에스윈드,112610,27495,59600,11.0,43.3,42.2,75.8,29.09,28.16,58.41,36.8,9.56,
2026-03-31,KOSPI,이수스페셜티케미컬,457190,29161,89300,-22.5,50.8,92.2,110.4,94.59,148.01,171.38,36.2,7.17,45.0
2026-03-31,KOSDAQ,아이티센글로벌,124500,11602,45650,-22.0,50.7,158.2,663.4,93.07,230.88,878.26,36.1,9.09,8.0
2026-03-31,KOSDAQ,LS머트리얼즈,417200,13489,17620,0.2,44.7,83.7,65.6,44.33,83.32,65.23,35.8,13.34,150.0
2026-03-31,KOSDAQ,성일하이텍,365340,7866,59700,-5.2,46.0,68.2,84.8,54.03,77.46,95.05,35.7,7.04,85.0
2026-03-31,KOSPI,포스코인터내셔널,047050,131062,71500,-1.0,44.2,47.6,45.2,45.56,49.02,46.6,35.1,3.36,186.0
2026-03-31,KOSDAQ,유진테크,084370,28553,110700,-17.4,47.6,58.4,190.2,78.67,91.7,251.25,34.6,10.66,70.0
2026-03-31,KOSDAQ,덕산네오룩스,213420,13259,50200,20.2,37.5,6.4,85.9,14.38,-11.55,54.63,34.1,5.18,
2026-03-31,KOSPI,SK오션플랜트,100090,15275,26850,39.1,32.6,9.6,119.2,-4.69,-21.22,57.55,33.9,-9.87,
2026-03-31,KOSPI,현대차,005380,984884,445500,-33.9,50.3,107.2,125.9,127.32,213.49,241.78,33.4,7.07,60.0
2026-03-31,KOSPI,SK텔레콤,017670,200613,76400,-4.3,42.8,40.7,37.7,49.16,46.96,43.78,33.4,22.12,157.0
2026-03-31,KOSDAQ,동국제약,086450,11318,23600,15.7,37.6,25.0,61.5,18.95,8.05,39.63,33.2,5.3,
2026-03-31,KOSDAQ,하나머티리얼즈,166090,12301,60900,-2.4,41.3,51.7,97.7,44.78,55.42,102.6,32.6,1.48,
2026-03-31,KOSPI,LX인터내셔널,001120,18837,45250,6.2,39.2,41.6,79.6,31.08,33.33,69.05,32.6,7.85,
2026-03-31,KOSPI,한국항공우주,047810,188516,164700,-14.0,44.0,52.5,119.6,67.4,77.31,155.33,32.4,17.36,67.0
2026-03-31,KOSDAQ,이오테크닉스,039030,61104,384500,-8.1,41.4,65.0,190.0,53.86,79.61,215.61,31.5,24.32,
2026-03-31,KOSPI,더존비즈온,012510,36321,119100,0.6,39.1,34.0,116.2,38.32,33.18,114.88,31.4,0.25,181.0
2026-03-31,KOSDAQ,보로노이,310210,54102,307000,-8.2,41.1,88.9,189.1,53.79,105.85,214.97,31.3,-5.05,93.0
2026-03-31,KOSPI,키움증권,039490,121491,410500,-11.9,41.8,67.6,223.5,60.97,90.2,267.22,31.1,12.06,64.0
2026-03-31,KOSDAQ,원익QnC,074600,8569,29800,-4.3,38.9,25.5,66.5,45.22,31.16,74.02,30.3,8.05,
2026-03-31,KOSDAQ,성광벤드,014620,10888,35100,0.3,36.3,7.0,44.1,35.92,6.71,43.74,29.1,15.95,248.0
2026-03-31,KOSPI,NH투자증권,005940,119553,29600,-16.6,40.3,52.4,111.1,68.25,82.8,153.21,28.9,13.34,145.0
2026-03-31,KOSPI,BGF리테일,282330,21795,139300,11.6,32.9,29.0,27.3,19.08,15.56,14.08,28.7,-9.12,
2026-03-31,KOSPI,효성중공업,298040,275633,2456000,-13.0,37.9,83.3,473.2,58.51,110.67,558.81,27.7,20.44,52.0
2026-03-31,KOSDAQ,솔브레인,357780,32786,364000,-18.3,38.9,26.2,93.0,70.04,54.42,136.21,27.5,13.74,
2026-03-31,KOSDAQ,코오롱티슈진,950160,77245,106700,-0.3,34.0,123.0,138.7,34.42,123.62,139.37,27.2,-13.4,27.0
2026-03-31,KOSPI,한화에어로스페이스,012450,790982,1249000,4.5,32.7,12.8,102.3,26.99,7.95,93.55,27.1,23.62,106.0
2026-03-31,KOSPI,삼성전자,005930,12016864,167200,-22.8,39.4,99.3,189.3,80.57,158.05,274.57,27.0,19.92,61.0
2026-03-31,KOSPI,롯데에너지머티리얼즈,020150,25030,41400,-7.4,35.5,83.2,84.4,46.32,97.79,99.11,26.9,14.86,
2026-03-31,KOSPI,한화생명,088350,40647,4430,-10.6,36.1,40.9,74.1,52.23,57.55,94.7,26.8,5.08,209.0
2026-03-31,KOSPI,신영증권,001720,33126,184400,-18.2,37.5,39.3,145.5,68.16,70.32,200.27,26.4,9.0,144.0
2026-03-31,KOSDAQ,올릭스,226950,31283,185100,2.8,31.8,94.8,383.3,28.21,89.47,369.97,26.0,-16.69,22.0
2026-03-31,KOSPI,삼성생명,032830,470000,210500,-8.5,33.6,34.4,153.9,45.94,46.87,177.44,25.2,10.93,131.0
2026-03-31,KOSDAQ,알지노믹스,476830,26892,197600,33.5,23.1,0.0,0.0,-7.79,-25.1,-25.1,25.2,-0.3,
2026-03-31,KOSDAQ,앱클론,174900,9863,56700,-8.3,33.4,205.7,613.2,45.41,233.15,677.36,25.1,-12.17,7.0
2026-03-31,KOSDAQ,휴림로봇,090710,12877,10300,-28.6,38.3,221.9,422.6,93.69,350.94,632.12,24.9,5.05,6.0
2026-03-31,KOSPI,한화솔루션,009830,68327,37150,-29.9,38.6,30.1,101.8,97.76,85.64,187.89,24.9,6.19,257.0
2026-03-31,KOSPI,GS건설,006360,30723,25100,12.1,27.4,36.4,48.0,13.71,21.74,32.08,24.3,42.23,
2026-03-31,KOSDAQ,네오셈,253590,7571,14620,-18.4,33.4,41.3,60.5,63.5,73.14,96.71,23.0,12.31,127.0
2026-03-31,KOSPI,한국카본,017960,26555,38850,-7.3,30.2,18.8,186.9,40.37,28.13,209.45,22.7,31.02,
2026-03-31,KOSDAQ,레이크머티리얼즈,281740,13441,19510,-17.5,32.3,59.5,40.7,60.34,93.38,70.51,22.3,4.31,63.0
2026-03-31,KOSDAQ,에코프로비엠,247540,197128,192200,-13.2,31.1,70.1,99.8,51.09,96.02,130.25,22.2,3.8,
2026-03-31,KOSPI,에코프로머티,450080,50520,67000,-6.8,28.6,41.6,15.9,38.0,52.01,24.39,21.5,5.82,217.0
2026-03-31,KOSDAQ,브이엠,089970,11644,38750,-6.9,28.3,121.4,245.7,37.75,137.71,271.1,21.3,19.48,46.0
2026-03-31,KOSPI,세아베스틸지주,001430,22449,64400,-6.8,28.3,155.6,268.4,37.65,174.21,295.31,21.3,-3.26,26.0
2026-03-31,KOSPI,두산,000150,207281,1026000,-19.7,31.4,89.6,250.8,63.64,136.23,336.92,21.2,25.05,153.0
2026-03-31,KOSPI,한화,000880,90775,107100,-21.6,31.2,26.6,161.5,67.4,61.47,233.58,20.7,13.73,117.0
2026-03-31,KOSPI,S-Oil,010950,136225,105300,-4.3,26.9,68.8,87.7,32.53,76.28,96.08,20.6,16.14,102.0
2026-03-31,KOSPI,LS,006260,93132,256000,-10.0,28.1,53.3,143.3,42.32,70.36,170.44,20.4,16.5,165.0
2026-03-31,KOSDAQ,제주반도체,080220,14328,35100,-31.0,33.2,94.0,180.4,93.17,181.37,306.55,20.4,16.38,34.0
2026-03-31,KOSPI,팬오션,028670,29240,4895,-7.3,27.1,26.8,45.0,37.14,36.79,56.44,20.3,11.34,
2026-03-31,KOSPI,대신증권,003540,18862,35250,-21.4,30.6,33.5,117.3,66.11,69.89,176.51,20.2,4.68,
2026-03-31,KOSDAQ,SFA반도체,036540,11364,5990,-24.2,30.9,46.3,99.0,72.68,92.92,162.46,19.9,13.52,57.0
2026-03-31,KOSPI,대한조선,439260,32901,85700,-13.9,27.9,5.9,0.0,48.51,22.99,16.1,19.6,-0.47,
2026-03-31,KOSPI,HD건설기계,267270,76614,125100,-11.1,27.1,34.7,90.4,42.99,51.45,114.16,19.5,27.66,193.0
2026-03-31,KOSDAQ,에이치브이엠,295310,10090,73500,-2.0,24.8,195.8,277.7,27.33,201.81,285.41,19.4,11.16,12.0
2026-03-31,KOSPI,한올바이오파마,009420,23926,55300,-10.4,26.4,68.3,101.5,41.03,87.82,124.77,19.0,-17.72,125.0
2026-03-31,KOSDAQ,큐리언트,115180,12532,36450,13.0,20.5,122.3,337.1,6.61,96.65,286.69,19.0,-6.04,20.0
2026-03-31,KOSPI,SK가스,018670,22512,269000,15.5,19.6,16.2,8.9,3.56,0.65,-5.67,18.7,-8.74,
2026-03-31,KOSDAQ,하림지주,003380,15165,13550,-16.2,27.5,84.6,142.4,52.02,120.16,189.09,18.7,-1.4,
2026-03-31,KOSPI,에스엘,005850,25639,55400,-24.5,29.3,63.4,44.5,71.3,116.52,91.4,18.5,-0.09,100.0
2026-03-31,KOSDAQ,피엔티,137400,11916,47300,-13.5,25.8,38.5,21.8,45.48,60.18,40.8,17.9,5.29,
2026-03-31,KOSPI,HD현대,267250,193533,239000,-18.3,26.8,53.8,229.7,55.17,88.22,303.45,17.8,2.09,110.0
2026-03-31,KOSPI,한국콜마,161890,18954,76000,-0.4,22.4,-2.3,21.2,22.87,-1.93,21.69,17.8,5.79,
2026-03-31,KOSPI,DB손해보험,005830,114761,163800,-10.5,24.9,18.3,84.9,39.66,32.2,106.66,17.8,0.79,197.0
2026-03-31,KOSPI,일진전기,103590,39435,69500,-22.3,27.8,96.9,179.1,64.52,153.54,259.44,17.7,17.99,141.0
2026-03-31,KOSDAQ,에스피지,058610,23330,104600,-27.7,28.7,278.3,360.8,77.86,422.97,537.0,17.4,-0.38,3.0
2026-03-31,KOSPI,코스맥스,192820,22562,196500,3.4,20.6,-8.4,19.5,16.56,-11.42,15.57,17.1,1.17,
2026-03-31,KOSPI,한온시스템,018880,39972,3740,-19.4,26.1,31.9,10.7,56.49,63.67,37.36,17.0,3.88,276.0
2026-03-31,KOSDAQ,코미코,183300,14278,107300,-3.5,21.4,10.2,91.6,25.79,14.17,98.57,16.4,25.16,
2026-03-31,KOSPI,오리온,271560,51950,128000,-4.0,21.1,23.6,8.6,26.21,28.76,13.15,16.1,2.73,210.0
2026-03-31,KOSDAQ,리브스메드,491000,15970,65600,-26.9,26.9,0.0,0.0,73.5,36.74,36.74,16.1,-3.51,
2026-03-31,KOSDAQ,에스티팜,237690,29400,144600,-5.1,21.3,61.6,100.6,27.77,70.17,111.23,16.0,-2.56,
2026-03-31,KOSPI,SK스퀘어,402340,762142,466500,-27.7,26.8,131.5,399.5,75.27,220.1,590.58,15.9,23.47,17.0
2026-03-31,KOSPI,한국금융지주,071050,137085,202500,-21.7,25.2,39.7,177.4,59.86,78.28,254.11,15.9,20.99,123.0
2026-03-31,KOSDAQ,HPSP,403870,36541,40900,-8.8,22.1,21.2,56.4,33.88,32.89,71.51,15.9,5.62,
2026-03-31,KOSDAQ,씨엠티엑스,388210,13113,124100,-19.4,24.2,0.0,0.0,54.15,24.09,24.09,15.5,8.54,
2026-03-31,KOSDAQ,현대무벡스,319400,33524,23850,-31.1,26.9,157.0,617.3,84.14,272.84,940.6,15.3,26.0,4.0
2026-03-31,KOSPI,삼성증권,016360,94390,92400,-13.5,22.5,28.9,104.2,41.64,48.95,136.02,15.3,13.42,160.0
2026-03-31,KOSDAQ,나노신소재,121600,8401,61200,-14.3,22.5,35.1,6.6,42.94,57.62,24.39,15.2,13.4,228.0
2026-03-31,KOSPI,두산에너빌리티,034020,628390,91800,-13.6,21.9,46.4,291.5,41.17,69.54,353.3,14.8,6.86,115.0
2026-03-31,KOSDAQ,제룡전기,033100,7974,43500,-22.0,23.9,32.2,37.2,58.97,69.6,76.03,14.7,12.64,201.0
2026-03-31,KOSPI,에스원,012750,33553,85700,-2.4,18.9,1.9,33.1,21.78,4.4,36.34,14.6,2.33,222.0
2026-03-31,KOSDAQ,코스메카코리아,241710,8949,79700,-5.7,19.7,8.9,75.2,26.88,15.44,85.71,14.6,4.27,124.0
2026-03-31,KOSDAQ,테스,095610,16339,55400,-24.7,24.4,28.2,155.3,65.21,70.37,239.17,14.5,53.43,38.0
2026-03-31,KOSDAQ,케어젠,214370,47537,90800,-33.6,26.5,45.3,262.5,90.53,118.88,446.11,14.4,-2.31,35.0
2026-03-31,KOSPI,SK하이닉스,000660,7347961,807000,-23.9,24.0,132.2,323.2,62.98,205.32,456.37,14.4,27.51,31.0
2026-03-31,KOSDAQ,솔브레인홀딩스,036830,11072,45400,-18.5,21.7,6.8,63.6,49.33,31.06,100.72,13.7,21.37,
2026-03-31,KOSPI,신세계,004170,32118,300500,-18.5,21.7,60.6,119.2,49.19,96.95,168.78,13.6,14.64,65.0
2026-03-31,KOSDAQ,펩트론,087010,60625,293500,3.0,15.6,-2.2,219.0,12.2,-5.0,209.78,13.0,-11.58,152.0
2026-03-31,KOSDAQ,씨어스테크놀로지,458870,18991,49700,6.9,14.5,138.0,1064.5,7.15,122.68,989.32,13.0,-2.01,5.0
2026-03-31,KOSPI,코스모신소재,005070,17935,51600,-11.6,19.2,33.2,35.8,34.87,50.71,53.68,13.0,3.88,
2026-03-31,KOSDAQ,동진쎄미켐,005290,26838,44250,-19.4,20.7,7.5,51.8,49.8,33.41,88.34,12.7,17.29,97.0
2026-03-31,KOSDAQ,메디포스트,078160,9036,21200,-3.4,16.5,55.8,141.7,20.67,61.28,150.29,12.6,13.68,78.0
2026-03-31,KOSDAQ,코나아이,052400,8796,54500,-18.4,20.0,13.9,118.0,47.14,39.6,167.2,12.4,13.21,139.0
2026-03-31,KOSPI,이마트,139480,25553,95700,-8.9,17.7,26.8,18.0,29.15,39.07,29.47,12.4,-4.08,
2026-03-31,KOSDAQ,다우데이타,032190,9019,21950,-17.2,19.3,25.2,94.6,44.02,51.17,134.93,12.0,6.15,76.0
2026-03-31,KOSDAQ,에프에스티,036810,8524,36500,-17.1,19.1,24.8,96.8,43.72,50.58,137.54,11.8,7.4,84.0
2026-03-31,KOSPI,JB금융지주,175330,58076,29700,-6.5,15.8,29.4,70.6,23.78,38.34,82.37,11.3,3.87,202.0
2026-03-31,KOSPI,가온전선,000500,16973,97500,-17.7,18.3,76.0,136.7,43.81,113.9,187.62,11.1,4.31,
2026-03-31,KOSPI,KT,030200,157513,60400,-5.3,14.8,19.6,21.8,21.29,26.34,28.63,10.8,4.3,214.0
2026-03-31,KOSDAQ,차바이오텍,085660,16212,17350,-19.9,18.3,56.6,74.0,47.58,95.4,117.15,10.6,1.38,68.0
2026-03-31,KOSPI,아모레퍼시픽,090430,76684,137200,-9.4,14.8,12.2,35.3,26.69,23.79,49.31,10.0,-4.88,226.0
2026-03-31,KOSPI,기아,000270,575468,145200,-29.3,19.2,44.2,57.3,68.72,104.07,122.64,9.5,0.48,151.0
2026-03-31,KOSPI,우리금융지주,316140,250687,32050,-11.0,14.5,23.5,94.2,28.57,38.73,118.18,9.4,6.24,162.0
2026-03-31,KOSPI,두산퓨얼셀,336260,23806,33400,-16.1,15.8,17.2,140.1,37.95,39.65,186.13,9.4,10.18,
2026-03-31,KOSPI,DB하이텍,000990,41372,78500,-18.0,16.1,38.2,83.6,41.57,68.49,123.86,9.3,19.87,47.0
2026-03-31,KOSPI,신한지주,055550,465161,87700,-9.5,14.0,23.9,86.4,26.01,36.86,105.95,9.3,11.74,173.0
2026-03-31,KOSPI,GS,078930,67084,63800,-7.1,13.3,38.8,73.4,22.02,49.51,86.68,9.2,13.17,128.0
2026-03-31,KOSPI,KT&G,033780,190936,159200,-2.4,12.0,19.2,57.5,14.78,22.08,61.33,9.1,4.27,189.0
2026-03-31,KOSPI,영원무역홀딩스,009970,28685,219000,-12.2,14.4,57.9,144.7,30.29,79.88,178.77,9.0,-4.11,91.0
2026-03-31,KOSDAQ,오스코텍,039200,21080,50600,-3.3,11.9,8.0,68.4,15.71,11.63,74.04,8.9,10.08,98.0
2026-03-31,KOSPI,KB금융,105560,583883,141900,-10.8,13.8,22.9,79.6,27.51,37.66,101.27,8.9,9.65,180.0
2026-03-31,KOSPI,SK,034730,254121,301000,-24.9,17.3,43.3,132.3,56.34,90.95,209.41,8.9,14.95,108.0
2026-03-31,KOSPI,한미약품,128940,63926,515000,-13.2,13.9,40.3,128.4,31.19,61.58,162.97,8.5,-3.4,126.0
2026-03-31,KOSDAQ,리가켐바이오,141080,68131,192000,0.2,10.5,36.7,102.3,10.36,36.44,102.0,8.5,-3.59,
2026-03-31,KOSPI,롯데케미칼,011170,37813,80600,-16.0,14.7,19.1,23.2,36.42,41.65,46.64,8.5,8.31,177.0
2026-03-31,KOSDAQ,와이씨,232140,16171,16810,-22.2,16.1,24.5,55.1,49.17,60.0,99.26,8.4,15.29,113.0
2026-03-31,KOSPI,엔씨소프트,036570,50951,224000,-3.0,11.2,3.7,49.9,14.64,6.94,54.62,8.3,8.04,205.0
2026-03-31,KOSDAQ,젬백스,082270,11786,33950,-27.1,17.1,-32.6,3.2,60.69,-7.54,41.64,8.2,-22.53,251.0
2026-03-31,KOSPI,대한전선,001440,60036,26700,-25.8,16.6,72.0,133.6,57.21,131.96,214.96,8.1,17.51,105.0
2026-03-31,KOSPI,하나금융지주,086790,333434,106600,-12.5,13.3,22.2,78.9,29.44,39.68,104.36,8.1,12.1,176.0
2026-03-31,KOSPI,BNK금융지주,138930,57224,17890,-10.2,12.7,22.6,74.5,25.58,36.6,94.44,8.1,2.68,185.0
2026-03-31,KOSPI,한전KPS,051600,25560,55500,-10.5,12.2,16.5,32.8,25.38,30.12,48.33,7.7,2.52,
2026-03-31,KOSPI,GS리테일,007070,18477,21900,-0.5,9.0,31.5,53.6,9.45,32.13,54.28,7.1,-0.46,
2026-03-31,KOSPI,SK리츠,395400,19505,6220,5.2,7.4,24.2,26.6,2.07,17.96,20.24,7.0,5.31,
2026-03-31,KOSPI,KCC,002380,44965,482000,-26.0,14.6,25.5,90.9,54.82,69.53,157.82,6.5,4.36,163.0
2026-03-31,KOSPI,LG전자,066570,188948,105600,-27.5,14.9,39.7,36.8,58.54,92.72,88.73,6.4,8.81,190.0
2026-03-31,KOSPI,현대글로비스,086280,159375,207500,-28.3,14.9,25.5,84.6,60.3,75.03,157.56,6.3,2.17,135.0
