순위,종목코드,종목명,시가총액,기준일,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,5930,삼성전자,1.88543E+14,2014-01-29,,,,,5.39
2,5380,현대차,5.16548E+13,2014-01-29,,,,,4.48
3,12330,현대모비스,3.01766E+13,2014-01-29,,,,,1.13
4,660,SK하이닉스,2.68811E+13,2014-01-29,,,,,2.38
5,5490,POSCO,2.60253E+13,2014-01-29,,,,,-4.86
6,15760,한국전력,2.26613E+13,2014-01-29,,,,,4.82
7,35420,NAVER,2.22498E+13,2014-01-29,,,,,21.04
8,270,기아차,2.18896E+13,2014-01-29,,,,,2.59
9,55550,신한지주,2.16472E+13,2014-01-29,,,,,-2.63
10,32830,삼성생명,2.07E+13,2014-01-29,,,,,-2.42
11,17670,SK텔레콤,1.74814E+13,2014-01-29,,,,,0
12,51910,LG화학,1.72305E+13,2014-01-29,,,,,-2.12
13,9540,현대중공업,1.7062E+13,2014-01-29,,,,,-2.23
14,105560,KB금융,1.43723E+13,2014-01-29,,,,,7.26
15,23530,롯데쇼핑,1.19036E+13,2014-01-29,,,,,-10.71
16,86790,하나금융지주,1.18567E+13,2014-01-29,,,,,1.96
17,810,삼성화재,1.1749E+13,2014-01-29,,,,,-5.04
18,96770,SK이노베이션,1.17431E+13,2014-01-29,,,,,5.12
19,66570,LG전자,1.08171E+13,2014-01-29,,,,,-7.87
20,33780,KT&G,1.0393E+13,2014-01-29,,,,,3.3
21,53000,우리금융,9.95429E+12,2014-01-29,-3.52,-3.52,8.81,-2.37,-2.43
22,3550,LG,9.92204E+12,2014-01-29,,,,,-2.61
23,830,삼성물산,9.16998E+12,2014-01-29,-0.51,-9.97,6.73,-8.71,7.16
24,34220,LG디스플레이,9.07063E+12,2014-01-29,,,,,-3.95
25,4020,현대제철,8.9044E+12,2014-01-29,,,,,-10.99
26,86280,현대글로비스,8.55E+12,2014-01-29,,,,,2.85
27,3600,SK,8.45313E+12,2014-01-29,-4.76,-8.63,3.75,4.65,6.94
28,30200,KT,8.04224E+12,2014-01-29,,,,,-1.46
29,10140,삼성중공업,7.7805E+12,2014-01-29,,,,,-5.34
30,10950,S-Oil,7.72318E+12,2014-01-29,,,,,-4.66
31,161390,한국타이어,7.64309E+12,2014-01-29,,,,,0.81
32,51900,LG생활건강,7.4655E+12,2014-01-29,,,,,-4.39
33,11170,롯데케미칼,7.24925E+12,2014-01-29,,,,,-4.02
34,139480,이마트,7.24771E+12,2014-01-29,,,,,-2.31
35,35250,강원랜드,7.24189E+12,2014-01-29,,,,,-5.76
36,24110,기업은행,6.90644E+12,2014-01-29,,,,,8.8
37,42660,대우조선해양,6.60298E+12,2014-01-29,,,,,-4.78
38,10130,고려아연,6.56676E+12,2014-01-29,,,,,-2.01
39,6400,삼성SDI,6.53762E+12,2014-01-29,,,,,4.18
40,720,현대건설,6.50318E+12,2014-01-29,,,,,0
41,88350,한화생명,6.35764E+12,2014-01-29,,,,,-6.56
42,34730,SK C&C,6.25E+12,2014-01-29,,,,,16
43,36460,한국가스공사,6.14805E+12,2014-01-29,,,,,4.2
44,90430,아모레퍼시픽,5.916E+12,2014-01-29,,,,,16.01
45,21240,코웨이,5.35246E+12,2014-01-29,,,,,-1.59
46,1800,오리온,5.2128E+12,2014-01-29,,,,,2.29
47,2380,KCC,5.12324E+12,2014-01-29,,,,,5.95
48,9150,삼성전기,4.98207E+12,2014-01-29,,,,,1.65
49,32640,LG유플러스,4.78089E+12,2014-01-29,,,,,-4.57
50,78930,GS,4.76656E+12,2014-01-29,,,,,-3.41
51,47050,대우인터내셔널,4.72017E+12,2014-01-29,,,,,1.33
52,10060,OCI,4.53138E+12,2014-01-29,,,,,8.95
53,36570,엔씨소프트,4.35007E+12,2014-01-29,,,,,-3.78
54,18880,한라비스테온공조,4.19567E+12,2014-01-29,,,,,1.14
55,11210,현대위아,4.15541E+12,2014-01-29,,,,,4.64
56,29780,삼성카드,4.03768E+12,2014-01-29,,,,,-3.59
57,1300,제일모직,3.95904E+12,2014-01-29,-14.79,-16.02,-12,-15.45,-8.74
58,34020,두산중공업,3.8907E+12,2014-01-29,,,,,-1.23
59,5830,동부화재,3.80904E+12,2014-01-29,,,,,-4.65
60,2790,아모레G,3.78608E+12,2014-01-29,,,,,5.37
61,97950,CJ제일제당,3.47805E+12,2014-01-29,,,,,3.39
62,10620,현대미포조선,3.47E+12,2014-01-29,-1.7,2.66,,,-8.93
63,1040,CJ,3.45583E+12,2014-01-29,,,,,7.14
64,69960,현대백화점,3.36995E+12,2014-01-29,,,,,-1.74
65,16360,삼성증권,3.32111E+12,2014-01-29,,,,,-8.86
66,30000,제일기획,3.22115E+12,2014-01-29,,,,,-12.68
67,47810,한국항공우주,3.1192E+12,2014-01-29,,,,,-1.88
68,138930,BS금융지주,3.06507E+12,2014-01-29,,,,,0.32
69,8770,호텔신라,3.06135E+12,2014-01-29,,,,,6.79
70,12750,에스원,2.95634E+12,2014-01-29,,,,,4.63
71,210,대림산업,2.88144E+12,2014-01-29,,,,,6.4
72,28050,삼성엔지니어링,2.868E+12,2014-01-29,,,,,4.74
73,150,두산,2.8504E+12,2014-01-29,,,,,1.1
74,47040,대우건설,2.83455E+12,2014-01-29,,,,,19.35
75,12450,삼성테크윈,2.81589E+12,2014-01-29,,,,,-0.56
76,6800,대우증권,2.81289E+12,2014-01-29,,,,,-0.82
77,9830,한화케미칼,2.80567E+12,2014-01-29,,,,,5
78,1450,현대해상,2.78034E+12,2014-01-29,,,,,-6.43
79,6260,LS,2.70802E+12,2014-01-29,,,,,-12.96
80,42670,두산인프라코어,2.70729E+12,2014-01-29,3.99,,,,3.06
81,880,한화,2.70601E+12,2014-01-29,,,,,-0.28
82,11780,금호석유,2.68725E+12,2014-01-29,,,,,0.68
83,4990,롯데제과,2.6438E+12,2014-01-29,,,,,-3.12
84,52690,한전기술,2.59132E+12,2014-01-29,,,,,-5.01
85,114090,GKL,2.56701E+12,2014-01-29,,,,,6.02
86,51600,한전KPS,2.529E+12,2014-01-29,,,,,15.12
87,64350,현대로템,2.45225E+12,2014-01-29,,,,,1.91
88,120,CJ대한통운,2.44092E+12,2014-01-29,,,,,12.15
89,11200,현대상선,2.39522E+12,2014-01-29,,,,,-5.3
90,4800,효성,2.37745E+12,2014-01-29,,,,,7.53
91,4170,신세계,2.24962E+12,2014-01-29,,,,,-1.31
92,139130,DGB금융지주,2.23869E+12,2014-01-29,,,,,-1.79
93,670,영풍,2.23808E+12,2014-01-29,,,,,0.41
94,71050,한국금융지주,2.19839E+12,2014-01-29,,,,,-2.53
95,60980,만도,2.19594E+12,2014-01-29,,,,,8.61
96,57050,현대홈쇼핑,2.178E+12,2014-01-29,,,,,-7.44
97,100,유한양행,2.17475E+12,2014-01-29,,,,,1.28
98,1740,SK네트웍스,2.09222E+12,2014-01-29,,,,,-1.19
99,3490,대한항공,2.07418E+12,2014-01-29,,,,,-2.27
100,73240,금호타이어,2.04719E+12,2014-01-29,,,,,1.08
101,5300,롯데칠성,2.00427E+12,2014-01-29,,,,,-6.17
102,10120,LS산전,2.001E+12,2014-01-29,,,,,-5.1
103,88980,맥쿼리인프라,1.99207E+12,2014-01-29,,,,,3.34
104,240,한국타이어월드와이드,1.97203E+12,2014-01-29,,,,,1.42
105,7070,GS리테일,1.95195E+12,2014-01-29,,,,,7.1
106,2550,LIG손해보험,1.887E+12,2014-01-29,-3.08,20.04,27.59,21.66,-1.59
107,12630,현대산업,1.83184E+12,2014-01-29,,,,,20.37
108,71840,롯데하이마트,1.82252E+12,2014-01-29,,,,,2.59
109,5940,우리투자증권,1.82118E+12,2014-01-29,,,,,0.88
110,5440,현대그린푸드,1.76357E+12,2014-01-29,,,,,-6.37
111,6360,GS건설,1.71615E+12,2014-01-29,,,,,7.13
112,11070,LG이노텍,1.71453E+12,2014-01-29,,,,,7.53
113,111770,영원무역,1.70821E+12,2014-01-29,,,,,-5.45
114,4370,농심,1.6636E+12,2014-01-29,,,,,9.32
115,3240,태광산업,1.56321E+12,2014-01-29,,,,,-1.07
116,37560,CJ헬로비전,1.54506E+12,2014-01-29,,,,,-9.52
117,6280,녹십자,1.53094E+12,2014-01-29,,,,,3.82
118,60,메리츠화재,1.525E+12,2014-01-29,-1.63,4.15,13.16,5.61,0
119,37620,미래에셋증권,1.51231E+12,2014-01-29,-3.47,1.41,-8.72,-9.29,5.12
120,80,하이트진로,1.50086E+12,2014-01-29,,,,,9.81
121,2350,넥센타이어,1.40482E+12,2014-01-29,,,,,-3.04
122,108670,LG하우시스,1.39896E+12,2014-01-29,,,,,9.94
123,7310,오뚜기,1.35536E+12,2014-01-29,,,,,1.65
124,53210,스카이라이프,1.34141E+12,2014-01-29,,,,,-3.39
125,3690,코리안리,1.33472E+12,2014-01-29,,,,,-1.32
126,120110,코오롱인더,1.25952E+12,2014-01-29,,,,,6.37
127,9240,한샘,1.23553E+12,2014-01-29,,,,,23.43
128,6120,SK케미칼,1.2214E+12,2014-01-29,,,,,6.14
129,115390,락앤락,1.221E+12,2014-01-29,-3.48,-19.27,-5.13,-15.75,-22.52
130,1680,대상,1.21817E+12,2014-01-29,,,,,11.72
131,39490,키움증권,1.20665E+12,2014-01-29,,,,,-2.2
132,181710,NHN엔터테인먼트,1.17226E+12,2014-01-29,,,,,28.46
133,82640,동양생명,1.16716E+12,2014-01-29,,,,,-6.91
134,128940,한미약품,1.1635E+12,2014-01-29,,,,,-2.85
135,1120,LG상사,1.15311E+12,2014-01-29,,,,,-4.71
136,3620,쌍용차,1.13207E+12,2014-01-29,,,,,0.6
137,11790,SKC,1.12448E+12,2014-01-29,,,,,-1.77
138,2270,롯데푸드,1.07912E+12,2014-01-29,6.78,24.09,31.99,14.2,-3.68
139,20560,아시아나항공,1.05745E+12,2014-01-29,,,,,-5.54
140,4000,삼성정밀화학,1.05522E+12,2014-01-29,,,,,0.98
141,122900,아이마켓코리아,1.04775E+12,2014-01-29,,,,,8.23
142,79160,CJ CGV,1.02844E+12,2014-01-29,,,,,5.96
143,900140,코라오홀딩스,1.01384E+12,2014-01-29,,,,,13.59
144,6040,동원산업,9.9887E+11,2014-01-29,,,,,13.64
145,9970,영원무역홀딩스,9.95398E+11,2014-01-29,,,,,1.23
146,3450,현대증권,9.792E+11,2014-01-29,-1.03,-15.79,-6.8,-35.06,16.15
147,69260,휴켐스,9.42251E+11,2014-01-29,,,,,-1.74
148,97230,한진중공업,9.3193E+11,2014-01-29,,,,,-2.6
149,10520,현대하이스코,9.1802E+11,2014-01-29,6.76,4.01,13.61,12.6,6.46
150,5180,빙그레,8.91537E+11,2014-01-29,,,,,8.07
151,69620,대웅제약,8.59724E+11,2014-01-29,,,,,-2.96
152,93050,LG패션,8.56732E+11,2014-01-29,,,,,-5.29
153,138040,메리츠금융지주,8.5369E+11,2014-01-29,,,,,-1.21
154,170900,동아에스티,8.49031E+11,2014-01-29,,,,,3.9
155,1430,세아베스틸,8.48139E+11,2014-01-29,,,,,1.69
156,71320,지역난방공사,8.39459E+11,2014-01-29,,,,,-4.14
157,39130,하나투어,8.30557E+11,2014-01-29,,,,,-0.56
158,81660,휠라코리아,8.2883E+11,2014-01-29,,,,,3.72
159,117930,한진해운,8.22678E+11,2014-01-29,-11.82,-17.85,-18.16,-46.8,3.39
160,105630,한세실업,8.14E+11,2014-01-29,,,,,-7.13
161,4490,세방전지,7.574E+11,2014-01-29,,,,,-4.62
162,1230,동국제강,7.54256E+11,2014-01-29,,,,,-1.23
163,44820,코스맥스,7.44881E+11,2014-01-29,,,,,9.49
164,34120,SBS,7.40142E+11,2014-01-29,,,,,-8.51
165,11760,현대상사,7.38E+11,2014-01-29,,,,,1.36
166,103140,풍산,7.37039E+11,2014-01-29,,,,,-1.52
167,8930,한미사이언스,7.1467E+11,2014-01-29,,,,,10.68
168,23590,다우기술,7.08893E+11,2014-01-29,,,,,0.32
169,20000,한섬,7.08113E+11,2014-01-29,,,,,-5.39
170,3300,한일시멘트,6.80587E+11,2014-01-29,,,,,19.17
171,68870,LG생명과학,6.80485E+11,2014-01-29,1.86,-12.19,-26.96,-27.09,-0.37
172,101060,SBS미디어홀딩스,6.71502E+11,2014-01-29,-4,3.34,-4.19,-15.19,-7.92
173,175330,JB금융지주,6.60419E+11,2014-01-29,,,,,-1.15
174,180640,한진칼,6.59222E+11,2014-01-29,,,,,-10.97
175,7860,한일이화,6.56274E+11,2014-01-29,,,,,7.52
176,185750,종근당,6.52988E+11,2014-01-29,,,,,7.35
177,3920,남양유업,6.2928E+11,2014-01-29,,,,,-2.17
178,29530,신도리코,6.26978E+11,2014-01-29,,,,,0.48
179,19680,대교,6.26801E+11,2014-01-29,,,,,-7.43
180,5250,녹십자홀딩스,6.25475E+11,2014-01-29,,,,,22.93
181,18670,SK가스,6.24715E+11,2014-01-29,,,,,5.11
182,17800,현대엘리베이,6.23687E+11,2014-01-29,,,,,-15.74
183,5880,대한해운,6.1925E+11,2014-01-29,,,,,-13.53
184,31430,신세계인터내셔날,5.91906E+11,2014-01-29,,,,,-7.24
185,16420,NH농협증권,5.89814E+11,2014-01-29,-4.1,0.2,0.51,-4.84,0
186,5850,에스엘,5.85866E+11,2014-01-29,,,,,-4.05
187,17390,서울가스,5.775E+11,2014-01-29,,,,,6.93
188,3410,쌍용양회,5.67419E+11,2014-01-29,13.12,30.3,20.39,16.89,15.42
189,82740,두산엔진,5.62255E+11,2014-01-29,,,,,3.71
190,70,삼양홀딩스,5.60494E+11,2014-01-29,,,,,6.85
191,161890,한국콜마,5.55288E+11,2014-01-29,,,,,1.75
192,640,동아쏘시오홀딩스,5.53304E+11,2014-01-29,,,,,-3.53
193,8560,메리츠종금증권,5.52435E+11,2014-01-29,1.68,8.87,18.59,30.33,2.51
194,28670,팬오션,5.34323E+11,2014-01-29,,,,,2.16
195,2240,고려제강,5.325E+11,2014-01-29,,,,,1.13
196,84870,베이직하우스,5.31849E+11,2014-01-29,,,,,10.2
197,4150,한솔제지,5.30037E+11,2014-01-29,,,,,6.59
198,34310,NICE,5.26564E+11,2014-01-29,,,,,-5.4
199,5610,삼립식품,5.24644E+11,2014-01-29,,,,,10.2
200,49770,동원F&B,5.13263E+11,2014-01-29,1.92,24.3,1.14,,23.31
1,5930,삼성전자,1.98707E+14,2014-02-28,5.14,,,,-1.04
2,5380,현대차,5.39677E+13,2014-02-28,6.29,,,,1.22
3,12330,현대모비스,3.05173E+13,2014-02-28,2.96,,,,1.44
4,660,SK하이닉스,2.75203E+13,2014-02-28,5.3,,,,-4.39
5,35420,NAVER,2.69305E+13,2014-02-28,20.68,,,,-4.53
6,5490,POSCO,2.47611E+13,2014-02-28,-4.54,,,,3.52
7,15760,한국전력,2.37527E+13,2014-02-28,8.82,,,,-0.27
8,270,기아차,2.24571E+13,2014-02-28,2.21,,,,7.4
9,55550,신한지주,2.10782E+13,2014-02-28,0.45,,,,5.06
10,32830,삼성생명,2.02E+13,2014-02-28,1.51,,,,-0.99
11,17670,SK텔레콤,1.74814E+13,2014-02-28,1.64,,,,-0.69
12,51910,LG화학,1.6866E+13,2014-02-28,-2.12,,,,-0.98
13,9540,현대중공업,1.6682E+13,2014-02-28,-1.13,,,,-4.1
14,105560,KB금융,1.54154E+13,2014-02-28,11.14,,,,-6.52
15,96770,SK이노베이션,1.23442E+13,2014-02-28,4.3,,,,-8.61
16,86790,하나금융지주,1.20886E+13,2014-02-28,4.77,,,,-5.88
17,810,삼성화재,1.11568E+13,2014-02-28,-2.89,,,,0.85
18,33780,KT&G,1.07363E+13,2014-02-28,4.55,,,,2.43
19,23530,롯데쇼핑,1.06282E+13,2014-02-28,-9.15,,,,-1.19
20,66570,LG전자,9.96615E+12,2014-02-28,-8.01,,,,5.75
21,830,삼성물산,9.8261E+12,2014-02-28,10.93,-0.94,16.05,-4.98,-2.23
22,53000,우리금융,9.71248E+12,2014-02-28,2.11,-5.86,13.68,-8.36,0.83
23,3550,LG,9.6632E+12,2014-02-28,-2.95,,,,2.68
24,3600,SK,9.04015E+12,2014-02-28,8.45,2.67,4.05,9.38,-0.78
25,86280,현대글로비스,8.79375E+12,2014-02-28,4.45,,,,0.85
26,34220,LG디스플레이,8.71281E+12,2014-02-28,-3.76,,,,8.62
27,4020,현대제철,7.92539E+12,2014-02-28,-9.93,,,,0.44
28,30200,KT,7.92474E+12,2014-02-28,-2.72,,,,-2.14
29,161390,한국타이어,7.70503E+12,2014-02-28,-1.43,,,,-4.98
30,24110,기업은행,7.51421E+12,2014-02-28,10.57,,,,0
31,10140,삼성중공업,7.36492E+12,2014-02-28,-3.77,,,,-3.92
32,10950,S-Oil,7.36291E+12,2014-02-28,-4.53,,,,-6.42
33,34730,SK C&C,7.25E+12,2014-02-28,16.94,,,,-0.34
34,51900,LG생활건강,7.13752E+12,2014-02-28,-1.61,,,,1.2
35,139480,이마트,7.08046E+12,2014-02-28,-1.93,,,,-1.38
36,11170,롯데케미칼,6.95791E+12,2014-02-28,-2.64,,,,-7.39
37,90430,아모레퍼시픽,6.86303E+12,2014-02-28,14.87,,,,7.84
38,35250,강원랜드,6.8247E+12,2014-02-28,-7.13,,,,0.31
39,6400,삼성SDI,6.81097E+12,2014-02-28,2.75,,,,1
40,720,현대건설,6.50318E+12,2014-02-28,2.28,,,,-3.08
41,10130,고려아연,6.43467E+12,2014-02-28,0.89,,,,-2.2
42,36460,한국가스공사,6.40652E+12,2014-02-28,5.47,,,,-10.95
43,42660,대우조선해양,6.28719E+12,2014-02-28,-3.52,,,,-4.72
44,88350,한화생명,5.94075E+12,2014-02-28,-1.58,,,,1.02
45,2380,KCC,5.42832E+12,2014-02-28,8.06,,,,1.94
46,1800,오리온,5.33489E+12,2014-02-28,4.32,,,,-8.17
47,21240,코웨이,5.26762E+12,2014-02-28,5.08,,,,7.03
48,9150,삼성전기,5.06423E+12,2014-02-28,1.35,,,,0.59
49,10060,OCI,4.93682E+12,2014-02-28,10.11,,,,-13.28
50,47050,대우인터내셔널,4.7828E+12,2014-02-28,5.53,,,,-8.1
51,78930,GS,4.60396E+12,2014-02-28,-4.53,,,,-3.13
52,32640,LG유플러스,4.56259E+12,2014-02-28,-0.48,,,,0.48
53,11210,현대위아,4.34839E+12,2014-02-28,5.96,,,,2.66
54,18880,한라비스테온공조,4.24371E+12,2014-02-28,3.78,,,,14.22
55,36570,엔씨소프트,4.1881E+12,2014-02-28,-3.78,,,,15.18
56,2790,아모레G,3.98955E+12,2014-02-28,6.27,,,,4.6
57,29780,삼성카드,3.89286E+12,2014-02-28,-3.17,,,,1.64
58,34020,두산중공업,3.84293E+12,2014-02-28,1.69,,,,-1.8
59,1040,CJ,3.70267E+12,2014-02-28,8.51,,,,4.71
60,5830,동부화재,3.63204E+12,2014-02-28,0,,,,7.8
61,1300,제일모직,3.61295E+12,2014-02-28,-8.26,-25.19,-19.7,-21.88,-1.6
62,97950,CJ제일제당,3.59595E+12,2014-02-28,5.58,,,,3.83
63,47040,대우건설,3.38317E+12,2014-02-28,26.2,,,,-2.21
64,69960,현대백화점,3.31145E+12,2014-02-28,-1.39,,,,0.71
65,8770,호텔신라,3.26937E+12,2014-02-28,6.25,,,,1.08
66,10620,현대미포조선,3.16E+12,2014-02-28,-8.67,-13.42,,,-4.11
67,12750,에스원,3.09313E+12,2014-02-28,7.39,,,,6.88
68,138930,BS금융지주,3.07474E+12,2014-02-28,2.92,,,,-3.14
69,210,대림산업,3.06588E+12,2014-02-28,12.8,,,,-1.02
70,47810,한국항공우주,3.06072E+12,2014-02-28,0.16,,,,6.69
71,16360,삼성증권,3.02683E+12,2014-02-28,-8.86,,,,-2.91
72,28050,삼성엔지니어링,3.004E+12,2014-02-28,11.76,,,,-6.66
73,9830,한화케미칼,2.94595E+12,2014-02-28,5.53,,,,-8.81
74,51600,한전KPS,2.9115E+12,2014-02-28,19.59,,,,3.25
75,150,두산,2.88173E+12,2014-02-28,7.39,,,,0
76,30000,제일기획,2.81276E+12,2014-02-28,-8.94,,,,-0.61
77,12450,삼성테크윈,2.79995E+12,2014-02-28,-0.75,,,,7.4
78,42670,두산인프라코어,2.79027E+12,2014-02-28,5.49,4.27,,,2.23
79,6800,대우증권,2.79003E+12,2014-02-28,-0.36,,,,-4.44
80,120,CJ대한통운,2.73748E+12,2014-02-28,16.5,,,,-1.67
81,114090,GKL,2.72165E+12,2014-02-28,8.91,,,,2.61
82,11780,금호석유,2.70553E+12,2014-02-28,2.42,,,,-1.35
83,880,한화,2.69851E+12,2014-02-28,0,,,,-11.94
84,1450,현대해상,2.60154E+12,2014-02-28,-5.06,,,,5.67
85,4990,롯데제과,2.56136E+12,2014-02-28,0.39,,,,-0.11
86,4800,효성,2.55655E+12,2014-02-28,8.49,,,,4.81
87,64350,현대로템,2.499E+12,2014-02-28,7.3,,,,1.87
88,52690,한전기술,2.46137E+12,2014-02-28,-1.38,,,,0.62
89,60980,만도,2.38493E+12,2014-02-28,9.05,,,,4.15
90,6260,LS,2.35704E+12,2014-02-28,-10.73,,,,4.92
91,11200,현대상선,2.26826E+12,2014-02-28,-2.19,,,,-21.64
92,670,영풍,2.24729E+12,2014-02-28,2.78,,,,-5.9
93,4170,신세계,2.22009E+12,2014-02-28,-0.22,,,,1.55
94,12630,현대산업,2.20499E+12,2014-02-28,18.18,,,,4.28
95,100,유한양행,2.20263E+12,2014-02-28,1.28,,,,-7.6
96,139130,DGB금융지주,2.19847E+12,2014-02-28,3.14,,,,-6.71
97,71050,한국금융지주,2.14266E+12,2014-02-28,-1.28,,,,-4.16
98,7070,GS리테일,2.09055E+12,2014-02-28,8.38,,,,1.29
99,73240,금호타이어,2.06936E+12,2014-02-28,5.26,,,,-7.86
100,1740,SK네트웍스,2.0674E+12,2014-02-28,3.22,,,,13.21
101,88980,맥쿼리인프라,2.05836E+12,2014-02-28,4.74,,,,4.5
102,3490,대한항공,2.02724E+12,2014-02-28,5.01,,,,11.15
103,57050,현대홈쇼핑,2.016E+12,2014-02-28,-6.41,,,,-4.46
104,240,한국타이어월드와이드,1.99993E+12,2014-02-28,-2.49,,,,-2.56
105,10120,LS산전,1.899E+12,2014-02-28,-2.76,,,,6
106,5300,롯데칠성,1.88055E+12,2014-02-28,-4.22,,,,-0.07
107,71840,롯데하이마트,1.86973E+12,2014-02-28,1.8,,,,-9.09
108,2550,LIG손해보험,1.857E+12,2014-02-28,0.98,0.16,27.63,32.55,0.97
109,11070,LG이노텍,1.84362E+12,2014-02-28,9.46,,,,9.41
110,6360,GS건설,1.83855E+12,2014-02-28,12.13,,,,-0.7
111,5940,우리투자증권,1.83712E+12,2014-02-28,1.54,,,,-4.34
112,4370,농심,1.81871E+12,2014-02-28,10.54,,,,3.34
113,5440,현대그린푸드,1.65121E+12,2014-02-28,-6.11,,,,2.96
114,80,하이트진로,1.64814E+12,2014-02-28,12.44,,,,0.64
115,111770,영원무역,1.61515E+12,2014-02-28,-4.58,,,,5.76
116,37620,미래에셋증권,1.58981E+12,2014-02-28,8.12,7.35,23.01,-12.66,8.43
117,6280,녹십자,1.58937E+12,2014-02-28,4.21,,,,-5.15
118,3240,태광산업,1.54651E+12,2014-02-28,0.65,,,,-0.94
119,108670,LG하우시스,1.53796E+12,2014-02-28,12.46,,,,-8.16
120,9240,한샘,1.525E+12,2014-02-28,28.57,,,,10.96
121,60,메리츠화재,1.525E+12,2014-02-28,4.15,0.67,17.58,29.74,-1
122,181710,NHN엔터테인먼트,1.50589E+12,2014-02-28,29.97,,,,-2.52
123,37560,CJ헬로비전,1.39792E+12,2014-02-28,-6.72,,,,1.11
124,7310,오뚜기,1.37772E+12,2014-02-28,3.89,,,,-4.24
125,2350,넥센타이어,1.36211E+12,2014-02-28,-4.97,,,,-6.97
126,1680,대상,1.36098E+12,2014-02-28,11.1,,,,5.69
127,120110,코오롱인더,1.33984E+12,2014-02-28,6.8,,,,1.87
128,3690,코리안리,1.317E+12,2014-02-28,1.83,,,,-7.63
129,6120,SK케미칼,1.29644E+12,2014-02-28,7.8,,,,4.66
130,53210,스카이라이프,1.29598E+12,2014-02-28,-2.69,,,,-10.52
131,128940,한미약품,1.26687E+12,2014-02-28,-1.8,,,,-9.16
132,39490,키움증권,1.18013E+12,2014-02-28,0.75,,,,-0.37
133,900140,코라오홀딩스,1.15158E+12,2014-02-28,14.6,,,,-3.33
134,3620,쌍용차,1.13893E+12,2014-02-28,3.36,,,,5.3
135,3450,현대증권,1.1373E+12,2014-02-28,19.04,12.25,19.04,-25,-3.89
136,6040,동원산업,1.13508E+12,2014-02-28,13.83,,,,-2.67
137,122900,아이마켓코리아,1.13401E+12,2014-02-28,8.79,,,,0.63
138,11790,SKC,1.10456E+12,2014-02-28,-1.45,,,,1.31
139,1120,LG상사,1.09885E+12,2014-02-28,-3.9,,,,-0.53
140,79160,CJ CGV,1.08981E+12,2014-02-28,5.86,,,,0.78
141,82640,동양생명,1.08648E+12,2014-02-28,-7.34,,,,-0.5
142,4000,삼성정밀화학,1.06554E+12,2014-02-28,1.6,,,,13.68
143,2270,롯데푸드,1.0394E+12,2014-02-28,1.47,8.58,27.56,2.29,2.9
144,9970,영원무역홀딩스,1.00767E+12,2014-02-28,2.64,,,,-9.47
145,20560,아시아나항공,9.98919E+11,2014-02-28,-2.66,,,,-1.17
146,10520,현대하이스코,9.77321E+11,2014-02-28,6.59,16.61,11.51,30.66,26.49
147,5180,빙그레,9.63451E+11,2014-02-28,10.38,,,,-5.62
148,115390,락앤락,9.46E+11,2014-02-28,-24.56,-26.96,-26.81,-37.79,-6.98
149,69260,휴켐스,9.259E+11,2014-02-28,-1.31,,,,-5.74
150,97230,한진중공업,9.07679E+11,2014-02-28,1.95,,,,3.82
151,170900,동아에스티,8.8211E+11,2014-02-28,3.9,,,,-2.5
152,1430,세아베스틸,8.62484E+11,2014-02-28,2.34,,,,13.31
153,81660,휠라코리아,8.59638E+11,2014-02-28,5.62,,,,1.16
154,117930,한진해운,8.50566E+11,2014-02-28,4.68,9.28,-21.89,-38.72,-5.81
155,138040,메리츠금융지주,8.43363E+11,2014-02-28,-2.65,,,,5.58
156,69620,대웅제약,8.34233E+11,2014-02-28,-1.91,,,,-1.67
157,39130,하나투어,8.25911E+11,2014-02-28,4.4,,,,3.66
158,93050,LG패션,8.1141E+11,2014-02-28,-3.81,,,,-0.9
159,11160,두산건설,8.11223E+11,2014-02-28,-8.7,-11.04,-34.59,-44.3,20.42
160,3300,한일시멘트,8.11121E+11,2014-02-28,20.78,,,,18.61
161,71320,지역난방공사,8.04723E+11,2014-02-28,-3.87,,,,-1.58
162,8930,한미사이언스,7.91047E+11,2014-02-28,9.43,,,,-4.49
163,5250,녹십자홀딩스,7.68911E+11,2014-02-28,25.77,,,,-2.75
164,105630,한세실업,7.56E+11,2014-02-28,-1.56,,,,17.46
165,11760,현대상사,7.48048E+11,2014-02-28,5.18,,,,-3.88
166,1230,동국제강,7.44983E+11,2014-02-28,0.84,,,,3.74
167,103140,풍산,7.25829E+11,2014-02-28,0.58,,,,-0.97
168,4490,세방전지,7.224E+11,2014-02-28,-4.44,,,,-3.29
169,23590,다우기술,7.11136E+11,2014-02-28,1.6,,,,-6.31
170,7860,한일이화,7.05544E+11,2014-02-28,7.19,,,,16.48
171,185750,종근당,7.00974E+11,2014-02-28,8.44,,,,5.77
172,68870,LG생명과학,6.77999E+11,2014-02-28,0.12,-10.01,-19.65,-27.22,-7.46
173,34120,SBS,6.77171E+11,2014-02-28,-7.94,,,,0.67
174,20000,한섬,6.69936E+11,2014-02-28,-1.45,,,,-1.29
175,18670,SK가스,6.56641E+11,2014-02-28,5.26,,,,4.07
176,3410,쌍용양회,6.54772E+11,2014-02-28,17.27,38.76,60.69,9.63,6.58
177,175330,JB금융지주,6.52817E+11,2014-02-28,-1.71,,,,4.22
