순위,종목코드,종목명,시가총액,기준일,1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
101,6120,SK케미칼,1.94912E+12,2016-01-29,10.02,18.64,12.62,34.09,-0.38
102,11070,LG이노텍,1.9478E+12,2016-01-29,-16.28,-13.37,2.11,-20.87,5.95
103,14820,동원시스템즈,1.92155E+12,2016-01-29,-4.2,-5.11,-31.5,237.42,-12.03
104,8560,메리츠종금증권,1.8177E+12,2016-01-29,-10.07,-31.59,-36.24,6.4,-9.15
105,3490,대한항공,1.80278E+12,2016-01-29,-11.45,-21.17,-34.17,-44.21,3.84
106,6360,GS건설,1.7963E+12,2016-01-29,26.5,5.42,-3.62,0.8,-0.79
107,34020,두산중공업,1.78346E+12,2016-01-29,-19.43,-20.94,-17.03,-29.26,-1.79
108,2550,KB손해보험,1.782E+12,2016-01-29,1.71,11.65,10,26.11,8.59
109,138040,메리츠금융지주,1.76464E+12,2016-01-29,-0.4,-16.84,-22.08,32.37,0.4
110,47050,대우인터내셔널,1.75369E+12,2016-01-29,-8.06,-22.22,-23.57,-44.7,23.7
111,670,영풍,1.75362E+12,2016-01-29,-12.1,-25.97,-30.46,-32.63,10.71
112,12450,한화테크윈,1.7161E+12,2016-01-29,-8.76,-10.9,-9.53,40.74,21.36
113,192820,코스맥스,1.68291E+12,2016-01-29,5.06,-4.83,-10.53,73.15,-34.22
114,214320,이노션,1.67E+12,2016-01-29,19.46,31.7,46.23,,0.84
115,240,한국타이어월드와이드,1.65111E+12,2016-01-29,-0.28,-5.59,1.14,-30.93,13.24
116,150,두산,1.62935E+12,2016-01-29,-15.73,-29.07,-24.9,-27.39,-1.57
117,28670,팬오션,1.61881E+12,2016-01-29,-17.23,-26.24,-27.55,-20.43,10.82
118,204320,만도,1.59654E+12,2016-01-29,2.1,14.48,50.44,2.41,-11.76
119,3690,코리안리,1.59489E+12,2016-01-29,-4.33,-5.03,-7.99,30.54,-1.88
120,60,메리츠화재,1.58415E+12,2016-01-29,-6.56,-8,-4.47,22.54,5.35
121,10060,OCI,1.58121E+12,2016-01-29,-15.65,-20.5,-30.94,-15.54,37.71
122,226320,잇츠스킨,1.55495E+12,2016-01-29,20.68,,,,-14.33
123,11780,금호석유,1.53862E+12,2016-01-29,-4.54,-17.21,-19.33,-42.35,21.78
124,139130,DGB금융지주,1.50626E+12,2016-01-29,-10.9,-15.94,-17.5,-17.5,-6.85
125,70,삼양홀딩스,1.49875E+12,2016-01-29,12.54,9.03,-7.41,89.4,1.14
126,120110,코오롱인더,1.48706E+12,2016-01-29,-7.64,-7.21,3.32,25.56,13.51
127,49770,동원F&B,1.47419E+12,2016-01-29,-4.5,1.19,-18.03,16.29,-23.04
128,10620,현대미포조선,1.45E+12,2016-01-29,33.03,-1.76,30.4,-6.45,-12.14
129,114090,GKL,1.4134E+12,2016-01-29,-5.97,-28.82,-23.32,-43.72,14.44
130,185750,종근당,1.3502E+12,2016-01-29,61.24,124.93,75.43,153.1,-10.8
131,1740,SK네트웍스,1.35014E+12,2016-01-29,-5.56,-23.81,-24.02,-36.45,9.56
132,57050,현대홈쇼핑,1.338E+12,2016-01-29,-2.62,-8.98,-7.85,-8.98,13.9
133,71840,롯데하이마트,1.32203E+12,2016-01-29,-3.95,-4.11,-13.45,6.46,-4.82
134,1680,대상,1.30076E+12,2016-01-29,15.24,23.13,12.84,1.34,-16.8
135,170900,동아에스티,1.29539E+12,2016-01-29,7.43,30.86,12.77,82.76,-0.63
136,2270,롯데푸드,1.29412E+12,2016-01-29,5.59,3.28,0.53,54.66,-4.76
137,6650,대한유화,1.2935E+12,2016-01-29,14.7,12.11,9.04,141.8,20.6
138,3450,현대증권,1.27061E+12,2016-01-29,-17.89,-24.9,-37.12,-27.33,20.11
139,3410,쌍용양회,1.26923E+12,2016-01-29,3.66,-11.23,-13.93,14.84,13.84
140,10120,LS산전,1.2225E+12,2016-01-29,-13.11,-17.84,-21.33,-31.86,-4.05
141,64960,S&T모티브,1.21565E+12,2016-01-29,-2.88,25.22,32.29,92.91,-8.89
142,39490,키움증권,1.21328E+12,2016-01-29,-11.74,-5.67,-16.18,-9.85,8.74
143,6260,LS,1.20267E+12,2016-01-29,-10.43,-3.98,-3.74,-21.94,12.18
144,17800,현대엘리베이,1.20084E+12,2016-01-29,-19.02,-8.02,-38.37,-17.58,-5.03
145,1120,LG상사,1.19768E+12,2016-01-29,-9.78,-12.09,4.22,-8.17,7.44
146,145990,삼양사,1.16789E+12,2016-01-29,8.1,8.61,29.12,64.02,-11.89
147,7570,일양약품,1.16752E+12,2016-01-29,26.13,9.46,4.07,118.93,-17.13
148,68870,LG생명과학,1.15044E+12,2016-01-29,16.64,8.61,2.51,53.71,-12.25
149,42660,대우조선해양,1.14698E+12,2016-01-29,-18.39,-38.49,-44.44,-78.54,1.43
150,11790,SKC,1.13519E+12,2016-01-29,-8.59,-18.28,-18.17,4.22,0.81
151,39130,하나투어,1.13374E+12,2016-01-29,-13.24,-23.15,-43.58,13.89,-1.43
152,52690,한전기술,1.10838E+12,2016-01-29,-17.61,-14.07,-0.51,-32.71,-6.55
153,3240,태광산업,1.10672E+12,2016-01-29,-7.88,-12.73,-17.65,-10.45,2.11
154,2350,넥센타이어,1.10396E+12,2016-01-29,-6.15,-15.5,-17.63,-26.37,20.09
155,81660,휠라코리아,1.09801E+12,2016-01-29,3.19,-0.92,-5.73,-12.13,-3.91
156,82640,동양생명,1.09724E+12,2016-01-29,-11.3,-27.4,-28.42,-4.67,1.47
157,3000,부광약품,1.08916E+12,2016-01-29,22.42,39.7,28.19,74.11,-11.42
158,108670,LG하우시스,1.05819E+12,2016-01-29,-18.9,-32.57,-35.34,-32.95,2.97
159,16450,한세예스24홀딩스,1.046E+12,2016-01-29,6.09,23.93,-1.88,120.68,-8.41
160,25540,한국단자,1.0415E+12,2016-01-29,0.6,2.04,0,55.76,-12.8
161,64350,현대로템,1.03275E+12,2016-01-29,-18.73,-25.91,-28.74,-29.57,21.4
162,10780,아이에스동서,1.00627E+12,2016-01-29,-15.46,-24.31,-54.44,-36.05,7.32
163,20000,한섬,9.99978E+11,2016-01-29,0.25,1.5,12.15,33.55,-0.49
164,640,동아쏘시오홀딩스,9.98693E+11,2016-01-29,30.49,35.87,24.42,80.59,11.45
165,24720,한국콜마홀딩스,9.91537E+11,2016-01-29,-8.22,-8.22,-23.81,8.43,-22.47
166,73240,금호타이어,9.87457E+11,2016-01-29,-7.13,-14.27,-8.09,-36.09,24.96
167,69620,대웅제약,9.84859E+11,2016-01-29,18.55,8.01,-5.76,37.99,-11.53
168,4000,삼성정밀화학,9.7524E+11,2016-01-29,6.78,-9.57,9.88,14.89,-1.85
169,9970,영원무역홀딩스,9.44947E+11,2016-01-29,3.43,-3.62,-21.61,-23.85,3.32
170,181710,NHN엔터테인먼트,9.35208E+11,2016-01-29,-13.09,-16.14,-15.4,-36.31,14.02
171,37560,CJ헬로비전,9.29362E+11,2016-01-29,-4.76,-6.14,-24.62,8.1,-1.67
172,23590,다우기술,9.15279E+11,2016-01-29,-3.77,-20.31,-31.08,37.37,6.62
173,1430,세아베스틸,9.07312E+11,2016-01-29,-12.15,-13.65,-21.43,-22.51,7.51
174,3620,쌍용차,8.97419E+11,2016-01-29,-16.48,-21.11,-27.97,-24.66,20.34
175,20560,아시아나항공,8.90638E+11,2016-01-29,-2.46,-7.97,-27.77,-46.8,-2.52
176,2020,코오롱,8.90115E+11,2016-01-29,-5.63,10.48,15.49,218.1,-15.18
177,6040,동원산업,8.81158E+11,2016-01-29,1.36,-15.07,-27.92,-18.51,4.96
178,42670,두산인프라코어,8.71312E+11,2016-01-29,-13.32,-34.19,-45.25,-59.03,-2.62
179,8000,도레이케미칼,8.67004E+11,2016-01-29,-2.35,-5.56,-22.41,33.57,0.27
180,5740,크라운제과,8.66432E+11,2016-01-29,14.18,0.17,-24.42,170.36,-20.41
181,33920,무학,8.55645E+11,2016-01-29,-20.91,-36.99,-43.03,-14.94,13.14
182,180640,한진칼,8.23263E+11,2016-01-29,-18.75,-29.73,-46.58,-52,-5.77
183,175330,JB금융지주,8.02067E+11,2016-01-29,-7.03,-13.42,-18.74,-11.95,3.49
184,89590,제주항공,7.95337E+11,2016-01-29,-21.28,,,,8.47
185,34310,NICE,7.89846E+11,2016-01-29,-4.14,-17.26,-4.14,17.46,2.4
186,122900,아이마켓코리아,7.88956E+11,2016-01-29,-13.58,-24.96,-24.31,-19.74,-10.25
187,1060,JW중외제약,7.75947E+11,2016-01-29,12.66,21.01,38.13,212.55,-17.03
188,19680,대교,7.71643E+11,2016-01-29,3.52,-0.65,-4.51,32.61,7.03
189,93050,LF,7.58778E+11,2016-01-29,-3.17,-18.27,-23.45,-15.33,-3.47
190,72710,농심홀딩스,7.58279E+11,2016-01-29,6.86,8.28,26.74,54.98,-11.31
191,3300,한일시멘트,7.43213E+11,2016-01-29,-7.95,-16.53,-22.44,-39.2,-8.33
192,3090,대웅,7.41892E+11,2016-01-29,12.53,0,-25.55,42.1,-9.09
193,17810,풀무원,7.38964E+11,2016-01-29,6.3,4.58,-22.24,48.09,-2.32
194,117930,한진해운,7.3581E+11,2016-01-29,-16.9,-41.18,-42.42,-48.63,-5.5
195,230,일동제약,7.15693E+11,2016-01-29,12.63,9.81,-13.88,71.46,-12.78
196,53210,스카이라이프,7.14938E+11,2016-01-29,-13.33,-21.52,-35.42,-9.12,-1.34
197,115390,락앤락,7.0675E+11,2016-01-29,5.32,5.75,-11.69,22.97,-2.72
198,44820,코스맥스비티아이,7.04928E+11,2016-01-29,7.94,1.38,-20.39,57.85,-28.34
199,5180,빙그레,7.03379E+11,2016-01-29,3.48,3.33,-14.08,-2.99,-2.24
200,210980,에스케이디앤디,7.01127E+11,2016-01-29,3.5,-1.51,-20.61,,-2.3
1,5930,삼성전자,1.70892E+14,2016-02-29,2.43,-11.23,8.97,-13.19,9.51
2,15760,한국전력,3.76833E+13,2016-02-29,11.6,17.99,19.31,31.32,1.87
3,5380,현대차,3.24908E+13,2016-02-29,10.9,-2.32,2.43,-8.1,5.08
4,28260,삼성물산,2.93071E+13,2016-02-29,3.69,1.64,-6.65,-4.63,-6.15
5,12330,현대모비스,2.42386E+13,2016-02-29,-3.68,-1.19,23.57,-0.2,0.4
6,32830,삼성생명,2.24E+13,2016-02-29,1.82,5.66,13.13,12.45,2.23
7,660,SK하이닉스,2.18401E+13,2016-02-29,9.89,-6.25,-18.7,-35.62,-3.67
8,90430,아모레퍼시픽,2.14835E+13,2016-02-29,-9.37,-10.91,-3.03,28.69,5.03
9,51910,LG화학,1.98813E+13,2016-02-29,1.52,-6.54,24.74,30.43,7.83
10,35420,NAVER,1.88547E+13,2016-02-29,-8.92,-9.49,17.21,-13.46,11.89
11,17670,SK텔레콤,1.88541E+13,2016-02-29,11.72,-1.48,-3.91,-18.5,-9.42
12,270,기아차,1.86873E+13,2016-02-29,2.1,-14.15,-3.15,1.32,8.46
13,55550,신한지주,1.79959E+13,2016-02-29,-1.68,-9.21,-5.6,-13.16,8.7
14,34730,SK,1.74494E+13,2016-02-29,5.08,-10.14,-5.34,14.29,-7.46
15,5490,POSCO,1.73066E+13,2016-02-29,11.2,16.08,6.15,-25.79,8.31
16,33780,KT&G,1.46217E+13,2016-02-29,2.9,0.47,-1.39,33.13,3.29
17,810,삼성화재,1.43546E+13,2016-02-29,1.68,-3.81,13.7,18.82,-1.98
18,18260,삼성에스디에스,1.43536E+13,2016-02-29,-16.25,-29.87,-27.82,-35.92,-6.74
19,51900,LG생활건강,1.35566E+13,2016-02-29,-12.41,-15.4,6.24,29.55,9.22
20,96770,SK이노베이션,1.34075E+13,2016-02-29,10.69,9.85,44.28,40.1,14.48
21,3550,LG,1.23896E+13,2016-02-29,-2.58,-5.65,23.58,12.89,-5.43
22,105560,KB금융,1.14746E+13,2016-02-29,-2.78,-17.15,-17.61,-23.85,8.92
23,2790,아모레G,1.12904E+13,2016-02-29,-4.71,-8.71,-19.83,5.91,3.18
24,11170,롯데케미칼,1.0951E+13,2016-02-29,16.18,29.35,29.09,67.72,8.45
25,66570,LG전자,1.06207E+13,2016-02-29,12.09,18.43,47.17,5.02,-4.78
26,10950,S-Oil,8.89404E+12,2016-02-29,1.02,2.86,29.51,21.91,20.89
27,35250,강원랜드,8.82505E+12,2016-02-29,0.12,7.98,-0.24,21.32,3.64
28,34220,LG디스플레이,8.76648E+12,2016-02-29,11.87,-4.67,8.17,-27.94,4.9
29,8930,한미사이언스,8.59782E+12,2016-02-29,-5.75,-3.62,1.27,889.29,6.1
30,10130,고려아연,8.42546E+12,2016-02-29,2.41,-2.62,-11.93,9.04,9.07
31,23530,롯데쇼핑,7.87272E+12,2016-02-29,5.49,5.26,-6.89,0,3.8
32,9540,현대중공업,7.828E+12,2016-02-29,11.96,10.52,13.44,-14.17,4.37
33,30200,KT,7.54613E+12,2016-02-29,6.06,-3.02,-0.69,-5.56,2.42
34,21240,코웨이,7.51967E+12,2016-02-29,0,13.64,11.3,13.11,-1.85
35,4020,현대제철,7.41959E+12,2016-02-29,13.82,8.59,4.71,-17.01,1.44
36,86280,현대글로비스,7.21875E+12,2016-02-29,-5.64,-0.26,13.91,-19.29,0.26
37,1040,CJ,6.93383E+12,2016-02-29,-19.05,-8.46,-18.49,37.18,-14.92
38,47810,한국항공우주,6.90124E+12,2016-02-29,0,-16.11,-24.76,40.48,-5.23
39,6400,삼성SDI,6.86958E+12,2016-02-29,6.85,-19.44,19.64,-26.81,0.6
40,128940,한미약품,6.81413E+12,2016-02-29,-6.85,-19.47,59.14,518.81,11.03
41,161390,한국타이어,6.61493E+12,2016-02-29,14.59,14.47,42.78,11.25,5.43
42,24110,기업은행,6.48208E+12,2016-02-29,1.3,-14.96,-12.41,-13.7,4.72
43,86790,하나금융지주,6.17166E+12,2016-02-29,-2.57,-19.03,-23.49,-30.73,17.51
44,9240,한샘,6.00115E+12,2016-02-29,-6.25,6.92,-19.05,44.48,-9.02
45,30,우리은행,5.88796E+12,2016-02-29,-1.02,-10.39,-3.76,-8.12,9.18
46,1800,오리온,5.48008E+12,2016-02-29,-10.97,-20.12,-1.08,-4.87,-0.22
47,88350,한화생명,5.3154E+12,2016-02-29,-11.69,-21.24,-22.82,-21.64,9.48
48,18880,한온시스템,5.30597E+12,2016-02-29,-5.34,6.88,33.07,15.98,-7.14
49,36570,엔씨소프트,5.26297E+12,2016-02-29,2.35,7.14,9.84,34.45,0.21
50,78930,GS,4.92452E+12,2016-02-29,5.16,2.32,14.22,19.77,8.3
51,139480,이마트,4.90614E+12,2016-02-29,7.32,-18.89,-23.81,-17.95,1.14
52,5830,동부화재,4.779E+12,2016-02-29,-0.74,5.63,24.08,27.36,10.67
53,97950,CJ제일제당,4.76327E+12,2016-02-29,-12.03,0.28,-9.16,1.26,-2.62
54,32640,LG유플러스,4.64991E+12,2016-02-29,10.02,0.47,-3.62,-10.13,2.82
55,2380,KCC,4.50235E+12,2016-02-29,-2.51,-7.78,10.92,-27.83,-3.99
56,120,CJ대한통운,4.45981E+12,2016-02-29,-11.14,1.3,13.33,8.01,-2.81
57,4800,효성,4.38968E+12,2016-02-29,15.74,4.17,-3.47,70.76,15.6
58,720,현대건설,4.23152E+12,2016-02-29,3.54,14.98,15.68,-23.08,7.24
59,29780,삼성카드,4.13616E+12,2016-02-29,-6.18,13.88,-1.65,-4.8,5.04
60,9150,삼성전기,4.0484E+12,2016-02-29,-1.81,-23.12,-7.98,-21.34,3.32
61,27410,BGF리테일,4.02577E+12,2016-02-29,-24.42,-6.88,-20.73,80.95,2.46
62,7310,오뚜기,3.94224E+12,2016-02-29,-18.95,8.01,6.21,92.28,-19.28
63,7070,GS리테일,3.927E+12,2016-02-29,-22.14,-7.27,-22.49,82.14,-6.37
64,9830,한화케미칼,3.87845E+12,2016-02-29,-8.06,-6.81,28.76,69.86,-1.04
65,36460,한국가스공사,3.54482E+12,2016-02-29,2.81,-1.16,-3.88,-9.43,1.3
66,12750,에스원,3.48832E+12,2016-02-29,-10,-3.06,-2.34,14.75,-1.96
67,4990,롯데제과,3.40852E+12,2016-02-29,-0.83,20.26,27.42,31.83,8.09
68,51600,한전KPS,3.204E+12,2016-02-29,-28.44,-31.87,-46.06,-22.78,-8.01
69,69960,현대백화점,3.17103E+12,2016-02-29,5.86,5.86,-8.45,1.12,5.17
70,16360,삼성증권,2.98479E+12,2016-02-29,3.86,-14.27,-16.56,-18.14,5.25
71,11210,현대위아,2.97786E+12,2016-02-29,4.29,-9.88,6.31,-22.06,-2.28
72,12630,현대산업,2.97014E+12,2016-02-29,-12.45,-6.64,-34.33,-21.2,20.31
73,100,유한양행,2.88293E+12,2016-02-29,-22.37,-6.68,1.17,51.18,6.19
74,88980,맥쿼리인프라,2.80746E+12,2016-02-29,3.66,6.41,6.41,14.16,-1.19
75,138930,BNK금융지주,2.8063E+12,2016-02-29,-4.23,-9.97,-36.24,-39.87,10.22
76,210,대림산업,2.79792E+12,2016-02-29,3.08,10.44,18.24,24.08,11.57
77,5940,NH투자증권,2.75218E+12,2016-02-29,2.95,-5.05,-2.69,-20.49,3.27
78,1450,현대해상,2.74905E+12,2016-02-29,-4.95,-11.64,7.71,12.84,9.59
79,6800,대우증권,2.61034E+12,2016-02-29,2.05,-25.33,-38.06,-24.99,5.26
80,5300,롯데칠성,2.5672E+12,2016-02-29,-4.82,-8.83,-3.62,17.7,-10.8
81,880,한화,2.5411E+12,2016-02-29,-7,-9.6,-22.87,10.78,6.49
82,79550,LIG넥스원,2.541E+12,2016-02-29,-9.06,-1.7,,,-6.06
83,8770,호텔신라,2.48833E+12,2016-02-29,-2.61,-31.68,-49.68,-35.96,5.99
84,4370,농심,2.46955E+12,2016-02-29,-13.34,-0.85,13.41,60.16,1.72
85,79160,CJ CGV,2.46529E+12,2016-02-29,-13.06,-3.32,0.43,81.18,-12.02
86,10140,삼성중공업,2.42419E+12,2016-02-29,0.48,-11.39,-6.25,-46.7,9.05
87,105630,한세실업,2.328E+12,2016-02-29,-2.84,3.01,-3.96,42.12,0.69
88,1440,대한전선,2.31589E+12,2016-02-29,-11.14,-8.02,-8.02,-8.02,44.06
89,71050,한국금융지주,2.31541E+12,2016-02-29,-10.45,-24.18,-40.73,-23.9,7.46
90,192400,쿠쿠전자,2.29889E+12,2016-02-29,-1.68,-4.48,-15.04,21.82,-13.65
91,37620,미래에셋증권,2.25715E+12,2016-02-29,4.77,-3.42,-25.94,-38.63,16.96
92,111770,영원무역,2.25102E+12,2016-02-29,-0.39,11.16,-18.72,0.59,-3.64
93,47040,대우건설,2.22774E+12,2016-02-29,-3.25,-16.9,-16.12,-32.24,19.78
94,10060,OCI,2.17745E+12,2016-02-29,37.71,20.13,11.48,-6.84,4.05
95,47050,대우인터내셔널,2.16934E+12,2016-02-29,23.7,-2.56,-11.81,-34.31,13.12
96,5610,삼립식품,2.16588E+12,2016-02-29,-21.68,-9.71,-31.7,18.12,-12.15
97,6280,녹십자,2.13279E+12,2016-02-29,-14.72,-8.29,-9.2,30.82,-1.37
98,4170,신세계,2.0921E+12,2016-02-29,0,-15.51,-14.14,23.19,-2.35
99,12450,한화테크윈,2.0827E+12,2016-02-29,21.36,8.74,22.5,57.43,-5.87
100,80,하이트진로,2.06543E+12,2016-02-29,-1.01,22.45,33.26,28.88,3.57
101,11070,LG이노텍,2.06377E+12,2016-02-29,5.95,-12.63,-2.02,-16.95,-9.52
102,30000,제일기획,1.94995E+12,2016-02-29,-25,-18.71,-4.51,-18.9,2.36
103,5250,녹십자홀딩스,1.94697E+12,2016-02-29,-13.75,-5.69,-3.61,88.18,-13.29
104,6120,SK케미칼,1.94183E+12,2016-02-29,-0.38,9.9,18.35,34.9,2.5
105,670,영풍,1.94151E+12,2016-02-29,10.71,-6.56,-18.92,-21.52,-0.85
106,2550,KB손해보험,1.935E+12,2016-02-29,8.59,14.36,31.9,34.38,3.72
107,5440,현대그린푸드,1.92966E+12,2016-02-29,-12.61,-21.93,-29.46,6.19,-0.76
108,11780,금호석유,1.87376E+12,2016-02-29,21.78,0.33,6.59,-28.65,-4.88
109,3490,대한항공,1.87198E+12,2016-02-29,3.84,-8.7,-21.77,-48.8,18.67
110,240,한국타이어월드와이드,1.86971E+12,2016-02-29,13.24,7.2,18.93,-15.19,12.69
111,28050,삼성엔지니어링,1.86592E+12,2016-02-29,-24.74,-0.83,-41.15,-63.64,15.55
112,28670,팬오션,1.79396E+12,2016-02-29,10.82,-7.02,-28.54,-37.92,10.95
113,6360,GS건설,1.7821E+12,2016-02-29,-0.79,10.82,1.62,-17.16,10.16
114,138040,메리츠금융지주,1.77178E+12,2016-02-29,0.4,-8.49,-20.77,5.08,-0.4
115,34020,두산중공업,1.75161E+12,2016-02-29,-1.79,-30.96,-11.05,-43.2,29.09
116,161890,한국콜마,1.69856E+12,2016-02-29,-20.69,-10.85,-22.22,31.11,2.61
117,14820,동원시스템즈,1.69038E+12,2016-02-29,-12.03,-15.22,-29.8,153.43,6.27
118,120110,코오롱인더,1.68804E+12,2016-02-29,13.51,5,27.76,32.81,8.33
119,214320,이노션,1.684E+12,2016-02-29,0.84,20.46,44.43,,-2.85
120,60,메리츠화재,1.66892E+12,2016-02-29,5.35,3.28,-1.87,20.23,3.81
121,8560,메리츠종금증권,1.65132E+12,2016-02-29,-9.15,-26.27,-35.19,-20.64,8.12
122,114090,GKL,1.61753E+12,2016-02-29,14.44,8.28,-14.12,-24.75,-9.75
123,150,두산,1.60382E+12,2016-02-29,-1.57,-29.86,-24.22,-36.9,12.6
124,3690,코리안리,1.5648E+12,2016-02-29,-1.88,-3.7,-6.82,25,7.69
125,6650,대한유화,1.56E+12,2016-02-29,20.6,40.76,64.95,155.32,8.75
126,3450,현대증권,1.52615E+12,2016-02-29,20.11,-3.15,-14.11,-16.23,6.82
127,57050,현대홈쇼핑,1.524E+12,2016-02-29,13.9,12.89,0,-5.22,1.57
128,70,삼양홀딩스,1.51588E+12,2016-02-29,1.14,7.27,-1.94,95.8,-10.73
129,1740,SK네트웍스,1.4792E+12,2016-02-29,9.56,-1.65,-9.7,-36.93,8.72
130,3410,쌍용양회,1.44468E+12,2016-02-29,13.84,21.32,1.6,30.33,-1.81
131,204320,만도,1.40871E+12,2016-02-29,-11.76,-5.66,32.74,-3.85,6.33
132,139130,DGB금융지주,1.40314E+12,2016-02-29,-6.85,-19.81,-20.57,-28.45,10.6
133,6260,LS,1.34918E+12,2016-02-29,12.18,13.24,39.2,-18.64,9.31
134,226320,잇츠스킨,1.33219E+12,2016-02-29,-14.33,,,,11.8
135,2350,넥센타이어,1.32572E+12,2016-02-29,20.09,7.84,-5.82,-10.42,7.27
136,39490,키움증권,1.31935E+12,2016-02-29,8.74,-1,0.34,-4.94,10.22
137,170900,동아에스티,1.31655E+12,2016-02-29,-0.63,7.12,32.77,67.55,-2.85
138,1120,LG상사,1.28683E+12,2016-02-29,7.44,-10.03,26,-10.51,3.46
139,10620,현대미포조선,1.274E+12,2016-02-29,-12.14,-1.39,23.93,-17.17,3.3
140,71840,롯데하이마트,1.25829E+12,2016-02-29,-4.82,-8.1,-19.12,-5.66,-3
141,64350,현대로템,1.25375E+12,2016-02-29,21.4,-10.33,-13.24,-18.06,10.17
142,73240,금호타이어,1.23393E+12,2016-02-29,24.96,15.7,23.97,-18.39,9.09
143,2270,롯데푸드,1.23249E+12,2016-02-29,-4.76,0,-17.66,41.51,-5.56
144,185750,종근당,1.20436E+12,2016-02-29,-10.8,46.79,73.68,119.19,8.2
145,10120,LS산전,1.173E+12,2016-02-29,-4.05,-14.16,-10.42,-36.73,23.66
146,42660,대우조선해양,1.16338E+12,2016-02-29,1.43,-35.14,-32.78,-78.99,23.85
147,11790,SKC,1.14439E+12,2016-02-29,0.81,-13.25,-17.72,-8.12,-0.32
148,17800,현대엘리베이,1.14049E+12,2016-02-29,-5.03,-21.66,-29.53,-29.7,15.77
149,640,동아쏘시오홀딩스,1.13915E+12,2016-02-29,11.45,42.39,47.22,98.75,-13
150,49770,동원F&B,1.13458E+12,2016-02-29,-23.04,-19.34,-34.37,-23.04,14.97
151,3240,태광산업,1.1301E+12,2016-02-29,2.11,-9.54,-14.92,-12.88,-8.77
152,39130,하나투어,1.11748E+12,2016-02-29,-1.43,-16.35,-39.31,-1.43,-5.82
153,82640,동양생명,1.11337E+12,2016-02-29,1.47,-21.59,-30.07,-13.03,13.04
154,64960,S&T모티브,1.10762E+12,2016-02-29,-8.89,2.94,19.04,58.23,-4.68
155,192820,코스맥스,1.10694E+12,2016-02-29,-34.22,-34.57,-43.19,-5.02,0
156,108670,LG하우시스,1.08957E+12,2016-02-29,2.97,-29.36,-25.46,-37.37,13.99
157,1680,대상,1.08224E+12,2016-02-29,-16.8,-7.64,0.16,-15.8,-4.61
158,3620,쌍용차,1.07992E+12,2016-02-29,20.34,1.42,-7.41,-21.3,6.48
159,10780,아이에스동서,1.0799E+12,2016-02-29,7.32,-14.01,-37.34,-38.32,11.11
160,181710,NHN엔터테인먼트,1.06629E+12,2016-02-29,14.02,-7.16,-1.63,-23.46,-1.28
161,81660,휠라코리아,1.05504E+12,2016-02-29,-3.91,-3.62,-12.39,0.32,0.64
162,52690,한전기술,1.03576E+12,2016-02-29,-6.55,-23.66,5.45,-43.54,14.39
163,145990,삼양사,1.02898E+12,2016-02-29,-11.89,-1.96,9.65,51.29,-7.1
164,68870,LG생명과학,1.00954E+12,2016-02-29,-12.25,-8.97,2.53,36.55,10.18
165,20000,한섬,9.95052E+11,2016-02-29,-0.49,7.02,4.26,29.28,0
166,9970,영원무역홀딩스,9.76308E+11,2016-02-29,3.32,9.31,-12.47,-18.91,-1.26
167,23590,다우기술,9.75849E+11,2016-02-29,6.62,-9.19,-29.38,43.56,-0.69
168,1430,세아베스틸,9.7545E+11,2016-02-29,7.51,-5.06,-15.26,-21.61,1.1
169,33920,무학,9.68045E+11,2016-02-29,13.14,-20.43,-31.37,-20.97,3.48
170,7570,일양약품,9.67536E+11,2016-02-29,-17.13,-8.63,6.95,72.21,-0.2
171,3000,부광약품,9.64734E+11,2016-02-29,-11.42,20.39,25,30.53,0.52
172,16450,한세예스24홀딩스,9.58E+11,2016-02-29,-8.41,-4.39,-17.13,87.11,0
173,4000,삼성정밀화학,9.5718E+11,2016-02-29,-1.85,0.68,3.49,2.91,7.41
174,6040,동원산업,9.2488E+11,2016-02-29,4.96,-0.72,-20.52,-16.03,1.64
175,37560,CJ헬로비전,9.13873E+11,2016-02-29,-1.67,-11.94,-18.31,-9.45,4.24
176,25540,한국단자,9.08188E+11,2016-02-29,-12.8,-9.64,-13.66,39.52,9.06
177,69620,대웅제약,8.7131E+11,2016-02-29,-11.53,-4.45,-4.69,29.21,16.22
178,8000,도레이케미칼,8.69322E+11,2016-02-29,0.27,-5.06,-17.22,33.93,2.93
179,20560,아시아나항공,8.68201E+11,2016-02-29,-2.52,-1.11,-11.71,-49.09,8.99
180,89590,제주항공,8.62695E+11,2016-02-29,8.47,-18.28,,,9.01
181,42670,두산인프라코어,8.48492E+11,2016-02-29,-2.62,-42.96,-38.04,-68.3,58.94
182,175330,JB금융지주,8.30047E+11,2016-02-29,3.49,-5.65,-16.82,-21.7,7.68
183,19680,대교,8.25853E+11,2016-02-29,7.03,16.21,0.1,42.13,8.21
184,34310,NICE,8.08787E+11,2016-02-29,2.4,-11.59,-13.91,9.77,-9.37
185,103140,풍산,7.83279E+11,2016-02-29,15.5,5.27,13.39,8.97,4.29
186,71320,지역난방공사,7.78092E+11,2016-02-29,13.13,10.89,8.04,20.86,3.87
187,180640,한진칼,7.75767E+11,2016-02-29,-5.77,-24.61,-39.75,-53.03,47.62
