종목코드,종목명,시장구분,시가총액(억)
434190,탈로스,KONEX,309
322970,무진메디,KONEX,308
006570,대림통상,KOSPI,306
237750,피앤씨테크,KOSDAQ,305
196700,웹스,KOSDAQ,304
33626L,두산퓨얼셀2우B,KOSPI,304
208640,썸에이지,KOSDAQ,303
328380,솔트웨어,KOSDAQ,303
016100,리더스코스메틱,KOSDAQ,302
246250,에스엘에스바이오,KOSDAQ,302
065770,CS,KOSDAQ,300
405000,플라즈맵,KOSDAQ,299
039310,세중,KOSDAQ,299
080470,성창오토텍,KOSDAQ,299
030720,동원수산,KOSPI,299
083640,인콘,KOSDAQ,299
368600,아이씨에이치,KOSDAQ,299
044780,에이치케이,KOSDAQ,297
069640,한세엠케이,KOSPI,297
222980,한국맥널티,KOSDAQ,296
034940,조아제약,KOSDAQ,295
139670,키네마스터,KOSDAQ,295
318010,팜스빌,KOSDAQ,294
091970,나노캠텍,KOSDAQ,294
031510,오스템,KOSDAQ,293
123750,알톤,KOSDAQ,292
076080,웰크론한텍,KOSDAQ,292
900110,이스트아시아홀딩스,KOSDAQ,292
060380,동양에스텍,KOSDAQ,291
372800,아이티아이즈,KOSDAQ,291
044380,주연테크,KOSPI,289
179720,머니무브,KONEX,288
042040,케이피엠테크,KOSDAQ,286
103230,에스앤더블류,KOSDAQ,286
085810,알티캐스트,KOSDAQ,286
008775,호텔신라우,KOSPI,285
279600,미디어젠,KOSDAQ,285
032080,아즈텍WB,KOSDAQ,284
457600,벡트,KOSDAQ,284
224060,더코디,KOSDAQ,284
193250,링크드,KOSDAQ,284
002355,넥센타이어1우B,KOSPI,283
417180,핑거스토리,KOSDAQ,283
016920,카스,KOSDAQ,282
052300,오션인더블유,KOSDAQ,282
188040,바이오포트,KOSDAQ,282
037400,우리엔터프라이즈,KOSDAQ,282
373110,엑셀세라퓨틱스,KOSDAQ,282
036480,대성미생물,KOSDAQ,281
406820,뷰티스킨,KOSDAQ,280
198940,한주라이트메탈,KOSDAQ,280
362990,드림인사이트,KOSDAQ,278
418620,E8,KOSDAQ,277
216400,인바이츠바이오코아,KONEX,277
007770,한일화학,KOSDAQ,276
208350,지란지교시큐리티,KOSDAQ,276
101400,엔시트론,KOSDAQ,276
060900,에이전트AI,KOSDAQ,275
131180,딜리,KOSDAQ,275
227610,아우딘퓨쳐스,KOSDAQ,274
070590,인티큐브,KOSDAQ,272
004270,남성,KOSPI,272
043220,티에스넥스젠,KOSDAQ,272
032680,소프트센,KOSDAQ,271
023770,플레이위드,KOSDAQ,270
311060,엘에이티,KONEX,270
093380,풍강,KOSDAQ,270
197140,디지캡,KOSDAQ,270
012170,아센디오,KOSPI,269
060230,제이케이시냅스,KOSDAQ,269
900270,헝셩그룹,KOSDAQ,269
267790,배럴,KOSDAQ,269
464680,KB제27호스팩,KOSDAQ,268
217620,선샤인푸드,KOSDAQ,268
377030,비트맥스,KOSDAQ,267
233990,질경이,KONEX,267
331520,밸로프,KOSDAQ,266
079650,서산,KOSDAQ,265
005110,한창,KOSPI,264
021040,대호특수강,KOSDAQ,262
067010,이씨에스,KOSDAQ,262
143210,핸즈코퍼레이션,KOSPI,262
226340,본느,KOSDAQ,261
083470,이엠앤아이,KOSDAQ,261
003495,대한항공우,KOSPI,261
101680,한국정밀기계,KOSDAQ,259
002210,동성제약,KOSPI,259
078860,스테이지원엔터,KOSDAQ,258
059180,엔더블유시,KONEX,258
403360,라피치,KONEX,258
352940,인바이오,KOSDAQ,258
054940,엑사이엔씨,KOSDAQ,257
355690,에이텀,KOSDAQ,257
115570,스타플렉스,KOSDAQ,256
092600,앤씨앤,KOSDAQ,255
011090,에넥스,KOSPI,254
353190,휴럼,KOSDAQ,252
115530,씨엔플러스,KOSDAQ,250
206950,볼빅,KONEX,249
348030,모비릭스,KOSDAQ,247
130740,티피씨글로벌,KOSDAQ,246
308100,형지글로벌,KOSDAQ,245
240600,유진테크놀로지,KOSDAQ,245
154030,아시아종묘,KOSDAQ,244
207490,에이펙스인텍,KONEX,244
225590,패션플랫폼,KOSDAQ,244
025890,한국주강,KOSPI,243
139050,BF랩스,KOSDAQ,242
238200,비피도,KOSDAQ,240
415380,스튜디오삼익,KOSDAQ,239
365900,브이씨,KOSDAQ,239
113810,디젠스,KOSDAQ,238
291810,핀텔,KOSDAQ,238
336040,타스컴,KONEX,237
043360,디지아이,KOSDAQ,235
032280,삼일,KOSDAQ,234
278990,EMB,KONEX,233
002680,한탑,KOSDAQ,233
009310,참엔지니어링,KOSPI,233
001420,태원물산,KOSPI,232
00499K,롯데지주우,KOSPI,231
065150,대산F&B,KOSDAQ,231
001685,대상우,KOSPI,230
084440,유비온,KOSDAQ,229
017250,인터엠,KOSDAQ,228
389680,유디엠텍,KOSDAQ,228
045520,크린앤사이언스,KOSDAQ,225
001515,SK증권우,KOSPI,225
076340,지에이이노더스,KONEX,224
289010,아이스크림에듀,KOSDAQ,223
247660,나노씨엠에스,KOSDAQ,223
403810,아이엘로보틱스,KONEX,222
192390,윈하이텍,KOSDAQ,221
050760,에스폴리텍,KOSDAQ,219
048830,엔피케이,KOSDAQ,219
053060,세동,KOSDAQ,218
080720,한국유니온제약,KOSDAQ,215
215480,토박스코리아,KOSDAQ,215
110020,전진바이오팜,KOSDAQ,214
230980,비유테크놀러지,KOSDAQ,213
018620,우진비앤지,KOSDAQ,213
098660,에스티오,KOSDAQ,213
275630,에스에스알,KOSDAQ,212
322780,코퍼스코리아,KOSDAQ,212
177350,베셀,KOSDAQ,212
154040,다산솔루에타,KOSDAQ,212
121890,에스디시스템,KOSDAQ,212
054410,케이피티유,KOSDAQ,211
065420,에스아이리소스,KOSDAQ,211
137940,넥스트아이,KOSDAQ,209
134060,이퓨쳐,KOSDAQ,208
317860,노드메이슨,KONEX,207
019685,대교우B,KOSPI,206
001770,SHD,KOSPI,205
084180,수성웹툰,KOSDAQ,205
199730,바이오인프라,KOSDAQ,204
014100,메디앙스,KOSDAQ,204
096870,엘디티,KOSDAQ,203
005257,녹십자홀딩스2우,KOSPI,203
060480,국일신동,KOSDAQ,200
071950,코아스,KOSPI,199
088290,이원컴포텍,KOSDAQ,199
015020,이스타코,KOSPI,198
341170,퓨쳐메디신,KONEX,197
065690,파커스,KOSDAQ,197
018700,바른손,KOSDAQ,197
060260,뉴보텍,KOSDAQ,193
344860,이노진,KOSDAQ,192
214610,롤링스톤,KOSDAQ,191
191600,블루탑,KONEX,191
254160,제이엠멀티,KONEX,190
067770,세진티에스,KOSDAQ,190
419540,비스토스,KOSDAQ,189
020400,대동금속,KOSDAQ,188
45226K,한화갤러리아우,KOSPI,188
051780,큐로홀딩스,KOSDAQ,187
222670,플럼라인생명과학,KONEX,186
011080,형지I&C,KOSDAQ,186
043590,웰킵스하이텍,KOSDAQ,185
18064K,한진칼우,KOSPI,184
035290,골드앤에스,KOSDAQ,183
032980,바이온,KOSDAQ,183
025870,신라에스지,KOSDAQ,182
331660,한국미라클피플사,KONEX,180
035620,바른손이앤에이,KOSDAQ,180
361670,삼영에스앤씨,KOSDAQ,180
086220,광동헬스바이오,KONEX,177
217880,틸론,KONEX,176
008600,윌비스,KOSPI,176
009440,KC그린홀딩스,KOSPI,175
476710,타조이엔터테인먼트,KONEX,174
052960,태양3C,KONEX,173
028080,휴맥스홀딩스,KOSDAQ,171
069330,유아이디,KOSDAQ,171
008290,원풍물산,KOSDAQ,170
250930,예선테크,KOSDAQ,169
276730,한울앤제주,KOSDAQ,169
079950,인베니아,KOSDAQ,168
241820,피씨엘,KOSDAQ,168
008500,일정실업,KOSPI,168
482680,미래에셋비전스팩7호,KOSDAQ,167
477380,미래에셋비전스팩4호,KOSDAQ,166
368970,오에스피,KOSDAQ,166
108675,LX하우시스우,KOSPI,165
176590,코나솔,KONEX,163
005725,넥센우,KOSPI,162
001795,대한제당우,KOSPI,162
012340,뉴인텍,KOSDAQ,162
073190,듀오백,KOSDAQ,161
083660,CSA 코스믹,KOSDAQ,161
069920,엑시온그룹,KOSDAQ,160
009620,삼보산업,KOSDAQ,160
002070,비비안,KOSPI,160
001755,한양증권우,KOSPI,159
204210,스타에스엠리츠,KOSPI,159
106520,노블엠앤비,KOSDAQ,159
026910,광진실업,KOSDAQ,158
0072Z0,KB제33호스팩,KOSDAQ,158
000087,하이트진로2우B,KOSPI,158
032800,판타지오,KOSDAQ,157
0101C0,하나36호스팩,KOSDAQ,155
0130H0,엔에이치스팩33호,KOSDAQ,155
050090,비케이홀딩스,KOSDAQ,155
0044K0,삼성스팩10호,KOSDAQ,153
477340,에이치엠씨제7호스팩,KOSDAQ,152
469880,하나30호스팩,KOSDAQ,151
030350,드래곤플라이,KOSDAQ,151
233250,메디안디노스틱,KONEX,150
368030,창대정밀,KONEX,150
0115H0,삼성스팩13호,KOSDAQ,149
004105,태양금속우,KOSPI,148
227100,프로브잇,KOSDAQ,147
900120,씨엑스아이,KOSDAQ,147
121850,코이즈,KOSDAQ,147
208850,이비테크,KONEX,146
473050,유안타제15호스팩,KOSDAQ,144
225430,케이엠제약,KOSDAQ,144
217320,썬테크,KONEX,142
379390,이성씨엔아이,KONEX,142
478440,미래에셋비전스팩6호,KOSDAQ,142
188260,세니젠,KOSDAQ,141
479880,한국제15호스팩,KOSDAQ,140
0099W0,미래에셋비전스팩11호,KOSDAQ,140
351020,미쥬,KONEX,140
140910,에이리츠,KOSPI,139
065060,지엔코,KOSDAQ,136
302920,더콘텐츠온,KONEX,136
084695,대상홀딩스우,KOSPI,136
352770,셀레스트라,KOSDAQ,136
33637L,솔루스첨단소재2우B,KOSPI,135
489480,키움제11호스팩,KOSDAQ,134
152550,한국ANKOR유전,KOSPI,134
244460,올리패스,KOSDAQ,134
149010,아이케이세미콘,KONEX,133
481890,엔에이치스팩31호,KOSDAQ,133
0096B0,삼성스팩12호,KOSDAQ,132
00806K,대덕1우,KOSPI,132
031860,디에이치엑스컴퍼니,KOSDAQ,131
489730,디비금융제13호스팩,KOSDAQ,131
0097F0,미래에셋비전스팩10호,KOSDAQ,130
477760,DB금융스팩12호,KOSDAQ,130
058450,한주에이알티,KOSDAQ,129
0099X0,IBKS제25호스팩,KOSDAQ,129
0093G0,미래에셋비전스팩8호,KOSDAQ,128
478390,KB제29호스팩,KOSDAQ,128
0037T0,KB제32호스팩,KOSDAQ,128
0054V0,엔에이치스팩32호,KOSDAQ,128
492220,KB제31호스팩,KOSDAQ,127
482520,교보16호스팩,KOSDAQ,127
0088D0,메리츠제1호스팩,KOSDAQ,127
054180,메디콕스,KOSDAQ,126
079190,케스피온,KOSDAQ,126
471050,대신밸런스제17호스팩,KOSDAQ,126
0091W0,신영스팩11호,KOSDAQ,126
004255,NPC우,KOSPI,125
38380K,LX홀딩스1우,KOSPI,125
00781K,코리아써키트2우B,KOSPI,123
065570,삼영이엔씨,KOSDAQ,122
456190,큐라켐,KONEX,122
145995,삼양사우,KOSPI,121
003075,코오롱글로벌우,KOSPI,121
0041L0,하나35호스팩,KOSDAQ,120
169670,코스텍시스템,KONEX,120
482690,대신밸런스제19호스팩,KOSDAQ,119
0132G0,교보20호스팩,KOSDAQ,119
289170,바이오텐,KONEX,118
0071M0,삼성스팩11호,KOSDAQ,115
469900,하나31호스팩,KOSDAQ,115
487360,신한제14호스팩,KOSDAQ,115
060240,스타코링크,KOSDAQ,115
477470,미래에셋비전스팩5호,KOSDAQ,114
496070,신한제16호스팩,KOSDAQ,114
0105P0,유진스팩12호,KOSDAQ,113
001067,JW중외제약2우B,KOSPI,113
474660,신한제12호스팩,KOSDAQ,113
474490,유안타제16호스팩,KOSDAQ,112
0098T0,교보19호스팩,KOSDAQ,110
0096D0,미래에셋비전스팩9호,KOSDAQ,110
486630,KB제30호스팩,KOSDAQ,110
178600,대동고려삼,KONEX,108
489210,교보17호스팩,KOSDAQ,108
0004Y0,디비금융제14호스팩,KOSDAQ,108
006345,대원전선우,KOSPI,107
493790,유안타제17호스팩,KOSDAQ,107
199150,데이터스트림즈,KONEX,106
0130D0,신한제17호스팩,KOSDAQ,106
043100,알파AI,KOSDAQ,104
466690,키움히어로제1호스팩,KOSDAQ,104
224810,엄지하우스,KONEX,104
03481K,해성산업1우,KOSDAQ,103
0041B0,교보18호스팩,KOSDAQ,102
253610,루트락,KONEX,102
478110,이베스트스팩6호,KOSDAQ,102
498390,한화플러스제5호스팩,KOSDAQ,100
472220,신영스팩10호,KOSDAQ,100
000225,유유제약1우,KOSPI,99
238500,로보쓰리에이아이,KONEX,98
488060,유진스팩11호,KOSDAQ,96
106080,케이이엠텍,KOSDAQ,95
244880,나눔테크,KONEX,94
114920,대주이엔티,KONEX,94
145210,다이나믹디자인,KOSPI,94
224760,엔에스컴퍼니,KONEX,94
004835,덕성우,KOSPI,93
484130,하나34호스팩,KOSDAQ,92
467930,IBKS제23호스팩,KOSDAQ,92
469480,IBKS제24호스팩,KOSDAQ,91
462020,에이치엠씨제6호스팩,KOSDAQ,91
012205,계양전기우,KOSPI,90
464440,한국제13호스팩,KOSDAQ,90
473950,에스케이증권제13호스팩,KOSDAQ,89
487830,신한제15호스팩,KOSDAQ,89
001065,JW중외제약우,KOSPI,89
468760,유진스팩10호,KOSDAQ,89
465320,교보15호스팩,KOSDAQ,88
487720,키움제10호스팩,KOSDAQ,87
0068Y0,비엔케이제3호스팩,KOSDAQ,87
004985,성신양회우,KOSPI,85
472230,에스케이증권제11호스팩,KOSDAQ,85
0041J0,엘에스스팩1호,KOSDAQ,82
447690,아이오바이오,KONEX,81
251280,안지오랩,KONEX,80
000325,노루홀딩스우,KOSPI,79
009415,태영건설우,KOSPI,77
475250,하나33호스팩,KOSDAQ,76
474930,신한제13호스팩,KOSDAQ,76
066830,제노텍,KONEX,76
079970,투비소프트,KOSDAQ,76
212310,오건에코텍,KONEX,75
318660,타임기술,KONEX,74
223220,로지스몬,KONEX,74
26490K,크라운제과우,KOSPI,73
189350,코셋,KONEX,73
103660,씨앗,KONEX,72
276040,스코넥,KOSDAQ,70
199290,바이오프로테크,KONEX,70
473000,에스케이증권제12호스팩,KOSDAQ,68
101390,아이엠,KOSDAQ,66
202960,판도라티비,KONEX,66
475240,하나32호스팩,KOSDAQ,66
215570,크로넥스,KONEX,66
185190,수프로,KONEX,66
234070,에이원큐브텍,KONEX,64
311960,인터로이드,KONEX,64
090355,노루페인트우,KOSPI,63
276240,엘리비젼,KONEX,61
236030,씨알푸드,KONEX,58
267080,세븐브로이맥주,KONEX,57
236340,메디젠휴먼케어,KONEX,57
000145,하이트진로홀딩스우,KOSPI,55
044180,KD,KOSDAQ,54
000545,흥국화재우,KOSPI,53
313760,캐리,KOSDAQ,52
116100,태양기계,KONEX,52
266350,팡스카이,KONEX,50
258050,테크트랜스,KONEX,50
327610,펨토바이오메드,KONEX,49
36328K,티와이홀딩스우,KOSPI,49
007575,일양약품우,KOSPI,49
346010,타이드,KONEX,48
092590,럭스피아,KONEX,47
043090,더테크놀로지,KOSDAQ,47
005965,동부건설우,KOSPI,46
052770,아이톡시,KOSDAQ,45
002995,금호건설우,KOSPI,45
005745,크라운해태홀딩스우,KOSPI,44
217910,에스제이켐,KONEX,44
014825,동원시스템즈우,KOSPI,43
121060,유니포인트,KONEX,43
299480,지앤이헬스케어,KONEX,43
008355,남선알미우,KOSPI,43
014285,금강공업우,KOSPI,42
136660,큐엠씨,KONEX,42
208890,미래엔에듀파트너,KONEX,40
004545,깨끗한나라우,KOSPI,39
390110,애니메디솔루션,KONEX,37
000227,유유제약2우B,KOSPI,35
093510,엔지브이아이,KONEX,32
140660,위월드,KONEX,31
266470,바이오인프라생명과학,KONEX,31
002785,진흥기업우B,KOSPI,29
001525,동양우,KOSPI,27
004415,서울식품우,KOSPI,26
011155,CJ씨푸드1우,KOSPI,26
014915,성문전자우,KOSPI,25
245450,씨앤에스링크,KONEX,25
002787,진흥기업2우B,KOSPI,23
448780,마이크로엔엑스,KONEX,23
296520,가이아코퍼레이션,KONEX,23
332190,오션스바이오,KONEX,22
001527,동양2우B,KOSPI,22
413300,티엘엔지니어링,KONEX,22
021045,대호특수강우,KOSDAQ,22
032685,소프트센우,KOSDAQ,22
402420,켈스,KONEX,19
266170,레드우즈,KONEX,13
149300,아퓨어스,KONEX,12
279060,이노벡스,KONEX,11
