종목코드,종목명,시장구분,시가총액(억)
017550,수산세보틱스,KOSPI,2221
118990,모트렉스,KOSDAQ,2220
104480,티케이케미칼,KOSDAQ,2217
033530,SJG세종,KOSPI,2217
339770,교촌에프앤비,KOSPI,2215
307180,아이엘,KOSDAQ,2207
115310,인포바인,KOSDAQ,2199
009580,무림P&P,KOSPI,2195
418420,라온텍,KOSDAQ,2191
007570,일양약품,KOSPI,2187
032620,GC메디아이,KOSDAQ,2187
080160,모두투어,KOSDAQ,2182
039560,다산네트웍스,KOSDAQ,2181
950170,JTC,KOSDAQ,2175
461300,아이스크림미디어,KOSDAQ,2169
179290,엠아이텍,KOSDAQ,2168
102260,동성케미컬,KOSPI,2167
000860,강남제비스코,KOSPI,2164
140670,알에스오토메이션,KOSDAQ,2160
357580,아모센스,KOSDAQ,2157
121440,골프존홀딩스,KOSDAQ,2154
439090,마녀공장,KOSDAQ,2152
314130,지놈앤컴퍼니,KOSDAQ,2142
056090,시지메드텍,KOSDAQ,2132
106190,하이텍팜,KOSDAQ,2131
000140,하이트진로홀딩스,KOSPI,2130
232680,라온로보틱스,KOSDAQ,2127
123860,아나패스,KOSDAQ,2127
054450,텔레칩스,KOSDAQ,2124
003350,한국화장품제조,KOSPI,2120
003610,방림,KOSPI,2118
081000,일진다이아,KOSPI,2117
039570,HDC랩스,KOSPI,2112
458650,성우,KOSDAQ,2106
489500,엘케이켐,KOSDAQ,2106
000520,삼일제약,KOSPI,2104
001080,만호제강,KOSPI,2104
003555,LG우,KOSPI,2098
125210,아모그린텍,KOSDAQ,2098
487570,HS효성,KOSPI,2097
125020,티씨머티리얼즈,KOSDAQ,2095
005960,동부건설,KOSPI,2095
307750,국전약품,KOSDAQ,2094
146320,비씨엔씨,KOSDAQ,2092
003650,미창석유,KOSPI,2087
213500,한솔제지,KOSPI,2087
267320,나인테크,KOSDAQ,2087
102460,이연제약,KOSPI,2076
380540,옵티코어,KOSDAQ,2066
377450,리파인,KOSDAQ,2065
264660,씨앤지하이테크,KOSDAQ,2051
060150,인선이엔티,KOSDAQ,2048
011560,세보엠이씨,KOSDAQ,2038
271980,제일약품,KOSPI,2038
073010,케이에스피,KOSDAQ,2037
004090,한국석유,KOSPI,2031
036710,심텍홀딩스,KOSDAQ,2028
234080,JW생명과학,KOSPI,2023
488280,에스투더블유,KOSDAQ,2021
122990,와이솔,KOSDAQ,2019
046440,KG파이낸셜,KOSDAQ,2018
092190,서울바이오시스,KOSDAQ,2018
039860,나노엔텍,KOSDAQ,2011
293780,압타바이오,KOSDAQ,2005
220260,켐트로스,KOSDAQ,2004
049430,코메론,KOSDAQ,1999
047310,파워로직스,KOSDAQ,1998
008970,KBI동양철관,KOSPI,1995
355150,코스텍시스,KOSDAQ,1988
001045,CJ우,KOSPI,1986
016580,환인제약,KOSPI,1984
052330,코텍,KOSDAQ,1971
300080,플리토,KOSDAQ,1970
086890,이수앱지스,KOSDAQ,1969
473980,노머스,KOSDAQ,1968
031440,신세계푸드,KOSPI,1967
123410,코리아에프티,KOSDAQ,1960
100250,진양홀딩스,KOSPI,1958
290740,액트로,KOSDAQ,1957
002990,금호건설,KOSPI,1957
082800,비보존 제약,KOSDAQ,1955
002100,경농,KOSPI,1954
003460,유화증권,KOSPI,1950
143160,아이디스,KOSDAQ,1939
101970,우양에이치씨,KOSDAQ,1938
334970,프레스티지바이오로직스,KOSDAQ,1936
049080,기가레인,KOSDAQ,1935
365330,에스와이스틸텍,KOSDAQ,1929
357880,SKAI,KOSDAQ,1927
008830,대동기어,KOSDAQ,1927
445180,퓨릿,KOSDAQ,1926
001520,동양,KOSPI,1911
475580,에이럭스,KOSDAQ,1911
071840,롯데하이마트,KOSPI,1909
389030,지니너스,KOSDAQ,1905
400760,NH올원리츠,KOSPI,1903
107600,새빗켐,KOSDAQ,1897
149950,아바텍,KOSDAQ,1897
282880,코윈테크,KOSDAQ,1896
119830,아이텍,KOSDAQ,1894
140610,엔솔바이오사이언스,KONEX,1893
217820,원익피앤이,KOSDAQ,1893
037070,파세코,KOSDAQ,1884
101170,우림피티에스,KOSDAQ,1880
032940,원익,KOSDAQ,1879
015230,대창단조,KOSPI,1878
333430,일승,KOSDAQ,1877
016790,현대사료,KOSDAQ,1873
042420,네오위즈홀딩스,KOSDAQ,1872
048870,시너지이노베이션,KOSDAQ,1872
006060,화승인더,KOSPI,1864
012610,경인양행,KOSPI,1856
037350,성도이엔지,KOSDAQ,1855
388790,라이콤,KOSDAQ,1854
317400,자이에스앤디,KOSPI,1853
086980,쇼박스,KOSDAQ,1847
016450,한세예스24홀딩스,KOSPI,1844
092130,이크레더블,KOSDAQ,1843
101530,해태제과식품,KOSPI,1843
264850,이랜시스,KOSDAQ,1841
005160,동국산업,KOSDAQ,1841
242040,나무기술,KOSDAQ,1841
340450,지씨지놈,KOSDAQ,1840
054920,한컴위드,KOSDAQ,1836
009070,KCTC,KOSPI,1836
290690,소룩스,KOSDAQ,1832
037560,LG헬로비전,KOSPI,1831
143240,사람인,KOSDAQ,1826
097955,CJ제일제당 우,KOSPI,1826
005430,한국공항,KOSPI,1823
038290,마크로젠,KOSDAQ,1820
068790,DMS,KOSDAQ,1819
011785,금호석유화학우,KOSPI,1817
256940,킵스파마,KOSDAQ,1817
088130,동아엘텍,KOSDAQ,1816
323990,박셀바이오,KOSDAQ,1816
002170,SYTS,KOSPI,1815
217270,넵튠,KOSDAQ,1813
192410,오늘이엔엠,KOSDAQ,1810
038390,레드캡투어,KOSDAQ,1805
002230,피에스텍,KOSDAQ,1802
322180,LS티라유텍,KOSDAQ,1801
114840,아이패밀리에스씨,KOSDAQ,1801
067000,조이시티,KOSDAQ,1800
047770,코데즈컴바인,KOSDAQ,1799
025820,이구산업,KOSPI,1799
187790,나노,KOSDAQ,1798
126730,코칩,KOSDAQ,1784
040160,누리플렉스,KOSDAQ,1784
204610,티쓰리,KOSDAQ,1782
272550,삼양패키징,KOSPI,1781
054540,삼영엠텍,KOSDAQ,1779
360070,탑머티리얼,KOSDAQ,1775
047560,이스트소프트,KOSDAQ,1771
148150,세경하이테크,KOSDAQ,1770
090350,노루페인트,KOSPI,1766
453450,그리드위즈,KOSDAQ,1763
282720,금양그린파워,KOSDAQ,1758
456070,이엔셀,KOSDAQ,1752
023910,대한약품,KOSDAQ,1746
322510,제이엘케이,KOSDAQ,1744
083500,에프엔에스테크,KOSDAQ,1740
000300,DH오토넥스,KOSPI,1740
214420,토니모리,KOSPI,1739
131030,옵투스제약,KOSDAQ,1738
234030,싸이닉솔루션,KOSDAQ,1737
012200,계양전기,KOSPI,1736
235980,메드팩토,KOSDAQ,1734
293480,하나제약,KOSPI,1732
462520,조선내화,KOSPI,1729
192440,슈피겐코리아,KOSDAQ,1728
209640,와이제이링크,KOSDAQ,1720
408470,한패스,KOSDAQ,1719
067280,멀티캠퍼스,KOSDAQ,1718
066620,국보디자인,KOSDAQ,1717
210540,디와이파워,KOSPI,1716
108230,톱텍,KOSDAQ,1716
062970,한국첨단소재,KOSDAQ,1715
037030,파워넷,KOSDAQ,1714
011040,경동제약,KOSDAQ,1713
156100,엘앤케이바이오,KOSDAQ,1712
460850,동국씨엠,KOSPI,1710
004960,한신공영,KOSPI,1710
001360,삼성제약,KOSPI,1709
260970,에스앤디,KOSDAQ,1700
069510,에스텍,KOSDAQ,1699
163730,핑거,KOSDAQ,1699
166480,코아스템켐온,KOSDAQ,1697
093640,케이알엠,KOSDAQ,1695
053080,케이엔솔,KOSDAQ,1695
013990,아가방컴퍼니,KOSDAQ,1687
396270,넥스트칩,KOSDAQ,1687
065450,빅텍,KOSDAQ,1685
044820,코스맥스비티아이,KOSPI,1684
089470,HDC현대EP,KOSPI,1684
033340,좋은사람들,KOSDAQ,1684
079810,APS이노베이션,KOSDAQ,1679
012320,경동인베스트,KOSPI,1672
452190,한빛레이저,KOSDAQ,1669
129920,대성하이텍,KOSDAQ,1669
000020,동화약품,KOSPI,1667
021080,에이티넘인베스트,KOSDAQ,1660
079430,현대리바트,KOSPI,1657
041440,현대에버다임,KOSDAQ,1655
182360,큐브엔터,KOSDAQ,1654
040300,YTN,KOSDAQ,1647
225190,LK삼양,KOSDAQ,1645
00279K,아모레퍼시픽홀딩스3우C,KOSPI,1645
000700,유수홀딩스,KOSPI,1640
138360,앤로보틱스,KOSDAQ,1639
085670,뉴프렉스,KOSDAQ,1638
297890,HB솔루션,KOSDAQ,1634
003830,대한화섬,KOSPI,1633
071200,인피니트헬스케어,KOSDAQ,1632
025620,차AI헬스케어,KOSPI,1629
000970,한국주철관,KOSPI,1623
382840,원준,KOSDAQ,1621
214390,경보제약,KOSPI,1618
007330,푸른저축은행,KOSDAQ,1615
0007J0,인벤테라,KOSDAQ,1612
095190,신화프리텍,KOSDAQ,1611
003480,한진중공업홀딩스,KOSPI,1609
063570,NICE인프라,KOSDAQ,1606
009270,신원,KOSPI,1605
017510,세명전기,KOSDAQ,1603
023600,삼보판지,KOSDAQ,1600
080420,모다이노칩,KOSDAQ,1598
090470,제이스텍,KOSDAQ,1597
066410,버킷스튜디오,KOSDAQ,1596
331740,아우토크립트,KOSDAQ,1595
046070,코다코,KOSDAQ,1591
147830,제룡산업,KOSDAQ,1588
446540,메가터치,KOSDAQ,1586
078000,텔코웨어,KOSPI,1580
104460,디와이피엔에프,KOSDAQ,1577
250060,모비스,KOSDAQ,1576
054800,아이디스홀딩스,KOSDAQ,1573
072870,메가스터디,KOSDAQ,1573
021320,KCC건설,KOSDAQ,1568
086670,비엠티,KOSDAQ,1567
336680,탑런토탈솔루션,KOSDAQ,1565
0015S0,페스카로,KOSDAQ,1564
115440,우리넷,KOSDAQ,1561
002780,진흥기업,KOSPI,1555
005860,한일사료,KOSDAQ,1552
004970,신라교역,KOSPI,1552
443670,에스피소프트,KOSDAQ,1548
014280,금강공업,KOSPI,1548
053700,삼보모터스,KOSDAQ,1548
123040,엠에스오토텍,KOSDAQ,1540
476040,오가노이드사이언스,KOSDAQ,1534
417500,제이아이테크,KOSDAQ,1534
027970,한국제지,KOSPI,1532
03473K,SK우,KOSPI,1528
015890,태경산업,KOSPI,1522
007540,샘표,KOSPI,1521
321370,센서뷰,KOSDAQ,1518
011280,태림포장,KOSPI,1518
027710,팜스토리,KOSDAQ,1518
024800,유성티엔에스,KOSDAQ,1517
308080,바이젠셀,KOSDAQ,1514
306620,지아이에스,KOSDAQ,1514
214680,디알텍,KOSDAQ,1512
093190,빅솔론,KOSDAQ,1504
136540,윈스테크넷,KOSDAQ,1501
255440,야스,KOSDAQ,1501
049960,쎌바이오텍,KOSDAQ,1501
077500,유니퀘스트,KOSPI,1496
038110,에코플라스틱,KOSDAQ,1494
413630,씨피시스템,KOSDAQ,1493
263720,디앤씨미디어,KOSDAQ,1493
070960,모나용평,KOSPI,1492
105330,케이엔더블유,KOSDAQ,1490
021820,세원정공,KOSPI,1487
045970,코아시아,KOSDAQ,1486
310200,애니플러스,KOSDAQ,1486
217950,파마리서치바이오,KONEX,1485
107590,미원홀딩스,KOSPI,1484
090850,현대이지웰,KOSDAQ,1484
005990,매일홀딩스,KOSDAQ,1484
094280,효성ITX,KOSPI,1484
005870,휴니드,KOSPI,1479
042510,라온시큐어,KOSDAQ,1477
350520,이지스레지던스리츠,KOSPI,1476
083420,그린케미칼,KOSPI,1476
298000,효성화학,KOSPI,1475
006620,동구바이오제약,KOSDAQ,1474
240550,동방메디컬,KOSDAQ,1473
246710,티앤알바이오팹,KOSDAQ,1469
096250,와이즈넛,KOSDAQ,1469
493330,지에프아이,KOSDAQ,1468
049720,고려신용정보,KOSDAQ,1465
464490,쿼드메디슨,KOSDAQ,1463
004250,NPC,KOSPI,1459
136150,원일티엔아이,KOSDAQ,1458
141000,비아트론,KOSDAQ,1452
020120,키다리스튜디오,KOSPI,1451
008040,사조동아원,KOSPI,1450
215100,로보로보,KOSDAQ,1450
263860,지니언스,KOSDAQ,1450
408920,메쎄이상,KOSDAQ,1448
095270,웨이브일렉트로,KOSDAQ,1445
109610,에스와이,KOSDAQ,1445
025950,동신건설,KOSDAQ,1444
013520,화승코퍼레이션,KOSPI,1441
002620,제일파마홀딩스,KOSPI,1437
307930,컴퍼니케이,KOSDAQ,1436
131370,알서포트,KOSDAQ,1435
052420,오성첨단소재,KOSDAQ,1432
331920,셀레믹스,KOSDAQ,1428
049950,미래컴퍼니,KOSDAQ,1428
122450,KX,KOSDAQ,1425
002390,한독,KOSPI,1423
039830,오로라,KOSDAQ,1422
071280,로체시스템즈,KOSDAQ,1421
024090,디씨엠,KOSPI,1417
036010,아비코전자,KOSDAQ,1413
228670,레이,KOSDAQ,1411
004140,동방,KOSPI,1410
010100,한국무브넥스,KOSPI,1408
363280,티와이홀딩스,KOSPI,1401
011700,한신기계,KOSPI,1395
226400,오스테오닉,KOSDAQ,1394
004150,한솔홀딩스,KOSPI,1390
035000,HS애드,KOSPI,1388
003100,선광,KOSDAQ,1386
100130,동국S&C,KOSDAQ,1380
066310,큐에스아이,KOSDAQ,1376
054620,APS,KOSDAQ,1374
041520,이엘씨,KOSDAQ,1372
016710,대성홀딩스,KOSPI,1372
205100,엑셈,KOSDAQ,1372
005800,신영와코루,KOSPI,1371
014530,극동유화,KOSPI,1370
014580,태경비케이,KOSPI,1369
007210,벽산,KOSPI,1369
035080,그래디언트,KOSDAQ,1363
014710,사조씨푸드,KOSPI,1363
089600,KT나스미디어,KOSDAQ,1361
012800,대창,KOSPI,1356
059120,아진엑스텍,KOSDAQ,1354
309960,LB인베스트먼트,KOSDAQ,1353
036220,오상헬스케어,KOSDAQ,1352
019680,대교,KOSPI,1350
029480,광무,KOSDAQ,1349
123690,한국화장품,KOSPI,1344
267290,경동도시가스,KOSPI,1344
014790,HL D&I,KOSPI,1343
013570,디와이,KOSPI,1342
014160,대영포장,KOSPI,1341
317770,엑스페릭스,KOSDAQ,1339
067900,와이엔텍,KOSDAQ,1337
019180,티에이치엔,KOSPI,1337
004100,태양금속,KOSPI,1335
225530,HC보광산업,KOSDAQ,1328
089230,THE E&M,KOSDAQ,1327
004080,신흥,KOSPI,1323
000440,중앙에너비스,KOSDAQ,1323
074430,아미노로직스,KOSDAQ,1322
269620,시스웍,KOSDAQ,1320
067990,도이치모터스,KOSDAQ,1319
463020,뉴엔AI,KOSDAQ,1318
036580,팜스코,KOSPI,1318
290720,푸드나무,KOSDAQ,1317
016740,두올,KOSPI,1313
088390,이녹스,KOSDAQ,1313
092040,아미코젠,KOSDAQ,1312
950130,엑세스바이오,KOSDAQ,1311
095720,웅진씽크빅,KOSPI,1308
002460,HS화성,KOSPI,1302
013310,아진산업,KOSDAQ,1301
007110,일신석재,KOSPI,1301
067830,세이브존I&C,KOSPI,1300
063080,컴투스홀딩스,KOSDAQ,1300
054050,농우바이오,KOSDAQ,1300
337930,젝시믹스,KOSDAQ,1298
366030,공구우먼,KOSDAQ,1295
023900,풍국주정,KOSDAQ,1294
003310,대주산업,KOSDAQ,1293
052260,현대바이오랜드,KOSDAQ,1291
063170,서울옥션,KOSDAQ,1288
389140,포바이포,KOSDAQ,1288
049520,유아이엘,KOSDAQ,1286
047820,초록뱀미디어,KOSDAQ,1283
432470,케이엔에스,KOSDAQ,1280
032300,한국파마,KOSDAQ,1280
139990,아주스틸,KOSPI,1276
024740,한일단조,KOSDAQ,1266
120030,조선선재,KOSPI,1266
109740,디에스케이,KOSDAQ,1264
053580,웹케시,KOSDAQ,1264
117670,알파칩스,KOSDAQ,1262
100700,세운메디칼,KOSDAQ,1259
489460,바이오비쥬,KOSDAQ,1259
036690,코맥스,KOSDAQ,1256
002220,한일철강,KOSPI,1253
009780,엠에스씨,KOSDAQ,1253
078890,가온그룹,KOSDAQ,1252
330350,위더스제약,KOSDAQ,1252
044990,에이치엔에스하이텍,KOSDAQ,1251
081180,쎄크,KOSDAQ,1251
265740,엔에프씨,KOSDAQ,1250
396470,워트,KOSDAQ,1249
229500,노브메타파마,KONEX,1245
101670,하이드로리튬,KOSDAQ,1243
248170,샘표식품,KOSPI,1242
448710,코츠테크놀로지,KOSDAQ,1242
339950,아이비김영,KOSDAQ,1238
37550L,DL이앤씨2우(전환),KOSPI,1237
038540,상상인,KOSDAQ,1236
086710,선진뷰티사이언스,KOSDAQ,1236
223250,드림씨아이에스,KOSDAQ,1234
131400,이브이첨단소재,KOSDAQ,1230
251120,바이오에프디엔씨,KOSDAQ,1230
048530,인트론바이오,KOSDAQ,1228
023800,인지컨트롤스,KOSPI,1226
001290,상상인증권,KOSPI,1226
370090,퓨런티어,KOSDAQ,1224
411080,샌즈랩,KOSDAQ,1224
388870,파로스아이바이오,KOSDAQ,1222
059210,메타바이오메드,KOSDAQ,1221
015590,DKME,KOSPI,1220
417970,모델솔루션,KOSDAQ,1218
073560,우리손에프앤지,KOSDAQ,1215
001020,페이퍼코리아,KOSPI,1213
381620,제닉스로보틱스,KOSDAQ,1206
294630,서남,KOSDAQ,1206
267850,아시아나IDT,KOSPI,1202
099750,이지케어텍,KOSDAQ,1202
413390,엠오티,KOSDAQ,1200
305090,마이크로디지탈,KOSDAQ,1190
424960,스마트레이더시스템,KOSDAQ,1188
451220,아이엠티,KOSDAQ,1186
377480,마음AI,KOSDAQ,1183
396300,세아메카닉스,KOSDAQ,1182
018120,진로발효,KOSDAQ,1182
0015N0,아로마티카,KOSDAQ,1182
026150,특수건설,KOSDAQ,1179
418470,KT밀리의서재,KOSDAQ,1176
227840,현대코퍼레이션홀딩스,KOSPI,1175
034590,인천도시가스,KOSPI,1174
036420,콘텐트리중앙,KOSPI,1169
100590,머큐리,KOSDAQ,1168
033290,로젠,KOSDAQ,1168
042500,링네트,KOSDAQ,1165
017370,우신시스템,KOSPI,1161
041590,플래스크,KOSDAQ,1160
051160,지어소프트,KOSDAQ,1160
078140,대봉엘에스,KOSDAQ,1159
142210,유니트론텍,KOSDAQ,1155
053260,금강철강,KOSDAQ,1155
330730,스톤브릿지벤처스,KOSDAQ,1155
084670,동양고속,KOSPI,1153
024880,케이피에프,KOSDAQ,1153
003580,HLB글로벌,KOSPI,1152
079980,휴비스,KOSPI,1152
008700,아남전자,KOSPI,1152
096240,크레버스,KOSDAQ,1151
000230,일동홀딩스,KOSPI,1148
058850,KTcs,KOSPI,1148
277880,티에스아이,KOSDAQ,1146
205500,넥써쓰,KOSDAQ,1146
101330,모베이스,KOSDAQ,1145
086960,MDS테크,KOSDAQ,1145
036630,세종텔레콤,KOSDAQ,1145
298540,더네이쳐홀딩스,KOSDAQ,1144
002450,삼익악기,KOSPI,1144
014970,삼륭물산,KOSDAQ,1140
208370,셀바스헬스케어,KOSDAQ,1136
030960,양지사,KOSDAQ,1134
439580,블루엠텍,KOSDAQ,1133
006840,AK홀딩스,KOSPI,1132
172670,에이엘티,KOSDAQ,1132
091120,이엠텍,KOSDAQ,1132
362320,청담글로벌,KOSDAQ,1131
049480,오픈베이스,KOSDAQ,1131
278650,HLB바이오스텝,KOSDAQ,1130
066700,테라젠이텍스,KOSDAQ,1129
048550,SM C&C,KOSDAQ,1127
311320,지오엘리먼트,KOSDAQ,1125
067290,JW신약,KOSDAQ,1123
040910,아이씨디,KOSDAQ,1120
038460,바이오스마트,KOSDAQ,1118
317830,에스피시스템스,KOSDAQ,1118
002200,한국수출포장,KOSPI,1113
273640,와이엠텍,KOSDAQ,1113
950190,고스트스튜디오,KOSDAQ,1112
096350,대창솔루션,KOSDAQ,1111
382480,지아이텍,KOSDAQ,1109
010660,화천기계,KOSPI,1108
084650,랩지노믹스,KOSDAQ,1108
33626K,두산퓨얼셀1우,KOSPI,1106
001275,부국증권우,KOSPI,1104
013360,일성건설,KOSPI,1096
011370,서한,KOSDAQ,1095
039340,한국경제TV,KOSDAQ,1095
303810,동국생명과학,KOSDAQ,1095
011810,STX,KOSPI,1094
217330,싸이토젠,KOSDAQ,1089
173130,오파스넷,KOSDAQ,1089
201490,미투온,KOSDAQ,1088
348080,큐라티스,KOSDAQ,1085
137950,제이씨케미칼,KOSDAQ,1084
063160,종근당바이오,KOSPI,1083
105740,디케이락,KOSDAQ,1082
315640,딥노이드,KOSDAQ,1082
460940,피앤에스로보틱스,KOSDAQ,1081
149980,하이로닉,KOSDAQ,1078
039980,폴라리스AI,KOSDAQ,1077
059270,해성에어로보틱스,KOSDAQ,1077
105550,엣지파운드리,KOSDAQ,1076
419050,삼기에너지솔루션즈,KOSDAQ,1075
264900,크라운제과,KOSPI,1075
008260,NI스틸,KOSPI,1075
347860,알체라,KOSDAQ,1074
382150,온코크로스,KOSDAQ,1072
238090,앤디포스,KOSDAQ,1071
357230,에이치피오,KOSDAQ,1071
265560,영화테크,KOSDAQ,1071
191420,테고사이언스,KOSDAQ,1069
163560,동일고무벨트,KOSPI,1068
001540,안국약품,KOSDAQ,1068
007820,엠엑스로보틱스,KOSDAQ,1067
006140,피제이전자,KOSDAQ,1065
023450,동남합성,KOSPI,1064
004840,DRB동일,KOSPI,1061
032560,황금에스티,KOSPI,1059
041930,동아화성,KOSDAQ,1058
124560,태웅로직스,KOSDAQ,1053
290670,대보마그네틱,KOSDAQ,1051
072950,빛샘전자,KOSDAQ,1050
171120,라이온켐텍,KOSDAQ,1050
065440,이루온,KOSDAQ,1048
060560,HC홈센타,KOSDAQ,1043
311690,CJ 바이오사이언스,KOSDAQ,1041
020710,시공테크,KOSDAQ,1040
159010,아스플로,KOSDAQ,1040
348350,위드텍,KOSDAQ,1039
205470,휴마시스,KOSDAQ,1036
011000,진원생명과학,KOSPI,1035
006660,삼성공조,KOSPI,1034
253840,수젠텍,KOSDAQ,1031
009300,삼아제약,KOSDAQ,1031
412350,레이저쎌,KOSDAQ,1031
065530,와이어블,KOSDAQ,1030
019540,일지테크,KOSDAQ,1029
054670,대한뉴팜,KOSDAQ,1029
039610,화성밸브,KOSDAQ,1028
005740,크라운해태홀딩스,KOSPI,1027
348150,고바이오랩,KOSDAQ,1025
461030,아이엠비디엑스,KOSDAQ,1023
046210,HLB파나진,KOSDAQ,1023
066590,스모트로닉,KOSDAQ,1023
352090,스톰테크,KOSDAQ,1021
262260,에이프로,KOSDAQ,1020
002700,신일전자,KOSPI,1019
043610,KT지니뮤직,KOSDAQ,1018
006890,태경케미컬,KOSPI,1017
035610,솔본,KOSDAQ,1015
228850,레이언스,KOSDAQ,1013
083790,CG인바이츠,KOSDAQ,1011
002720,국제약품,KOSPI,1010
094840,슈프리마에이치큐,KOSDAQ,1010
120240,대정화금,KOSDAQ,1008
119650,KC코트렐,KOSPI,1007
299170,더블유에스아이,KOSDAQ,1006
058630,엠게임,KOSDAQ,1006
347890,엠엑스온,KOSDAQ,1005
033130,디지틀조선,KOSDAQ,1005
000180,성창기업지주,KOSPI,1004
234300,에스트래픽,KOSDAQ,1003
033230,인성정보,KOSDAQ,1003
299660,셀리드,KOSDAQ,1003
058400,KNN,KOSDAQ,1002
033320,제이씨현시스템,KOSDAQ,1001
019550,SBI인베스트먼트,KOSDAQ,1001
058860,KTis,KOSPI,998
082850,우리바이오,KOSDAQ,998
175140,휴먼테크놀로지,KOSDAQ,996
078935,GS우,KOSPI,995
246720,아스타,KOSDAQ,994
011150,CJ씨푸드,KOSPI,989
004060,SG세계물산,KOSPI,989
007980,TP,KOSPI,987
046940,우원개발,KOSDAQ,985
012700,리드코프,KOSDAQ,984
010960,삼호개발,KOSPI,976
184230,SGA솔루션즈,KOSDAQ,976
463480,모티브링크,KOSDAQ,976
004650,창해에탄올,KOSDAQ,974
066790,씨씨에스,KOSDAQ,972
241690,유니테크노,KOSDAQ,972
251630,브이원텍,KOSDAQ,972
060570,드림어스컴퍼니,KOSDAQ,970
048430,유라테크,KOSDAQ,967
222040,코스맥스엔비티,KOSDAQ,966
068240,다원시스,KOSDAQ,965
093920,서원인텍,KOSDAQ,965
007460,에이프로젠,KOSPI,964
453860,에이에스텍,KOSDAQ,964
052860,아이앤씨,KOSDAQ,964
263600,덕우전자,KOSDAQ,963
044340,위닉스,KOSDAQ,963
013870,지엠비코리아,KOSPI,963
302550,리메드,KOSDAQ,961
000105,유한양행우,KOSPI,960
038680,에스넷,KOSDAQ,959
212560,네오오토,KOSDAQ,959
056360,코위버,KOSDAQ,959
443250,레뷰코퍼레이션,KOSDAQ,956
091440,한울소재과학,KOSDAQ,955
084730,팅크웨어,KOSDAQ,955
001260,남광토건,KOSPI,951
048910,대원미디어,KOSDAQ,948
014950,삼익제약,KOSDAQ,947
003010,혜인,KOSPI,947
005750,대림바스,KOSPI,946
014440,영보화학,KOSPI,945
217190,제너셈,KOSDAQ,944
025550,한국선재,KOSDAQ,944
004440,삼일씨엔에스,KOSPI,942
323350,다원넥스뷰,KOSDAQ,942
187420,HLB제넥스,KOSDAQ,940
040420,정상제이엘에스,KOSDAQ,940
096775,SK이노베이션우,KOSPI,940
060590,씨티씨바이오,KOSDAQ,938
085310,엔케이,KOSPI,937
023810,인팩,KOSPI,937
023000,삼원강재,KOSPI,936
054040,한국컴퓨터,KOSDAQ,932
041910,폴라리스AI파마,KOSDAQ,930
261780,차백신연구소,KOSDAQ,928
055490,테이팩스,KOSPI,927
039010,현대에이치티,KOSDAQ,927
007280,한국특강,KOSPI,926
071090,하이스틸,KOSPI,923
192250,케이사인,KOSDAQ,923
068290,삼성출판사,KOSPI,923
109070,주성코퍼레이션,KOSPI,922
024840,KBI메탈,KOSDAQ,921
067570,엔브이에이치코리아,KOSDAQ,921
104040,디에스엠,KOSDAQ,921
024830,세원물산,KOSDAQ,921
072020,중앙백신,KOSDAQ,920
214270,FSN,KOSDAQ,919
396690,미래에셋글로벌리츠,KOSPI,918
009200,무림페이퍼,KOSPI,917
071670,에이테크솔루션,KOSDAQ,915
126880,제이엔케이글로벌,KOSDAQ,913
031820,아이티센씨티에스,KOSPI,911
016250,SGC E&C,KOSDAQ,910
360350,코셈,KOSDAQ,910
110790,크리스에프앤씨,KOSDAQ,909
065510,휴비츠,KOSDAQ,907
102370,케이옥션,KOSDAQ,906
338100,NH프라임리츠,KOSPI,905
391710,코닉오토메이션,KOSDAQ,903
004890,동일산업,KOSPI,900
088280,쏘닉스,KOSDAQ,896
101140,인바이오젠,KOSPI,895
109080,옵티시스,KOSDAQ,894
451250,삐아,KOSDAQ,894
000590,CS홀딩스,KOSPI,894
203690,아크솔루션스,KOSDAQ,891
002800,신신제약,KOSDAQ,890
067370,선바이오,KOSDAQ,890
009180,한솔로지스틱스,KOSPI,889
170030,현대공업,KOSDAQ,888
140070,서플러스글로벌,KOSDAQ,887
131760,파인텍,KOSDAQ,886
478560,블랙야크아이앤씨,KOSDAQ,883
032850,비트컴퓨터,KOSDAQ,882
900250,크리스탈신소재,KOSDAQ,881
019990,에너토크,KOSDAQ,880
002600,조흥,KOSPI,880
027830,대성창투,KOSDAQ,880
099220,SDN,KOSDAQ,879
111380,동인기연,KOSPI,878
163280,에어레인,KOSDAQ,877
347000,센코,KOSDAQ,877
130580,나이스디앤비,KOSDAQ,876
128660,피제이메탈,KOSDAQ,875
294140,레몬,KOSDAQ,875
263800,데이타솔루션,KOSDAQ,874
001560,제일연마,KOSPI,874
376930,노을,KOSDAQ,873
216050,인크로스,KOSDAQ,873
053280,예스24,KOSDAQ,872
081150,티플랙스,KOSDAQ,870
452400,이닉스,KOSDAQ,869
011320,유니크,KOSDAQ,868
227950,엔투텍,KOSDAQ,867
214330,금호에이치티,KOSPI,867
036640,HRS,KOSDAQ,860
036090,위지트,KOSDAQ,858
100220,비상교육,KOSPI,857
950220,네오이뮨텍,KOSDAQ,856
214260,라파스,KOSDAQ,856
424980,마이크로투나노,KOSDAQ,855
014470,부방,KOSDAQ,855
094940,푸른기술,KOSDAQ,855
064800,포니링크,KOSDAQ,855
207760,미스터블루,KOSDAQ,854
459100,위츠,KOSDAQ,852
