순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,302668000000000.0,2020-05-29,1.4,-6.46,0.8,21.29,3.35
2,000660,SK하이닉스,59332200000000.0,2020-05-29,-2.63,-7.28,0.74,23.3,2.58
3,207940,삼성바이오로직스,41154600000000.0,2020-05-29,7.06,34.2,58.07,114.85,26.05
4,035420,NAVER,37123500000000.0,2020-05-29,14.43,29.89,31.4,106.39,16.81
5,068270,셀트리온,28809600000000.0,2020-05-29,1.42,25.59,28.46,20.5,45.67
6,051910,LG화학,27566300000000.0,2020-05-29,3.72,6.11,27.41,20.9,25.35
7,006400,삼성SDI,24686500000000.0,2020-05-29,25.52,21.69,55.41,76.41,1.11
8,035720,카카오,22966400000000.0,2020-05-29,43.21,53.2,69.45,116.87,1.52
9,051900,LG생활건강,21396900000000.0,2020-05-29,-1.15,12.2,8.3,6.12,-5.11
10,005380,현대차,20939500000000.0,2020-05-29,4.7,-14.78,-19.01,-26.87,-0.31
11,012330,현대모비스,18820800000000.0,2020-05-29,15.12,-5.71,-19.18,-8.97,-3.03
12,028260,삼성물산,18520500000000.0,2020-05-29,-6.51,-6.07,0.2,8.31,17.56
13,017670,SK텔레콤,17441100000000.0,2020-05-29,2.13,1.65,-12.19,-14.29,-4.17
14,036570,엔씨소프트,17343700000000.0,2020-05-29,22.86,21.73,60.24,64.58,12.66
15,034730,SK,16816100000000.0,2020-05-29,31.32,24.48,-7.18,4.37,22.59
16,005490,POSCO,15780800000000.0,2020-05-29,-1.9,-7.42,-21.48,-23.47,-3.04
17,018260,삼성에스디에스,14740500000000.0,2020-05-29,17.23,14.41,-2.56,-6.85,-11.29
18,055550,신한지주,14545300000000.0,2020-05-29,-1.31,-6.66,-30.77,-34.03,-3.81
19,105560,KB금융,14137500000000.0,2020-05-29,-2.16,-12.6,-26.17,-24.7,-0.29
20,000270,기아차,13883700000000.0,2020-05-29,15.51,-5.52,-20.81,-16.26,-6.28
21,015760,한국전력,13866400000000.0,2020-05-29,-9.43,1.41,-22.58,-12.55,-11.81
22,033780,KT&G,11518800000000.0,2020-05-29,3.45,-0.94,-14.21,-14.82,-7.39
23,096770,SK이노베이션,10957200000000.0,2020-05-29,20.55,4.87,-19.11,-27.08,9.7
24,003550,LG,10888400000000.0,2020-05-29,1.77,-6.52,-11.13,-11.25,13.15
25,066570,LG전자,9704320000000.0,2020-05-29,8.01,-1.82,-15.16,-22.99,7.08
26,090430,아모레퍼시픽,9528730000000.0,2020-05-29,-7.91,1.24,-13.76,-9.44,-6.13
27,009150,삼성전기,9336710000000.0,2020-05-29,10.13,-0.79,12.61,29.0,2.4
28,032830,삼성생명,9140000000000.0,2020-05-29,-6.92,-21.88,-36.17,-42.8,-2.84
29,086790,하나금융지주,8932200000000.0,2020-05-29,7.79,-5.25,-16.78,-19.16,-9.92
30,000810,삼성화재,8645910000000.0,2020-05-29,-4.2,-7.83,-21.51,-32.66,-3.56
31,010950,S-Oil,7959600000000.0,2020-05-29,1.0,6.16,-20.74,-13.04,-11.46
32,251270,넷마블,7918950000000.0,2020-05-29,-3.35,4.18,4.89,-15.71,3.14
