순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,328943000000000.0,2017-12-28,-4.35,-0.59,6.83,42.51,-0.35
2,000660,SK하이닉스,55692200000000.0,2017-12-28,-7.38,-8.05,13.84,68.69,-1.31
3,005380,현대차,34363100000000.0,2017-12-28,-0.64,6.12,-2.5,8.71,-2.24
4,005490,POSCO,28989600000000.0,2017-12-28,3.26,5.39,17.08,30.14,18.8
5,035420,NAVER,28677500000000.0,2017-12-28,7.81,18.69,1.05,14.02,6.55
6,051910,LG화학,28589900000000.0,2017-12-28,-3.69,4.92,44.39,55.17,7.53
7,105560,KB금융,26508300000000.0,2017-12-28,8.75,14.44,12.61,46.42,6.31
8,012330,현대모비스,25601400000000.0,2017-12-28,1.15,13.12,3.34,1.54,-6.46
9,032830,삼성생명,24900000000000.0,2017-12-28,-4.6,9.21,7.33,9.69,4.42
10,207940,삼성바이오로직스,24547200000000.0,2017-12-28,1.23,12.25,31.79,144.08,12.67
11,015760,한국전력,24490900000000.0,2017-12-28,-0.39,-0.52,-6.5,-15.32,-5.5
12,028260,삼성물산,23900900000000.0,2017-12-28,-6.32,-5.97,-12.8,0.4,8.33
13,055550,신한지주,23425500000000.0,2017-12-28,2.6,-1.98,-1.0,7.98,4.86
14,017670,SK텔레콤,21559100000000.0,2017-12-28,3.09,3.69,0.37,18.93,0.19
15,034730,SK,19912000000000.0,2017-12-28,-4.71,-1.57,0.89,23.85,14.49
16,096770,SK이노베이션,18909200000000.0,2017-12-28,-0.97,5.14,29.43,38.18,-3.18
17,051900,LG생활건강,18570000000000.0,2017-12-28,-2.62,33.3,18.07,39.72,-1.26
18,090430,아모레퍼시픽,17800600000000.0,2017-12-28,-1.93,20.83,-2.09,-3.79,2.46
19,066570,LG전자,17346700000000.0,2017-12-28,15.47,32.33,33.67,105.83,-2.83
20,251270,넷마블게임즈,16027500000000.0,2017-12-28,5.9,27.36,26.51,,-6.9
21,033780,KT&G,15857300000000.0,2017-12-28,-5.71,8.96,0.43,12.14,-5.63
22,003550,LG,15702700000000.0,2017-12-28,3.76,15.77,16.67,52.43,3.52
23,018260,삼성에스디에스,15475600000000.0,2017-12-28,3.36,21.95,6.95,45.45,30.0
24,086790,하나금융지주,14741000000000.0,2017-12-28,4.4,3.97,12.04,56.11,2.81
25,006400,삼성SDI,14062300000000.0,2017-12-28,-7.05,2.25,19.94,90.23,1.22
26,000270,기아차,13579700000000.0,2017-12-28,1.67,8.59,-11.49,-13.99,0.0
27,010950,S-Oil,13172200000000.0,2017-12-28,-2.09,-4.88,24.34,39.62,-1.28
28,000810,삼성화재,12649100000000.0,2017-12-28,-0.37,-4.64,-3.96,-1.48,4.68
29,011170,롯데케미칼,12613400000000.0,2017-12-28,3.66,-2.65,11.68,1.24,10.46
30,002790,아모레G,11626600000000.0,2017-12-28,-5.05,19.49,5.22,8.46,7.09
31,034220,LG디스플레이,10698700000000.0,2017-12-28,-2.92,-1.64,-19.73,-5.98,8.7
32,000030,우리은행,10647000000000.0,2017-12-28,-2.17,-11.02,-12.74,22.57,7.94
