순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,198707000000000.0,2014-02-28,5.14,,,,-1.04
2,005380,현대차,53967700000000.0,2014-02-28,6.29,,,,1.22
3,012330,현대모비스,30517300000000.0,2014-02-28,2.96,,,,1.44
4,000660,SK하이닉스,27520300000000.0,2014-02-28,5.3,,,,-4.39
5,035420,NAVER,26930500000000.0,2014-02-28,20.68,,,,-4.53
6,005490,POSCO,24761100000000.0,2014-02-28,-4.54,,,,3.52
7,015760,한국전력,23752700000000.0,2014-02-28,8.82,,,,-0.27
8,000270,기아차,22457100000000.0,2014-02-28,2.21,,,,7.4
9,055550,신한지주,21078200000000.0,2014-02-28,0.45,,,,5.06
10,032830,삼성생명,20200000000000.0,2014-02-28,1.51,,,,-0.99
11,017670,SK텔레콤,17481400000000.0,2014-02-28,1.64,,,,-0.69
12,051910,LG화학,16866000000000.0,2014-02-28,-2.12,,,,-0.98
13,009540,현대중공업,16682000000000.0,2014-02-28,-1.13,,,,-4.1
14,105560,KB금융,15415400000000.0,2014-02-28,11.14,,,,-6.52
15,096770,SK이노베이션,12344200000000.0,2014-02-28,4.3,,,,-8.61
16,086790,하나금융지주,12088600000000.0,2014-02-28,4.77,,,,-5.88
17,000810,삼성화재,11156800000000.0,2014-02-28,-2.89,,,,0.85
18,033780,KT&G,10736300000000.0,2014-02-28,4.55,,,,2.43
19,023530,롯데쇼핑,10628200000000.0,2014-02-28,-9.15,,,,-1.19
20,066570,LG전자,9966150000000.0,2014-02-28,-8.01,,,,5.75
21,000830,삼성물산,9826100000000.0,2014-02-28,10.93,-0.94,16.05,-4.98,-2.23
22,053000,우리금융,9712480000000.0,2014-02-28,2.11,-5.86,13.68,-8.36,0.83
23,003550,LG,9663200000000.0,2014-02-28,-2.95,,,,2.68
24,003600,SK,9040150000000.0,2014-02-28,8.45,2.67,4.05,9.38,-0.78
25,086280,현대글로비스,8793750000000.0,2014-02-28,4.45,,,,0.85
