순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,184716000000000.0,2016-05-31,3.78,9.68,0.62,-1.15,10.29
2,015760,한국전력,40379500000000.0,2016-05-31,1.78,7.16,28.5,36.15,-3.97
3,005380,현대차,30728600000000.0,2016-05-31,-2.79,-5.42,-5.42,-11.71,-2.87
4,012330,현대모비스,24822700000000.0,2016-05-31,-2.11,2.41,2.2,14.09,-1.18
5,090430,아모레퍼시픽,24406400000000.0,2016-05-31,2.45,13.61,3.47,3.34,3.35
6,035420,NAVER,23733100000000.0,2016-05-31,6.35,25.87,14.1,18.23,-1.39
7,028260,삼성물산,22762800000000.0,2016-05-31,-8.4,-22.33,-17.81,-37.5,2.5
8,000660,SK하이닉스,20893700000000.0,2016-05-31,1.95,-4.33,-9.18,-43.84,12.89
9,032830,삼성생명,20800000000000.0,2016-05-31,-5.02,-7.14,0.97,-7.14,-3.37
10,000270,기아차,18910200000000.0,2016-05-31,-2.61,1.19,-11.14,-2.1,-7.4
11,055550,신한지주,18754600000000.0,2016-05-31,-5.38,4.22,-4.58,-5.61,-3.92
12,005490,POSCO,18134900000000.0,2016-05-31,-13.51,4.79,23.08,-14.75,-3.12
13,051910,LG화학,17959500000000.0,2016-05-31,-8.75,-9.67,-14.78,8.62,-4.06
14,017670,SK텔레콤,17925500000000.0,2016-05-31,7.77,-4.92,-5.13,-9.94,-2.93
15,033780,KT&G,17504800000000.0,2016-05-31,3.66,19.72,19.16,32.26,7.06
16,051900,LG생활건강,16492800000000.0,2016-05-31,4.87,21.66,4.76,30.69,5.78
17,034730,SK,16112500000000.0,2016-05-31,2.23,-7.66,-15.19,-8.22,-11.57
18,096770,SK이노베이션,15118100000000.0,2016-05-31,5.48,12.76,28.24,45.33,-14.07
19,018260,삼성에스디에스,14160100000000.0,2016-05-31,7.33,-1.35,-29.89,-45.37,-21.58
