순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,425645000000000.0,2021-11-30,2.15,-4.42,-10.99,6.9,9.82
2,000660,SK하이닉스,82992300000000.0,2021-11-30,10.68,10.14,-8.8,16.92,14.91
3,035420,NAVER,62584400000000.0,2021-11-30,-6.39,-10.98,6.42,37.3,-0.66
4,207940,삼성바이오로직스,58820700000000.0,2021-11-30,2.07,-6.12,7.5,13.1,1.57
5,035720,카카오,54375200000000.0,2021-11-30,-2.79,-19.47,0.0,65.17,-7.79
6,051910,LG화학,48991100000000.0,2021-11-30,-16.99,-9.87,-16.59,-13.25,-11.38
7,006400,삼성SDI,47310000000000.0,2021-11-30,-6.27,-9.83,7.5,29.08,-4.8
8,005380,현대차,41772100000000.0,2021-11-30,-6.01,-6.9,-15.73,7.71,6.91
9,000270,기아,31537300000000.0,2021-11-30,-8.58,-5.81,-8.15,34.6,5.66
10,323410,카카오뱅크,31170400000000.0,2021-11-30,3.96,-19.9,,,-10.06
11,068270,셀트리온,28555100000000.0,2021-11-30,3.24,-28.87,-24.31,-38.0,-2.54
12,377300,카카오페이,28420000000000.0,2021-11-30,,,,,-19.95
13,259960,크래프톤,24625100000000.0,2021-11-30,7.14,1.21,,,-8.55
14,005490,POSCO,22755800000000.0,2021-11-30,-11.82,-21.39,-26.89,11.54,5.17
15,105560,KB금융,21954700000000.0,2021-11-30,-6.71,0.57,-7.37,16.43,4.17
16,302440,SK바이오사이언스,21458300000000.0,2021-11-30,21.96,-6.34,80.97,,-19.79
17,012330,현대모비스,20853400000000.0,2021-11-30,-12.5,-19.08,-20.83,-9.63,15.42
18,028260,삼성물산,19716600000000.0,2021-11-30,-7.46,-19.77,-23.55,-12.45,12.8
19,066570,LG전자,18901300000000.0,2021-11-30,-4.15,-17.2,-23.76,35.09,19.48
20,034730,SK,18258500000000.0,2021-11-30,6.79,0.39,-2.26,22.7,-3.28
21,096770,SK이노베이션,17984600000000.0,2021-11-30,-19.79,-19.13,-29.01,12.43,22.62
22,055550,신한지주,17900200000000.0,2021-11-30,-9.41,-9.53,-17.99,7.61,6.2
