순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,310599000000000.0,2017-06-30,6.5,13.24,31.91,66.81,0.46
2,000660,SK하이닉스,49067400000000.0,2017-06-30,17.42,32.42,50.78,108.02,-4.15
3,005380,현대차,35134100000000.0,2017-06-30,-2.74,0.63,9.25,17.71,-6.27
4,028260,삼성물산,28074100000000.0,2017-06-30,7.64,15.62,17.93,20.33,-6.42
5,035420,NAVER,27622700000000.0,2017-06-30,-1.64,-2.67,8.13,18.03,-4.65
6,015760,한국전력,26192100000000.0,2017-06-30,-3.43,-12.45,-7.38,-32.45,10.17
7,005490,POSCO,25022600000000.0,2017-06-30,2.14,1.06,11.46,42.43,14.11
8,012330,현대모비스,24336000000000.0,2017-06-30,-11.03,6.38,-5.3,-0.79,2.2
9,105560,KB금융,24125000000000.0,2017-06-30,7.45,16.92,34.81,76.99,1.56
10,032830,삼성생명,23400000000000.0,2017-06-30,-3.7,8.84,4.0,16.42,8.55
11,055550,신한지주,23378000000000.0,2017-06-30,0.51,5.01,8.95,29.74,7.1
12,017670,SK텔레콤,21478400000000.0,2017-06-30,6.83,4.11,18.75,23.43,4.14
13,051910,LG화학,20542400000000.0,2017-06-30,-5.06,-2.02,11.49,11.92,11.0
14,034730,SK,19560200000000.0,2017-06-30,1.83,15.83,21.13,37.28,-3.96
15,207940,삼성바이오로직스,19320200000000.0,2017-06-30,38.06,64.97,93.38,,-7.53
16,090430,아모레퍼시픽,17771400000000.0,2017-06-30,-11.63,7.42,-5.44,-29.55,-4.28
17,033780,KT&G,16063200000000.0,2017-06-30,6.85,20.62,15.84,-14.29,2.14
18,051900,LG생활건강,15524500000000.0,2017-06-30,0.3,20.78,15.99,-11.01,0.7
19,000270,기아차,15484900000000.0,2017-06-30,-2.43,4.37,-2.68,-11.57,-2.62
20,096770,SK이노베이션,14655800000000.0,2017-06-30,-7.04,-3.65,8.19,12.81,10.41
21,018260,삼성에스디에스,14276200000000.0,2017-06-30,13.54,37.69,32.26,28.57,-4.07
22,086790,하나금융지주,13394100000000.0,2017-06-30,8.38,20.67,44.8,94.62,11.82
23,003550,LG,13338700000000.0,2017-06-30,-5.96,11.55,28.83,21.35,-1.68
24,000810,삼성화재,13336000000000.0,2017-06-30,-3.92,5.63,4.84,6.83,3.55
25,034220,LG디스플레이,13275000000000.0,2017-06-30,15.75,23.26,17.96,40.53,-16.98
26,251270,넷마블게임즈,13176600000000.0,2017-06-30,3.68,,,,-6.77
27,066570,LG전자,13124600000000.0,2017-06-30,-3.95,17.77,55.43,48.79,-16.83
28,000030,우리은행,12472200000000.0,2017-06-30,19.03,41.38,44.71,93.8,3.52
29,006400,삼성SDI,11793100000000.0,2017-06-30,4.26,25.64,57.34,58.8,-3.21
30,011170,롯데케미칼,11790700000000.0,2017-06-30,-4.97,-5.49,-6.78,21.55,5.52
31,002790,아모레G,10719600000000.0,2017-06-30,-13.04,7.44,-2.26,-22.39,-3.46
32,010950,S-Oil,10672800000000.0,2017-06-30,-8.41,-4.15,11.92,25.23,20.25
33,009540,현대중공업,10001400000000.0,2017-06-30,0.57,12.42,27.49,75.82,1.98
34,023530,롯데쇼핑,9557490000000.0,2017-06-30,6.87,39.86,37.02,49.88,-5.27
35,010130,고려아연,8604720000000.0,2017-06-30,3.75,4.95,-4.0,-10.24,8.0
36,030200,KT,8512240000000.0,2017-06-30,0.77,1.72,10.88,9.95,6.75
37,036570,엔씨소프트,8322060000000.0,2017-06-30,-0.78,25.66,53.33,60.81,-7.38
38,004020,현대제철,8300330000000.0,2017-06-30,6.14,7.43,9.12,35.66,2.25
39,024110,기업은행,7979700000000.0,2017-06-30,11.76,16.33,12.2,27.8,7.72
