순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,188543000000000.0,2014-01-29,,,,,5.39
2,005380,현대차,51654800000000.0,2014-01-29,,,,,4.48
3,012330,현대모비스,30176600000000.0,2014-01-29,,,,,1.13
4,000660,SK하이닉스,26881100000000.0,2014-01-29,,,,,2.38
5,005490,POSCO,26025300000000.0,2014-01-29,,,,,-4.86
6,015760,한국전력,22661300000000.0,2014-01-29,,,,,4.82
7,035420,NAVER,22249800000000.0,2014-01-29,,,,,21.04
8,000270,기아차,21889600000000.0,2014-01-29,,,,,2.59
9,055550,신한지주,21647200000000.0,2014-01-29,,,,,-2.63
10,032830,삼성생명,20700000000000.0,2014-01-29,,,,,-2.42
11,017670,SK텔레콤,17481400000000.0,2014-01-29,,,,,0.0
12,051910,LG화학,17230500000000.0,2014-01-29,,,,,-2.12
13,009540,현대중공업,17062000000000.0,2014-01-29,,,,,-2.23
14,105560,KB금융,14372300000000.0,2014-01-29,,,,,7.26
15,023530,롯데쇼핑,11903600000000.0,2014-01-29,,,,,-10.71
16,086790,하나금융지주,11856700000000.0,2014-01-29,,,,,1.96
17,000810,삼성화재,11749000000000.0,2014-01-29,,,,,-5.04
18,096770,SK이노베이션,11743100000000.0,2014-01-29,,,,,5.12
19,066570,LG전자,10817100000000.0,2014-01-29,,,,,-7.87
20,033780,KT&G,10393000000000.0,2014-01-29,,,,,3.3
21,053000,우리금융,9954290000000.0,2014-01-29,-3.52,-3.52,8.81,-2.37,-2.43
22,003550,LG,9922040000000.0,2014-01-29,,,,,-2.61
23,000830,삼성물산,9169980000000.0,2014-01-29,-0.51,-9.97,6.73,-8.71,7.16
24,034220,LG디스플레이,9070630000000.0,2014-01-29,,,,,-3.95
25,004020,현대제철,8904400000000.0,2014-01-29,,,,,-10.99
26,086280,현대글로비스,8550000000000.0,2014-01-29,,,,,2.85
27,003600,SK,8453130000000.0,2014-01-29,-4.76,-8.63,3.75,4.65,6.94
28,030200,KT,8042240000000.0,2014-01-29,,,,,-1.46
29,010140,삼성중공업,7780500000000.0,2014-01-29,,,,,-5.34
30,010950,S-Oil,7723180000000.0,2014-01-29,,,,,-4.66
31,161390,한국타이어,7643090000000.0,2014-01-29,,,,,0.81
32,051900,LG생활건강,7465500000000.0,2014-01-29,,,,,-4.39
33,011170,롯데케미칼,7249250000000.0,2014-01-29,,,,,-4.02
34,139480,이마트,7247710000000.0,2014-01-29,,,,,-2.31
35,035250,강원랜드,7241890000000.0,2014-01-29,,,,,-5.76
36,024110,기업은행,6906440000000.0,2014-01-29,,,,,8.8
37,042660,대우조선해양,6602980000000.0,2014-01-29,,,,,-4.78
38,010130,고려아연,6566760000000.0,2014-01-29,,,,,-2.01
39,006400,삼성SDI,6537620000000.0,2014-01-29,,,,,4.18
40,000720,현대건설,6503180000000.0,2014-01-29,,,,,0.0
41,088350,한화생명,6357640000000.0,2014-01-29,,,,,-6.56
42,034730,SK C&C,6250000000000.0,2014-01-29,,,,,16.0
43,036460,한국가스공사,6148050000000.0,2014-01-29,,,,,4.2
44,090430,아모레퍼시픽,5916000000000.0,2014-01-29,,,,,16.01
45,021240,코웨이,5352460000000.0,2014-01-29,,,,,-1.59
46,001800,오리온,5212800000000.0,2014-01-29,,,,,2.29
47,002380,KCC,5123240000000.0,2014-01-29,,,,,5.95
48,009150,삼성전기,4982070000000.0,2014-01-29,,,,,1.65
49,032640,LG유플러스,4780890000000.0,2014-01-29,,,,,-4.57
50,078930,GS,4766560000000.0,2014-01-29,,,,,-3.41
51,047050,대우인터내셔널,4720170000000.0,2014-01-29,,,,,1.33
52,010060,OCI,4531380000000.0,2014-01-29,,,,,8.95
53,036570,엔씨소프트,4350070000000.0,2014-01-29,,,,,-3.78
54,018880,한라비스테온공조,4195670000000.0,2014-01-29,,,,,1.14
55,011210,현대위아,4155410000000.0,2014-01-29,,,,,4.64
56,029780,삼성카드,4037680000000.0,2014-01-29,,,,,-3.59
57,001300,제일모직,3959040000000.0,2014-01-29,-14.79,-16.02,-12.0,-15.45,-8.74
58,034020,두산중공업,3890700000000.0,2014-01-29,,,,,-1.23
59,005830,동부화재,3809040000000.0,2014-01-29,,,,,-4.65
60,002790,아모레G,3786080000000.0,2014-01-29,,,,,5.37
61,097950,CJ제일제당,3478050000000.0,2014-01-29,,,,,3.39
62,010620,현대미포조선,3470000000000.0,2014-01-29,-1.7,2.66,,,-8.93
63,001040,CJ,3455830000000.0,2014-01-29,,,,,7.14
64,069960,현대백화점,3369950000000.0,2014-01-29,,,,,-1.74
65,016360,삼성증권,3321110000000.0,2014-01-29,,,,,-8.86
66,030000,제일기획,3221150000000.0,2014-01-29,,,,,-12.68
67,047810,한국항공우주,3119200000000.0,2014-01-29,,,,,-1.88
68,138930,BS금융지주,3065070000000.0,2014-01-29,,,,,0.32
69,008770,호텔신라,3061350000000.0,2014-01-29,,,,,6.79
70,012750,에스원,2956340000000.0,2014-01-29,,,,,4.63
71,000210,대림산업,2881440000000.0,2014-01-29,,,,,6.4
72,028050,삼성엔지니어링,2868000000000.0,2014-01-29,,,,,4.74
73,000150,두산,2850400000000.0,2014-01-29,,,,,1.1
74,047040,대우건설,2834550000000.0,2014-01-29,,,,,19.35
75,012450,삼성테크윈,2815890000000.0,2014-01-29,,,,,-0.56
76,006800,대우증권,2812890000000.0,2014-01-29,,,,,-0.82
77,009830,한화케미칼,2805670000000.0,2014-01-29,,,,,5.0
78,001450,현대해상,2780340000000.0,2014-01-29,,,,,-6.43
79,006260,LS,2708020000000.0,2014-01-29,,,,,-12.96
80,042670,두산인프라코어,2707290000000.0,2014-01-29,3.99,,,,3.06
81,000880,한화,2706010000000.0,2014-01-29,,,,,-0.28
82,011780,금호석유,2687250000000.0,2014-01-29,,,,,0.68
83,004990,롯데제과,2643800000000.0,2014-01-29,,,,,-3.12
84,052690,한전기술,2591320000000.0,2014-01-29,,,,,-5.01
85,114090,GKL,2567010000000.0,2014-01-29,,,,,6.02
86,051600,한전KPS,2529000000000.0,2014-01-29,,,,,15.12
87,064350,현대로템,2452250000000.0,2014-01-29,,,,,1.91
88,000120,CJ대한통운,2440920000000.0,2014-01-29,,,,,12.15
89,011200,현대상선,2395220000000.0,2014-01-29,,,,,-5.3
90,004800,효성,2377450000000.0,2014-01-29,,,,,7.53
91,004170,신세계,2249620000000.0,2014-01-29,,,,,-1.31
92,139130,DGB금융지주,2238690000000.0,2014-01-29,,,,,-1.79
93,000670,영풍,2238080000000.0,2014-01-29,,,,,0.41
94,071050,한국금융지주,2198390000000.0,2014-01-29,,,,,-2.53
95,060980,만도,2195940000000.0,2014-01-29,,,,,8.61
96,057050,현대홈쇼핑,2178000000000.0,2014-01-29,,,,,-7.44
97,000100,유한양행,2174750000000.0,2014-01-29,,,,,1.28
98,001740,SK네트웍스,2092220000000.0,2014-01-29,,,,,-1.19
99,003490,대한항공,2074180000000.0,2014-01-29,,,,,-2.27
100,073240,금호타이어,2047190000000.0,2014-01-29,,,,,1.08
101,005300,롯데칠성,2004270000000.0,2014-01-29,,,,,-6.17
102,010120,LS산전,2001000000000.0,2014-01-29,,,,,-5.1
103,088980,맥쿼리인프라,1992070000000.0,2014-01-29,,,,,3.34
104,000240,한국타이어월드와이드,1972030000000.0,2014-01-29,,,,,1.42
105,007070,GS리테일,1951950000000.0,2014-01-29,,,,,7.1
106,002550,LIG손해보험,1887000000000.0,2014-01-29,-3.08,20.04,27.59,21.66,-1.59
107,012630,현대산업,1831840000000.0,2014-01-29,,,,,20.37
108,071840,롯데하이마트,1822520000000.0,2014-01-29,,,,,2.59
109,005940,우리투자증권,1821180000000.0,2014-01-29,,,,,0.88
110,005440,현대그린푸드,1763570000000.0,2014-01-29,,,,,-6.37
111,006360,GS건설,1716150000000.0,2014-01-29,,,,,7.13
112,011070,LG이노텍,1714530000000.0,2014-01-29,,,,,7.53
113,111770,영원무역,1708210000000.0,2014-01-29,,,,,-5.45
