순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,197823000000000.0,2014-04-30,0.6,4.92,,,7.45
2,005380,현대차,50663600000000.0,2014-04-30,-7.26,-1.92,,,-2.39
3,012330,현대모비스,28716400000000.0,2014-04-30,-7.23,-4.84,,,-2.37
4,000660,SK하이닉스,28514600000000.0,2014-04-30,8.37,6.08,,,9.96
5,005490,POSCO,26810000000000.0,2014-04-30,4.59,3.02,,,-6.02
6,015760,한국전력,25357600000000.0,2014-04-30,7.05,11.9,,,-1.01
7,035420,NAVER,24326500000000.0,2014-04-30,-5.38,9.33,,,2.71
8,000270,기아차,23227300000000.0,2014-04-30,-3.7,6.11,,,2.62
9,055550,신한지주,21339000000000.0,2014-04-30,-3.64,-1.42,,,-1.44
10,032830,삼성생명,19220000000000.0,2014-04-30,-3.9,-7.15,,,3.95
11,051910,LG화학,17429300000000.0,2014-04-30,4.37,1.15,,,-1.14
12,017670,SK텔레콤,17239200000000.0,2014-04-30,-0.7,-1.38,,,2.81
13,009540,현대중공업,14706000000000.0,2014-04-30,-8.08,-13.81,,,-4.39
14,105560,KB금융,13599600000000.0,2014-04-30,-5.63,-5.38,,,-1.28
15,000810,삼성화재,11606800000000.0,2014-04-30,3.16,-1.21,,,6.12
16,033780,KT&G,11367800000000.0,2014-04-30,3.37,9.38,,,0.24
17,066570,LG전자,11242600000000.0,2014-04-30,6.68,3.93,,,6.11
18,096770,SK이노베이션,10910900000000.0,2014-04-30,-3.28,-7.09,,,-9.75
19,086790,하나금융지주,10537600000000.0,2014-04-30,-7.39,-11.12,,,1.93
20,000830,삼성물산,10122900000000.0,2014-04-30,5.37,10.39,-0.61,9.83,12.65
21,023530,롯데쇼핑,10077100000000.0,2014-04-30,-4.05,-15.34,,,-6.87
22,003550,LG,9922040000000.0,2014-04-30,0.0,0.0,,,5.57
23,034220,LG디스플레이,9822040000000.0,2014-04-30,3.78,8.28,,,-1.1
24,086280,현대글로비스,9131250000000.0,2014-04-30,2.96,6.8,,,8.21
25,003600,SK,8594010000000.0,2014-04-30,-4.19,1.67,-8.5,15.46,0.55
26,030200,KT,8564470000000.0,2014-04-30,10.44,6.49,,,-7.32
27,004020,현대제철,7867110000000.0,2014-04-30,-1.17,-11.65,,,1.93
28,090430,아모레퍼시픽,7804210000000.0,2014-04-30,5.45,31.92,,,8.54
29,161390,한국타이어,7395340000000.0,2014-04-30,1.02,-3.24,,,1.34
30,051900,LG생활건강,7371790000000.0,2014-04-30,2.05,-1.26,,,8.05
31,034730,SK C&C,7075000000000.0,2014-04-30,-2.08,13.2,,,16.96
32,024110,기업은행,7016940000000.0,2014-04-30,-6.62,1.6,,,10.24
33,006400,삼성SDI,6879310000000.0,2014-04-30,0.0,5.23,,,0.33
34,010950,S-Oil,6800000000000.0,2014-04-30,-1.31,-11.95,,,-8.77
35,139480,이마트,6578690000000.0,2014-04-30,-5.79,-9.23,,,-0.85
36,010140,삼성중공업,6510690000000.0,2014-04-30,-8.0,-16.32,,,-0.17
37,010130,고려아연,6425240000000.0,2014-04-30,2.1,-2.16,,,9.1
38,035250,강원랜드,6386120000000.0,2014-04-30,-6.72,-11.82,,,2.01
39,021240,코웨이,6285670000000.0,2014-04-30,11.49,17.44,,,5.28
40,000720,현대건설,6213650000000.0,2014-04-30,-1.41,-4.45,,,-4.3
41,088350,한화생명,5836520000000.0,2014-04-30,-2.75,-8.2,,,-3.57
42,042660,대우조선해양,5722580000000.0,2014-04-30,-4.47,-13.33,,,-10.2
43,036460,한국가스공사,5704940000000.0,2014-04-30,0.0,-7.21,,,-5.66
44,011170,롯데케미칼,5586890000000.0,2014-04-30,-13.3,-22.93,,,-1.23
45,002380,KCC,5407280000000.0,2014-04-30,-2.28,5.54,,,14.01
46,009150,삼성전기,4944720000000.0,2014-04-30,-2.93,-0.75,,,-4.98
47,001800,오리온,4707600000000.0,2014-04-30,-3.9,-9.74,,,6.47
48,018880,한라비스테온공조,4601360000000.0,2014-04-30,-5.07,9.66,,,10.21
49,036570,엔씨소프트,4495450000000.0,2014-04-30,-6.82,3.27,,,-17.8
50,078930,GS,4469230000000.0,2014-04-30,0.21,-6.24,,,-9.88
51,032640,LG유플러스,4431610000000.0,2014-04-30,-3.33,-7.31,,,-5.52
52,011210,현대위아,4374120000000.0,2014-04-30,-2.02,5.26,,,5.88
53,029780,삼성카드,4338920000000.0,2014-04-30,9.66,7.46,,,0.27
54,010060,OCI,4316740000000.0,2014-04-30,0.84,-4.74,,,-3.31
55,002790,아모레G,4260840000000.0,2014-04-30,2.1,12.54,,,28.46
56,047050,대우인터내셔널,4128020000000.0,2014-04-30,-6.09,-12.55,,,-11.17
57,097950,CJ제일제당,4061000000000.0,2014-04-30,8.77,16.76,,,6.45
58,005830,동부화재,4035600000000.0,2014-04-30,3.07,5.95,,,1.23
59,034020,두산중공업,3694310000000.0,2014-04-30,-2.11,-5.05,,,-3.59
60,001040,CJ,3631110000000.0,2014-04-30,-6.37,5.04,,,14.0
61,047040,대우건설,3557730000000.0,2014-04-30,7.54,25.51,,,-2.45
62,001300,제일모직,3455640000000.0,2014-04-30,-2.8,-12.72,-27.02,-30.56,0.76
63,008770,호텔신라,3410660000000.0,2014-04-30,3.21,11.41,,,6.44
64,047810,한국항공우주,3211800000000.0,2014-04-30,-1.64,2.97,,,-3.19
65,069960,현대백화점,3112520000000.0,2014-04-30,-6.67,-7.64,,,-0.75
66,028050,삼성엔지니어링,3092000000000.0,2014-04-30,10.27,7.81,,,5.43
67,012450,삼성테크윈,3076230000000.0,2014-04-30,2.3,9.24,,,-1.21
68,138930,BS금융지주,3055400000000.0,2014-04-30,2.6,-0.31,,,1.48
69,051600,한전KPS,3024000000000.0,2014-04-30,0.6,19.57,,,-3.42
70,016360,삼성증권,3007720000000.0,2014-04-30,2.34,-9.44,,,4.32
71,012750,에스원,2982940000000.0,2014-04-30,-9.77,0.9,,,1.27
72,000210,대림산업,2926680000000.0,2014-04-30,-3.55,1.57,,,-4.16
73,030000,제일기획,2887530000000.0,2014-04-30,3.29,-10.36,,,-6.18
74,010620,현대미포조선,2810000000000.0,2014-04-30,-7.26,-19.02,-17.35,,14.95
75,000150,두산,2777460000000.0,2014-04-30,-3.62,-2.56,,,-4.14
76,006800,대우증권,2763890000000.0,2014-04-30,3.68,-1.74,,,2.72
77,001450,현대해상,2708820000000.0,2014-04-30,-1.46,-2.57,,,-4.46
78,114090,GKL,2662890000000.0,2014-04-30,-4.65,3.73,,,-4.41
79,011780,금호석유,2659830000000.0,2014-04-30,-0.34,-1.02,,,-6.99
80,006260,LS,2604980000000.0,2014-04-30,5.34,-3.8,,,-11.12
81,004800,효성,2588160000000.0,2014-04-30,-3.41,8.87,,,-7.33
82,042670,두산인프라코어,2582820000000.0,2014-04-30,-9.45,-4.6,,,-1.61
83,009830,한화케미칼,2560170000000.0,2014-04-30,-4.7,-8.75,,,3.01
84,004990,롯데제과,2515880000000.0,2014-04-30,-1.67,-4.84,,,-0.51
85,000120,CJ대한통운,2486550000000.0,2014-04-30,-7.63,1.87,,,4.13
86,011070,LG이노텍,2406770000000.0,2014-04-30,14.0,34.12,,,11.84
87,064350,현대로템,2384250000000.0,2014-04-30,-6.34,-2.77,,,-3.39
88,001740,SK네트웍스,2362750000000.0,2014-04-30,0.95,12.93,,,-0.42
89,052690,한전기술,2354350000000.0,2014-04-30,-4.94,-9.14,,,-15.91
90,000880,한화,2252510000000.0,2014-04-30,-5.2,-16.76,,,-9.82
91,060980,만도,2231940000000.0,2014-04-30,-10.15,1.64,,,-10.08
92,012630,현대산업,2227600000000.0,2014-04-30,-3.12,21.6,,,-3.21
93,007070,GS리테일,2209900000000.0,2014-04-30,4.36,13.21,,,-19.86
94,004170,신세계,2205320000000.0,2014-04-30,-2.18,-1.97,,,-6.7
95,000670,영풍,2192030000000.0,2014-04-30,3.66,-2.06,,,4.87
96,088980,맥쿼리인프라,2121340000000.0,2014-04-30,-1.4,6.49,,,-0.47
97,071050,한국금융지주,2109230000000.0,2014-04-30,2.71,-4.06,,,2.25
98,139130,DGB금융지주,2097930000000.0,2014-04-30,2.29,-6.29,,,-0.32
99,000100,유한양행,2024190000000.0,2014-04-30,-0.55,-6.92,,,-2.76
100,009240,한샘,1986260000000.0,2014-04-30,17.39,60.76,,,4.98
101,010120,LS산전,1980000000000.0,2014-04-30,-1.64,-1.05,,,-2.27
102,003490,대한항공,1953890000000.0,2014-04-30,-13.28,-5.8,,,0.16
103,000240,한국타이어월드와이드,1944120000000.0,2014-04-30,-0.24,-1.42,,,11.72
104,005300,롯데칠성,1933750000000.0,2014-04-30,2.9,-3.52,,,1.73
105,073240,금호타이어,1921550000000.0,2014-04-30,0.78,-6.14,,,-6.92
106,004370,농심,1870410000000.0,2014-04-30,-0.49,12.43,,,0.98
107,111770,영원무역,1865510000000.0,2014-04-30,9.21,9.21,,,7.48
108,057050,현대홈쇼핑,1860000000000.0,2014-04-30,-3.43,-14.6,,,-1.61
109,006360,GS건설,1851300000000.0,2014-04-30,9.65,16.66,,,-8.68
110,002550,LIG손해보험,1815000000000.0,2014-04-30,-3.2,-3.82,16.57,33.55,-6.28
111,037620,미래에셋증권,1772040000000.0,2014-04-30,2.79,17.17,18.48,-8.04,0.59
112,000080,하이트진로,1753340000000.0,2014-04-30,5.71,16.82,,,-13.6
113,011200,현대상선,1751980000000.0,2014-04-30,-1.43,-26.85,,,-8.12
114,005940,우리투자증권,1737490000000.0,2014-04-30,-1.13,-4.6,,,-1.15
115,120110,코오롱인더,1721570000000.0,2014-04-30,26.1,36.65,,,1.31
116,071840,롯데하이마트,1711560000000.0,2014-04-30,0.69,-6.09,,,-7.03
117,005440,현대그린푸드,1695170000000.0,2014-04-30,-0.29,-3.88,,,-2.88
118,108670,LG하우시스,1632120000000.0,2014-04-30,15.56,16.67,,,5.22
119,006280,녹십자,1490030000000.0,2014-04-30,-1.16,-2.67,,,-3.53
120,003240,태광산업,1481940000000.0,2014-04-30,-3.27,-5.2,,,-3.98
121,007310,오뚜기,1408680000000.0,2014-04-30,6.78,3.93,,,8.06
122,001680,대상,1403990000000.0,2014-04-30,-2.39,15.25,,,15.93
123,003620,쌍용차,1370830000000.0,2014-04-30,14.31,21.09,,,-3.3
124,037560,CJ헬로비전,1366940000000.0,2014-04-30,-3.29,-11.53,,,-13.6
125,002350,넥센타이어,1343120000000.0,2014-04-30,5.99,-4.39,,,7.77
126,000060,메리츠화재,1302080000000.0,2014-04-30,-13.76,-14.62,-10.45,7.53,-0.78
127,181710,NHN엔터테인먼트,1278410000000.0,2014-04-30,-12.91,9.05,,,-11.98
128,010520,현대하이스코,1256720000000.0,2014-04-30,1.66,36.89,41.38,96.93,31.58
129,006120,SK케미칼,1252670000000.0,2014-04-30,-7.68,2.56,,,0.33
130,011790,SKC,1236740000000.0,2014-04-30,10.52,9.98,,,-6.0
131,900140,코라오홀딩스,1227850000000.0,2014-04-30,4.06,14.26,,,-1.56
132,003690,코리안리,1227760000000.0,2014-04-30,-0.97,-9.73,,,-1.97
133,001120,LG상사,1184120000000.0,2014-04-30,8.33,2.69,,,-10.8
134,003450,현대증권,1179800000000.0,2014-04-30,7.93,20.49,1.61,-9.28,-11.82
