순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,709765000000000.0,2025-12-30,19.3,42.91,100.5,125.38,33.86
2,000660,SK하이닉스,473930000000000.0,2025-12-30,22.83,87.34,122.95,274.35,39.63
3,373220,LG에너지솔루션,86229000000000.0,2025-12-30,-9.68,6.04,24.07,5.89,8.01
4,207940,삼성바이오로직스,78463200000000.0,2025-12-30,5.48,15.52,16.1,21.36,2.95
5,005380,현대차,60710700000000.0,2025-12-30,13.38,37.91,45.7,39.86,68.63
6,329180,HD현대중공업,53425300000000.0,2025-12-30,-4.86,-1.17,18.79,77.04,12.97
7,402340,SK스퀘어,48608100000000.0,2025-12-30,23.49,82.63,101.09,364.06,54.89
8,012450,한화에어로스페이스,48521200000000.0,2025-12-30,10.45,-15.0,10.97,192.69,38.15
9,034020,두산에너빌리티,48234300000000.0,2025-12-30,-1.44,20.1,10.09,329.06,20.32
10,105560,KB금융,47568300000000.0,2025-12-30,-0.08,7.97,12.44,50.42,8.42
11,000270,기아,47552300000000.0,2025-12-30,6.75,20.95,25.7,20.95,25.29
12,068270,셀트리온,41803900000000.0,2025-12-30,-2.48,4.38,13.41,0.22,16.02
13,028260,삼성물산,40709400000000.0,2025-12-30,6.44,29.74,48.39,108.62,25.89
14,035420,NAVER,38036800000000.0,2025-12-30,-0.61,-9.68,-7.62,21.92,13.4
15,055550,신한지주,37334600000000.0,2025-12-30,-1.41,8.62,25.24,61.39,9.62
16,042660,한화오션,34808600000000.0,2025-12-30,5.38,2.99,43.07,204.15,21.92
17,012330,현대모비스,33843300000000.0,2025-12-30,20.52,24.96,29.97,57.72,20.38
18,032830,삼성생명,31520000000000.0,2025-12-30,3.07,0.64,23.7,66.24,19.48
19,015760,한국전력,30300700000000.0,2025-12-30,-10.1,30.93,20.1,135.41,23.52
20,009540,HD한국조선해양,28804700000000.0,2025-12-30,-0.73,-0.97,11.2,78.51,1.6
21,267260,HD현대일렉트릭,27900500000000.0,2025-12-30,-0.13,32.99,52.66,102.62,14.86
22,035720,카카오,26589700000000.0,2025-12-30,2.39,0.84,0.17,57.33,2.16
23,086790,하나금융지주,26190500000000.0,2025-12-30,0.86,7.91,9.04,65.67,6.38
24,005490,POSCO홀딩스,24684600000000.0,2025-12-30,-1.45,10.51,16.86,20.32,13.93
25,010130,고려아연,24560800000000.0,2025-12-30,-1.94,42.89,60.68,30.82,43.16
26,051910,LG화학,23507300000000.0,2025-12-30,-10.96,19.78,57.45,33.2,-6.76
27,000810,삼성화재,22867500000000.0,2025-12-30,3.22,10.08,14.52,38.63,0.8
28,006400,삼성SDI,21717800000000.0,2025-12-30,-10.02,31.46,55.96,11.22,44.71
29,010140,삼성중공업,21208000000000.0,2025-12-30,-2.03,10.05,43.79,113.27,22.2
30,316140,우리금융지주,20554100000000.0,2025-12-30,5.46,7.9,24.72,82.17,8.04
31,064350,현대로템,20507800000000.0,2025-12-30,6.94,-14.2,-4.38,278.07,22.67
32,138040,메리츠금융지주,19817600000000.0,2025-12-30,4.14,-0.35,0.53,8.75,3.09
33,011200,HMM,19336400000000.0,2025-12-30,7.11,2.24,-8.89,16.08,-2.44
34,009150,삼성전기,19046900000000.0,2025-12-30,1.59,31.78,89.31,105.98,9.41
35,034730,SK,18596900000000.0,2025-12-30,-3.39,22.14,25.43,95.06,30.02
36,0126Z0,삼성에피스홀딩스,18488100000000.0,2025-12-30,73.19,,,,-18.44
37,096770,SK이노베이션,17108100000000.0,2025-12-30,-12.0,0.7,-17.32,-9.64,10.67
38,033780,KT&G,16764500000000.0,2025-12-30,-2.34,6.36,11.28,32.68,8.3
39,024110,기업은행,16706100000000.0,2025-12-30,1.95,7.66,14.73,46.2,5.73
40,003670,포스코퓨처엠,16632900000000.0,2025-12-30,-9.44,30.31,47.94,35.76,19.52
41,298040,효성중공업,16607000000000.0,2025-12-30,-6.31,32.91,99.89,353.18,46.15
42,066570,LG전자,14969300000000.0,2025-12-30,7.36,21.56,24.53,10.06,7.83
43,267250,HD현대,14890200000000.0,2025-12-30,-4.07,21.3,45.56,138.01,24.14
44,352820,하이브,14047600000000.0,2025-12-30,10.18,24.06,6.8,70.63,13.33
45,010120,LS ELECTRIC,13800000000000.0,2025-12-30,0.0,61.69,53.85,186.07,23.04
46,086280,현대글로비스,13545000000000.0,2025-12-30,9.85,9.19,33.98,52.92,34.0
47,018260,삼성에스디에스,13270300000000.0,2025-12-30,1.78,4.45,1.12,34.19,0.93
48,030200,KT,13256300000000.0,2025-12-30,4.37,4.16,-5.57,19.95,8.17
49,006800,미래에셋증권,13241500000000.0,2025-12-30,6.87,9.37,8.86,190.79,83.08
50,000150,두산,12647400000000.0,2025-12-30,-10.84,44.36,19.05,206.27,8.96
51,003550,LG,12445700000000.0,2025-12-30,2.41,12.08,1.38,12.08,13.63
52,042700,한미반도체,12142800000000.0,2025-12-30,3.07,32.02,24.9,54.42,65.62
53,259960,크래프톤,11661300000000.0,2025-12-30,-4.47,-15.9,-32.23,-21.28,3.25
54,017670,SK텔레콤,11491300000000.0,2025-12-30,0.0,-1.47,-5.64,-3.08,35.51
55,047810,한국항공우주,11151200000000.0,2025-12-30,5.05,5.93,27.39,108.38,47.12
56,323410,카카오뱅크,10303400000000.0,2025-12-30,-0.23,-9.05,-28.0,2.61,6.02
57,272210,한화시스템,10277200000000.0,2025-12-30,17.75,-8.57,-6.21,140.71,73.16
58,326030,SK바이오팜,9757830000000.0,2025-12-30,-10.87,22.88,35.43,12.15,-5.3
59,010950,S-Oil,9344370000000.0,2025-12-30,8.21,33.01,38.56,51.46,27.59
60,005830,DB손해보험,9281880000000.0,2025-12-30,5.3,-5.34,6.33,27.53,8.77
61,003230,삼양식품,9273140000000.0,2025-12-30,-14.81,-19.49,-11.76,60.92,-4.14
62,079550,LIG넥스원,9262000000000.0,2025-12-30,9.92,-17.93,-22.04,90.93,14.37
63,307950,현대오토에버,9104760000000.0,2025-12-30,64.36,117.42,94.61,163.28,39.01
64,071050,한국금융지주,9010890000000.0,2025-12-30,0.81,11.52,15.83,126.79,33.27
65,000100,유한양행,8988450000000.0,2025-12-30,-7.87,-5.63,7.87,-5.94,-3.91
66,007660,이수페타시스,8750380000000.0,2025-12-30,-17.22,67.18,127.92,348.15,-1.43
67,047050,포스코인터내셔널,8725770000000.0,2025-12-30,-7.46,2.37,-0.2,25.09,25.81
68,443060,HD현대마린솔루션,8674450000000.0,2025-12-30,3.98,-7.86,-5.84,19.89,-5.22
69,278470,에이피알,8646480000000.0,2025-12-30,-9.59,-7.6,49.81,362.0,16.88
70,003490,대한항공,8303380000000.0,2025-12-30,3.2,-0.88,-1.53,-0.22,3.33
71,180640,한진칼,8278520000000.0,2025-12-30,21.09,23.38,4.91,64.46,-8.95
72,000720,현대건설,7806040000000.0,2025-12-30,4.63,28.86,-10.7,175.98,46.36
73,039490,키움증권,7736700000000.0,2025-12-30,6.04,18.16,26.42,149.14,53.2
