순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,322101000000000.0,2018-01-31,-2.08,-9.4,3.53,26.46,-5.69
2,000660,SK하이닉스,53508200000000.0,2018-01-31,-3.92,-10.58,11.36,36.87,4.49
3,005380,현대차,35684800000000.0,2018-01-31,3.85,0.62,11.72,16.13,-0.31
4,005490,POSCO,33174600000000.0,2018-01-31,14.44,16.9,14.61,40.41,-4.99
5,051910,LG화학,30495900000000.0,2018-01-31,6.67,7.06,31.71,64.89,-11.34
6,035420,NAVER,29996000000000.0,2018-01-31,4.6,1.79,13.32,20.05,-11.76
7,207940,삼성바이오로직스,29013400000000.0,2018-01-31,18.19,14.19,61.21,172.36,2.62
8,105560,KB금융,28138900000000.0,2018-01-31,6.15,15.24,13.3,43.19,-4.9
9,028260,삼성물산,26936000000000.0,2018-01-31,12.7,-4.05,2.16,12.7,-9.51
10,032830,삼성생명,25800000000000.0,2018-01-31,3.61,-4.44,2.79,16.22,-5.81
11,055550,신한지주,25274800000000.0,2018-01-31,7.89,6.18,0.19,16.12,-11.07
12,012330,현대모비스,24092600000000.0,2018-01-31,-5.89,-7.13,0.61,2.27,-7.88
13,015760,한국전력,22950200000000.0,2018-01-31,-6.29,-8.8,-19.75,-15.78,-7.41
14,034730,SK,22409800000000.0,2018-01-31,12.54,10.02,17.31,47.11,-10.68
15,017670,SK텔레콤,21438000000000.0,2018-01-31,-0.56,0.57,-4.5,19.06,-9.6
16,018260,삼성에스디에스,19847400000000.0,2018-01-31,28.25,23.91,43.3,103.57,-7.21
17,096770,SK이노베이션,18909200000000.0,2018-01-31,0.0,-0.24,15.86,30.26,0.49
18,051900,LG생활건강,18382600000000.0,2018-01-31,-1.01,0.0,18.77,33.9,-6.54
19,090430,아모레퍼시픽,17508300000000.0,2018-01-31,-1.64,-4.62,5.64,-5.52,-6.01
20,066570,LG전자,16773900000000.0,2018-01-31,-3.3,12.64,52.76,85.02,-2.54
21,086790,하나금융지주,15421800000000.0,2018-01-31,4.62,8.65,2.16,51.23,-5.66
22,003550,LG,15374800000000.0,2018-01-31,-2.09,3.61,18.17,50.51,-3.26
23,251270,넷마블게임즈,14794700000000.0,2018-01-31,-7.69,0.0,21.68,,-15.23
24,033780,KT&G,14621700000000.0,2018-01-31,-7.79,0.47,-6.58,5.97,-6.29
25,011170,롯데케미칼,14395700000000.0,2018-01-31,14.13,13.67,13.82,11.55,9.29
26,000270,기아차,14045800000000.0,2018-01-31,3.43,-2.12,-5.33,-4.81,-0.87
27,010950,S-Oil,13847700000000.0,2018-01-31,5.13,-4.28,5.58,51.66,0.41
28,000810,삼성화재,13691300000000.0,2018-01-31,8.24,5.86,-1.03,7.43,0.0
29,006400,삼성SDI,13546600000000.0,2018-01-31,-3.67,-4.37,16.91,70.56,-13.2
30,002790,아모레G,11709100000000.0,2018-01-31,0.71,-1.05,16.87,4.8,-11.27
31,034220,LG디스플레이,11521700000000.0,2018-01-31,7.69,9.9,1.74,5.05,-7.3
32,000030,우리은행,11390600000000.0,2018-01-31,6.98,2.74,-11.78,28.63,-1.48
33,010130,고려아연,9718050000000.0,2018-01-31,4.46,0.59,4.36,5.1,-0.58
34,036570,엔씨소프트,9697050000000.0,2018-01-31,-1.23,3.63,22.44,45.39,-15.16
35,035720,카카오,9507190000000.0,2018-01-31,2.19,-2.78,16.67,80.19,-8.57
36,024110,기업은행,9323650000000.0,2018-01-31,1.22,8.47,7.77,31.1,3.3
37,139480,이마트,8111860000000.0,2018-01-31,7.38,29.91,14.57,43.35,4.47
38,009150,삼성전기,7954880000000.0,2018-01-31,6.5,2.4,13.66,87.83,-13.05
39,009540,현대중공업,7876490000000.0,2018-01-31,44.87,-6.97,-16.56,15.48,-5.76
40,030200,KT,7741970000000.0,2018-01-31,-1.98,1.02,-14.8,0.85,-5.9
41,004020,현대제철,7606410000000.0,2018-01-31,-2.73,-0.87,-9.09,-2.06,-5.96
42,006800,미래에셋대우,7496060000000.0,2018-01-31,25.22,13.38,6.07,30.64,-17.52
43,267250,현대로보틱스,7442980000000.0,2018-01-31,19.95,1.22,3.75,,-3.17
44,021240,코웨이,7122690000000.0,2018-01-31,-2.56,-2.16,-3.94,8.8,-9.03
45,018880,한온시스템,6966090000000.0,2018-01-31,-6.11,0.38,27.32,43.57,-4.21
46,035250,강원랜드,6942370000000.0,2018-01-31,-6.75,-5.39,-12.3,-0.76,-11.09
47,128940,한미약품,6797260000000.0,2018-01-31,2.23,31.31,65.39,126.0,-22.45
48,023530,롯데쇼핑,6791470000000.0,2018-01-31,21.36,7.33,0.15,16.29,-14.49
49,008930,한미사이언스,6667420000000.0,2018-01-31,-5.41,16.52,28.41,97.78,-20.0
50,161390,한국타이어,6627320000000.0,2018-01-31,-2.01,-0.93,-14.4,-5.48,10.28
51,088350,한화생명,6522660000000.0,2018-01-31,8.68,-5.18,-0.53,16.61,-10.65
52,078930,GS,6448330000000.0,2018-01-31,11.58,4.83,-7.96,36.08,-4.76
53,032640,LG유플러스,6243540000000.0,2018-01-31,2.14,11.28,-14.11,25.44,-12.24
54,009830,한화케미칼,5801290000000.0,2018-01-31,11.39,15.6,4.45,34.87,-5.68
55,001040,CJ,5368570000000.0,2018-01-31,1.38,-1.34,-5.15,0.82,-9.51
56,086280,현대글로비스,5231250000000.0,2018-01-31,2.57,-7.62,-11.15,-10.29,2.15
57,004990,롯데지주,5143070000000.0,2018-01-31,7.22,-6.31,-11.04,-11.25,-10.17
58,047810,한국항공우주,5127190000000.0,2018-01-31,10.85,-7.39,1.74,-15.16,-4.37
59,005830,DB손해보험,5125920000000.0,2018-01-31,1.69,2.7,-9.61,22.5,-4.01
60,071050,한국금융지주,4870450000000.0,2018-01-31,26.67,38.07,22.75,87.96,-10.18
61,079440,아이엔지생명,4797000000000.0,2018-01-31,9.55,21.88,54.97,,-9.74
62,000720,현대건설,4777160000000.0,2018-01-31,18.18,13.34,-5.3,3.25,-10.26
63,004800,효성,4740860000000.0,2018-01-31,-3.23,0.37,-19.4,-0.37,-7.41
64,005940,NH투자증권,4727670000000.0,2018-01-31,20.86,19.57,18.73,46.72,-14.88
65,097950,CJ제일제당,4723860000000.0,2018-01-31,-2.05,-2.05,-3.11,1.13,-5.72
66,271560,오리온,4625420000000.0,2018-01-31,11.96,10.38,42.51,,-7.69
67,036460,한국가스공사,4555650000000.0,2018-01-31,15.98,20.81,-1.69,6.59,-6.99
68,029780,삼성카드,4512700000000.0,2018-01-31,-1.64,6.28,-1.89,-0.51,-6.8
69,002380,KCC,4439010000000.0,2018-01-31,10.37,7.82,-3.67,21.01,-13.79
70,001450,현대해상,4143690000000.0,2018-01-31,-1.38,2.21,2.09,53.99,-10.9
71,010060,OCI,4030540000000.0,2018-01-31,24.27,49.56,83.3,96.97,-2.66
72,009240,한샘,4012530000000.0,2018-01-31,-5.28,0.0,-3.12,-18.23,-12.32
73,016360,삼성증권,3889020000000.0,2018-01-31,18.99,22.33,7.4,34.41,-9.07
74,282330,BGF리테일,3802460000000.0,2018-01-31,4.76,,,,-20.91
75,012750,에스원,3777120000000.0,2018-01-31,-7.1,8.52,7.81,18.19,-3.42
76,241560,두산밥캣,3709220000000.0,2018-01-31,3.35,2.07,4.52,0.0,-8.11
77,003490,대한항공,3656260000000.0,2018-01-31,13.88,21.8,8.29,46.3,-15.3
