순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,416691000000000.0,2023-07-31,-3.32,6.56,14.43,13.68,-4.15
2,373220,LG에너지솔루션,131040000000000.0,2023-07-31,1.27,-3.61,7.49,32.7,-2.86
3,000660,SK하이닉스,89835500000000.0,2023-07-31,7.12,37.88,39.44,26.05,-1.3
4,207940,삼성바이오로직스,54519300000000.0,2023-07-31,2.96,-1.92,-3.4,-11.45,-3.79
5,005490,POSCO홀딩스,54294700000000.0,2023-07-31,65.46,70.29,113.64,165.29,-9.81
6,051910,LG화학,45743800000000.0,2023-07-31,-2.85,-12.43,-6.09,7.46,-10.03
7,006400,삼성SDI,45728400000000.0,2023-07-31,-0.6,-3.76,-2.92,16.87,-7.67
8,005380,현대차,41460200000000.0,2023-07-31,-5.08,-0.76,17.37,0.0,-3.52
9,003670,포스코퓨처엠,40823100000000.0,2023-07-31,49.29,57.31,135.27,300.76,-14.71
10,035420,NAVER,37239100000000.0,2023-07-31,24.18,18.04,12.1,-12.36,-5.51
11,000270,기아,33249100000000.0,2023-07-31,-6.55,-2.13,23.8,1.85,-3.02
12,035720,카카오,22790700000000.0,2023-07-31,4.48,-11.7,-16.45,-31.42,-6.24
13,012330,현대모비스,21968400000000.0,2023-07-31,0.22,7.13,13.38,1.97,-0.86
14,068270,셀트리온,21460900000000.0,2023-07-31,-4.12,-8.72,-9.28,-19.9,-1.84
15,105560,KB금융,20579100000000.0,2023-07-31,6.81,3.03,-8.77,5.26,6.08
16,096770,SK이노베이션,19972600000000.0,2023-07-31,36.28,24.78,33.25,15.2,-16.48
17,028260,삼성물산,19171600000000.0,2023-07-31,-2.27,-5.75,-12.83,-14.27,1.36
18,055550,신한지주,18168100000000.0,2023-07-31,3.09,0.29,-15.64,-1.82,1.43
19,066570,LG전자,17739400000000.0,2023-07-31,-14.44,-0.82,8.29,14.83,-9.13
20,047050,포스코인터내셔널,15850600000000.0,2023-07-31,126.1,236.19,284.22,338.44,-12.1
21,032830,삼성생명,13960000000000.0,2023-07-31,3.71,5.28,-1.55,14.99,-3.15
22,003550,LG,13134600000000.0,2023-07-31,-5.11,-4.46,0.85,2.96,-1.68
23,329180,HD현대중공업,12401600000000.0,2023-07-31,6.07,27.46,26.08,11.76,-6.37
24,323410,카카오뱅크,12395900000000.0,2023-07-31,9.47,18.18,-4.06,-15.86,1.35
25,015760,한국전력,12332100000000.0,2023-07-31,-6.75,2.84,-3.18,-14.05,-7.24
26,086790,하나금융지주,11629000000000.0,2023-07-31,0.26,-6.32,-19.38,5.65,0.64
27,000810,삼성화재,11559500000000.0,2023-07-31,6.09,8.44,20.2,23.54,1.02
28,033780,KT&G,11340400000000.0,2023-07-31,-0.24,-3.73,-10.7,0.85,5.21
29,034020,두산에너빌리티,11203400000000.0,2023-07-31,-3.42,4.79,4.73,-6.72,4.17
30,034730,SK,11184700000000.0,2023-07-31,2.76,-5.97,-22.87,-30.55,-5.43
31,352820,하이브,10933700000000.0,2023-07-31,-6.75,-2.78,36.93,49.57,-3.81
32,009150,삼성전기,10860500000000.0,2023-07-31,0.62,1.04,1.89,2.04,-6.88
33,138040,메리츠금융지주,10244300000000.0,2023-07-31,18.55,7.19,14.55,87.43,11.18
34,042660,한화오션,10138800000000.0,2023-07-31,24.01,73.47,102.82,135.51,-17.97
35,017670,SK텔레콤,10088200000000.0,2023-07-31,-1.07,-3.35,-1.07,-13.99,4.23
36,018260,삼성에스디에스,9927570000000.0,2023-07-31,4.39,9.38,2.64,-5.66,10.68
37,010130,고려아연,9812400000000.0,2023-07-31,1.33,-3.7,-8.69,3.46,6.68
38,001570,금양,9235760000000.0,2023-07-31,199.62,138.17,502.65,1763.0,-18.92
39,003490,대한항공,9058230000000.0,2023-07-31,1.03,7.66,1.44,-2.77,-7.32
40,009540,HD한국조선해양,8726330000000.0,2023-07-31,5.84,45.4,54.9,45.57,0.32
41,011200,HMM,8553300000000.0,2023-07-31,-7.21,-14.26,-19.59,-29.62,-4.75
42,316140,우리금융지주,8481910000000.0,2023-07-31,-1.19,-0.68,-8.91,-2.1,2.23
43,010950,S-Oil,8432450000000.0,2023-07-31,12.29,0.4,-15.08,-18.41,-2.54
44,259960,크래프톤,8308720000000.0,2023-07-31,-11.81,-10.57,-4.18,-26.42,-9.78
45,024110,기업은행,8285250000000.0,2023-07-31,0.48,3.28,1.37,10.65,3.56
46,010140,삼성중공업,7946400000000.0,2023-07-31,35.38,58.98,55.96,60.68,-2.44
47,030200,KT,7702800000000.0,2023-07-31,-1.01,-1.67,-15.83,-21.85,11.86
48,361610,SK아이이테크놀로지,7650230000000.0,2023-07-31,10.85,38.81,60.15,31.17,-15.84
49,028050,삼성엔지니어링,7252000000000.0,2023-07-31,30.74,27.15,43.13,88.78,-8.11
50,377300,카카오페이,6729210000000.0,2023-07-31,6.81,-7.89,-17.7,-20.19,-9.86
51,051900,LG생활건강,6684590000000.0,2023-07-31,-6.75,-31.3,-42.4,-45.06,8.53
52,090430,아모레퍼시픽,6592130000000.0,2023-07-31,15.47,-8.6,-22.54,-12.64,18.81
53,086280,현대글로비스,6536250000000.0,2023-07-31,-11.84,6.48,5.06,-4.23,-1.03
54,009830,한화솔루션,6506130000000.0,2023-07-31,-10.52,-21.06,-33.1,-30.73,-3.7
