순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,277560000000000.0,2017-01-31,9.49,20.38,28.2,71.57,-2.58
2,000660,SK하이닉스,39093700000000.0,2017-01-31,20.13,30.98,56.1,96.7,-13.04
3,005380,현대차,30728600000000.0,2017-01-31,-4.45,-0.36,5.68,4.89,7.17
4,015760,한국전력,27251400000000.0,2017-01-31,-3.63,-13.81,-30.75,-19.3,2.71
5,035420,NAVER,24985700000000.0,2017-01-31,-2.19,-11.55,6.76,20.7,2.37
6,028260,삼성물산,23900900000000.0,2017-01-31,0.4,-21.98,-7.01,-15.44,-2.38
7,005490,POSCO,23627600000000.0,2017-01-31,5.24,14.35,19.65,51.82,4.61
8,012330,현대모비스,23557200000000.0,2017-01-31,-8.33,-11.68,-5.1,-6.38,5.37
9,032830,삼성생명,22200000000000.0,2017-01-31,-1.33,0.45,14.08,0.91,-3.6
10,055550,신한지주,21765800000000.0,2017-01-31,1.44,4.68,14.89,18.91,1.74
11,105560,KB금융,19651200000000.0,2017-01-31,9.81,11.11,33.52,53.85,-0.21
12,090430,아모레퍼시픽,18531300000000.0,2017-01-31,-1.4,-11.7,-18.3,-21.82,-5.05
13,051910,LG화학,18495200000000.0,2017-01-31,0.38,6.29,7.6,-11.34,8.02
14,017670,SK텔레콤,18006300000000.0,2017-01-31,-0.45,-0.22,-3.04,6.7,3.81
15,034730,SK,15233000000000.0,2017-01-31,-5.66,-3.13,3.84,-8.26,0.69
16,000270,기아차,14755200000000.0,2017-01-31,-7.26,-10.57,-13.64,-19.38,5.08
17,096770,SK이노베이션,14517100000000.0,2017-01-31,7.17,3.63,7.53,19.85,-1.59
18,033780,KT&G,13797900000000.0,2017-01-31,-0.5,-11.06,-16.94,-2.9,1.99
19,051900,LG생활건강,13728400000000.0,2017-01-31,2.57,7.2,-12.8,-11.3,-0.11
20,011170,롯데케미칼,12904700000000.0,2017-01-31,2.03,30.5,24.05,36.91,-3.19
