순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,325460000000000.0,2018-05-31,-4.34,7.73,-0.2,13.42,-7.99
2,000660,SK하이닉스,67995400000000.0,2018-05-31,10.53,21.61,21.61,63.86,-8.24
3,068270,셀트리온,33292600000000.0,2018-05-31,-2.03,-24.79,35.32,183.24,14.31
4,005380,현대차,30618400000000.0,2018-05-31,-13.12,-13.93,-15.5,-14.72,-9.71
5,005490,POSCO,29599900000000.0,2018-05-31,-8.86,-6.09,1.34,20.39,-3.09
6,207940,삼성바이오로직스,28781800000000.0,2018-05-31,-10.86,-3.33,27.01,97.73,-4.14
7,051910,LG화학,23895500000000.0,2018-05-31,-5.97,-11.62,-18.92,12.09,-1.48
8,028260,삼성물산,23806100000000.0,2018-05-31,-10.36,-2.33,-4.92,-8.73,-7.17
9,035420,NAVER,22052000000000.0,2018-05-31,-6.56,-16.69,-16.37,-20.83,14.05
10,105560,KB금융,21658200000000.0,2018-05-31,-15.36,-19.06,-13.52,-3.36,1.93
11,015760,한국전력,21281100000000.0,2018-05-31,-11.48,0.15,-11.6,-22.37,-3.47
12,012330,현대모비스,21221000000000.0,2018-05-31,-12.1,-4.39,-20.29,-20.58,-2.75
13,051900,LG생활건강,20975200000000.0,2018-05-31,-1.97,22.09,14.49,36.62,3.95
14,055550,신한지주,20746200000000.0,2018-05-31,-8.18,-7.7,-9.61,-11.53,-1.03
15,032830,삼성생명,20600000000000.0,2018-05-31,-11.97,-15.23,-19.53,-15.57,-4.47
16,034730,SK,19489800000000.0,2018-05-31,-5.78,-2.64,-5.14,1.28,-6.5
17,090430,아모레퍼시픽,19437400000000.0,2018-05-31,-4.73,18.12,7.61,-3.06,-3.01
18,096770,SK이노베이션,19047900000000.0,2018-05-31,4.83,0.24,-0.24,21.89,-1.94
19,017670,SK텔레콤,17925500000000.0,2018-05-31,-2.85,-7.5,-15.91,-12.43,4.96
20,018260,삼성에스디에스,16326700000000.0,2018-05-31,-13.88,-11.34,12.23,29.45,-4.98
21,066570,LG전자,15153800000000.0,2018-05-31,-9.22,-7.31,2.89,12.24,-10.37
22,006400,삼성SDI,13787300000000.0,2018-05-31,9.26,17.25,-5.42,21.15,6.73
23,251270,넷마블,13370700000000.0,2018-05-31,6.44,6.44,-7.1,3.29,-2.87
24,033780,KT&G,13180100000000.0,2018-05-31,-1.84,-3.81,-21.31,-13.51,11.46
25,003550,LG,12665700000000.0,2018-05-31,-9.49,-14.85,-19.34,-9.38,-1.77
26,011170,롯데케미칼,12630500000000.0,2018-05-31,-10.99,-19.72,2.93,2.22,-5.56
27,000270,기아차,12627100000000.0,2018-05-31,-5.89,-9.32,-7.43,-20.23,-0.96
28,086790,하나금융지주,12490100000000.0,2018-05-31,-12.88,-15.36,-12.33,1.34,3.0
29,010950,S-Oil,12102700000000.0,2018-05-31,-2.27,-12.96,-10.04,3.86,1.86
30,000810,삼성화재,11867400000000.0,2018-05-31,-6.36,-13.32,-3.65,-14.36,5.39
31,002790,아모레G,10389700000000.0,2018-05-31,-11.89,0.0,-14.58,-16.28,-1.98
32,000030,우리은행,10342800000000.0,2018-05-31,-4.67,-7.83,-5.56,0.0,6.54
33,009150,삼성전기,10009000000000.0,2018-05-31,13.08,44.71,34.0,62.42,10.82
34,024110,기업은행,8735670000000.0,2018-05-31,-7.42,-9.3,-1.89,20.93,-1.28
35,004020,현대제철,8246950000000.0,2018-05-31,1.98,15.3,3.0,4.39,-14.89
36,000720,현대건설,8218060000000.0,2018-05-31,16.04,91.69,110.55,51.54,-22.09
37,034220,LG디스플레이,7943510000000.0,2018-05-31,-5.33,-25.63,-28.16,-31.9,-17.57
38,009540,현대중공업,7919440000000.0,2018-05-31,-4.18,-12.6,-18.96,-30.67,-10.92
