순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,212553000000000.0,2014-05-30,7.45,6.97,,,-8.39
2,005380,현대차,49452100000000.0,2014-05-30,-2.39,-8.37,,,2.23
3,000660,SK하이닉스,31415300000000.0,2014-05-30,9.96,13.94,,,9.97
4,012330,현대모비스,28035000000000.0,2014-05-30,-2.37,-8.13,,,-1.39
5,005490,POSCO,25197000000000.0,2014-05-30,-6.02,1.76,,,5.19
6,015760,한국전력,25100800000000.0,2014-05-30,-1.01,5.68,,,-4.6
7,035420,NAVER,24985700000000.0,2014-05-30,2.71,-7.22,,,10.16
8,000270,기아차,23835400000000.0,2014-05-30,2.62,6.14,,,-3.74
9,055550,신한지주,21030800000000.0,2014-05-30,-1.44,-0.22,,,5.64
10,032830,삼성생명,19980000000000.0,2014-05-30,3.95,-1.09,,,2.1
11,017670,SK텔레콤,17723700000000.0,2014-05-30,2.81,1.39,,,7.74
12,051910,LG화학,17230500000000.0,2014-05-30,-1.14,2.16,,,13.85
13,009540,현대중공업,14060000000000.0,2014-05-30,-4.39,-15.72,,,-4.32
14,105560,KB금융,13425700000000.0,2014-05-30,-1.28,-12.91,,,1.29
15,000810,삼성화재,12317500000000.0,2014-05-30,6.12,10.4,,,-0.96
16,066570,LG전자,11929900000000.0,2014-05-30,6.11,19.7,,,1.92
17,000830,삼성물산,11403900000000.0,2014-05-30,12.65,16.06,15.51,19.48,2.19
18,033780,KT&G,11395300000000.0,2014-05-30,0.24,6.14,,,7.83
19,086790,하나금융지주,10740600000000.0,2014-05-30,1.93,-11.15,,,1.21
20,003550,LG,10474200000000.0,2014-05-30,5.57,8.39,,,2.97
21,086280,현대글로비스,9881250000000.0,2014-05-30,8.21,12.37,,,2.28
22,096770,SK이노베이션,9847580000000.0,2014-05-30,-9.75,-20.23,,,6.1
23,034220,LG디스플레이,9714700000000.0,2014-05-30,-1.1,11.5,,,17.13
24,023530,롯데쇼핑,9384290000000.0,2014-05-30,-6.87,-11.7,,,3.52
25,003600,SK,8640970000000.0,2014-05-30,0.55,-4.42,-1.6,3.95,-0.82
26,090430,아모레퍼시픽,8470640000000.0,2014-05-30,8.54,23.42,,,5.18
27,034730,SK C&C,8275000000000.0,2014-05-30,16.96,14.14,,,0.6
28,053000,우리금융,8115340000000.0,2014-05-30,0.0,-3.32,-7.9,-4.51,0.42
29,004020,현대제철,8018630000000.0,2014-05-30,1.93,1.18,,,8.14
30,051900,LG생활건강,7965280000000.0,2014-05-30,8.05,11.6,,,-10.69
31,030200,KT,7937800000000.0,2014-05-30,-7.32,0.16,,,0.49
32,024110,기업은행,7735210000000.0,2014-05-30,10.24,2.94,,,-3.57
33,161390,한국타이어,7494440000000.0,2014-05-30,1.34,-2.73,,,-0.17
34,010130,고려아연,7010210000000.0,2014-05-30,9.1,8.94,,,6.86
35,006400,삼성SDI,6902090000000.0,2014-05-30,0.33,1.34,,,6.93
36,021240,코웨이,6617310000000.0,2014-05-30,5.28,25.62,,,-1.28
37,139480,이마트,6522940000000.0,2014-05-30,-0.85,-7.87,,,-0.85
38,035250,강원랜드,6514490000000.0,2014-05-30,2.01,-4.55,,,-2.46
39,010140,삼성중공업,6499140000000.0,2014-05-30,-0.17,-11.75,,,-3.91
40,010950,S-Oil,6203310000000.0,2014-05-30,-8.77,-15.75,,,3.27
41,002380,KCC,6164720000000.0,2014-05-30,14.01,13.57,,,5.29
42,000720,현대건설,5946400000000.0,2014-05-30,-4.3,-8.56,,,7.86
43,088350,한화생명,5628070000000.0,2014-05-30,-3.57,-5.26,,,-0.31
44,011170,롯데케미칼,5518340000000.0,2014-05-30,-1.23,-20.69,,,14.6
45,002790,아모레G,5473660000000.0,2014-05-30,28.46,37.2,,,8.89
46,036460,한국가스공사,5381850000000.0,2014-05-30,-5.66,-15.99,,,-5.32
47,042660,대우조선해양,5138840000000.0,2014-05-30,-10.2,-18.26,,,-4.28
48,018880,한라비스테온공조,5071100000000.0,2014-05-30,10.21,19.5,,,-3.58
49,001800,오리온,5012280000000.0,2014-05-30,6.47,-6.05,,,10.49
50,009150,삼성전기,4698230000000.0,2014-05-30,-4.98,-7.23,,,-7.31
51,011210,현대위아,4631420000000.0,2014-05-30,5.88,6.51,,,8.89
52,029780,삼성카드,4350500000000.0,2014-05-30,0.27,11.76,,,14.91
53,097950,CJ제일제당,4323000000000.0,2014-05-30,6.45,20.22,,,4.39
54,032640,LG유플러스,4187100000000.0,2014-05-30,-5.52,-8.23,,,-3.86
55,010060,OCI,4173640000000.0,2014-05-30,-3.31,-15.46,,,-1.71
56,001040,CJ,4139460000000.0,2014-05-30,14.0,11.77,,,-1.75
57,005830,동부화재,4085160000000.0,2014-05-30,1.23,12.48,,,-9.88
58,078930,GS,4027880000000.0,2014-05-30,-9.88,-12.51,,,4.04
59,036570,엔씨소프트,3695040000000.0,2014-05-30,-17.8,-11.78,,,8.31
60,047050,대우인터내셔널,3666820000000.0,2014-05-30,-11.17,-23.33,,,13.66
61,008770,호텔신라,3630450000000.0,2014-05-30,6.44,11.04,,,-1.19
62,034020,두산중공업,3561610000000.0,2014-05-30,-3.59,-7.32,,,4.47
63,001300,제일모직,3481860000000.0,2014-05-30,0.76,-3.63,-27.11,-27.83,5.72
