순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
162,001800,오리온홀딩스,1074370000000.0,2019-06-28,-0.29,-7.05,0.29,-37.86,-5.25
163,003690,코리안리,1049620000000.0,2019-06-28,3.81,-3.85,0.69,-25.47,-8.27
164,071840,롯데하이마트,1031660000000.0,2019-06-28,0.58,-13.29,-6.32,-44.19,-14.76
165,005250,녹십자홀딩스,1020510000000.0,2019-06-28,-1.36,-9.01,-13.55,-34.14,-5.53
166,003090,대웅,991321000000.0,2019-06-28,-6.06,-14.75,-4.21,-1.45,-7.62
167,192400,쿠쿠홀딩스,981516000000.0,2019-06-28,-7.38,-0.36,16.46,-23.55,-11.59
168,018250,애경산업,974822000000.0,2019-06-28,-19.57,-24.72,-22.27,-50.2,-8.38
169,023590,다우기술,973606000000.0,2019-06-28,7.43,3.83,15.12,-4.19,-5.99
170,185750,종근당,956141000000.0,2019-06-28,-1.18,-9.16,-9.61,-3.78,-2.17
171,002350,넥센타이어,952262000000.0,2019-06-28,-3.94,-0.51,6.32,-4.88,-7.28
172,003520,영진약품,927266000000.0,2019-06-28,-11.05,-24.1,-14.65,-33.38,-8.68
173,008060,대덕전자,920482000000.0,2019-06-28,-5.23,25.39,29.67,43.9,-12.71
174,006040,동원산업,919410000000.0,2019-06-28,3.3,6.84,23.15,-25.49,-4.4
175,020000,한섬,911310000000.0,2019-06-28,-14.55,-16.67,2.07,-14.05,-1.62
176,012630,HDC,905087000000.0,2019-06-28,-4.42,-19.84,-12.17,-45.11,-15.84
177,069260,휴켐스,899329000000.0,2019-06-28,3.53,-2.22,-8.71,-26.05,1.82
178,014680,한솔케미칼,897968000000.0,2019-06-28,-5.13,-4.1,2.58,0.38,1.64
179,032350,롯데관광개발,897134000000.0,2019-06-28,3.17,5.69,-10.65,-32.39,-14.23
180,089590,제주항공,873727000000.0,2019-06-28,-9.18,-13.79,-1.19,-17.95,-19.31
181,241590,화승엔터프라이즈,868701000000.0,2019-06-28,-6.82,26.43,34.74,28.12,-9.41
182,034310,NICE,859928000000.0,2019-06-28,8.1,13.22,26.46,34.72,-5.29
183,170900,동아에스티,857053000000.0,2019-06-28,3.05,8.09,-2.87,15.6,-7.39
184,005610,SPC삼립,846506000000.0,2019-06-28,-5.67,-28.39,-23.06,-26.79,-0.92
185,115390,락앤락,845311000000.0,2019-06-28,-1.58,-22.19,-24.63,-30.36,-2.89
186,006650,대한유화,845000000000.0,2019-06-28,-5.8,-16.67,-15.31,-48.1,-6.92
187,001680,대상,840215000000.0,2019-06-28,-6.55,-13.24,-3.19,-9.68,-0.21
188,105630,한세실업,838000000000.0,2019-06-28,-11.6,-24.5,5.54,27.74,-10.02
189,009970,영원무역홀딩스,829044000000.0,2019-06-28,-2.41,-5.59,-2.72,13.22,-8.39
190,145720,덴티움,813559000000.0,2019-06-28,7.77,19.51,27.83,-15.13,0.82
191,267270,현대건설기계,798867000000.0,2019-06-28,0.25,-11.75,-5.04,-41.87,-22.19
192,079160,CJ CGV,795665000000.0,2019-06-28,3.59,-11.73,-8.29,-44.05,-6.12
193,085620,미래에셋생명,778871000000.0,2019-06-28,-11.82,-13.56,-4.56,-18.82,-5.91
194,052690,한전기술,773955000000.0,2019-06-28,-3.8,-14.74,-3.11,-24.02,-6.17
195,112610,씨에스윈드,741557000000.0,2019-06-28,11.43,12.01,55.44,61.89,-20.63
196,103140,풍산,725829000000.0,2019-06-28,4.65,-9.6,-5.3,-23.03,-3.86
197,018670,SK가스,716716000000.0,2019-06-28,2.35,-13.56,10.89,-14.16,-3.57
198,027410,BGF,705732000000.0,2019-06-28,-3.77,-8.3,-8.3,-31.48,-11.76
199,082640,동양생명,704330000000.0,2019-06-28,4.93,-4.17,-8.49,-41.41,-7.67
200,003540,대신증권,703212000000.0,2019-06-28,3.36,27.06,22.03,18.88,-10.47
