순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,485940000000000.0,2021-03-31,-1.33,0.49,39.86,70.47,0.12
2,000660,SK하이닉스,96460300000000.0,2021-03-31,-6.36,11.81,57.74,59.06,-3.4
3,035420,NAVER,61927300000000.0,2021-03-31,0.53,28.89,27.15,121.76,-4.64
4,051910,LG화학,56826800000000.0,2021-03-31,-3.13,-2.31,23.09,163.93,15.78
5,207940,삼성바이오로직스,49491400000000.0,2021-03-31,-0.27,-9.44,8.41,55.19,7.49
6,005380,현대차,46579700000000.0,2021-03-31,-8.02,13.54,22.13,145.77,-2.75
7,006400,삼성SDI,45384600000000.0,2021-03-31,-2.08,5.1,52.25,174.43,-0.91
8,035720,카카오,44195900000000.0,2021-03-31,2.05,27.86,36.62,220.26,13.55
9,068270,셀트리온,43816500000000.0,2021-03-31,9.08,-9.61,28.33,44.3,-18.03
10,000270,기아차,33604600000000.0,2021-03-31,4.41,32.85,76.76,218.85,-7.12
11,005490,POSCO,27899800000000.0,2021-03-31,13.68,17.65,63.27,98.76,13.75
12,012330,현대모비스,27679600000000.0,2021-03-31,-3.63,14.29,26.96,72.27,-7.53
13,066570,LG전자,24547200000000.0,2021-03-31,2.39,11.11,63.58,211.2,5.0
14,051900,LG생활건강,24520600000000.0,2021-03-31,3.77,-3.09,8.43,40.18,-1.97
15,105560,KB금융,23368400000000.0,2021-03-31,28.31,29.49,49.67,62.66,-2.67
16,028260,삼성물산,23267400000000.0,2021-03-31,2.47,-9.78,18.57,38.95,9.24
17,017670,SK텔레콤,22205100000000.0,2021-03-31,11.11,15.54,15.54,55.37,10.37
18,096770,SK이노베이션,20250000000000.0,2021-03-31,-15.93,15.26,57.55,151.73,23.52
19,034730,SK,19841600000000.0,2021-03-31,7.43,17.26,42.07,68.36,-2.13
20,055550,신한지주,19346700000000.0,2021-03-31,13.66,16.85,35.69,30.94,6.81
21,036570,엔씨소프트,19165900000000.0,2021-03-31,-6.73,-6.23,8.31,33.9,-4.93
22,032830,삼성생명,15620000000000.0,2021-03-31,4.13,-1.26,28.03,81.63,4.61
23,003550,LG,15599200000000.0,2021-03-31,-3.73,3.31,22.0,53.22,39.93
24,090430,아모레퍼시픽,15111500000000.0,2021-03-31,10.23,25.49,57.62,53.41,4.64
25,018260,삼성에스디에스,14972600000000.0,2021-03-31,-0.51,8.4,14.16,29.43,-5.43
26,015760,한국전력,14861500000000.0,2021-03-31,1.98,-15.51,13.48,20.26,2.16
27,009150,삼성전기,14005100000000.0,2021-03-31,-1.06,5.34,34.89,91.91,-4.53
28,086790,하나금융지주,12850400000000.0,2021-03-31,15.52,24.06,52.31,85.28,6.66
