순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,212258000000000.0,2015-03-31,6.19,8.59,21.71,7.3,-2.15
2,005380,현대차,37116600000000.0,2015-03-31,4.98,-0.3,-11.55,-32.87,0.3
3,000660,SK하이닉스,33160500000000.0,2015-03-31,-2.25,-4.61,-2.57,26.53,1.32
4,015760,한국전력,29530300000000.0,2015-03-31,2.91,7.73,-4.56,26.2,1.85
5,012330,현대모비스,23995300000000.0,2015-03-31,-1.2,4.45,-4.09,-21.75,-4.06
6,035420,NAVER,22118000000000.0,2015-03-31,1.51,-5.76,-16.85,-13.31,-3.13
7,017670,SK텔레콤,22003200000000.0,2015-03-31,-4.89,1.68,-6.04,26.45,5.32
8,005490,POSCO,21317200000000.0,2015-03-31,-8.6,-11.25,-25.57,-17.4,3.07
9,018260,삼성에스디에스,20698600000000.0,2015-03-31,-7.6,-8.86,,,-4.3
10,028260,제일모직,20182500000000.0,2015-03-31,-7.72,-5.38,,,6.02
11,055550,신한지주,19892700000000.0,2015-03-31,-4.0,-5.62,-13.68,-10.74,5.36
12,090430,아모레퍼시픽,19612800000000.0,2015-03-31,17.51,51.13,40.26,166.27,15.77
13,032830,삼성생명,19340000000000.0,2015-03-31,-2.91,-17.0,-8.77,-3.78,8.58
14,000270,기아차,18322400000000.0,2015-03-31,-0.66,-13.58,-15.83,-23.78,9.73
15,105560,KB금융,15183600000000.0,2015-03-31,0.77,8.71,1.95,5.5,4.2
16,051910,LG화학,14977300000000.0,2015-03-31,-1.74,24.86,-11.55,-11.02,20.8
17,051900,LG생활건강,13134900000000.0,2015-03-31,25.52,34.99,65.88,83.03,-6.3
18,000810,삼성화재,12672800000000.0,2015-03-31,4.9,-5.31,-5.31,11.69,5.61
19,033780,KT&G,12177800000000.0,2015-03-31,10.87,16.56,-6.14,10.87,7.22
20,002790,아모레G,11968600000000.0,2015-03-31,12.28,50.3,28.31,192.97,8.67
21,034730,SK C&C,11625000000000.0,2015-03-31,7.14,8.9,-4.12,55.52,9.46
