순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,311580000000000.0,2017-04-28,7.57,11.83,38.23,76.36,3.27
2,000660,SK하이닉스,39312100000000.0,2017-04-28,6.3,1.31,27.21,93.55,5.74
3,005380,현대차,31719800000000.0,2017-04-28,-10.0,1.05,2.49,-2.7,13.54
4,015760,한국전력,29113100000000.0,2017-04-28,-2.89,4.86,-8.48,-26.14,-6.39
5,035420,NAVER,26370100000000.0,2017-04-28,-6.21,6.24,-6.98,21.4,6.87
6,028260,삼성물산,23426700000000.0,2017-04-28,-2.37,-2.37,-25.15,-6.44,8.5
7,005490,POSCO,23322500000000.0,2017-04-28,-2.9,-3.08,13.59,13.35,6.17
8,055550,신한지주,22548200000000.0,2017-04-28,-0.52,2.81,9.06,12.28,4.42
9,032830,삼성생명,21900000000000.0,2017-04-28,1.39,-0.45,-0.45,-1.35,14.16
10,012330,현대모비스,21610300000000.0,2017-04-28,-8.64,-16.54,-16.07,-14.62,26.8
11,105560,KB금융,20947400000000.0,2017-04-28,1.42,6.14,19.43,42.13,8.78
12,051910,LG화학,19342300000000.0,2017-04-28,-6.32,1.48,13.46,-9.57,11.13
13,017670,SK텔레콤,19338600000000.0,2017-04-28,-8.06,7.64,6.68,13.78,6.27
14,090430,아모레퍼시픽,17069900000000.0,2017-04-28,0.52,-8.32,-18.89,-27.72,20.38
15,034730,SK,17062400000000.0,2017-04-28,2.32,10.73,8.99,6.83,13.2
16,096770,SK이노베이션,15811600000000.0,2017-04-28,4.91,5.56,9.97,8.92,-2.05
17,000270,기아차,14126900000000.0,2017-04-28,-4.78,-7.68,-15.31,-27.7,11.48
18,033780,KT&G,13935200000000.0,2017-04-28,5.29,1.0,-10.18,-17.48,8.87
19,051900,LG생활건강,13525400000000.0,2017-04-28,5.48,0.81,0.93,-13.23,14.9
20,000810,삼성화재,12696500000000.0,2017-04-28,-0.92,0.37,-8.69,-10.52,8.21
21,011170,롯데케미칼,11722200000000.0,2017-04-28,-5.0,-12.87,14.38,13.43,9.94
22,003550,LG,11664900000000.0,2017-04-28,-1.74,14.19,10.46,-2.03,17.9
23,086790,하나금융지주,11603300000000.0,2017-04-28,4.26,12.81,21.74,52.83,7.65
24,207940,삼성바이오로직스,11578900000000.0,2017-04-28,-5.41,8.7,,,22.0
25,066570,LG전자,11308100000000.0,2017-04-28,-2.26,29.89,45.17,18.73,18.52
26,010950,S-Oil,11224500000000.0,2017-04-28,1.63,20.12,24.63,12.15,2.31
27,002790,아모레G,10843300000000.0,2017-04-28,5.2,-3.66,-13.49,-18.83,14.83
28,018260,삼성에스디에스,10639400000000.0,2017-04-28,1.85,8.7,-13.52,-18.15,17.45
29,034220,LG디스플레이,10519800000000.0,2017-04-28,0.69,-2.81,3.89,23.27,2.21
30,000030,우리은행,10106200000000.0,2017-04-28,13.26,14.56,20.08,41.71,3.34
31,006400,삼성SDI,9455120000000.0,2017-04-28,1.48,18.54,47.85,18.54,16.0
32,030200,KT,8407800000000.0,2017-04-28,-0.77,11.23,-0.16,4.89,0.78
33,023530,롯데쇼핑,8266360000000.0,2017-04-28,18.78,13.88,12.9,-1.69,5.14
34,010130,고려아연,8029190000000.0,2017-04-28,1.79,-13.43,-5.76,-13.78,2.94
35,036570,엔씨소프트,7894450000000.0,2017-04-28,24.35,16.69,35.08,60.36,4.58
36,035250,강원랜드,7733950000000.0,2017-04-28,-1.77,10.72,-6.1,-16.22,1.11
37,021240,코웨이,7598680000000.0,2017-04-28,8.65,16.05,8.88,4.04,-0.7
38,004020,현대제철,7326170000000.0,2017-04-28,-6.31,-7.42,9.91,-11.74,8.38
39,161390,한국타이어,7296240000000.0,2017-04-28,5.37,2.79,4.62,7.88,2.72
40,024110,기업은행,6999740000000.0,2017-04-28,1.63,-1.96,-4.58,2.88,2.0
41,139480,이마트,6411440000000.0,2017-04-28,8.75,15.29,39.82,27.42,-0.22
42,032640,LG유플러스,6309030000000.0,2017-04-28,-3.99,24.57,22.46,29.6,8.65
43,047810,한국항공우주,6218910000000.0,2017-04-28,10.19,2.74,-6.04,-4.06,0.47
44,006800,미래에셋대우,5943540000000.0,2017-04-28,-2.61,1.38,14.95,8.12,9.86
45,078930,GS,5509880000000.0,2017-04-28,4.22,15.37,14.26,5.7,21.42
46,009150,삼성전기,5460110000000.0,2017-04-28,10.76,29.61,51.19,38.71,12.59
47,001040,CJ,5456100000000.0,2017-04-28,6.86,3.6,3.03,-13.43,17.11
48,086280,현대글로비스,5437500000000.0,2017-04-28,-1.36,-11.32,-18.99,-23.68,8.62
