순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,266551000000000.0,2019-03-29,-1.0,15.37,-3.88,-8.95,3.36
2,000660,SK하이닉스,54017800000000.0,2019-03-29,6.0,22.64,1.5,-7.6,7.82
3,051910,LG화학,25836800000000.0,2019-03-29,-6.27,5.48,0.14,-5.18,-0.27
4,005380,현대차,25533300000000.0,2019-03-29,-5.53,0.84,-7.72,-16.72,16.32
5,068270,셀트리온,22708500000000.0,2019-03-29,-11.49,-18.65,-37.97,-41.88,19.34
6,051900,LG생활건강,22131000000000.0,2019-03-29,13.72,28.7,11.05,18.88,0.0
7,005490,POSCO,22058300000000.0,2019-03-29,-3.8,4.12,-14.09,-24.93,1.58
8,207940,삼성바이오로직스,21139700000000.0,2019-03-29,-15.03,-17.34,-40.17,-34.26,8.76
9,035420,NAVER,20436900000000.0,2019-03-29,-6.77,1.64,-13.53,-21.23,-3.23
10,017670,SK텔레콤,20307500000000.0,2019-03-29,-3.46,-6.68,-10.81,9.35,-1.59
11,028260,삼성물산,20296800000000.0,2019-03-29,-7.36,1.42,-17.37,-21.9,-3.27
12,012330,현대모비스,20296200000000.0,2019-03-29,-5.44,9.74,-8.55,-17.91,12.47
13,055550,신한지주,19916400000000.0,2019-03-29,-3.78,6.06,-6.67,-6.98,6.07
14,015760,한국전력,19194700000000.0,2019-03-29,-14.2,-9.67,1.87,-9.12,-4.01
15,034730,SK,19032500000000.0,2019-03-29,-0.73,4.04,-5.75,-9.38,-4.25
16,018260,삼성에스디에스,18183800000000.0,2019-03-29,1.95,15.2,1.73,-6.93,-7.23
17,105560,KB금융,17498000000000.0,2019-03-29,-5.64,-10.0,-22.79,-32.06,10.99
18,032830,삼성생명,16820000000000.0,2019-03-29,-5.19,3.06,-13.57,-27.19,1.19
19,096770,SK이노베이션,16597600000000.0,2019-03-29,-4.52,0.0,-16.51,-14.52,4.18
20,006400,삼성SDI,14750000000000.0,2019-03-29,-9.68,-2.05,-17.02,12.3,9.09
21,000270,기아차,14329600000000.0,2019-03-29,-3.28,4.9,0.71,10.99,28.01
22,000810,삼성화재,14259800000000.0,2019-03-29,-0.17,11.9,5.99,12.31,0.66
23,033780,KT&G,14209800000000.0,2019-03-29,-1.9,1.97,-0.48,3.5,-0.97
24,003550,LG,13373200000000.0,2019-03-29,3.33,10.87,6.75,-10.82,-4.0
25,066570,LG전자,12290000000000.0,2019-03-29,6.52,20.55,5.77,-31.1,1.07
26,090430,아모레퍼시픽,11019400000000.0,2019-03-29,-5.75,-10.02,-27.78,-38.6,17.24
