순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,194730000000000.0,2014-06-30,-8.39,-0.97,,,5.52
2,005380,현대차,50553500000000.0,2014-06-30,2.23,-7.46,,,6.54
3,000660,SK하이닉스,34580100000000.0,2014-06-30,9.97,31.04,,,-3.71
4,012330,현대모비스,27645700000000.0,2014-06-30,-1.39,-10.69,,,6.16
5,035420,NAVER,27523800000000.0,2014-06-30,10.16,7.05,,,-7.9
6,005490,POSCO,26504800000000.0,2014-06-30,5.19,3.4,,,10.03
7,015760,한국전력,23945300000000.0,2014-06-30,-4.6,1.08,,,13.81
8,000270,기아차,22943600000000.0,2014-06-30,-3.74,-4.87,,,7.77
9,055550,신한지주,22216300000000.0,2014-06-30,5.64,0.32,,,9.71
10,032830,삼성생명,20400000000000.0,2014-06-30,2.1,2.0,,,1.47
11,051910,LG화학,19616200000000.0,2014-06-30,13.85,17.46,,,-2.2
12,017670,SK텔레콤,19096400000000.0,2014-06-30,7.74,10.0,,,9.72
13,105560,KB금융,13599600000000.0,2014-06-30,1.29,-5.63,,,13.35
14,009540,현대중공업,13452000000000.0,2014-06-30,-4.32,-15.91,,,-13.84
15,033780,KT&G,12287700000000.0,2014-06-30,7.83,11.74,,,13.97
16,000810,삼성화재,12199000000000.0,2014-06-30,-0.96,8.42,,,6.41
17,066570,LG전자,12159000000000.0,2014-06-30,1.92,15.37,,,1.48
18,000830,삼성물산,11653800000000.0,2014-06-30,2.19,21.3,23.1,38.4,1.61
19,034220,LG디스플레이,11378500000000.0,2014-06-30,17.13,20.23,,,2.36
20,086790,하나금융지주,10871000000000.0,2014-06-30,1.21,-4.46,,,12.13
21,003550,LG,10784800000000.0,2014-06-30,2.97,8.7,,,8.48
22,096770,SK이노베이션,10448600000000.0,2014-06-30,6.1,-7.38,,,-7.97
23,086280,현대글로비스,10106300000000.0,2014-06-30,2.28,13.95,,,-2.97
24,023530,롯데쇼핑,9714940000000.0,2014-06-30,3.52,-7.5,,,2.43
25,090430,아모레퍼시픽,8909070000000.0,2014-06-30,5.18,20.38,,,12.07
26,004020,현대제철,8671300000000.0,2014-06-30,8.14,8.93,,,5.51
27,003600,SK,8570530000000.0,2014-06-30,-0.82,-4.45,-4.45,7.67,-4.66
28,034730,SK C&C,8325000000000.0,2014-06-30,0.6,15.22,,,1.2
29,053000,우리금융,8149150000000.0,2014-06-30,0.42,-3.72,-12.04,10.89,14.94
30,030200,KT,7976970000000.0,2014-06-30,0.49,2.86,,,9.17
31,010130,고려아연,7491390000000.0,2014-06-30,6.86,19.04,,,3.78
32,161390,한국타이어,7482050000000.0,2014-06-30,-0.17,2.2,,,-3.97
33,024110,기업은행,7458950000000.0,2014-06-30,-3.57,-0.74,,,16.3
34,006400,삼성SDI,7380450000000.0,2014-06-30,6.93,7.28,,,-1.54
35,051900,LG생활건강,7114090000000.0,2014-06-30,-10.69,-1.51,,,6.04
36,021240,코웨이,6532470000000.0,2014-06-30,-1.28,15.87,,,6.14
37,002380,KCC,6490840000000.0,2014-06-30,5.29,17.3,,,-0.65
38,139480,이마트,6467190000000.0,2014-06-30,-0.85,-7.39,,,-0.43
39,000720,현대건설,6414090000000.0,2014-06-30,7.86,1.77,,,9.9
40,010950,S-Oil,6405960000000.0,2014-06-30,3.27,-7.03,,,-4.04
41,035250,강원랜드,6354030000000.0,2014-06-30,-2.46,-7.19,,,16.16
42,011170,롯데케미칼,6323810000000.0,2014-06-30,14.6,-1.86,,,-6.23
43,010140,삼성중공업,6245180000000.0,2014-06-30,-3.91,-11.75,,,2.59
44,002790,아모레G,5960390000000.0,2014-06-30,8.89,42.83,,,12.45
45,088350,한화생명,5610700000000.0,2014-06-30,-0.31,-6.51,,,5.42
46,001800,오리온,5538220000000.0,2014-06-30,10.49,13.05,,,0.0
47,036460,한국가스공사,5095680000000.0,2014-06-30,-5.32,-10.68,,,11.05
48,011210,현대위아,5043100000000.0,2014-06-30,8.89,12.97,,,-4.85
49,029780,삼성카드,4999310000000.0,2014-06-30,14.91,26.35,,,10.43
50,042660,대우조선해양,4918740000000.0,2014-06-30,-4.28,-17.89,,,-1.56
51,018880,한라비스테온공조,4889610000000.0,2014-06-30,-3.58,0.88,,,9.61
52,097950,CJ제일제당,4515250000000.0,2014-06-30,4.39,20.88,,,-3.77
53,009150,삼성전기,4354640000000.0,2014-06-30,-7.31,-14.52,,,6.35
54,078930,GS,4190480000000.0,2014-06-30,4.04,-6.04,,,3.88
55,047050,대우인터내셔널,4167870000000.0,2014-06-30,13.66,-5.18,,,2.6
56,010060,OCI,4102090000000.0,2014-06-30,-1.71,-4.18,,,-3.49
57,001040,CJ,4068100000000.0,2014-06-30,-1.75,4.87,,,1.43
58,032640,LG유플러스,4025560000000.0,2014-06-30,-3.86,-12.19,,,3.04
59,036570,엔씨소프트,4002050000000.0,2014-06-30,8.31,-17.05,,,-15.07
60,034020,두산중공업,3720850000000.0,2014-06-30,4.47,-1.41,,,-11.12
61,005830,동부화재,3681600000000.0,2014-06-30,-9.88,-5.97,,,10.58
