순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,636361000000000.0,2025-10-31,28.13,50.56,93.69,81.59,-6.51
2,000660,SK하이닉스,406953000000000.0,2025-10-31,60.86,104.39,214.93,200.05,-5.19
3,373220,LG에너지솔루션,110682000000000.0,2025-10-31,36.12,23.66,45.76,16.07,-13.74
4,005380,현대차,59379800000000.0,2025-10-31,34.88,36.15,52.15,34.88,-9.83
5,034020,두산에너빌리티,56817800000000.0,2025-10-31,41.47,35.21,206.39,342.39,-13.87
6,329180,HD현대중공업,53263900000000.0,2025-10-31,16.5,22.32,49.25,228.59,-10.83
7,012450,한화에어로스페이스,50480600000000.0,2025-10-31,-11.56,-1.71,24.74,170.17,-12.97
8,000270,기아,47215300000000.0,2025-10-31,19.07,17.2,32.63,30.47,-4.84
9,105560,KB금융,44478500000000.0,2025-10-31,0.95,5.14,29.27,29.13,7.03
10,042660,한화오션,42162500000000.0,2025-10-31,24.75,22.53,75.29,414.39,-21.66
11,035420,NAVER,41958100000000.0,2025-10-31,-0.37,13.83,33.42,57.35,-8.79
12,068270,셀트리온,40552900000000.0,2025-10-31,1.27,-1.84,13.02,4.59,5.69
13,028260,삼성물산,38414700000000.0,2025-10-31,22.43,34.12,84.64,93.16,-0.44
14,055550,신한지주,35586800000000.0,2025-10-31,3.53,7.79,42.61,42.88,6.41
15,402340,SK스퀘어,34460600000000.0,2025-10-31,29.03,70.94,192.46,206.6,14.62
16,009540,HD한국조선해양,33546500000000.0,2025-10-31,15.33,32.03,74.26,158.45,-13.5
17,267260,HD현대일렉트릭,31361000000000.0,2025-10-31,49.48,73.65,182.93,165.65,-10.92
18,032830,삼성생명,30860000000000.0,2025-10-31,-1.47,22.56,79.0,52.02,-0.91
19,012330,현대모비스,29007200000000.0,2025-10-31,5.86,7.3,18.13,26.65,-2.06
20,035720,카카오,28794900000000.0,2025-10-31,9.23,12.24,70.2,76.18,-9.83
21,051910,LG화학,28060500000000.0,2025-10-31,42.99,31.84,84.03,26.79,-5.91
22,015760,한국전력,27315600000000.0,2025-10-31,18.03,10.38,65.89,84.2,23.38
23,010140,삼성중공업,26004000000000.0,2025-10-31,34.93,55.2,102.81,208.13,-16.75
24,006400,삼성SDI,25948500000000.0,2025-10-31,57.07,60.2,82.95,0.58,-6.99
25,064350,현대로템,25157300000000.0,2025-10-31,5.25,14.11,105.44,269.39,-23.77
26,005490,POSCO홀딩스,25129700000000.0,2025-10-31,12.5,0.65,19.19,-7.45,-0.32
27,086790,하나금융지주,23796900000000.0,2025-10-31,-1.95,0.12,32.56,42.74,9.12
28,096770,SK이노베이션,21790900000000.0,2025-10-31,28.26,19.46,36.55,9.8,-10.78
29,000810,삼성화재,20313900000000.0,2025-10-31,-2.21,0.23,17.89,31.2,9.06
30,010130,고려아연,19981600000000.0,2025-10-31,12.16,29.12,29.45,3.51,29.91
31,298040,효성중공업,19907900000000.0,2025-10-31,59.33,74.14,336.16,432.42,-10.96
32,011200,HMM,19383500000000.0,2025-10-31,2.49,-12.37,12.54,20.04,-6.86
33,138040,메리츠금융지주,19362000000000.0,2025-10-31,-2.64,-4.58,-10.96,7.59,-1.72
34,003670,포스코퓨처엠,19256900000000.0,2025-10-31,50.87,51.93,78.83,-0.51,-4.62
35,316140,우리금융지주,18645500000000.0,2025-10-31,-2.12,2.83,43.42,64.61,4.53
36,009150,삼성전기,18300000000000.0,2025-10-31,26.61,64.76,108.16,106.93,2.45
37,034730,SK,18016900000000.0,2025-10-31,18.33,22.41,87.69,67.68,6.84
38,267250,HD현대,16193600000000.0,2025-10-31,31.92,43.76,160.48,156.89,-4.15
39,033780,KT&G,16086900000000.0,2025-10-31,0.45,2.68,17.0,22.33,8.42
40,000150,두산,15681100000000.0,2025-10-31,75.42,57.9,212.69,373.32,-7.69
41,024110,기업은행,15414200000000.0,2025-10-31,-0.67,-0.46,26.01,37.09,6.31
42,006800,미래에셋증권,14999300000000.0,2025-10-31,23.19,37.77,121.95,190.31,-16.92
43,352820,하이브,14355400000000.0,2025-10-31,28.2,31.41,27.72,83.83,-12.17
44,066570,LG전자,14268800000000.0,2025-10-31,15.87,13.18,22.69,-2.12,-2.28
45,018260,삼성에스디에스,14160100000000.0,2025-10-31,11.45,14.59,42.52,27.88,-7.92
46,086280,현대글로비스,14160000000000.0,2025-10-31,14.15,28.0,65.61,54.63,-12.92
47,042700,한미반도체,13696400000000.0,2025-10-31,48.91,56.37,88.83,56.2,-13.99
48,259960,크래프톤,13080700000000.0,2025-10-31,-5.64,-15.98,-25.71,-16.62,-6.7
49,010120,LS ELECTRIC,13050000000000.0,2025-10-31,52.9,40.1,113.76,197.33,5.75
50,030200,KT,12386900000000.0,2025-10-31,-2.67,-10.96,-5.12,10.82,2.54
51,003550,LG,12384000000000.0,2025-10-31,11.53,1.39,20.57,6.08,-1.87
52,079550,LIG넥스원,11418000000000.0,2025-10-31,1.17,-17.36,61.93,109.27,-26.2
53,272210,한화시스템,11316300000000.0,2025-10-31,0.67,0.84,53.59,228.04,-22.87
54,017670,SK텔레콤,11233500000000.0,2025-10-31,-3.68,-6.77,-3.68,-7.76,2.29
55,323410,카카오뱅크,11042300000000.0,2025-10-31,-2.53,-17.62,3.81,6.93,-6.48
56,443060,HD현대마린솔루션,10781400000000.0,2025-10-31,14.52,17.6,57.19,75.16,-22.62
57,071050,한국금융지주,10158800000000.0,2025-10-31,25.72,27.48,119.64,136.45,-12.01
58,003230,삼양식품,10154500000000.0,2025-10-31,-11.84,-6.52,38.97,159.23,7.2
59,047810,한국항공우주,10078900000000.0,2025-10-31,-4.26,9.42,24.88,76.75,5.32
60,047050,포스코인터내셔널,9675750000000.0,2025-10-31,13.52,12.7,11.45,5.16,-2.55
61,010620,HD현대미포,9646030000000.0,2025-10-31,18.67,13.92,44.87,119.95,-7.66
62,278470,에이피알,9544820000000.0,2025-10-31,2.0,38.81,238.65,408.98,0.2
63,000100,유한양행,9436280000000.0,2025-10-31,-0.92,-0.08,3.69,-14.92,3.39
64,326030,SK바이오팜,9045180000000.0,2025-10-31,13.91,17.02,8.45,-2.04,21.04
65,005830,DB손해보험,8977440000000.0,2025-10-31,-8.45,-0.94,39.04,16.01,-1.81
66,007660,이수페타시스,8361310000000.0,2025-10-31,59.75,75.23,257.61,221.76,26.43
67,003490,대한항공,8156090000000.0,2025-10-31,-2.64,-6.54,5.73,-7.32,-1.35
68,010950,S-Oil,8083440000000.0,2025-10-31,15.06,14.51,38.08,25.31,6.82
69,039490,키움증권,7849020000000.0,2025-10-31,21.22,37.82,116.79,120.65,-8.08
70,000720,현대건설,7828310000000.0,2025-10-31,29.23,4.15,68.99,151.97,-4.69
71,034220,LG디스플레이,7350000000000.0,2025-10-31,2.01,35.61,73.55,38.16,-14.69
72,005940,NH투자증권,7251610000000.0,2025-10-31,4.79,0.74,32.57,52.21,1.47
73,000880,한화,7166060000000.0,2025-10-31,13.0,-4.21,98.55,240.82,-16.95
74,090430,아모레퍼시픽,7071770000000.0,2025-10-31,-1.14,-10.24,-2.81,3.69,2.81
75,377300,카카오페이,7067670000000.0,2025-10-31,-2.79,-18.41,65.24,113.03,-5.16
76,180640,한진칼,6990010000000.0,2025-10-31,4.18,-4.12,31.7,23.76,-2.2
77,016360,삼성증권,6902890000000.0,2025-10-31,7.81,9.18,48.08,68.41,1.94
78,006260,LS,6625300000000.0,2025-10-31,25.15,20.6,59.54,99.81,-14.4
79,032640,LG유플러스,6550580000000.0,2025-10-31,-0.72,4.17,26.79,52.25,-1.18
80,064400,LG씨엔에스,6423540000000.0,2025-10-31,0.91,-5.69,26.05,,-12.52
81,021240,코웨이,6414290000000.0,2025-10-31,-9.44,-18.09,1.71,41.59,-3.59
82,241560,두산밥캣,5780120000000.0,2025-10-31,8.65,8.84,23.06,60.8,-8.46
83,161390,한국타이어앤테크놀로지,5741610000000.0,2025-10-31,20.86,4.27,11.96,31.3,32.69
84,029780,삼성카드,5740810000000.0,2025-10-31,-5.26,-0.5,18.12,22.65,10.8
85,011070,LG이노텍,5703770000000.0,2025-10-31,28.33,53.99,72.64,35.7,-1.66
86,307950,현대오토에버,5580780000000.0,2025-10-31,33.27,32.06,65.18,50.63,-0.74
87,128940,한미약품,5444670000000.0,2025-10-31,15.8,52.06,57.99,32.61,7.41
88,088980,맥쿼리인프라,5263350000000.0,2025-10-31,-4.52,-6.86,-4.1,-7.8,4.82
89,009830,한화솔루션,5259910000000.0,2025-10-31,7.18,-0.33,2.34,42.66,-8.66
90,028050,삼성E&A,5086200000000.0,2025-10-31,-3.17,-2.08,34.88,45.3,-1.54
91,454910,두산로보틱스,5055960000000.0,2025-10-31,18.36,29.14,54.76,11.11,-0.64
92,001040,CJ,4980510000000.0,2025-10-31,-6.98,9.99,37.33,66.05,3.16
93,011790,SKC,4835780000000.0,2025-10-31,26.31,26.19,25.07,-15.82,-12.92
94,062040,산일전기,4770760000000.0,2025-10-31,42.33,32.57,187.52,271.77,-8.49
95,036570,엔씨소프트,4750460000000.0,2025-10-31,2.08,13.84,50.72,1.38,-4.76
96,251270,넷마블,4650080000000.0,2025-10-31,-12.32,-9.23,21.03,-6.72,-2.03
97,001440,대한전선,4512020000000.0,2025-10-31,55.93,53.85,108.08,106.31,-8.26
98,078930,GS,4455290000000.0,2025-10-31,4.35,-2.74,23.9,16.38,17.62
99,066970,엘앤에프,4434200000000.0,2025-10-31,64.33,73.68,88.43,3.39,2.54
100,450080,에코프로머티,4405740000000.0,2025-10-31,33.19,23.53,13.51,-44.0,-7.94
101,004020,현대제철,4403710000000.0,2025-10-31,-2.8,-7.56,34.69,30.18,-8.48
102,051900,LG생활건강,4353550000000.0,2025-10-31,-0.52,-9.97,-15.7,-14.18,-2.81
103,138930,BNK금융지주,4342210000000.0,2025-10-31,-5.35,-5.35,33.43,46.29,8.98
104,175330,JB금융지주,4292060000000.0,2025-10-31,-2.18,-2.81,31.52,25.35,7.35
105,082740,한화엔진,4122290000000.0,2025-10-31,10.02,42.57,81.28,246.18,-14.57
106,022100,포스코DX,3998510000000.0,2025-10-31,25.24,9.81,7.13,-3.66,-3.42
107,302440,SK바이오사이언스,3973320000000.0,2025-10-31,8.33,10.82,28.03,-6.28,8.09
108,271560,오리온,3925940000000.0,2025-10-31,-4.15,-10.78,-19.4,-0.5,6.24
109,052690,한전기술,3906080000000.0,2025-10-31,21.96,10.73,50.29,48.55,-9.98
110,002380,KCC,3905600000000.0,2025-10-31,14.45,18.78,76.15,67.43,-5.12
111,036460,한국가스공사,3849450000000.0,2025-10-31,6.65,-2.91,7.34,6.38,-0.48
112,035250,강원랜드,3611320000000.0,2025-10-31,-8.06,-9.68,4.2,-5.49,6.58
113,031210,서울보증보험,3525990000000.0,2025-10-31,-1.17,24.69,42.05,,-2.38
114,097950,CJ제일제당,3454940000000.0,2025-10-31,-0.43,-8.75,-3.97,-16.39,-8.71
115,071970,HD현대마린엔진,3368400000000.0,2025-10-31,19.78,51.14,169.11,419.08,-21.95
116,103140,풍산,3082670000000.0,2025-10-31,-11.79,-31.59,85.5,58.5,-9.82
117,004990,롯데지주,3068600000000.0,2025-10-31,1.04,3.91,29.42,22.13,-6.15
118,011170,롯데케미칼,3024220000000.0,2025-10-31,4.43,6.32,17.25,-25.89,2.12
119,011780,금호석유화학,3019680000000.0,2025-10-31,11.11,-5.15,-2.36,-18.65,0.78
120,018880,한온시스템,2962800000000.0,2025-10-31,43.1,33.1,22.61,9.95,-7.2
121,017800,현대엘리베이터,2959290000000.0,2025-10-31,-5.37,-11.25,2.44,60.04,14.66
122,042670,HD현대인프라코어,2878090000000.0,2025-10-31,0.93,-1.1,85.18,129.17,-4.13
123,439260,대한조선,2854800000000.0,2025-10-31,-8.41,,,,-7.56
124,012750,에스원,2849940000000.0,2025-10-31,-10.82,1.08,18.11,16.1,0.0
125,336260,두산퓨얼셀,2796580000000.0,2025-10-31,49.82,82.48,179.82,144.7,-25.53
126,103590,일진전기,2746680000000.0,2025-10-31,63.17,35.37,128.57,130.86,-4.69
127,012510,더존비즈온,2707110000000.0,2025-10-31,0.22,24.62,45.83,50.0,4.6
128,008930,한미사이언스,2694630000000.0,2025-10-31,1.29,-22.29,35.4,-17.49,-1.4
129,026960,동서,2691900000000.0,2025-10-31,0.37,-9.4,3.85,1.31,1.48
130,004370,농심,2652030000000.0,2025-10-31,1.04,12.66,8.19,16.42,2.52
131,014680,한솔케미칼,2635430000000.0,2025-10-31,11.24,27.68,100.95,83.79,2.37
132,088350,한화생명,2631650000000.0,2025-10-31,-3.66,-12.93,14.34,2.36,-0.66
133,111770,영원무역,2561200000000.0,2025-10-31,-10.94,-4.46,22.07,36.64,51.38
134,000990,DB하이텍,2558070000000.0,2025-10-31,3.52,28.67,53.32,50.77,8.16
135,489790,한화비전,2544610000000.0,2025-10-31,-5.08,-18.45,-16.28,19.15,-13.99
136,097230,HJ중공업,2537300000000.0,2025-10-31,0.36,215.38,257.96,1127.07,-25.98
137,361610,SK아이이테크놀로지,2510860000000.0,2025-10-31,15.85,10.63,36.75,-10.76,-7.17
138,001450,현대해상,2440620000000.0,2025-10-31,-3.02,3.8,22.97,-10.05,10.07
139,018670,SK가스,2408390000000.0,2025-10-31,12.53,-1.51,8.77,30.45,-8.25
140,001720,신영증권,2382160000000.0,2025-10-31,9.44,13.29,62.26,76.71,-3.45
141,383220,F&F,2348220000000.0,2025-10-31,-2.23,-12.3,-13.17,-1.92,18.43
142,030000,제일기획,2341090000000.0,2025-10-31,0.25,2.36,9.7,10.36,11.3
143,192820,코스맥스,2320970000000.0,2025-10-31,-4.66,-18.69,18.55,35.52,-18.83
144,051600,한전KPS,2281500000000.0,2025-10-31,6.4,-2.87,14.97,13.04,5.13
145,462870,시프트업,2264120000000.0,2025-10-31,-6.46,-8.24,-28.76,-40.65,0.0
146,000240,한국앤컴퍼니,2235720000000.0,2025-10-31,2.39,-2.48,56.58,40.6,26.75
147,081660,미스토홀딩스,2211530000000.0,2025-10-31,-4.54,2.36,-0.67,-7.77,16.17
148,009420,한올바이오파마,2162760000000.0,2025-10-31,26.03,52.77,49.19,-6.33,13.04
