순위,종목코드,종목명,시가총액,기준일(월말),1개월(%),3개월(%),6개월(%),12개월(%),다음달수익률(%)
1,005930,삼성전자,468628000000000.0,2021-07-30,-2.73,-3.68,-4.27,33.05,-4.97
2,000660,SK하이닉스,81900300000000.0,2021-07-30,-11.76,-12.11,-8.16,31.89,-8.0
3,035420,NAVER,71208200000000.0,2021-07-30,3.83,20.58,26.38,47.45,-1.27
4,035720,카카오,65335700000000.0,2021-07-30,-9.82,29.52,66.07,120.6,3.06
5,051910,LG화학,59438800000000.0,2021-07-30,-0.94,-9.66,-8.18,58.87,-8.55
6,207940,삼성바이오로직스,58886900000000.0,2021-07-30,5.83,10.7,12.23,20.92,6.4
7,006400,삼성SDI,50954500000000.0,2021-07-30,6.16,13.3,0.95,93.22,2.97
8,005380,현대차,46579700000000.0,2021-07-30,-8.98,2.83,-4.8,70.98,-3.67
9,068270,셀트리온,34961800000000.0,2021-07-30,-5.59,-4.7,-21.76,-13.95,14.79
10,000270,기아,33888400000000.0,2021-07-30,-6.7,8.57,1.33,105.41,-1.2
11,005490,POSCO,31954000000000.0,2021-07-30,5.32,0.69,49.29,84.17,-9.41
12,028260,삼성물산,26444500000000.0,2021-07-30,3.66,4.04,8.85,31.02,-7.07
13,066570,LG전자,25774500000000.0,2021-07-30,-3.67,0.0,2.94,118.45,-11.43
14,012330,현대모비스,25262400000000.0,2021-07-30,-8.73,-1.3,-16.06,25.12,2.25
15,096770,SK이노베이션,23393800000000.0,2021-07-30,-14.38,-6.47,-9.64,98.43,-4.94
16,051900,LG생활건강,22786900000000.0,2021-07-30,-17.2,-5.2,-6.29,5.34,-2.4
17,017670,SK텔레콤,21690100000000.0,2021-07-30,-5.94,-0.82,23.36,36.82,-3.16
18,105560,KB금융,21330900000000.0,2021-07-30,-8.06,-6.22,27.3,42.7,2.34
19,055550,신한지주,20224900000000.0,2021-07-30,-3.57,-2.12,27.73,26.49,-2.17
20,034730,SK,18856600000000.0,2021-07-30,-5.13,-2.9,-13.83,17.8,-3.54
21,036570,엔씨소프트,18090100000000.0,2021-07-30,0.49,-0.72,-13.54,-0.12,-21.24
22,011200,HMM,16215700000000.0,2021-07-30,-8.88,2.04,193.04,583.76,2.5
23,361610,SK아이이테크놀로지,16077600000000.0,2021-07-30,23.22,,,,-7.32
24,015760,한국전력,15984900000000.0,2021-07-30,0.2,5.29,8.97,29.69,-4.42
25,032830,삼성생명,15080000000000.0,2021-07-30,-5.51,-7.71,6.8,56.76,-2.65
26,003550,LG,14817800000000.0,2021-07-30,-8.1,-21.17,0.62,35.86,-0.11
27,009150,삼성전기,14341200000000.0,2021-07-30,8.47,7.26,-5.88,32.87,-7.03
28,018260,삼성에스디에스,14121400000000.0,2021-07-30,-1.35,-0.27,-6.65,7.67,-7.12
29,086790,하나금융지주,13045500000000.0,2021-07-30,-5.65,-4.82,33.08,44.35,0.46
30,302440,SK바이오사이언스,13043300000000.0,2021-07-30,7.57,12.17,,,75.66
31,090430,아모레퍼시픽,12948600000000.0,2021-07-30,-12.1,-18.11,-0.67,33.43,0.45
32,003670,포스코케미칼,11929300000000.0,2021-07-30,6.94,3.36,14.5,125.99,-1.3
33,251270,넷마블,11904600000000.0,2021-07-30,3.36,6.95,5.32,10.36,-9.75
34,352820,하이브,11305200000000.0,2021-07-30,-1.03,19.14,42.99,,-1.21
35,033780,KT&G,11299200000000.0,2021-07-30,-2.49,-0.12,2.62,0.24,-1.58
36,034020,두산중공업,11124900000000.0,2021-07-30,-8.81,55.91,85.11,118.22,-6.21
37,010950,S-Oil,11066900000000.0,2021-07-30,-4.1,12.86,44.13,59.84,-4.07
38,003490,대한항공,10399800000000.0,2021-07-30,-5.08,11.15,4.18,121.61,4.01
39,010130,고려아연,10321900000000.0,2021-07-30,26.77,22.65,34.73,29.77,-7.5
40,000810,삼성화재,10161900000000.0,2021-07-30,-2.72,8.33,27.68,22.22,4.66
41,326030,SK바이오팜,9319280000000.0,2021-07-30,-3.25,9.17,-17.93,-35.68,2.1
42,009540,한국조선해양,9235890000000.0,2021-07-30,-2.61,-14.98,38.83,43.41,-9.96
43,011170,롯데케미칼,8894470000000.0,2021-07-30,-1.14,-14.64,-0.57,52.65,-5.2
44,030200,KT,8825580000000.0,2021-07-30,6.29,19.22,41.13,42.02,-3.99
45,018880,한온시스템,8327280000000.0,2021-07-30,-5.74,-3.71,-6.59,55.23,3.85
46,034220,LG디스플레이,7889840000000.0,2021-07-30,-10.0,-9.26,1.38,72.27,-8.16
47,316140,우리금융지주,7836600000000.0,2021-07-30,-5.24,1.4,23.3,25.0,1.84
48,024110,기업은행,7666300000000.0,2021-07-30,-1.9,6.3,31.55,25.0,0.0
49,009830,한화솔루션,7478990000000.0,2021-07-30,-12.23,-15.09,-21.49,54.55,3.45
50,086280,현대글로비스,7293750000000.0,2021-07-30,-6.94,1.3,2.37,69.87,-0.26
51,004020,현대제철,7206070000000.0,2021-07-30,0.56,-2.7,39.18,112.6,-7.22
52,097950,CJ제일제당,7045360000000.0,2021-07-30,1.52,18.33,9.86,27.52,-4.27
53,032640,LG유플러스,6352700000000.0,2021-07-30,-5.21,10.23,21.76,24.89,-4.12
54,021240,코웨이,6332010000000.0,2021-07-30,9.02,28.25,23.1,10.42,-10.37
55,011780,금호석유,6200180000000.0,2021-07-30,-7.08,-21.73,-17.78,146.67,-6.63
56,011790,SKC,6115730000000.0,2021-07-30,1.89,19.63,33.47,132.37,-8.67
57,000720,현대건설,6091160000000.0,2021-07-30,-6.17,8.53,35.9,60.88,-2.56
58,161390,한국타이어앤테크놀로지,5989360000000.0,2021-07-30,-6.48,0.52,17.5,73.3,-4.45
59,137310,에스디바이오센서,5824500000000.0,2021-07-30,,,,,-10.11
60,006800,미래에셋증권,5673380000000.0,2021-07-30,-5.3,-10.7,-5.99,19.71,-1.56
61,035250,강원랜드,5541060000000.0,2021-07-30,-3.72,2.37,9.98,12.85,6.95
62,267250,현대중공업지주,5411030000000.0,2021-07-30,-3.25,-2.7,45.74,45.13,-3.94
63,011070,LG이노텍,5372430000000.0,2021-07-30,1.79,12.94,13.5,40.12,-8.37
64,071050,한국금융지주,5344120000000.0,2021-07-30,-6.89,-14.38,17.96,94.33,-3.13
65,008930,한미사이언스,4825740000000.0,2021-07-30,-6.27,3.61,-11.04,74.45,2.65
66,002790,아모레G,4749590000000.0,2021-07-30,-10.0,-21.63,-2.21,6.27,-2.43
67,139480,이마트,4697080000000.0,2021-07-30,5.31,0.3,2.74,46.52,4.75
68,271560,오리온,4645500000000.0,2021-07-30,-0.84,0.43,-2.08,-11.99,8.09
69,241560,두산밥캣,4621490000000.0,2021-07-30,-3.96,0.99,51.89,64.35,-7.7
70,383220,F&F,4596850000000.0,2021-07-30,7.14,,,,23.67
71,088980,맥쿼리인프라,4577970000000.0,2021-07-30,-1.99,2.07,14.42,8.86,0.41
72,028050,삼성엔지니어링,4576600000000.0,2021-07-30,-2.3,34.58,89.07,94.58,-5.14
73,180640,한진칼,4338020000000.0,2021-07-30,-1.52,17.12,6.56,-23.44,2.15
74,000100,유한양행,4310330000000.0,2021-07-30,-2.38,-4.2,-6.24,15.57,-1.14
75,029780,삼성카드,4055060000000.0,2021-07-30,2.04,-0.85,17.85,21.32,-1.57
76,005830,DB손해보험,4042680000000.0,2021-07-30,4.2,16.65,55.16,22.53,2.63
77,028670,팬오션,4036000000000.0,2021-07-30,-11.59,2.86,65.93,113.28,9.54
78,000120,CJ대한통운,4014970000000.0,2021-07-30,-0.56,2.62,4.76,15.79,-3.41
79,003410,쌍용C&E,4010720000000.0,2021-07-30,-4.67,2.58,23.22,46.19,4.4
80,078930,GS,3976780000000.0,2021-07-30,-7.46,-0.58,18.07,20.73,-1.52
81,004990,롯데지주,3960320000000.0,2021-07-30,-6.09,3.14,16.33,22.17,-5.83
82,016360,삼성증권,3951530000000.0,2021-07-30,-1.56,3.75,17.22,51.02,12.2
83,128940,한미약품,3865050000000.0,2021-07-30,-4.33,-5.33,-16.45,26.33,-4.53
84,298020,효성티앤씨,3847310000000.0,2021-07-30,-1.22,22.96,196.83,679.82,-13.27
85,006360,GS건설,3769860000000.0,2021-07-30,2.68,-0.23,15.47,64.98,-0.79
86,020150,일진머티리얼즈,3707310000000.0,2021-07-30,10.14,16.35,12.61,57.65,-8.08
87,007070,GS리테일,3696540000000.0,2021-07-30,-8.67,-1.4,1.73,1.88,-1.98
88,008770,호텔신라,3669700000000.0,2021-07-30,-3.61,8.09,15.57,30.77,-4.71
89,005940,NH투자증권,3573890000000.0,2021-07-30,-1.55,-1.17,14.93,44.32,3.54
90,307950,현대오토에버,3510270000000.0,2021-07-30,-5.54,23.67,4.49,217.22,-8.59
91,042660,대우조선해양,3486950000000.0,2021-07-30,-9.22,-11.44,32.93,39.48,-13.69
92,112610,씨에스윈드,3466490000000.0,2021-07-30,6.06,6.75,2.69,113.87,-2.68
93,006280,녹십자,3412470000000.0,2021-07-30,-11.11,-13.74,-31.05,27.23,20.03
94,138040,메리츠금융지주,3363680000000.0,2021-07-30,18.4,40.22,163.1,192.88,7.57
95,019170,신풍제약,3359250000000.0,2021-07-30,-26.28,-9.17,-21.73,-26.28,10.73
96,010620,현대미포조선,3351150000000.0,2021-07-30,-4.0,-2.21,94.66,161.37,-7.39
97,008560,메리츠증권,3347300000000.0,2021-07-30,3.7,1.66,39.29,57.12,6.92
98,036460,한국가스공사,3323270000000.0,2021-07-30,-2.44,3.15,16.13,42.29,-0.14
99,336260,두산퓨얼셀,3212470000000.0,2021-07-30,-1.9,8.76,-11.94,9.99,8.05
100,272210,한화시스템,3202180000000.0,2021-07-30,-0.59,-2.02,16.3,88.63,16.22
101,047050,포스코인터내셔널,3189250000000.0,2021-07-30,10.94,23.1,56.67,85.3,-13.73
102,081660,휠라홀딩스,3171270000000.0,2021-07-30,-10.31,14.47,22.25,53.3,-16.57
103,047810,한국항공우주,3158190000000.0,2021-07-30,-1.52,-0.61,4.35,33.06,0.31
104,002380,KCC,3154700000000.0,2021-07-30,3.35,13.42,78.84,160.07,1.55
105,047040,대우건설,3096390000000.0,2021-07-30,-6.29,0.81,26.27,110.16,-3.49
106,039490,키움증권,3091600000000.0,2021-07-30,-9.92,-10.94,-16.31,21.4,-0.85
107,000060,메리츠화재,3075940000000.0,2021-07-30,25.0,27.82,60.88,102.38,-3.53
108,012750,에스원,3062730000000.0,2021-07-30,-1.59,-1.1,-0.25,-11.43,1.24
109,023530,롯데쇼핑,3041040000000.0,2021-07-30,-6.93,-13.31,1.9,36.25,0.0
110,014680,한솔케미칼,3032160000000.0,2021-07-30,8.96,8.08,38.6,75.99,7.29
111,026960,동서,3030880000000.0,2021-07-30,-0.33,-3.34,-1.46,44.42,-4.93
112,088350,한화생명,2948660000000.0,2021-07-30,-9.59,-2.86,27.15,127.09,-1.77
113,204320,만도,2887860000000.0,2021-07-30,-7.52,5.85,-11.13,126.1,-1.14
114,001040,CJ,2859350000000.0,2021-07-30,-8.41,2.62,4.14,19.22,3.06
115,375500,DL이앤씨,2836060000000.0,2021-07-30,3.17,10.15,31.39,,-5.12
116,009240,한샘,2824070000000.0,2021-07-30,17.07,7.14,26.58,17.07,-3.75
117,282330,BGF리테일,2791350000000.0,2021-07-30,-10.03,5.56,-5.0,29.2,12.07
118,285130,SK케미칼,2785080000000.0,2021-07-30,-8.85,-11.07,-43.71,-13.5,12.45
119,030000,제일기획,2784000000000.0,2021-07-30,-3.78,10.25,25.39,19.8,-5.17
120,298050,효성첨단소재,2750690000000.0,2021-07-30,39.39,60.31,171.08,389.24,1.79
121,010060,OCI,2718830000000.0,2021-07-30,-2.98,-8.8,15.85,102.85,10.53
122,064350,현대로템,2712190000000.0,2021-07-30,2.47,23.33,29.09,35.42,3.82
123,000990,DB하이텍,2708310000000.0,2021-07-30,-2.24,10.31,-0.81,73.54,-1.8
124,011210,현대위아,2665120000000.0,2021-07-30,-3.45,40.8,7.93,150.96,-6.02
125,012450,한화에어로스페이스,2622630000000.0,2021-07-30,10.21,34.2,27.43,107.62,-3.09
126,004170,신세계,2618820000000.0,2021-07-30,-6.83,-12.64,13.92,24.59,0.19
127,004800,효성,2581200000000.0,2021-07-30,18.93,23.24,65.09,76.51,-2.04
128,012510,더존비즈온,2539510000000.0,2021-07-30,0.84,-0.71,-16.22,-20.29,-0.72
129,138930,BNK금융지주,2526000000000.0,2021-07-30,0.26,1.04,40.65,47.9,-0.13
130,000080,하이트진로,2416100000000.0,2021-07-30,-8.62,-1.15,7.99,-17.09,-1.74
131,006260,LS,2340940000000.0,2021-07-30,2.68,-0.82,12.89,72.07,-8.39
132,001450,현대해상,2319930000000.0,2021-07-30,1.76,6.57,30.4,9.03,-1.54
133,000880,한화,2237520000000.0,2021-07-30,-5.98,-3.08,-7.15,13.93,17.42
134,001440,대한전선,2222550000000.0,2021-07-30,-15.47,126.73,134.92,187.76,-2.88
135,017800,현대엘리베이,2204020000000.0,2021-07-30,1.69,19.21,27.21,15.26,-7.22
136,120110,코오롱인더,2182590000000.0,2021-07-30,0.12,33.72,97.8,136.2,6.67
137,003090,대웅,2154160000000.0,2021-07-30,-20.75,2.07,-20.75,38.76,-6.75
138,294870,HDC현대산업개발,2046420000000.0,2021-07-30,-1.43,10.89,13.53,38.0,-4.67
139,052690,한전기술,2037130000000.0,2021-07-30,5.54,38.8,212.61,225.0,-10.32
140,001230,동국제강,2027950000000.0,2021-07-30,-4.28,-11.28,174.2,258.96,-4.71
141,004370,농심,2001190000000.0,2021-07-30,4.94,15.44,16.46,-8.61,-9.12
142,069620,대웅제약,1981300000000.0,2021-07-30,-0.58,28.09,12.87,52.68,-5.26
143,007310,오뚜기,1979200000000.0,2021-07-30,-0.92,-2.88,-3.92,-3.06,-3.53
144,010120,LS ELECTRIC,1947000000000.0,2021-07-30,16.1,14.06,5.53,20.41,5.55
